Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Preds,F,F,F,D,D,G/Extra Attacker,Devils,F,F,F,D,D,G/Extra Attacker
2,6:16,5v5,WPG,85,t,16,27,,or,or,,y,,,,,,,1,35,20650,1/14/2016,WPG,NSH,,,,16,92,20,4,14,35,,85,16,27,8,33,30
2,4:45,5v4,WPG,85,w,33,85,33,oc,opr,oc,y,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,12,24,6,14,35,0,,18,85,26,16,33,30
2,4:28,5v4,WPG,85,o,18,26,18,ol,oelc,opl,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,12,24,6,14,35,0,,18,85,26,16,33,30
2,4:12,5v4,WPG,33,s,85,26,33,oc,opr,or,,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,12,24,6,14,35,0,,18,85,26,16,33,30
2,1:37,5v4,NSH,56,o,9,59,,orrc,nc,,,,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,12,9,56,4,14,35,,6,17,33,57,30,0
2,1:19,5v4,NSH,9,w,14,9,12,oc,opr,oc,,y,,,56,y,,2,30,20650,1/14/2016,WPG,NSH,,,,12,9,56,4,14,35,,6,17,33,57,30,0
3,19:22,5v4,WPG,33,w,16,33,85,opl,oc,oelpr,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,12,24,4,14,35,0,,18,85,26,16,33,30
3,17:14,5v5,WPG,17,w,15,,,oc,,,,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,92,18,56,6,59,35,,15,22,17,33,39,30
3,16:28,5v5,WPG,85,w,8,,,nl,,,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,15,63,9,2,5,35,,85,16,27,8,33,30
3,14:54,5v5,WPG,22,b,5,7,,dl,dl,,y,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,12,19,24,6,59,35,,6,22,17,5,7,30
3,14:32,5v5,WPG,6,w,85,,,ol,,,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,12,19,24,6,59,35,,6,85,16,5,7,30
3,14:21,5v5,WPG,16,s,7,,,nsc,,,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,12,19,24,6,59,35,,85,16,27,5,7,30
3,14:02,5v5,WPG,27,w,16,5,,nl,dsc,,y,y,1 on 0,y,,,,2,35,20650,1/14/2016,WPG,NSH,,,,15,63,9,4,14,35,,85,16,27,8,33,30
3,12:56,5v5,WPG,18,o,57,12,,orrc,oc,,y,,,,,,,3,35,20650,1/14/2016,WPG,NSH,,,,92,18,56,6,59,35,,18,12,26,39,57,30
3,12:45,5v5,WPG,18,w,12,,,oc,,,y,,,,,,,3,35,20650,1/14/2016,WPG,NSH,,,,92,18,56,6,59,35,,18,12,26,39,57,30
3,11:48,5v5,NSH,19,b,2,63,,orrc,or,,y,,,,,,,3,30,20650,1/14/2016,WPG,NSH,,,,19,63,9,2,5,35,,6,16,17,5,8,30
3,11:07,5v4,NSH,92,w,6,59,92,oc,opl,opr,,,,,,,,3,30,20650,1/14/2016,WPG,NSH,,,,63,92,18,6,59,35,,18,16,39,57,30,0
3,10:59,5v4,NSH,92,b,18,,,ol,,,y,y,,y,,,,3,30,20650,1/14/2016,WPG,NSH,,,,63,92,18,6,59,35,,18,16,39,57,30,0
3,10:20,5v5,NSH,9,w,14,,,nc,,,,,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,12,9,56,4,14,35,,6,22,17,5,8,30
3,10:15,5v5,NSH,6,w,19,,,ofp,,,,,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,15,19,20,6,59,35,,9,15,40,39,57,30
3,9:59,5v5,NSH,6,w,59,,,ol,,,,y,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,15,19,20,6,59,35,,9,15,40,8,39,30
3,8:54,5v5,NSH,56,w,18,,,oelc,,,,y,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,92,18,56,6,59,35,,18,12,26,39,57,30
3,8:32,5v5,WPG,12,b,57,,,or,,,,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,92,18,56,6,59,35,,18,12,27,5,57,30
3,8:07,5v5,NSH,24,o,14,,,oelc,,,,y,,y,,,,2,30,20650,1/14/2016,WPG,NSH,,,,12,19,24,4,14,35,,85,16,27,5,8,30
3,7:22,5v5,NSH,18,o,63,,,oelc,,,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,63,9,18,4,14,35,,6,40,17,39,57,30
3,6:06,4v4,NSH,59,w,9,,,nl,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,12,9,4,59,35,0,,18,12,39,57,30,0
3,5:47,4v4,NSH,4,w,63,14,,ol,oc,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,15,63,4,14,35,0,,85,27,5,8,30,0
3,4:37,4v4,NSH,59,a,56,59,56,oc,opl,oc,y,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,92,18,56,6,59,35,,18,40,16,39,57,30
3,2:53,4v4,NSH,59,w,63,59,63,orrc,oc,ol,y,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,63,9,6,59,0,0,,18,5,57,30,0,0
3,2:31,4v3,NSH,9,w,6,59,9,oc,oc,ol,,y,,,9,y,,1,30,20650,1/14/2016,WPG,NSH,,,,63,9,6,59,0,0,,18,5,57,30,0,0
3,2:15,4v3,NSH,6,o,59,6,59,opr,oc,opc,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,63,9,6,59,0,0,,18,5,57,30,0,0
3,1:41,5v4,NSH,6,o,59,,,opr,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,63,9,18,6,59,0,,18,5,8,57,30,0
3,1:29,6v5,NSH,59,w,9,,,opr,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,63,92,9,18,6,59,,18,26,5,8,57,30
3,1:19,6v5,NSH,59,o,6,92,,oc,ol,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,63,92,9,18,6,59,,18,26,5,8,57,30
3,1:02,6v5,NSH,63,w,6,,,nr,,,y,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,63,92,9,18,6,59,,26,16,5,8,57,30
3,0:52,6v5,NSH,6,o,59,18,,opr,oelpr,,,,,,92,,,1,30,20650,1/14/2016,WPG,NSH,,,,12,63,92,18,6,59,,26,16,5,8,57,30
3,0:41,6v5,NSH,6,o,59,63,,opr,opr,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,12,63,92,18,6,59,,26,16,5,8,57,30
3,0:31,6v5,NSH,12,t,59,6,59,oc,opc,opc,y,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,12,63,92,18,6,59,,26,16,5,8,57,30
3,0:19,6v5,NSH,9,o,4,,,oc,,,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,15,19,9,56,4,14,,6,16,17,8,57,30
3,0:14,6v5,NSH,18,o,92,28,,ol,of,,y,y,,y,,,,1,30,20650,1/14/2016,WPG,NSH,,,,28,63,92,18,6,59,,18,26,16,8,57,30
4,4:34,3v3,NSH,92,w,18,92,,oc,nc,,y,,,,,,,0,30,20650,1/14/2016,WPG,NSH,,,,92,18,0,0,59,35,,18,16,0,0,57,30
4,4:09,3v3,WPG,26,w,18,16,57,oc,ol,oc,y,y,,y,,,,0,35,20650,1/14/2016,WPG,NSH,,,,9,0,0,4,14,35,,18,26,0,0,57,30
1,19:07,5v5,BOS,86,S,44,46,,or,ofp,,,,,,,,,0,35,20865,2/18/2016,NSH,BOS,35,40,,28,20,51,4,14,35,,46,88,39,44,86,40
1,17:55,5v5,NSH,6,S,59,12,33,opl,nc,dl,,y,,,,,,0,40,20865,2/18/2016,NSH,BOS,30,50,,12,33,38,6,59,35,,41,64,21,33,62,40
1,17:46,5v5,NSH,59,W,33,,,oc,,,,,,,,,,0,40,20865,2/18/2016,NSH,BOS,,,,12,33,38,6,59,35,,41,64,21,33,62,40
1,17:41,5v5,NSH,59,W,12,33,,oelpl,ol,,,y,,,,,,0,40,20865,2/18/2016,NSH,BOS,,,,12,33,38,6,59,35,,41,64,21,33,62,40
1,17:28,5v5,NSH,9,W,15,,,ol,,,y,,,,,,,0,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,37,63,14,33,62,40
1,17:15,5v5,NSH,15,T,4,9,15,or,opr,oelr,y,y,,,,,,0,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,37,63,14,33,62,40
1,15:29,5v5,BOS,11,O,54,,,opr,,,,,,,,,,1,35,20865,2/18/2016,NSH,BOS,,,,12,33,38,2,5,35,,51,11,21,47,54,40
1,14:24,5v5,NSH,28,W,20,59,6,dl,dl,dr,,,,,,,,1,40,20865,2/18/2016,NSH,BOS,,,,28,20,51,6,59,35,,29,41,64,33,62,40
1,13:23,5v5,NSH,15,S,9,4,,opl,ol,,,y,,,,,,1,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,29,37,14,33,44,40
1,11:43,5v5,BOS,51,W,21,,,nl,,,,y,,,,,,1,35,20865,2/18/2016,NSH,BOS,,,,12,33,38,2,5,35,,51,11,21,44,47,40
1,8:39,5v5,BOS,29,W,41,,,dc,,,,y,,,,,,1,35,20865,2/18/2016,NSH,BOS,,,,12,33,38,6,59,35,,29,41,64,47,86,40
1,7:26,5v5,BOS,47,S,54,,,nr,,,,y,,,,,,1,35,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,37,63,14,47,54,40
1,6:29,5v5,NSH,38,W,6,59,,dsr,dc,,,,,,,,,1,40,20865,2/18/2016,NSH,BOS,,,,12,33,38,6,59,35,,51,11,21,44,86,40
1,6:09,5v5,BOS,86,W,21,44,,ol,opl,,,,,,,,,1,35,20865,2/18/2016,NSH,BOS,,,,12,33,38,4,14,35,,51,11,21,44,86,40
1,5:30,5v5,NSH,15,T,9,,,or,,,,,,,,,,1,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,51,11,21,33,62,40
1,5:24,5v5,NSH,14,B,63,,,oc,,,Y,y,,,,,,1,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,51,11,21,33,62,40
1,5:14,5v5,BOS,39,W,46,,,nc,,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,92,18,6,59,35,,46,88,39,44,86,40
1,4:52,5v5,NSH,19,W,92,59,,oell,oell,,Y,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,92,18,6,59,35,,46,88,39,44,86,40
1,2:36,5v5,NSH,63,T,15,63,,or,oc,,Y,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,6,59,35,,51,11,21,44,86,40
1,2:31,5v5,NSH,6,S,63,15,,opr,of,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,6,59,35,,51,11,21,33,54,40
1,2:08,5v5,NSH,6,S,63,6,,opr,oc,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,6,59,35,,51,11,21,33,54,40
1,1:54,5v5,NSH,6,S,63,15,9,opr,oelc,oelc,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,6,59,35,,51,11,21,33,54,40
1,1:11,5v5,BOS,88,B,39,44,46,nc,dsc,dc,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,92,18,4,14,35,,46,88,39,44,86,40
1,0:20,5v4,BOS,47,S,46,21,,oc,opc,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,21,47,40
1,0:14,5v4,BOS,47,O,46,,,oc,,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,21,47,40
2,19:06,5v4,BOS,51,O,46,47,,oc,ol,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,21,47,40
2,18:42,5v4,BOS,37,T,47,46,51,oc,or,opr,Y,y,,,51,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,21,47,40
2,18:22,5v5,BOS,46,W,51,21,,opr,oelr,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,20,9,6,59,35,,37,46,51,21,47,40
2,16:02,5v5,NSH,14,W,4,92,,dr,nf,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,92,18,4,14,35,,51,11,21,44,86,40
2,14:16,5v4,NSH,12,B,15,14,,nc,dc,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,12,15,9,4,14,35,,29,41,44,86,40,0
2,13:51,5v4,NSH,15,W,9,14,,oc,nc,,Y,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,12,15,9,4,14,35,,29,41,44,86,40,0
2,13:37,5v5,NSH,14,O,4,12,9,ol,oelc,or,,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,12,15,9,4,14,35,,29,41,11,44,86,40
2,13:14,5v5,NSH,19,W,38,9,14,oelc,ol,dc,y,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,33,38,6,59,35,,29,51,11,44,86,40
2,13:05,5v5,NSH,6,S,59,19,,opr,ol,,,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,33,38,6,59,35,,29,51,11,44,86,40
2,11:49,5v5,NSH,51,T,5,20,28,oc,oc,or,Y,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,28,20,51,2,5,35,,46,88,39,47,54,40
2,11:45,5v5,NSH,18,W,92,,,of,,,Y,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,92,18,6,59,35,,37,63,14,33,86,40
2,11:29,5v5,BOS,14,W,37,63,,nl,dl,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,92,18,6,59,35,,37,63,14,33,86,40
2,11:21,5v5,BOS,63,W,86,33,,or,ol,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,92,18,6,59,35,,37,63,14,33,86,40
2,10:49,5v5,NSH,51,S,20,,,nl,,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,28,20,51,2,5,35,,29,41,64,44,62,40
2,9:07,5v5,NSH,6,W,9,59,,ol,opl,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,6,59,35,,46,88,39,44,62,40
2,8:46,5v5,BOS,88,B,46,,,dc,,,Y,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,63,9,18,6,59,35,,46,88,39,33,86,40
2,8:23,5v5,BOS,14,W,86,33,,dr,dc,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,92,51,4,14,35,,37,63,14,47,54,40
2,8:11,5v5,BOS,47,S,54,,,ol,,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,28,20,51,6,59,35,,37,63,14,47,86,40
2,7:24,5v5,BOS,86,W,51,86,,opr,dr,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,15,63,9,5,59,35,,51,11,21,44,86,40
2,7:00,5v5,BOS,51,W,11,,,dl,,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,92,18,2,5,35,,51,11,21,33,62,40
2,5:56,5v5,BOS,29,B,41,,,dl,,,y,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,29,41,64,44,86,40
2,5:09,5v5,BOS,88,W,39,,,nc,,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,28,20,51,6,59,35,,46,88,39,33,86,40
2,4:24,5v5,NSH,12,W,38,,,oc,,,y,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,12,33,38,4,14,35,,37,63,14,44,86,40
2,3:45,5v5,NSH,9,W,63,,,or,,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,2,5,35,,51,11,21,33,44,40
2,3:14,5v5,NSH,59,S,6,92,63,oc,opl,ol,y,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,63,92,18,6,59,35,,46,21,33,54,40,0
2,1:19,5v5,NSH,38,W,33,,,nl,,,,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,33,38,6,59,35,,51,11,39,47,54,40
3,19:26,5v5,BOS,33,W,63,,,dr,,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,92,18,6,59,35,,37,63,14,33,47,40
3,17:47,5v4,BOS,21,W,37,21,51,orrr,ol,nc,Y,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,51,6,59,35,0,,37,46,51,21,47,40
3,17:36,5v4,BOS,46,W,47,46,,ol,oc,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,51,6,59,35,0,,37,46,51,21,47,40
3,17:19,5v4,BOS,47,S,51,46,,ol,oelc,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,12,9,4,14,35,0,,37,63,21,33,47,40
3,16:56,5v4,BOS,33,W,63,,,or,,,Y,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,28,20,4,14,35,0,,37,63,21,33,47,40
3,15:20,5v5,BOS,46,W,39,44,,nsr,nc,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,33,92,51,2,5,35,,46,88,21,47,54,40
3,15:14,5v5,BOS,54,W,37,,,ofp,,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,33,92,9,6,59,35,,37,63,14,47,54,40
3,13:58,5v4,BOS,46,W,47,51,37,ol,or,of,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,12,9,6,59,35,0,,37,46,51,21,47,40
3,13:37,4v5,NSH,59,B,9,,,or,,,y,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,21,47,40
3,10:51,5v5,BOS,47,W,37,,,opl,,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,15,63,9,6,59,35,,37,63,14,47,54,40
3,10:22,5v5,NSH,33,S,6,59,,dsl,dr,,,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,12,33,38,6,59,35,,37,63,14,33,62,40
3,10:10,5v5,BOS,63,W,88,62,,or,dr,,y,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,12,33,38,6,59,35,,37,63,14,33,47,40
3,9:22,5v5,NSH,14,S,9,,,opl,,,,y,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,15,63,9,4,14,35,,46,88,21,44,86,40
3,8:35,5v5,BOS,62,S,46,21,,opr,oc,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,12,33,38,4,14,35,,29,46,21,44,62,40
3,8:00,5v5,NSH,18,W,59,6,,nc,dr,,,,,,,,,2,40,20865,2/18/2016,NSH,BOS,,,,19,92,18,6,59,35,,29,51,39,33,62,40
3,5:56,5v5,BOS,47,S,37,14,,orrc,ol,,y,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,12,33,38,6,59,35,,37,63,14,33,47,40
3,2:41,6v4,BOS,46,S,47,37,46,oelpc,ol,ol,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,63,21,47
3,2:34,6v4,BOS,46,S,63,,,ol,,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,63,21,47
3,2:08,6v4,BOS,33,S,46,21,,oc,opc,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,12,28,6,59,35,0,,46,51,63,14,21,33
3,1:41,6v4,BOS,51,W,46,,,nc,,,y,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,59,35,0,,37,46,51,63,21,47
3,1:23,6v5,BOS,47,W,21,51,,opr,oelr,,,y,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,14,59,35,,37,46,51,63,21,47
3,1:14,6v5,BOS,46,S,47,51,,or,opr,,,,,,,,,2,35,20865,2/18/2016,NSH,BOS,,,,19,9,6,14,59,35,,37,46,51,63,21,47
