Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Preds,F,F,F,D,D,G/Extra Attacker,Devils,F,F,F,D,D,G/Extra Attacker
1,19:41,5v5,NSH,18,w,63,,,of,,,y,y,,,,,,0,1,20037,10/13/2015,N.J,NSH,1,35,,63,9,18,4,14,35,,9,14,21,5,6,1
1,18:24,5v5,NSH,57,w,5,3,,dsc,dr,,,y,,,,,,0,1,20037,10/13/2015,N.J,NSH,40,30,,11,19,57,3,5,35,,16,18,20,8,44,1
1,18:15,5v5,NSH,19,s,3,,,opr,,,,,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,11,19,57,3,5,35,,16,18,20,8,44,1
1,17:04,5v5,NSH,6,w,59,15,,ol,oelpc,,,,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:49,5v5,NSH,9,w,18,63,18,oc,nr,dc,y,y,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,63,9,18,3,5,35,,19,21,13,8,44,1
1,15:43,5v5,NSH,3,w,5,19,11,ol,opc,of,,,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,63,9,18,3,5,35,,19,21,13,8,44,1
1,14:47,5v5,NSH,33,w,12,,,of,,,y,,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,15,33,6,59,35,,16,18,20,5,6,1
1,14:15,5v5,N.J,20,w,6,,,oc,,,,,,,,,,0,35,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:18,5v5,NSH,15,w,33,,,nl,,,,y,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,15,33,3,5,35,,19,22,13,7,28,1
1,10:29,5v5,NSH,3,s,12,,,of,,,,,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,15,33,3,5,35,,9,14,21,5,6,1
1,10:18,5v5,N.J,14,w,9,21,14,oelc,or,oc,,y,,,,,,0,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,3,5,35,,9,14,21,5,6,1
1,10:04,5v4,NSH,9,w,6,12,,oc,of,,y,,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,9,18,6,59,35,,19,20,5,6,1,0
1,9:58,5v4,NSH,9,w,6,59,,oc,opr,,y,,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,9,18,6,59,35,,19,20,5,6,1,0
1,9:44,5v4,NSH,6,o,59,6,18,or,oc,opc,,y,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,9,18,6,59,35,,14,16,5,6,1,0
1,9:39,5v4,NSH,6,o,59,6,59,oc,oc,oc,,y,,,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,9,18,6,59,35,,14,16,5,6,1,0
1,9:28,5v4,NSH,59,o,6,9,,oc,opl,,,y,,y,,,,0,1,20037,10/13/2015,N.J,NSH,,,,12,9,18,6,59,35,,14,16,5,6,1,0
1,8:58,5v5,N.J,20,w,18,7,,nl,dc,,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,11,19,57,4,14,35,,16,18,20,7,28,1
1,6:02,5v5,N.J,44,w,22,13,7,opl,ol,ol,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,4:40,5v5,N.J,20,w,18,,,dl,,,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,28,24,51,4,14,35,,16,18,20,5,6,1
1,3:05,5v5,N.J,9,w,8,,,dl,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,3,5,35,,9,19,21,8,44,1
1,2:13,5v5,N.J,22,w,9,22,6,nc,dc,dc,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,6,59,35,,14,22,13,5,6,1
1,1:41,5v5,NSH,18,w,9,,,nc,,,,y,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,63,9,18,4,14,35,,19,22,13,7,28,1
1,0:06,5v5,NSH,57,w,19,,,nl,,,,y,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,11,19,57,6,59,35,,9,19,21,5,6,1
2,17:53,5v5,N.J,8,w,19,,,of,,,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,11,19,57,4,14,35,,19,22,13,8,44,1
2,16:52,5v5,N.J,22,w,13,,,or,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,3,5,35,,19,22,13,8,44,1
2,16:36,5v5,N.J,15,t,6,5,25,ol,or,opr,y,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,3,6,35,,25,11,15,5,6,1
2,16:12,5v5,N.J,5,s,25,15,,oelpr,oc,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,3,6,35,,25,11,15,5,6,1
2,15:49,5v5,N.J,7,o,6,9,,ol,opl,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,14:46,5v5,N.J,14,w,5,,,or,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,11,9,18,4,14,35,,9,14,21,5,6,1
2,14:05,5v4,N.J,20,w,44,19,13,ol,oelpl,oc,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,28,57,6,59,35,0,,9,19,20,13,44,1
2,12:29,5v5,N.J,15,w,11,5,,oc,nc,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,19,63,9,6,59,35,,25,11,15,5,6,1
2,11:21,5v5,N.J,8,w,22,,,opl,,,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,15,33,63,4,6,35,,19,22,13,7,8,1
2,10:50,5v5,N.J,8,o,19,22,8,opl,or,nc,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,15,33,63,4,6,35,,19,22,13,7,8,1
2,10:40,5v5,N.J,28,o,8,20,,or,opr,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,15,33,63,4,6,35,,16,18,20,8,28,1
2,10:07,5v5,NSH,11,w,9,3,,or,nc,,,y,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,11,9,18,3,5,35,,16,18,20,8,28,1
2,8:40,5v5,NSH,59,w,12,,,of,,,,y,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,12,15,33,6,59,35,,19,22,13,7,8,1
2,8:17,5v5,NSH,59,w,33,,,opl,,,,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:01,5v5,N.J,6,w,19,,,of,,,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,63,9,18,6,59,35,,19,22,13,5,6,1
2,4:56,5v5,N.J,22,s,15,,,ol,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,4,14,35,,19,15,22,7,8,1
2,4:21,5v5,N.J,7,w,15,11,8,or,dr,dr,y,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,3:10,5v5,N.J,5,s,6,9,,or,opr,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,28,24,51,3,5,35,,9,14,21,5,6,1
2,1:35,5v5,N.J,13,w,19,,,or,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,15,33,6,59,35,,19,22,13,28,44,1
2,1:22,5v5,NSH,18,w,63,,,oc,,,,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,63,9,18,4,14,35,,16,25,20,5,6,1
2,0:08,5v5,N.J,28,w,16,,,ol,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,18:28,5v5,N.J,28,s,44,22,,ol,opl,,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,12,9,18,4,14,35,,19,22,13,28,44,1
3,17:14,5v5,N.J,8,s,7,18,,ol,opl,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,28,24,51,6,59,35,,25,11,15,5,6,1
3,17:08,5v5,NSH,51,o,24,28,,or,nc,,,y,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,28,24,51,6,59,35,,25,11,15,5,6,1
3,16:59,5v5,N.J,11,w,15,18,,orrl,nc,,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,63,24,51,6,59,35,,25,11,15,5,6,1
3,15:28,5v5,NSH,18,o,9,14,,or,dsc,,y,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,12,9,18,3,5,35,,19,22,13,5,6,1
3,12:51,5v5,NSH,33,w,4,14,4,dsc,dr,dc,,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,15,33,63,3,5,35,,9,14,21,5,6,1
3,12:47,5v5,NSH,3,o,63,15,,opr,of,,,y,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,15,33,63,3,5,35,,14,16,21,5,6,1
3,12:25,5v5,NSH,63,w,33,,,oc,,,y,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,15,33,63,3,5,35,,19,22,13,5,6,1
3,11:43,5v4,NSH,6,o,59,6,9,or,oc,opl,,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:56,5v4,NSH,59,s,6,,,or,,,,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,12,9,18,6,59,35,,14,20,7,8,1,0
3,10:31,5v4,NSH,15,s,33,3,,oc,dc,,,y,,,33,y,,-1,1,20037,10/13/2015,N.J,NSH,,,,15,33,63,3,4,35,,21,11,7,8,1,0
3,10:13,5v4,NSH,3,o,63,33,3,opr,or,oc,,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,15,33,63,3,4,35,,16,11,5,6,1,0
3,9:34,5v5,NSH,19,b,57,11,,oelc,dr,,y,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,11,19,57,6,59,35,,19,22,13,28,44,1
3,9:08,5v5,NSH,57,w,11,,,oell,,,y,y,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,11,19,57,6,59,35,,19,22,13,28,44,1
3,8:18,5v5,N.J,7,w,21,,,oelc,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,7:50,5v5,N.J,8,o,14,,,oc,,,,,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,5:47,5v5,NSH,14,o,63,,,opl,,,,,,,,,,-1,1,20037,10/13/2015,N.J,NSH,,,,15,33,63,4,14,35,,9,19,13,7,8,1
3,2:45,6v4,N.J,21,w,28,21,14,ol,oelpc,or,,y,,,,,,-1,35,20037,10/13/2015,N.J,NSH,,,,28,57,6,59,35,0,,14,16,21,22,6,28
3,2:18,6v4,N.J,14,w,16,28,,or,oc,,y,y,,,,,,-2,35,20037,10/13/2015,N.J,NSH,,,,28,57,6,59,35,0,,14,16,21,22,6,28
3,2:05,6v4,N.J,16,w,6,16,14,oc,or,oelc,,y,,,,,,-2,35,20037,10/13/2015,N.J,NSH,,,,28,57,6,59,35,0,,14,16,21,22,6,28
3,1:41,6v4,N.J,21,t,6,16,14,oc,or,oelc,y,y,,y,,,,-2,35,20037,10/13/2015,N.J,NSH,,,,28,57,6,59,35,0,,14,16,21,22,6,28
1,19:44,5v5,NSH,9,S,63,,,or,,,,y,,,,,,0,30,20009,10/8/2015,NSH,CAR,35,30,,63,9,18,6,59,35,,12,16,32,27,65,30
1,17:45,5v4,NSH,4,S,63,33,3,ol,ol,dc,,y,,,,,,0,30,20009,10/8/2015,NSH,CAR,,,,15,33,63,3,4,35,,18,42,7,26,30,0
1,17:37,5v4,NSH,15,T,4,33,3,ol,or,or,,y,,y,,,,0,30,20009,10/8/2015,NSH,CAR,,,,15,33,63,3,4,35,,18,49,27,65,30,0
1,15:37,5v5,NSH,14,w,57,4,,or,oelc,,,,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,28,24,57,4,14,35,,11,14,20,27,65,30
1,12:14,5v5,NSH,9,s,16,,,or,,,,,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,63,9,18,6,59,35,,12,16,32,5,27,30
1,11:28,5v5,NSH,3,s,15,,,nr,,,,y,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,12,15,33,3,5,35,,15,18,42,26,65,30
1,11:04,5v5,NSH,19,w,14,19,11,ol,ol,of,,,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,11,19,38,4,14,35,,49,53,25,5,27,30
1,10:08,5v5,NSH,9,w,63,,,or,,,y,,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:58,5v5,CAR,16,w,12,32,,or,nc,,,,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,63,9,18,6,59,35,,12,16,32,7,65,30
1,9:43,5v5,NSH,9,w,63,,,ol,,,y,,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,63,9,18,6,59,35,,12,16,32,7,65,30
1,8:36,5v5,CAR,27,s,16,12,,or,oelc,,,y,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,12,15,33,6,59,35,,12,16,32,26,27,30
1,6:50,5v5,NSH,4,s,14,38,11,ol,ol,of,,y,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,11,19,38,4,14,35,,49,53,25,7,65,30
1,6:42,5v5,NSH,38,t,14,19,,ol,ol,,y,y,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,11,19,38,4,14,35,,49,53,25,7,65,30
1,5:50,5v5,NSH,6,s,33,,,or,,,,y,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,12,15,33,6,59,35,,15,18,42,5,26,30
1,5:11,5v5,NSH,3,w,28,,,or,,,,y,,,,,,1,30,20009,10/8/2015,NSH,CAR,,,,28,24,57,3,5,35,,12,16,32,27,65,30
1,4:10,5v5,CAR,14,s,7,65,7,dc,dl,dc,,y,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,28,24,57,4,14,35,,11,14,20,7,65,30
1,4:03,5v5,CAR,7,s,11,,,oelc,,,,,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,28,24,57,4,14,35,,11,14,20,7,65,30
1,2:57,5v5,NSH,38,t,3,11,,oc,ol,,y,y,,y,,,,1,30,20009,10/8/2015,NSH,CAR,,,,11,19,38,3,5,35,,49,53,25,5,27,30
1,2:17,5v4,CAR,26,o,7,,,ol,,,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,28,57,5,6,35,0,,11,14,53,7,26,30
1,0:52,5v4,CAR,15,w,49,15,,or,or,,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,24,5,6,35,0,,12,15,49,32,27,30
1,0:45,5v4,CAR,27,s,49,,,ol,,,y,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,24,5,6,35,0,,12,15,49,32,27,30
1,0:35,5v4,CAR,32,s,27,,,ol,,,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,24,5,6,35,0,,12,15,49,32,27,30
2,17:28,5v5,NSH,38,t,3,19,,oc,ol,,y,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,11,19,38,3,4,35,,15,18,42,5,27,30
2,17:11,5v5,NSH,18,w,63,4,35,or,nr,dc,,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,63,9,18,4,14,35,,15,18,42,5,27,30
2,16:11,5v5,CAR,15,s,26,32,65,oc,or,or,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,28,24,57,6,59,35,,12,16,32,26,65,30
2,14:33,5v5,NSH,14,w,15,,,ol,,,,,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,12,15,33,4,14,35,,11,14,20,7,27,30
2,14:00,5v5,CAR,32,w,26,,,oc,,,y,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,15,63,18,4,14,35,,12,16,32,5,26,30
2,13:29,5v5,CAR,12,w,32,16,5,orrc,oc,dc,y,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,11,19,38,6,59,35,,12,16,32,5,26,30
2,13:24,5v5,CAR,26,o,32,16,,ol,orrc,,y,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,11,19,38,6,59,35,,12,16,32,5,26,30
2,13:17,5v5,CAR,7,w,26,16,,ol,or,,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,11,19,38,6,59,35,,12,16,32,5,27,30
2,12:13,5v5,CAR,15,w,18,16,,orrl,or,,y,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,63,18,38,3,5,35,,15,18,53,7,26,30
2,11:54,5v4,NSH,4,s,3,4,3,ol,ol,oc,,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,15,33,63,3,4,35,,11,18,27,65,30,0
2,11:36,5v4,NSH,63,w,15,3,,ol,nc,,y,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,15,33,63,3,4,35,,14,20,27,65,30,0
2,10:20,5v4,NSH,18,w,59,9,4,oc,orrr,ol,y,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,12,9,18,6,59,35,,42,49,7,26,30,0
2,10:13,5v4,NSH,18,s,12,59,,oc,oc,,y,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,12,9,18,6,59,35,,42,49,7,26,30,0
2,9:24,5v5,CAR,65,s,32,49,,ol,ol,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,28,38,57,6,59,35,,16,49,32,26,65,30
2,9:14,5v5,CAR,49,s,56,23,56,ol,ol,oc,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,11,19,38,4,14,35,,49,53,25,26,65,30
2,8:13,5v5,CAR,32,w,12,27,,oelr,or,,y,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,15,33,6,59,35,,12,16,32,27,65,30
2,5:26,5v5,CAR,42,w,15,7,,ol,dr,,y,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,28,24,57,3,5,35,,15,18,42,5,27,30
2,4:02,5v5,NSH,33,w,15,,,dc,,,,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,12,15,33,4,14,35,,11,14,20,26,65,30
2,3:02,5v5,CAR,26,w,53,49,,oelc,ol,,y,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,2:38,5v5,NSH,9,w,18,,,nc,,,,,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,63,9,18,3,5,35,,49,53,25,5,27,30
2,2:27,5v5,CAR,53,s,27,5,,dr,dc,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,63,9,18,6,59,35,,49,53,25,5,27,30
2,0:58,5v5,CAR,7,s,5,42,,ol,ol,,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,11,19,38,6,59,35,,15,18,42,5,7,30
2,0:52,5v5,CAR,5,o,42,,,ol,,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,11,19,38,6,59,35,,15,18,42,5,7,30
3,19:23,5v5,CAR,7,w,12,16,,or,or,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,28,24,57,6,59,35,,12,16,49,7,26,30
3,18:51,5v5,CAR,12,w,16,12,,oell,oelc,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,63,9,18,6,59,35,,12,16,49,5,27,30
3,18:29,5v5,CAR,26,o,63,28,,of,ol,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,63,9,18,3,59,35,,20,53,25,26,65,30
3,18:15,5v5,CAR,53,w,26,,,or,,,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,63,9,18,3,59,35,,20,53,25,26,65,30
3,18:11,5v5,CAR,53,o,25,65,,oelr,ol,,y,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,63,9,18,3,59,35,,20,53,25,26,65,30
3,17:05,5v4,CAR,53,s,14,,,oell,,,y,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,19,9,3,14,35,0,,11,14,53,7,26,30
3,16:41,5v4,CAR,12,o,7,11,14,ol,ol,ol,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,19,9,3,14,35,0,,11,14,53,7,26,30
3,16:28,5v4,CAR,7,o,12,7,53,or,ol,ol,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,19,9,3,14,35,0,,11,14,53,7,26,30
3,15:07,4v5,CAR,11,w,65,,,dl,,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,11:43,5v5,NSH,12,w,15,,,ol,,,y,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,11:03,5v5,NSH,6,w,59,57,24,ol,ol,ol,,y,,,,,,2,30,20009,10/8/2015,NSH,CAR,,,,28,24,57,6,59,35,,12,16,49,5,7,30
3,7:35,5v4,CAR,32,s,27,16,32,oc,ol,or,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,24,3,5,35,0,,12,16,49,32,27,30
3,7:24,5v4,CAR,11,o,7,14,,ol,ol,,,,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,28,57,6,59,35,0,,11,14,53,7,26,30
3,5:47,5v5,CAR,27,w,15,27,15,or,or,or,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
