Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flyers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,9:21,5v5,WSH,83,t,25,,,ol,,,y,y,,,14,y,y,0,35,20232,11/12/2015,PHI,WSH,,,,25,76,21,22,55,35,,83,14,25,2,27,70
2,8:28,5v5,PHI,17,w,24,15,24,nl,dc,nl,,y,,,,,,-1,70,20232,11/12/2015,PHI,WSH,,,,14,17,24,3,15,35,,92,14,8,74,88,70
2,7:04,5v5,WSH,21,s,46,2,,dr,dr,,,y,,,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,25,76,21,22,55,35,,21,46,43,2,27,70
2,7:00,5v5,WSH,88,s,14,83,,ol,of,,,y,,,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,10,40,89,3,15,35,,83,14,25,74,88,70
2,6:55,5v5,WSH,25,w,83,,,oelrrc,,,,,,,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,10,40,89,3,15,35,,83,14,25,74,88,70
2,6:44,5v5,PHI,89,s,40,,,oelc,,,y,,,,,,,-1,70,20232,11/12/2015,PHI,WSH,,,,10,40,89,3,15,35,,83,14,25,74,88,70
2,5:55,5v5,PHI,55,w,93,28,,nl,oc,,,,,,,,,-1,70,20232,11/12/2015,PHI,WSH,,,,28,93,12,22,55,35,,92,77,8,74,88,70
2,5:16,5v5,WSH,90,b,65,,,or,,,y,,,,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,14,17,24,22,82,35,,92,65,90,2,27,70
2,4:47,5v5,PHI,32,w,12,14,,oell,oc,,,,,,,,,-1,70,20232,11/12/2015,PHI,WSH,,,,14,17,24,32,82,35,,19,65,90,2,27,70
2,4:03,5v4,WSH,8,s,19,74,,orrr,or,,y,y,,,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,28,21,3,55,35,0,,19,77,8,90,74,70
2,3:44,5v4,WSH,74,o,19,74,77,or,nc,nl,,,,,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,28,21,3,55,35,0,,19,77,8,90,74,70
2,3:28,5v4,WSH,14,w,74,70,,dsc,dc,,y,y,1 on 0,,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,76,24,15,22,35,0,,19,14,8,90,74,70
2,2:33,5v4,WSH,25,t,2,25,43,or,or,or,y,y,,y,,,,-1,35,20232,11/12/2015,PHI,WSH,,,,24,28,3,22,35,0,,92,43,8,25,2,70
2,2:17,5v5,WSH,43,w,27,,,oc,,,y,,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,10,40,89,32,82,35,,21,83,43,2,27,70
2,1:59,5v5,WSH,83,w,21,27,43,oc,ol,ol,y,y,,,83,y,,-2,35,20232,11/12/2015,PHI,WSH,,,,10,40,89,32,82,35,,21,83,43,2,27,70
2,0:37,5v4,WSH,8,o,74,19,90,or,or,or,y,,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,14,28,3,55,35,0,,19,77,8,90,74,70
3,18:28,5v5,WSH,46,s,14,2,27,or,nr,dl,y,y,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,25,76,21,32,82,35,,21,46,14,2,9,70
3,17:59,5v5,WSH,21,s,9,46,,opl,of,,y,y,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,10,40,89,3,15,35,,21,46,43,4,9,70
3,17:14,5v5,PHI,17,w,14,,,or,,,,,,,,,,-2,70,20232,11/12/2015,PHI,WSH,,,,14,17,24,22,55,35,,92,77,8,74,88,70
3,17:07,5v5,PHI,12,w,14,,,oelr,,,y,,,,,,,-2,70,20232,11/12/2015,PHI,WSH,,,,14,17,24,22,55,35,,92,77,8,74,88,70
3,15:51,5v5,WSH,2,s,65,90,19,oelr,oc,ol,,y,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,28,93,12,32,82,35,,19,65,90,2,74,70
3,13:26,5v5,WSH,65,w,74,,,nc,,,y,,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,14,24,93,3,15,35,,19,65,90,74,88,70
3,12:50,5v5,PHI,93,s,12,,,nl,,,y,y,,,,,,-2,70,20232,11/12/2015,PHI,WSH,,,,28,93,12,15,22,35,,19,65,90,74,88,70
3,11:10,5v5,WSH,2,s,8,2,83,ol,dc,df,y,y,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,14,17,24,3,15,35,,92,77,8,2,27,70
3,10:22,5v5,WSH,65,w,19,90,,or,or,,y,,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:48,5v5,WSH,19,w,65,,,ol,,,y,,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,25,12,21,32,82,35,,19,25,65,74,88,70
3,9:04,5v5,WSH,88,w,14,,,oc,,,,,,,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,25,76,21,22,82,35,,83,14,25,74,88,70
3,8:42,5v5,PHI,22,s,17,76,,or,ol,,,y,,,,,,-2,70,20232,11/12/2015,PHI,WSH,,,,76,17,21,22,55,35,,21,83,14,74,88,70
3,8:27,5v5,PHI,28,o,32,93,,or,or,,,,,,,,,-2,70,20232,11/12/2015,PHI,WSH,,,,28,93,12,3,15,35,,92,77,8,2,27,70
3,7:01,5v5,PHI,24,w,14,,,orrc,,,y,y,,,,,,-2,70,20232,11/12/2015,PHI,WSH,,,,14,25,24,22,82,35,,21,46,77,4,9,70
3,6:40,5v5,PHI,21,w,32,82,32,nc,nl,nc,,,,,,,,-2,70,20232,11/12/2015,PHI,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,6:10,5v5,WSH,19,s,90,43,,orrc,oelrrc,,y,y,,y,,,,-2,35,20232,11/12/2015,PHI,WSH,,,,76,93,21,32,82,35,,19,43,90,2,27,70
3,4:46,5v5,PHI,32,w,93,15,,orrr,opr,,y,,,,,,,-3,70,20232,11/12/2015,PHI,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,3:46,5v5,WSH,21,w,32,,,dc,,,,y,,,,,,-3,35,20232,11/12/2015,PHI,WSH,,,,25,76,21,3,82,35,,21,46,43,4,9,70
3,2:02,5v5,WSH,90,w,74,92,65,oc,oc,oc,,,,,,,,-3,35,20232,11/12/2015,PHI,WSH,,,,14,93,12,15,22,35,,19,65,90,74,88,70
3,0:08,5v5,PHI,10,w,40,15,,or,dc,,y,,,,,,,-3,70,20232,11/12/2015,PHI,WSH,,,,10,40,89,15,32,35,,21,46,43,4,9,70
3,0:02,5v5,PHI,32,o,15,,,oc,,,,,,,,,,-3,70,20232,11/12/2015,PHI,WSH,,,,10,40,89,15,32,35,,21,46,43,4,9,70
1,19:39,5v5,PHI,22,w,15,22,14,opl,opr,opr,,,,,,,,0,35,382,12/4/2015,N.J,PHI,35,30,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,19:22,5v5,PHI,10,w,14,,,ol,,,y,y,,,,,,0,35,382,12/4/2015,N.J,PHI,1,35,,10,14,24,15,22,30,,11,22,23,5,6,35
1,19:19,5v5,PHI,82,o,28,,,ofp,,,,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,10,14,24,15,22,30,,11,22,23,5,6,35
1,18:20,5v5,PHI,78,w,53,,,nc,,,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,76,93,78,23,53,30,,16,21,26,7,8,35
1,15:24,5v5,PHI,28,o,10,,,oelc,,,y,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,10,28,12,15,22,30,,14,20,13,5,6,35
1,15:20,5v5,PHI,12,o,22,12,,oc,opr,,,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,10,28,12,15,22,30,,14,20,13,5,6,35
1,13:49,5v5,N.J,22,s,11,23,,ol,oelc,,,y,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,52,36,21,23,53,30,,11,22,23,7,8,35
1,12:59,5v4,N.J,13,o,2,26,14,oc,opl,of,,y,,,,,,1,30,382,12/4/2015,N.J,PHI,,,,76,28,22,55,30,0,,14,20,13,26,2,35
1,10:35,6v5,PHI,82,w,53,,,or,,,,y,,,,,,1,35,382,12/4/2015,N.J,PHI,,,,76,93,21,23,53,82,,48,13,26,5,6,35
1,10:17,6v5,PHI,53,o,23,53,28,opl,oc,oc,,,,,,,,1,35,382,12/4/2015,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,10:04,5v4,PHI,17,o,93,28,53,orrr,orrl,oc,y,y,,y,,,,1,35,382,12/4/2015,N.J,PHI,,,,10,17,28,93,53,30,,14,20,2,5,35,0
1,8:30,5v5,N.J,13,w,28,,,opr,,,,,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,52,36,12,15,22,30,,14,20,13,2,28,35
1,7:47,5v5,N.J,22,t,28,23,,or,opr,,,,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,52,36,21,23,53,30,,11,22,23,2,28,35
1,7:15,5v5,PHI,78,w,82,55,,nr,dc,,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,76,93,78,55,82,30,,16,21,26,7,8,35
1,6:43,5v5,PHI,78,t,93,78,,or,nl,,y,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,76,17,78,23,53,30,,16,21,26,7,8,35
1,6:08,5v5,N.J,2,o,25,48,,opl,or,,,y,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,14,17,24,23,53,30,,25,48,51,2,28,35
1,5:02,5v5,PHI,10,o,12,10,,ol,nr,,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,10,28,12,15,22,30,,14,20,13,5,6,35
1,3:27,5v5,PHI,15,w,52,,,opr,,,,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,52,36,21,23,53,30,,16,22,26,7,8,35
1,2:45,5v5,N.J,51,w,28,,,nc,,,,,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,14,17,24,15,82,30,,21,25,51,2,28,35
1,1:21,5v5,N.J,5,w,14,,,opr,,,,y,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,10,28,12,22,55,30,,14,20,13,5,6,35
1,0:38,5v5,PHI,78,w,93,76,15,or,nc,dc,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,76,93,78,23,53,30,,21,25,51,2,28,35
1,0:34,5v5,PHI,53,w,24,14,,opr,of,,,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,76,93,78,23,53,30,,21,25,51,2,28,35
1,0:02,5v5,PHI,17,b,14,,,dsl,,,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,14,17,24,23,53,30,,25,48,51,2,28,35
2,19:43,5v5,N.J,2,s,28,48,51,opr,opl,of,,,,,,y,,0,30,382,12/4/2015,N.J,PHI,,,,14,17,24,15,22,30,,25,48,51,2,28,35
2,19:36,5v5,N.J,2,w,48,,,opl,,,,y,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,14,17,24,15,22,30,,25,48,51,2,28,35
2,14:10,5v4,PHI,53,w,28,53,28,opl,oc,opl,,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,10,17,28,93,53,30,,14,20,5,6,35,0
2,13:37,5v3,PHI,93,w,28,53,15,orrl,oc,opr,y,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,17,28,93,15,53,30,,14,26,5,35,0,0
2,13:01,5v3,PHI,28,w,53,15,93,oc,oc,opr,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,17,28,93,15,53,30,,16,2,5,35,0,0
2,12:48,5v3,PHI,28,w,93,53,15,orrr,oc,opl,,,,y,,,,0,35,382,12/4/2015,N.J,PHI,,,,17,28,93,15,53,30,,16,2,5,35,0,0
2,11:57,5v5,PHI,14,w,24,14,24,ol,ol,oelr,,,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,14,24,12,22,82,30,,14,11,6,7,8,35
2,11:06,5v5,PHI,52,w,78,52,22,ol,nl,nc,y,y,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,10,52,78,23,53,30,,51,20,13,2,28,35
2,10:52,5v5,PHI,53,w,10,,,opr,,,,,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,10,28,12,23,53,30,,14,20,13,5,6,35
2,10:36,5v5,N.J,28,w,25,16,,opl,of,,,,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:12,5v5,PHI,93,w,78,,,nc,,,,y,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,76,93,78,15,22,30,,48,51,13,7,8,35
2,8:42,5v5,PHI,55,w,12,,,nc,,,,,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,10,28,12,55,82,30,,14,20,26,5,6,35
2,7:33,5v5,N.J,21,w,16,,,dsl,,,,y,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,52,24,36,15,22,30,,16,21,25,2,28,35
2,7:29,5v5,N.J,22,w,11,,,ofp,,,,y,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,14,17,24,15,22,30,,48,11,22,7,8,35
2,6:42,5v5,N.J,7,o,25,,,opl,,,,,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,4:58,5v5,N.J,2,o,48,,,opl,,,,y,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,52,36,93,15,22,30,,48,51,11,2,28,35
2,4:35,5v5,PHI,24,o,14,,,of,,,,y,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,3:28,5v5,PHI,28,t,12,28,10,ol,nc,dr,y,y,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,10,28,12,55,82,30,,14,20,13,5,6,35
2,1:02,5v5,N.J,5,o,14,25,,opr,ol,,,,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:17,5v5,PHI,55,o,28,82,10,opl,or,oelpr,,,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,10,28,12,55,82,30,,14,20,23,2,28,35
2,0:01,5v4,N.J,13,o,14,,,orrl,,,y,y,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,28,78,22,55,30,0,,14,20,13,26,8,35
3,19:12,5v4,N.J,16,w,8,,,or,,,,y,,,25,,,-1,30,382,12/4/2015,N.J,PHI,,,,76,78,22,55,30,0,,16,25,22,8,28,35
3,19:05,5v4,N.J,8,w,16,,,opr,,,,,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,76,78,22,55,30,0,,16,25,22,8,28,35
3,18:06,5v5,N.J,26,w,13,26,,orrl,orrr,,,,,,21,y,y,-1,30,382,12/4/2015,N.J,PHI,,,,10,28,21,22,55,30,,21,51,13,26,5,35
3,17:23,5v5,N.J,23,w,11,,,orrl,,,,y,2 on 1,,,,,0,30,382,12/4/2015,N.J,PHI,,,,76,93,78,23,82,30,,11,22,23,7,8,35
3,15:56,4v4,PHI,28,t,55,82,,ol,opr,,y,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,28,93,55,82,30,0,,14,13,2,28,35,0
3,15:50,4v4,PHI,55,w,93,,,or,,,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,28,93,55,82,30,0,,14,13,2,28,35,0
3,15:05,4v4,N.J,21,w,26,,,orrl,,,y,y,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,76,93,78,15,82,30,,21,23,26,5,6,35
3,13:30,5v5,PHI,36,w,52,21,,or,oelr,,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:46,5v5,PHI,76,t,82,78,93,or,opc,ol,y,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,76,93,78,55,82,30,,25,48,51,2,28,35
3,10:30,5v5,PHI,76,t,82,93,82,or,opr,or,y,y,,,78,y,y,0,35,382,12/4/2015,N.J,PHI,,,,76,93,78,55,82,30,,25,48,51,2,28,35
3,9:20,5v5,N.J,8,w,7,13,7,opl,opl,ol,,,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,14,17,24,15,22,30,,14,20,13,7,8,35
3,5:35,4v4,N.J,13,w,6,,,nl,,,,,,,,,,-1,30,382,12/4/2015,N.J,PHI,,,,28,93,15,22,30,0,,14,13,5,6,35,0
3,4:50,4v4,PHI,78,s,76,22,,ol,dc,,,y,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,76,78,55,82,30,0,,21,26,2,28,35,0
3,4:05,5v5,PHI,23,s,14,,,opl,,,,y,,,,,,-1,35,382,12/4/2015,N.J,PHI,,,,14,17,24,23,53,30,,25,48,51,7,8,35
3,1:00,6v4,N.J,13,o,20,,,oc,,,y,y,,y,,,,-1,30,382,12/4/2015,N.J,PHI,,,,76,28,15,23,30,0,,14,48,20,13,26,2
4,4:30,3v3,PHI,93,w,28,,,orrr,,,y,,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,28,93,0,0,15,30,,14,0,0,5,6,35
4,3:45,3v3,PHI,14,s,53,,,dsl,,,,y,,,,,,0,35,382,12/4/2015,N.J,PHI,,,,14,24,0,0,53,30,,20,13,0,0,2,35
4,2:50,3v3,N.J,8,o,28,8,,oc,nc,,y,y,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,17,28,0,0,22,30,,16,0,0,8,28,35
4,2:03,3v3,N.J,14,s,21,,,or,,,y,,,,,,,0,30,382,12/4/2015,N.J,PHI,,,,14,93,0,0,15,30,,14,21,0,0,6,35
1,18:40,5v5,PHI,10,b,12,10,,or,oc,,y,,,,,,,0,35,825,2/13/2016,PHI,N.J,30,35,,10,52,12,3,23,30,,14,64,20,8,39,35
1,16:29,5v5,PHI,93,w,28,83,,ol,nc,,,,,,,,,0,35,825,2/13/2016,PHI,N.J,35,1,,17,28,93,32,55,30,,19,21,51,5,6,35
1,15:29,5v5,N.J,20,o,64,20,,nc,or,,,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,10,52,12,3,23,30,,16,64,20,8,39,35
1,14:41,5v5,N.J,2,w,28,12,16,opr,opr,oelc,,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,19,20,89,15,53,30,,12,16,48,2,28,35
1,13:56,5v4,N.J,21,s,16,,,ofp,,,,y,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,28,78,3,23,30,0,,16,19,21,64,8,35
1,13:25,5v4,N.J,19,w,8,16,64,or,opr,oelr,y,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,28,78,3,23,30,0,,16,19,21,64,8,35
1,13:23,5v4,N.J,16,w,19,,,orrl,,,y,y,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,28,78,3,23,30,0,,16,19,21,64,8,35
1,13:18,5v4,N.J,64,w,19,,,oc,,,y,y,,y,,,,0,30,825,2/13/2016,PHI,N.J,,,,28,78,3,23,30,0,,16,19,21,64,8,35
1,12:21,5v5,N.J,2,o,51,2,14,opl,ol,oelpl,,y,,,14,,,-1,30,825,2/13/2016,PHI,N.J,,,,10,52,12,32,55,30,,14,51,20,2,39,35
1,11:21,5v5,PHI,19,w,53,,,nl,,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,19,20,89,23,55,30,,12,16,48,2,28,35
1,11:17,5v5,PHI,89,b,19,,,of,,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,19,20,89,23,55,30,,12,16,48,2,28,35
1,10:55,5v4,PHI,53,o,28,17,93,opl,oelc,or,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,14,19,5,6,35,0
1,10:26,5v4,PHI,17,w,28,53,17,ol,ol,ol,y,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,10:15,5v4,PHI,93,o,53,28,53,oc,opl,or,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,11,20,5,6,35,0
1,9:55,5v4,PHI,53,w,28,,,opl,,,,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,11,20,5,6,35,0
1,5:52,5v5,N.J,28,w,48,16,28,oell,or,dr,y,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,19,20,89,23,55,30,,12,16,48,2,28,35
1,4:39,5v5,N.J,6,w,51,19,6,or,oelc,or,y,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,19,21,51,5,6,35
1,4:19,5v5,N.J,28,o,5,21,,opr,opr,,,y,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,19,21,51,5,28,35
1,2:58,5v5,N.J,28,s,2,12,16,opl,opr,or,,y,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,19,20,89,3,23,30,,12,16,48,2,28,35
1,1:15,5v5,PHI,12,w,55,,,nr,,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,52,12,15,53,30,,11,22,23,5,6,35
1,0:31,5v5,PHI,28,w,17,,,opl,,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,14,64,20,5,6,35
2,18:51,5v5,PHI,52,w,12,55,,dc,nl,,,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,52,12,32,55,30,,14,64,20,5,6,35
2,18:11,5v5,N.J,39,w,14,54,28,opl,orrr,nr,,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,19,20,89,3,23,30,,14,64,20,28,39,35
2,18:05,5v5,N.J,64,w,14,,,ol,,,,y,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,19,20,89,3,23,30,,14,64,20,8,39,35
2,17:39,5v5,N.J,5,o,6,21,19,opl,ol,of,,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:58,5v5,N.J,6,s,5,21,19,opr,opr,of,,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,25,76,78,32,55,30,,19,21,51,5,6,35
2,16:25,5v5,PHI,55,s,76,,,opr,,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,25,76,78,32,55,30,,19,21,51,5,6,35
2,15:56,5v5,PHI,17,w,28,32,,nr,dr,,,y,,,93,,,-1,35,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,14,64,20,2,8,35
2,15:48,5v4,PHI,28,w,53,10,28,ol,opl,of,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,14,19,5,6,35,0
2,15:11,5v4,PHI,93,w,28,53,17,orrl,ol,oelpl,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,14,19,5,6,35,0
2,15:03,5v4,PHI,10,o,28,53,93,ol,oc,opr,y,y,,,17,y,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,11,20,5,6,35,0
