Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flyers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,15:06,5v4,FLA,27,w,5,11,16,or,opr,oc,,y,,y,,,,1,35,20020,10/10/2015,FLA,PHI,1,35,,76,78,15,55,35,0,,11,16,27,68,5,1
1,14:28,5v4,FLA,73,o,51,21,,ol,opl,,y,,,,,,,2,35,20020,10/10/2015,FLA,PHI,35,30,,14,25,15,55,35,0,,21,73,18,36,51,1
1,14:14,5v4,FLA,18,w,73,21,51,or,ol,oc,y,y,,y,,,,2,35,20020,10/10/2015,FLA,PHI,,,,14,25,15,55,35,0,,21,73,18,36,51,1
1,10:45,5v5,PHI,78,o,76,,,or,,,y,y,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,25,76,78,22,82,30,,21,63,36,6,33,1
1,9:33,5v5,FLA,33,s,11,68,,opr,nl,,,,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,28,93,12,32,55,30,,11,16,68,33,44,1
1,9:24,5v5,PHI,32,w,93,,,ol,,,y,y,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,28,93,12,15,32,30,,11,16,68,33,44,1
1,7:59,5v5,PHI,12,b,28,12,32,or,nc,dc,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,28,93,12,32,82,30,,11,16,68,33,44,1
1,7:43,5v5,FLA,11,b,68,16,,ol,ol,,,,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,28,93,12,32,82,30,,11,16,68,7,44,1
1,7:18,5v5,FLA,17,w,7,22,86,ol,ol,ol,y,y,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,28,93,12,32,82,30,,17,22,86,6,7,1
1,5:32,5v5,PHI,10,w,17,14,22,dc,dc,nr,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,10,14,17,32,82,30,,21,63,36,33,44,1
1,3:25,5v5,FLA,21,o,36,51,63,or,oc,of,y,y,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,20,24,21,15,23,30,,21,63,36,5,51,1
1,0:19,5v5,PHI,93,w,12,,,oelc,,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,19:27,5v5,FLA,68,w,16,,,or,,,y,y,,y,,,,4,30,20020,10/10/2015,FLA,PHI,,,,28,93,12,32,55,30,,11,16,68,33,44,1
2,18:51,5v5,FLA,63,w,36,21,,dc,dr,,,y,3 on 2,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,10,14,17,15,23,30,,21,63,36,6,7,1
2,17:59,5v5,FLA,18,s,73,27,,oelc,ol,,,,,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,20,24,21,22,82,30,,27,73,18,5,51,1
2,17:42,5v5,FLA,51,w,18,,,opr,,,,,,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,20,24,21,22,82,30,,27,73,18,5,51,1
2,17:29,5v5,FLA,22,s,7,17,,opl,of,,,,,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,20,24,21,22,82,30,,27,73,18,5,51,1
2,16:47,5v5,PHI,55,w,78,,,opl,,,,,,,,,,5,1,20020,10/10/2015,FLA,PHI,,,,25,76,78,32,55,30,,17,22,86,6,33,1
2,16:26,5v4,PHI,32,s,28,,,opl,,,,y,,y,,,,5,1,20020,10/10/2015,FLA,PHI,,,,17,28,93,12,32,30,,63,36,33,44,1,0
2,15:08,5v5,PHI,21,b,20,32,,oc,dsc,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,20,24,21,22,82,30,,11,16,68,5,51,1
2,14:02,5v5,PHI,15,o,28,12,,opl,ol,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,28,93,12,15,23,30,,21,63,36,6,7,1
2,12:59,4v4,PHI,14,w,55,82,,dr,dc,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,10,14,32,82,30,0,,11,27,5,51,1,0
2,12:31,4v4,FLA,44,s,11,44,33,opr,dr,dc,,,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,28,93,15,32,30,0,,11,27,33,44,1,0
2,12:23,4v4,FLA,11,b,27,,,oc,,,y,y,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,28,93,15,32,30,0,,11,27,33,44,1,0
2,11:51,4v4,FLA,73,w,7,,,nc,,,,,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,24,21,55,82,30,0,,73,18,6,7,1,0
2,10:09,5v5,PHI,25,o,32,,,or,,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,25,76,78,23,32,30,,11,16,68,5,51,1
2,9:39,5v5,FLA,33,o,16,,,opl,,,,y,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,25,76,78,23,32,30,,11,16,68,33,44,1
2,9:08,5v5,PHI,22,w,28,12,,opl,ol,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,8:47,5v5,PHI,12,w,82,22,,dsc,dc,,y,y,3 on 2,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,28,93,12,15,23,30,,11,21,63,33,44,1
2,7:46,5v5,PHI,32,w,20,,,opr,,,,y,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,20,24,21,32,55,30,,27,73,18,5,51,1
2,6:24,5v5,PHI,76,o,82,,,oell,,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,25,76,78,22,82,30,,17,22,86,6,7,1
2,5:59,5v5,PHI,22,o,25,22,,opc,or,,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,25,76,28,22,82,30,,17,22,86,6,7,1
2,5:38,5v4,PHI,93,s,12,93,32,oelr,nl,dc,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,17,28,93,12,32,30,,63,36,33,44,1,0
2,5:09,5v4,PHI,28,w,32,12,,opc,opl,,,y,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,17,28,93,12,32,30,,63,36,33,44,1,0
2,3:54,5v5,PHI,82,w,15,14,20,opc,opr,oelr,,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,10,20,78,15,82,30,,11,17,21,6,7,1
2,3:44,5v5,PHI,78,o,82,20,,ol,opc ,,y,,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,10,20,78,15,82,30,,11,17,21,6,7,1
2,1:43,4v5,PHI,21,w,28,,,orrr,,,y,y,2 on 1,,28,y,,4,1,20020,10/10/2015,FLA,PHI,,,,28,21,15,23,30,0,,11,16,27,68,5,1
2,1:40,4v5,PHI,15,r,,,,,,,,,,,y,y,,4,1,20020,10/10/2015,FLA,PHI,,,,28,21,15,23,30,0,,11,16,27,68,5,1
2,1:38,4v5,PHI,23,o,78,,,of,,,y,y,,,,,,4,1,20020,10/10/2015,FLA,PHI,,,,28,21,15,23,30,0,,11,16,27,68,5,1
2,0:08,5v4,FLA,51,w,5,51,68,opr,opc,opl,,,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,14,24,15,55,30,0,,11,16,68,5,51,1
3,19:31,5v4,FLA,51,s,16,11,5,opc,nc,dr,,,,,,,,4,30,20020,10/10/2015,FLA,PHI,,,,76,78,15,22,55,30,,11,16,68,5,51,1
3,19:22,5v5,FLA,51,w,16,51,,opr,or,,y,y,,,68,y,y,4,30,20020,10/10/2015,FLA,PHI,,,,76,78,15,22,55,30,,11,16,68,5,51,1
3,18:15,5v5,PHI,82,o,28,,,opl,,,,,,,,,,5,1,20020,10/10/2015,FLA,PHI,,,,28,93,12,22,82,30,,27,73,18,6,33,1
3,18:06,5v5,PHI,12,w,28,12,,oelc,oelc,,y,y,,,12,y,,5,1,20020,10/10/2015,FLA,PHI,,,,28,93,12,22,82,30,,27,73,18,6,33,1
3,16:17,4v5,FLA,7,w,16,,,opr,,,y,y,3 on 2,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,10,14,20,15,32,30,,16,18,6,7,1,0
3,15:19,5v4,PHI,82,s,15,,,opr,,,,y,,,,,,5,1,20020,10/10/2015,FLA,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:07,5v5,PHI,15,s,14,82,10,orrl,ol,opl,,,,,,,,5,1,20020,10/10/2015,FLA,PHI,,,,10,14,20,15,82,30,,17,21,36,6,44,1
3,14:40,5v5,FLA,51,w,17,,,opl,,,,y,,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,25,76,78,22,23,30,,17,22,86,5,51,1
3,14:24,5v5,PHI,12,w,21,,,oelc,,,y,y,,,,,,5,1,20020,10/10/2015,FLA,PHI,,,,24,12,21,32,55,30,,27,73,18,5,51,1
3,13:00,5v4,FLA,51,w,73,21,51,opc,opl,opr,,,,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,78,15,55,30,0,0,,21,73,18,36,51,1
3,12:49,5v4,FLA,73,o,51,73,,opc,opc,,y,y,,,36,y,,5,30,20020,10/10/2015,FLA,PHI,,,,78,15,55,30,0,0,,21,73,18,36,51,1
3,12:34,5v4,FLA,73,o,51,73,21,opc,opc,opl,y,,,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,76,23,55,30,0,0,,21,73,18,36,51,1
3,12:16,5v4,FLA,73,w,36,18,73,opl,oell,nc,y,,,,,,,5,30,20020,10/10/2015,FLA,PHI,,,,76,15,22,30,0,0,,21,73,18,36,51,1
3,12:05,5v4,FLA,18,o,21,73,51,ol,oc,opc,y,y,,y,,,,5,30,20020,10/10/2015,FLA,PHI,,,,76,15,22,30,0,0,,21,73,18,36,51,1
3,8:50,5v5,FLA,5,s,18,27,18,opl,oc,ol,,,,,,,,6,30,20020,10/10/2015,FLA,PHI,,,,20,93,21,22,82,30,,27,73,18,5,51,1
3,7:36,5v5,FLA,11,w,68,16,,nc,nc,,,y,,,,,,6,30,20020,10/10/2015,FLA,PHI,,,,28,93,12,32,55,30,,11,16,68,33,44,1
3,7:04,5v5,FLA,16,w,11,,,or,,,y,,,,,,,6,30,20020,10/10/2015,FLA,PHI,,,,10,25,28,22,82,30,,11,16,21,5,51,1
3,6:10,5v5,FLA,5,w,18,,,opc,,,,,,,,,,6,30,20020,10/10/2015,FLA,PHI,,,,14,25,12,15,23,30,,63,18,36,6,7,1
3,5:11,5v4,PHI,32,s,28,,,of,,,,y,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,24,28,93,12,32,30,,63,36,33,44,1,0
3,5:08,5v4,PHI,93,w,32,28,,oc,of,,,y,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,24,28,93,12,32,30,,63,36,33,44,1,0
3,4:28,4v5,FLA,33,w,18,,,or,,,y,y,,,,,,6,30,20020,10/10/2015,FLA,PHI,,,,24,28,93,12,32,30,,17,18,33,44,1,0
3,3:55,5v4,PHI,15,s,14,,,opr,,,,,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,3:45,5v4,PHI,15,w,14,82,15,,,,,,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,10,14,76,15,82,30,,17,18,33,44,1,0
3,3:21,5v4,PHI,15,w,10,,,opr,,,,,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,10,14,76,15,82,30,,17,18,33,44,1,0
3,3:18,5v4,PHI,22,s,21,21,,of,of,,,y,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,10,14,76,15,82,30,,17,18,33,44,1,0
3,3:00,5v5,PHI,23,s,24,25,,opl,ol,,,,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,25,24,21,22,23,30,,11,16,6,7,51,1
3,2:54,5v5,PHI,23,w,24,,,opl,,,,y,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,25,24,21,22,23,30,,11,16,6,7,51,1
3,2:49,5v5,PHI,22,w,24,,,opl,,,,,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,25,24,21,22,23,30,,11,16,6,7,51,1
3,2:07,5v5,PHI,10,w,32,,,oc,,,,y,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,10,76,78,32,55,30,,11,17,68,5,44,1
3,0:34,5v5,PHI,23,w,14,,,opl,,,,,,,,,,6,1,20020,10/10/2015,FLA,PHI,,,,10,14,24,23,82,30,,21,63,36,7,51,1
1,18:46,5v5,PHI,82,s,93,,,opl,,,,,,,,,,0,1,20035,10/12/2015,PHI,FLA,30,1,,28,93,12,3,82,30,,21,63,36,6,7,1
1,18:29,5v4,FLA,27,w,5,27,68,oc,opr,oelc,y,,,,,,,0,30,20035,10/12/2015,PHI,FLA,45,35,,76,78,15,23,30,0,,11,16,27,68,5,1
1,17:25,5v4,FLA,73,o,18,51,18,orrl,ol,opl,,,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,28,21,15,55,30,0,,21,73,18,36,51,1
1,17:12,5v4,FLA,73,o,51,21,18,ol,opl,oc,,y,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,28,21,15,55,30,0,,21,73,18,36,51,1
1,17:04,5v4,FLA,36,o,18,73,,oelc,ol,,,,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,28,21,15,55,30,0,,21,73,18,36,51,1
1,16:29,5v4,FLA,11,o,68,,,oelrrc,,,y,,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,76,78,3,23,30,0,,11,16,27,68,5,1
1,16:23,5v4,FLA,27,w,68,5,,oc,ol,,,y,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,76,78,3,23,30,0,,11,16,27,68,5,1
1,0.66875,5v4,FLA,27,w,68,,,orrl,,,y,,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,76,78,3,23,30,0,,11,16,27,68,5,1
1,0.616666667,5v4,FLA,33,s,73,,,opr,,,,,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,76,78,23,32,30,0,,17,73,22,86,33,1
1,0.611805556,5v5,FLA,22,o,17,,,oelr,,,,y,,,,,,0,30,20035,10/12/2015,PHI,FLA,,,,76,12,78,23,32,30,,17,22,86,33,44,1
1,0.586805556,5v5,PHI,89,w,14,,,or,,,,y,,,,,,0,1,20035,10/12/2015,PHI,FLA,,,,10,14,89,3,82,30,,21,63,36,33,44,1
1,0.586111111,5v5,PHI,10,w,,,,,,,,,,,y,y,y,0,1,20035,10/12/2015,PHI,FLA,,,,10,14,89,3,82,30,,21,63,36,33,44,1
1,0.499305556,5v5,FLA,5,w,86,,,opl,,,,y,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,25,76,78,3,82,30,,17,22,86,5,51,1
1,0.473611111,5v5,PHI,12,w,28,93,,nc,nr,,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,28,93,12,15,32,30,,27,73,18,6,33,1
1,0.472916667,5v5,PHI,15,w,,,,,,,,,,,r,,,1,1,20035,10/12/2015,PHI,FLA,,,,28,93,12,15,32,30,,27,73,18,6,33,1
1,0.410416667,5v5,FLA,16,w,68,5,51,nr,dr,dc,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,10,14,89,15,23,30,,11,16,68,5,51,1
1,0.311111111,5v4,FLA,36,w,21,18,,nr,nc,,,y,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,14,24,23,32,30,0,,21,73,18,36,51,1
1,0.304166667,5v4,FLA,73,o,51,18,,or,opr,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,14,24,23,32,30,0,,21,73,18,36,51,1
1,0.297916667,4v5,PHI,24,w,14,,,or,,,y,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,14,24,23,32,30,0,,21,73,18,36,51,1
1,0.238888889,5v4,PHI,28,w,93,28,32,oc,opl,ol,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,17,28,93,12,32,30,,63,36,33,44,1,0
1,0.189583333,5v4,PHI,10,w,89,14,,oelc,oelr,,y,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,14,89,15,82,30,,11,16,33,44,1,0
1,0.179166667,5v4,PHI,15,o,89,10,,opl,or,,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,14,89,15,82,30,,11,16,33,44,1,0
1,0.150694444,5v4,FLA,18,w,51,73,,oc,opr,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,0.074305556,5v5,PHI,14,w,3,,,nr,,,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,14,93,3,82,30,,17,63,22,33,44,1
1,0.05,5v5,FLA,7,w,73,,,or,,,y,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,24,93,21,32,82,30,,21,73,18,6,7,1
1,0.034027778,5v4,PHI,93,o,10,,,orrc,,,y,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,28,93,12,32,30,,63,36,33,44,1,0
1,0.008333333,5v4,PHI,32,s,93,12,,opr,opr,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,28,93,12,32,30,,63,36,33,44,1,0
1,0.002777778,5v4,PHI,28,w,12,,,ol,,,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,28,93,12,32,30,,63,36,33,44,1,0
1,0.000694444,5v4,PHI,93,o,32,28,,orrc,of,,y,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,28,93,12,32,30,,17,63,33,44,1,0
2,0.820833333,5v4,PHI,93,w,32,28,12,ol,opl,opl,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,25,28,93,12,32,30,,63,36,33,44,1,0
2,0.813194444,5v4,PHI,28,w,32,,,oc,,,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,25,28,93,12,32,30,,63,36,33,44,1,0
2,0.802777778,5v4,PHI,32,o,28,25,,opl,oc,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,25,28,93,12,32,30,,63,36,33,44,1,0
2,0.797222222,5v4,PHI,93,w,28,32,93,ol,oc,opr,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,25,28,93,12,32,30,,63,36,33,44,1,0
2,0.786111111,5v4,PHI,14,w,32,,,dsc,,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,14,89,15,32,30,,27,18,5,6,51,1
2,0.761805556,5v5,FLA,73,w,51,,,nl,,,,y,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,10,14,89,15,23,30,,27,73,18,5,51,1
2,0.754166667,5v5,FLA,51,w,16,5,,opr,opr,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,25,76,78,32,55,30,,11,16,68,5,51,1
2,0.747916667,5v5,FLA,51,s,5,68,16,opr,opr,or,,y,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,25,76,78,32,55,30,,11,16,68,5,51,1
2,0.714583333,5v5,FLA,36,w,63,,,of,,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,89,24,21,3,82,30,,21,63,36,6,7,1
2,0.710416667,5v5,FLA,63,o,36,,,or,,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,89,24,21,3,82,30,,21,63,36,6,7,1
2,0.640277778,5v5,PHI,3,w,82,28,,opc,opc,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,28,93,12,3,82,30,,17,22,86,33,44,1
2,0.626388889,5v5,PHI,32,b,10,89,,nc,ol,,y,y,4 on 2,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,10,14,89,32,55,30,,11,16,68,5,51,1
2,0.618055556,5v5,FLA,16,w,11,5,,oc,dc,,y,y,3 on 2,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,10,14,89,32,55,30,,11,16,68,5,51,1
2,0.59375,5v5,FLA,5,o,36,,,opr,,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,25,76,78,15,23,30,,21,63,36,6,7,1
2,0.511111111,5v4,FLA,17,s,6,,,oc,,,,y,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,14,76,3,32,30,0,,17,22,86,6,7,1
2,0.504861111,5v4,FLA,6,s,17,,,opr,,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,14,25,78,3,82,30,,17,22,86,6,7,1
2,0.448611111,5v5,PHI,17,w,55,,,nsc,,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,17,24,21,3,15,30,,21,63,36,33,44,1
2,0.404166667,5v5,FLA,18,w,73,,,dc,,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0.271527778,5v5,FLA,73,w,21,7,6,ol,dsl,dc,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,28,93,12,3,82,30,,21,27,73,33,44,1
2,0.263194444,5v5,PHI,12,w,93,82,,or,dl,,y,y,3 on 2,,28,y,,1,1,20035,10/12/2015,PHI,FLA,,,,28,93,12,3,82,30,,27,73,18,33,44,1
2,0.2625,5v5,PHI,93,r,,,,,,,,,,,,y,,1,1,20035,10/12/2015,PHI,FLA,,,,28,93,12,3,82,30,,27,73,18,33,44,1
2,5:32,5v5,FLA,5,w,11,16,,opr,or,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,14,89,32,55,30,0,,11,16,5,51,1,0
2,4:50,4v3,PHI,32,o,93,28,,orrc,opr,,y,y,,,,,,1,1,20035,42289,PHI,FLA,,,,17,28,93,32,30,0,,36,7,33,1,0,0
2,4:28,4v3,PHI,17,t,93,32,28,oc,oc,oc,y,,,,,,,1,1,20035,42289,PHI,FLA,,,,17,28,93,32,30,0,,36,7,33,1,0,0
2,4:04,5v4,PHI,32,s,28,,,oc,,,,y,,,,,,1,1,20035,42289,PHI,FLA,,,,10,17,28,93,32,30,,36,7,33,44,1,0
2,3:51,5v4,PHI,82,o,89,,,opl,,,,,,,,,,1,1,20035,42289,PHI,FLA,,,,10,14,89,15,82,30,,17,18,44,51,1,0
2,0:56,5v4,FLA,27,w,68,11,,orrr,ol,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,14,24,15,32,30,0,,11,16,27,68,5,1
2,0:06,5v5,FLA,86,b,17,,,oelc,,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,76,21,78,23,55,30,,17,63,86,6,7,1
3,19:42,5v5,FLA,7,o,68,,,orrc,,,y,,,,,,,1,30,20035,42289,PHI,FLA,,,,10,14,89,32,55,30,,11,16,68,6,7,1
3,19:13,5v5,FLA,11,b,63,,,oelr,,,,y,,,,,,1,30,20035,42289,PHI,FLA,,,,14,89,12,15,23,30,,11,16,68,33,44,1
3,18:35,5v5,FLA,33,s,73,44,,opr,opr,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,28,93,12,15,23,30,,27,73,18,33,44,1
3,17:47,5v5,FLA,5,w,36,,,opr,,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,17,24,21,3,82,30,,21,63,36,5,51,1
3,16:15,5v5,PHI,15,w,23,,,opr,,,,y,,,,,,1,1,20035,42289,PHI,FLA,,,,10,14,89,15,23,30,,11,16,22,6,7,1
3,13:30,5v5,FLA,44,w,16,44,68,or,opr,nl,,y,,,,,,1,30,20035,42289,PHI,FLA,,,,25,89,78,32,55,30,,11,16,68,5,44,1
3,11:24,5v5,FLA,21,w,6,,,or,,,,y,,,,,,1,30,20035,42289,PHI,FLA,,,,14,93,12,15,23,30,,63,68,36,6,7,1
3,9:41,5v5,FLA,73,w,18,,,ol,,,y,,,,,,,1,30,20035,42289,PHI,FLA,,,,25,24,78,3,55,30,,27,73,18,5,51,1
3,9:14,5v5,FLA,73,w,18,73,,ol,nl,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,28,93,12,32,55,30,,27,73,18,33,44,1
3,8:39,5v5,PHI,15,s,23,,,opc,,,,,,,,,,1,1,20035,42289,PHI,FLA,,,,10,14,89,15,23,30,,11,16,68,6,7,1
3,7:58,5v5,FLA,21,w,6,7,,nc,dr,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,14,25,76,3,82,30,,21,63,36,5,51,1
3,7:25,5v5,FLA,51,w,5,51,36,opc,opc,opr,,,,,,,,1,30,20035,42289,PHI,FLA,,,,25,76,78,3,82,30,,21,63,36,5,51,1
3,6:10,5v5,FLA,6,w,27,73,33,opl,nc,dl,,y,,,,,,1,30,20035,42289,PHI,FLA,,,,89,28,93,32,55,30,,27,73,18,6,44,1
3,4:43,5v5,PHI,21,s,24,,,oc,,,,,,,,,,1,1,20035,42289,PHI,FLA,,,,17,24,21,32,82,30,,21,63,36,5,51,1
3,4:30,5v5,PHI,25,w,82,,,nl,,,y,y,,,,,,1,1,20035,42289,PHI,FLA,,,,25,76,78,32,82,30,,21,63,73,5,51,1
3,4:25,5v5,PHI,15,s,28,,,of,,,,y,,,,,,1,1,20035,42289,PHI,FLA,,,,28,93,12,15,23,30,,27,73,18,33,44,1
3,4:11,5v5,FLA,73,o,44,18,44,oelc,or,or,,,,,,,,1,30,20035,42289,PHI,FLA,,,,28,93,12,15,23,30,,27,73,18,33,44,1
3,3:20,5v5,FLA,16,w,6,,,or,,,,,,,,,,1,30,20035,42289,PHI,FLA,,,,10,14,89,32,55,30,,11,16,68,6,7,1
