Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Blue Jackets,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,17:23,5v5,CBJ,20,W,25,20,,nr,dr,,,,,,,,,0,34,20059,10/16/2015,CBJ,TOR,,,,25,18,20,27,29,72,,23,43,28,36,46,34
3,16:00,5v5,TOR,19,W,3,26,19,oc,opr,oelr,y,y,,y,,,,0,72,20059,10/16/2015,CBJ,TOR,,,,17,13,11,7,58,72,,16,26,19,3,51,34
3,14:40,5v5,TOR,28,W,43,,,of,,,,,,,,,,-1,72,20059,10/16/2015,CBJ,TOR,,,,25,18,20,27,58,72,,23,43,28,36,46,34
3,14:13,5v5,CBJ,58,O,18,58,7,oc,or,oc,,y,,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,25,18,20,7,58,72,,23,43,28,36,46,34
3,13:37,5v5,TOR,2,W,26,,,opr,,,,y,,,,,,-1,72,20059,10/16/2015,CBJ,TOR,,,,17,13,11,7,58,72,,16,26,19,2,51,34
3,12:48,5v5,TOR,40,W,44,24,,dsl,dl,,,y,,,,,,-1,72,20059,10/16/2015,CBJ,TOR,,,,9,38,23,47,51,72,,24,47,40,3,51,34
3,11:50,5v5,CBJ,19,W,71,,,oc,,,y,,3 on 2,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,19,43,71,7,58,72,,43,47,21,2,3,34
3,10:58,5v5,CBJ,13,W,11,47,,nl,dl,,,y,,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,17,13,11,47,51,72,,43,47,21,3,51,34
3,10:55,5v5,CBJ,13,W,17,,,of,,,,,,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,17,13,11,47,51,72,,43,47,21,3,51,34
3,9:28,5v5,CBJ,19,W,43,,,oelc,,,,y,,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,8:55,5v5,TOR,46,S,47,,,opr,,,,y,,,,,,-1,72,20059,10/16/2015,CBJ,TOR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,7:40,5v5,CBJ,27,W,25,,,opl,,,,,,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,25,18,20,27,29,72,,23,24,28,3,51,34
3,5:02,5v4,CBJ,7,S,58,,,or,,,,,,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,17,38,13,7,58,72,,26,40,2,44,34,0
3,4:39,5v4,CBJ,17,W,7,17,38,oc,opc,oc,,,,,,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,17,38,13,7,58,72,,26,40,2,44,34,0
3,4:32,5v4,CBJ,38,W,58,7,13,orrl,oc,oc,y,y,,,17,,,-1,34,20059,10/16/2015,CBJ,TOR,,,,17,38,13,7,58,72,,26,40,2,44,34,0
3,4:09,5v5,TOR,47,W,26,44,,dsr,dr,,y,y,,y,,,,-1,72,20059,10/16/2015,CBJ,TOR,,,,17,38,13,7,58,72,,43,47,21,3,51,34
3,3:47,5v5,CBJ,11,W,9,,,or,,,y,y,,,,,,-2,34,20059,10/16/2015,CBJ,TOR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,2:03,6v5,CBJ,7,W,20,19,20,opr,oc,or,,,,,,,,-2,34,20059,10/16/2015,CBJ,TOR,,,,19,20,43,71,7,58,,16,19,40,2,44,34
3,1:38,6v5,CBJ,19,B,20,,,oelc,,,y,,,,,,,-2,34,20059,10/16/2015,CBJ,TOR,,,,19,20,43,71,7,58,,16,26,19,2,3,34
3,1:01,5v6,TOR,24,W,40,,,nc,,,,,,,,,,-2,72,20059,10/16/2015,CBJ,TOR,,,,19,20,43,71,7,58,,24,47,40,44,46,34
3,0:39,5v5,CBJ,29,O,17,29,17,opr,oc,opr,,y,,,,,,-3,34,20059,10/16/2015,CBJ,TOR,,,,17,13,11,27,29,72,,23,43,28,36,46,34
1,18:24,5v5,CBJ,71,w,38,,,nl,,,y,y,,,,,,0,50,20072,10/17/2015,CHI,CBJ,33,72,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:40,5v5,CHI,29,w,2,81,4,oc,or,or,y,,,,y,,,0,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,81,29,2,4,50
1,16:28,5v5,CHI,81,w,19,,,or,,,,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,81,29,2,4,50
1,15:46,5v5,CHI,16,t,43,65,11,oc,opl,ol,y,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,11,16,65,7,43,50
1,15:41,5v5,CHI,16,o,65,,,oelc,,,y,y,,,11,,,0,30,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,11,16,65,7,43,50
1,15:00,5v5,CBJ,25,w,71,,,nc,,,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,25,38,71,27,29,30,,15,72,88,6,57,50
1,14:56,5v5,CBJ,25,t,29,,,or,,,y,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,25,38,71,27,29,30,,15,72,88,6,57,50
1,14:44,5v5,CHI,72,w,15,6,,nsl,dsl,,,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,25,38,71,27,29,30,,15,72,88,6,57,50
1,13:52,5v5,CHI,86,o,48,,,ol,,,,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,9,23,21,7,58,30,,28,48,86,7,43,50
1,11:18,5v4,CBJ,17,w,58,7,58,oc,opc,ol,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,17,38,13,7,58,30,,19,81,2,4,50,0
1,9:41,5v4,CBJ,43,t,27,19,27,oc,opl,oc,y,y,,,71,y,,0,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,71,27,30,,11,16,2,4,50,0
1,9:04,5v5,CHI,6,w,57,72,6,opl,opr,ol,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,19,21,71,27,47,30,,19,72,88,6,57,50
1,8:39,5v5,CBJ,9,w,23,,,oc,,,y,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,9,23,21,47,51,30,,19,72,88,6,57,50
1,7:11,5v5,CHI,28,w,57,,,oc,,,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,25,38,71,27,29,30,,28,48,86,6,57,50
1,6:46,5v5,CHI,86,w,28,6,,or,nr,,y,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,25,38,71,27,29,30,,28,48,86,6,57,50
1,6:26,5v5,CHI,81,w,19,,,nr,,,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,27,29,30,,19,81,29,2,4,50
1,5:54,5v5,CHI,29,w,81,19,,dsl,or,,,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,27,29,30,,19,81,29,7,43,50
1,5:47,5v5,CHI,19,t,43,29,,ol,or,,y,y,,,19,,,0,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,27,29,30,,19,81,29,7,43,50
1,3:40,5v5,CHI,7,s,86,28,,opr,oelc,,,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,25,38,71,7,58,30,,28,48,86,7,43,50
1,3:17,5v5,CBJ,17,s,71,,,nc,,,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,19,43,71,27,29,30,,28,48,86,4,43,50
1,2:47,5v5,CBJ,20,o,19,20,,oelc,ol,,y,y,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,27,29,30,,19,81,29,4,43,50
1,1:41,4v5,CHI,2,w,16,4,16,oc,dr,dr,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,71,27,30,,15,16,2,4,50,0
1,0:46,5v4,CBJ,7,w,58,7,17,opr,oc,opl,,y,,,13,y,,0,50,20072,10/17/2015,CHI,CBJ,,,,17,38,13,7,58,30,,16,19,28,7,43,50
2,19:33,5v4,CHI,88,w,2,72,88,oc,opr,orrl,y,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,9,11,47,51,30,0,,19,65,72,88,2,50
2,18:27,5v5,CHI,7,s,6,81,86,opl,oc,or,,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,25,38,7,29,58,30,,15,81,86,6,7,50
2,15:52,5v5,CBJ,21,s,9,27,,dl,dl,,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,9,23,21,27,29,30,,28,48,86,6,57,50
2,15:45,5v5,CBJ,47,s,21,,,oelpc,,,,y,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,28,48,86,6,57,50
2,14:50,5v5,CHI,88,o,72,88,72,orrc,ol,nc,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,15,72,88,7,43,50
2,12:55,5v5,CHI,28,w,57,,,or,,,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,9,23,21,47,51,30,,28,48,86,6,57,50
2,12:11,5v5,CHI,57,s,88,,,oc,,,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,15,72,88,6,57,50
2,11:44,5v5,CHI,2,s,48,,,opl,,,,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,28,48,86,2,4,50
2,10:59,5v5,CBJ,19,w,20,,,of,,,,y,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,48,81,2,4,50
2,9:22,5v5,CBJ,9,o,23,,,oc,,,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,9,23,21,27,29,30,,11,16,65,6,57,50
2,8:33,5v5,CHI,7,s,88,,,opr,,,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,15,72,88,7,43,50
2,7:58,5v4,CHI,7,s,72,7,19,opl,oc,opr,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,9,11,47,51,30,0,,19,65,72,88,7,50
2,7:21,5v4,CHI,88,o,19,88,19,oc,or,or,y,,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,9,11,47,51,30,0,,19,65,72,88,7,50
2,7:10,5v4,CHI,72,o,88,7,88,or,oc,opr,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,9,11,47,51,30,0,,19,65,72,88,7,50
2,7:00,5v4,CHI,7,o,88,19,,oelc,or,,y,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,9,11,47,51,30,0,,19,65,72,88,7,50
2,6:13,5v5,CHI,86,w,2,,,nc,,,,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,25,38,20,7,58,30,,15,81,86,2,6,50
2,6:02,5v5,CBJ,43,s,19,,,nc,,,,y,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,27,29,30,,11,16,28,2,4,50
2,5:25,5v5,CBJ,17,w,13,47,,nr,dc,,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,17,13,71,47,51,30,,15,72,88,7,43,50
2,5:21,5v5,CBJ,47,w,17,,,of,,,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,17,13,71,47,51,30,,15,72,88,7,43,50
2,4:56,5v5,CHI,16,t,28,11,7,or,nc,dr,y,y,,,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,17,13,71,7,58,30,,11,16,28,6,57,50
2,4:36,5v5,CBJ,7,w,13,,,ol,,,,,,,,,,0,50,20072,10/17/2015,CHI,CBJ,,,,17,13,71,7,58,30,,15,28,72,6,57,50
2,4:25,5v5,CHI,15,b,72,,,oc,,,y,y,4 on 3,y,,,,0,30,20072,10/17/2015,CHI,CBJ,,,,25,23,21,7,58,30,,15,72,88,6,57,50
2,3:58,5v5,CHI,4,s,15,72,88,oc,ol,ol,,,,,,,,1,30,20072,10/17/2015,CHI,CBJ,,,,9,23,21,27,29,30,,15,72,88,4,6,50
2,3:20,5v4,CHI,86,w,81,6,81,or,or,opr,y,y,,y,,,,1,30,20072,10/17/2015,CHI,CBJ,,,,25,38,47,51,30,0,,15,81,86,2,6,50
2,2:29,5v5,CHI,72,w,2,,,ol,,,y,,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,15,72,88,2,4,50
2,2:12,5v5,CHI,19,w,6,81,19,orrl,ol,of,y,y,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,81,29,6,57,50
2,2:05,5v5,CHI,57,o,81,29,,opr,or,,,,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,9,23,21,27,29,30,,19,81,29,6,57,50
2,0:40,5v5,CBJ,71,w,47,,,dc,,,,,,,,,,2,50,20072,10/17/2015,CHI,CBJ,,,,17,11,71,47,51,30,,11,48,65,2,4,50
2,0:03,5v5,CHI,86,w,2,,,dc,,,,y,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,25,38,71,47,51,30,,28,88,86,2,4,50
2,0:01,5v5,CHI,72,w,15,,,of,,,,,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,9,17,23,47,51,30,,15,72,88,2,7,50
3,19:46,5v5,CBJ,19,t,58,43,,oc,opr,,y,y,,,,,,2,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,81,29,2,4,50
3,19:27,5v5,CHI,29,w,81,19,4,or,nr,dr,,,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,81,29,2,4,50
3,19:19,5v5,CHI,43,s,19,,,opr,,,,y,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,81,29,7,43,50
3,17:49,5v5,CBJ,17,s,13,,,dr,,,,,,,,,,2,50,20072,10/17/2015,CHI,CBJ,,,,17,13,11,47,51,30,,11,16,65,6,57,50
3,17:24,5v5,CBJ,51,s,23,47,,oelc,or,,,y,,,,,,2,50,20072,10/17/2015,CHI,CBJ,,,,17,23,11,51,58,30,,11,16,65,6,57,50
3,15:40,5v5,CBJ,29,w,43,,,opr,,,,y,,,19,y,,2,50,20072,10/17/2015,CHI,CBJ,,,,19,43,71,27,29,30,,19,81,29,2,4,50
3,15:23,5v5,CHI,81,o,15,,,oelc,,,y,,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,25,38,71,27,29,30,,15,72,81,6,57,50
3,13:24,5v3,CHI,88,w,81,2,81,oc,oc,opr,,y,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,9,11,7,30,0,0,,19,72,81,88,2,50
3,12:53,5v3,CHI,7,o,2,7,2,oc,oc,oc,,,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,25,38,58,30,0,0,,19,72,88,2,7,50
3,12:43,5v5,CHI,15,b,86,65,,ol,ol,,y,y,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,25,38,58,30,0,0,,19,72,88,2,7,50
3,11:21,5v5,CHI,86,w,16,,,dc,,,,,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,9,20,43,7,29,30,,16,65,86,6,57,50
3,10:31,5v5,CHI,88,b,11,,,dsc,,,y,y,1 on 0,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,9,23,21,27,29,30,,11,15,88,6,57,50
3,9:01,5v5,CBJ,13,o,19,43,,oelc,or,,y,y,,,,,,3,50,20072,10/17/2015,CHI,CBJ,,,,19,13,43,47,51,30,,19,81,29,2,4,50
3,8:56,5v5,CBJ,29,s,71,38,,ol,of,,,,,,,,,3,50,20072,10/17/2015,CHI,CBJ,,,,19,13,43,47,51,30,,19,81,29,2,4,50
3,6:18,5v5,CHI,48,b,29,,,ol,,,y,,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,29,47,30,,48,81,29,2,57,50
3,6:05,5v5,CHI,6,w,81,57,19,oc,ol,of,y,,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,25,20,43,29,47,30,,19,81,29,6,57,50
3,5:45,5v5,CHI,29,t,6,57,81,oc,or,opr,,,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,25,20,43,29,47,30,,19,81,29,6,57,50
3,5:16,5v5,CHI,88,w,72,81,57,ol,nc,dr,,,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,38,13,71,27,58,30,,15,72,88,7,43,50
3,4:41,5v5,CBJ,71,w,58,,,dc,,,y,y,,,,,,3,50,20072,10/17/2015,CHI,CBJ,,,,38,13,71,7,51,30,,15,72,88,7,43,50
3,3:55,5v5,CHI,4,o,19,,,of,,,,,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,3:47,5v5,CBJ,43,w,20,19,,nc,df,,,y,,,,,,3,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,7,58,30,,19,81,29,2,4,50
3,2:47,5v5,CHI,7,s,72,,,oc,,,,,,,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,25,38,13,29,58,30,,15,65,72,7,43,50
3,1:52,6v5,CBJ,19,w,58,27,,or,ol,,,,,,,,,2,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,71,27,58,,19,72,88,2,4,50
3,1:38,6v5,CBJ,43,t,19,71,58,or,or,or,y,y,,,,,,2,50,20072,10/17/2015,CHI,CBJ,,,,19,20,43,71,27,58,,19,72,88,2,4,50
3,1:27,5v6,CHI,88,w,72,19,88,nl,dc,dc,y,y,,y,,,,2,30,20072,10/17/2015,CHI,CBJ,,,,19,20,43,71,27,58,,19,72,88,2,4,50
3,0:50,5v5,CHI,48,w,86,,,ol,,,y,y,,,,,,3,30,20072,10/17/2015,CHI,CBJ,,,,9,23,21,47,51,30,,28,48,86,6,57,50
3,0:27,5v5,CBJ,13,w,25,,,dr,,,,y,,,,,,3,50,20072,10/17/2015,CHI,CBJ,,,,25,38,13,7,58,30,,28,48,29,6,7,50
3,0:11,5v5,CBJ,13,w,38,,,ol,,,y,,,,,,,3,50,20072,10/17/2015,CHI,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,19:13,5v5,N.J,13,w,14,,,ol,,,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,35,72,,17,20,71,7,58,72,,14,20,13,5,6,35
1,19:06,5v5,N.J,28,o,9,,,opr,,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,1,30,,41,13,43,27,29,72,,9,19,21,2,28,35
1,18:54,5v5,N.J,2,s,28,19,,or,opr,,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,41,13,43,27,29,72,,9,19,21,2,28,35
1,17:33,5v5,N.J,7,w,16,,,opr,,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:56,5v5,N.J,20,w,14,13,14,oc,oc,nc,y,,3 on 1,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,20,71,27,29,72,,14,20,13,5,6,35
1,16:42,5v5,N.J,5,o,14,5,,opr,nc,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,20,71,27,29,72,,14,20,13,5,6,35
1,13:10,5v5,N.J,2,w,28,16,18,or,opr,oelr,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,11,43,27,29,72,,16,18,22,2,28,35
1,12:05,5v5,N.J,7,w,51,,,opr,,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,9,18,23,47,51,72,,21,51,11,7,8,35
1,11:24,5v5,N.J,20,w,14,5,,dl,dc,,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,20,71,7,58,72,,14,20,13,5,6,35
1,8:30,5v5,N.J,2,s,16,,,ol,,,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,9,18,23,7,58,72,,16,18,22,2,8,35
1,7:04,5v4,N.J,22,o,14,13,14,oelc,or,oelc,y,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:24,5v4,N.J,44,w,21,,,opl,,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:15,5v5,N.J,21,s,16,9,,opl,ol,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:05,5v5,N.J,44,w,16,19,16,opr,oelr,or,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,38,7,51,58,72,,9,16,19,8,44,35
1,4:48,5v5,N.J,51,b,8,,,dsc,,,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,41,11,71,27,29,72,,18,51,11,2,8,35
1,3:32,5v5,CBJ,13,s,43,,,nr,,,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:42,5v5,N.J,5,s,6,21,,ol,oell,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,41,20,71,27,29,72,,9,19,21,5,6,35
1,0:58,5v5,CBJ,18,w,25,,,ol,,,,y,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,18,23,7,58,72,,14,20,13,2,7,35
1,0:41,5v4,N.J,28,s,20,14,,ol,of,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,38,7,58,72,0,,14,20,22,13,28,35
2,18:58,5v4,N.J,21,w,28,,,dsc,,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,41,11,47,51,72,0,,9,19,21,5,6,35
2,15:41,5v5,CBJ,38,s,27,,,dl,,,,y,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,38,71,7,58,72,,16,20,13,2,28,35
2,15:14,5v5,N.J,28,o,9,21,,opr,oc,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,41,20,71,7,58,72,,9,19,21,2,28,35
2,14:53,5v5,CBJ,13,t,51,,,ol,,,y,y,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,41,13,43,47,51,72,,9,19,21,2,28,35
2,14:13,5v5,N.J,16,t,5,22,18,ol,opl,ol,y,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,13,43,47,51,72,,16,18,22,5,6,35
2,10:58,5v5,N.J,8,s,21,,,nc,,,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,41,13,43,27,29,72,,16,51,22,5,8,35
2,10:46,5v5,N.J,51,o,22,6,,ol,ol,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,41,13,43,27,29,72,,16,51,22,5,6,35
2,10:16,5v5,CBJ,7,s,13,,,oelpc,,,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
