Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Blue Jackets,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,7:42,5v5,CBJ,13,w,17,,,nl,,,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,17,13,11,4,47,72,,19,77,90,2,9,70
1,6:54,5v4,CBJ,43,s,19,7,58,ol,opl,opr,y,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,19,43,71,7,58,72,,21,83,44,74,70,0
1,6:29,5v4,CBJ,7,o,19,7,58,ol,oc,or,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,19,43,71,7,58,72,,19,77,2,27,70,0
1,3:56,5v5,WSH,14,w,44,14,,nl,nc,,,y,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,9,18,23,4,47,72,,19,14,65,44,74,70
1,2:28,5v5,CBJ,41,w,13,17,,oc,nl,,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,17,41,13,29,58,72,,83,43,25,2,27,70
1,1:36,5v5,WSH,92,w,77,8,90,oelr,ol,or,y,y,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:06,5v4,WSH,8,o,74,90,77,oc,or,oelr,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,13,27,29,72,0,,19,77,8,90,74,70
1,0:58,5v4,WSH,74,o,92,90,,or,or,,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,13,27,29,72,0,,19,77,8,90,74,70
1,0:36,5v4,WSH,8,o,74,92,90,oc,or,oelr,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,13,27,29,72,0,,19,77,8,90,74,70
1,0:20,5v4,WSH,8,w,19,74,8,or,oc,ol,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,13,27,29,72,0,,19,77,8,90,74,70
1,0:15,5v4,WSH,8,o,19,,,or,,,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,13,27,29,72,0,,19,77,8,90,74,70
1,0:09,5v4,WSH,8,o,74,19,90,oc,or,oelc,,y,,,77,y,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,13,27,29,72,0,,19,77,8,90,74,70
2,19:03,5v5,WSH,74,w,19,,,ol,,,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,41,11,71,7,58,72,,19,77,90,44,74,70
2,18:07,5v5,CBJ,71,w,41,43,27,dl,dl,dl,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:55,5v5,WSH,83,w,43,,,nr,,,,y,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,19,13,27,29,72,,83,43,25,2,27,70
2,17:52,5v5,WSH,8,s,92,,,of,,,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,19,13,4,47,72,,92,14,8,44,74,70
2,17:04,5v5,CBJ,18,w,11,25,11,or,oelc,oc,,y,,,38,y,,0,70,20147,10/30/2015,WSH,CBJ,,,,25,38,11,7,58,72,,92,14,8,44,74,70
2,16:29,5v5,WSH,21,s,8,14,88,oc,dr,dr,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,9,38,23,27,29,72,,21,14,8,9,88,70
2,12:27,5v5,WSH,14,s,19,2,,oc,dr,,,y,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,41,43,71,27,47,72,,19,14,8,2,27,70
2,11:21,5v5,CBJ,13,s,19,,,nr,,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,17,19,13,4,58,72,,83,43,25,44,74,70
2,10:56,5v5,CBJ,7,w,13,,,ol,,,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,17,19,13,7,47,72,,92,43,25,2,27,70
2,9:56,5v5,WSH,88,s,92,,,oelc,,,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,25,38,11,27,58,72,,19,77,8,9,88,70
2,8:28,5v5,CBJ,41,w,43,,,oc,,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,41,43,71,4,7,72,,92,65,90,44,74,70
2,7:41,5v5,WSH,83,w,25,83,,oelc,or,,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,19,13,27,58,72,,83,43,25,44,74,70
2,7:08,5v5,WSH,77,o,92,,,oelc,,,y,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,9,18,23,7,47,72,,92,77,8,9,88,70
2,6:47,5v5,WSH,9,w,8,,,orrl,,,y,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,9,18,11,7,47,72,,92,14,8,9,88,70
2,6:37,5v5,CBJ,11,w,7,,,dr,,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,25,38,11,27,29,72,,92,14,8,9,88,70
2,5:45,5v5,WSH,14,o,90,27,14,or,or,or,,y,,y,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,25,38,11,27,29,72,,19,14,90,2,27,70
2,5:16,5v4,CBJ,58,s,19,,,ol,,,,y,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,19,43,71,7,58,72,,21,83,44,74,70,0
2,4:40,5v4,CBJ,43,w,71,19,71,oelc,ol,oelc,y,y,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,19,43,71,7,58,72,,19,77,44,74,70,0
2,4:18,5v4,CBJ,27,s,4,17,19,oc,or,ol,,y,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,17,38,13,4,27,72,,21,83,2,27,70,0
2,3:33,5v4,CBJ,27,w,4,19,,opl,ol,,,,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,17,38,13,4,27,72,,14,43,25,44,74,70
2,3:26,5v5,WSH,25,w,14,,,dc,,,,y,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,17,38,13,4,27,72,,14,43,25,44,74,70
2,1:59,5v5,WSH,27,o,77,,,oelc,,,y,y,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,9,18,23,27,29,72,,19,77,65,2,27,70
2,1:54,5v5,WSH,19,w,2,65,,opr,or,,,,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,9,18,23,27,29,72,,19,77,65,2,27,70
2,1:47,5v5,WSH,2,w,27,65,,opl,ol,,,y,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,9,18,23,27,29,72,,19,77,65,2,27,70
2,1:22,5v5,WSH,2,w,19,,,or,,,,,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:06,5v5,WSH,74,b,44,25,92,opl,ol,ol,,,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,17,19,13,4,47,72,,92,8,90,44,74,70
2,0:01,5v5,WSH,8,w,90,,,or,,,,,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,17,19,13,4,47,72,,92,8,90,44,74,70
3,18:18,5v5,CBJ,47,w,25,,,oc,,,,,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,25,38,11,27,47,72,,19,14,90,9,88,70
3,17:08,5v5,WSH,2,o,65,,,or,,,,,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,16:03,5v4,CBJ,7,w,58,19,,or,of,,,y,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,19,43,71,7,58,72,,21,83,2,27,70,0
3,15:41,5v4,CBJ,58,w,7,19,,opl,ol,,,y,,,71,y,,1,70,20147,10/30/2015,WSH,CBJ,,,,19,43,71,7,58,72,,21,83,2,27,70,0
3,15:01,5v4,CBJ,17,w,27,,,nc,,,,,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,17,38,13,4,27,72,,14,25,74,88,70,0
3,14:25,5v4,CBJ,7,o,58,71,,oc,ol,,,,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,19,43,71,7,58,72,,21,83,74,88,70,0
3,13:15,5v5,CBJ,41,w,25,41,,oc,nc,,,y,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,25,41,11,27,29,72,,92,8,90,2,44,70
3,12:43,5v5,CBJ,71,w,17,,,oelc,,,y,y,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,17,19,71,4,47,72,,83,43,25,44,74,70
3,12:32,5v5,CBJ,47,w,19,71,,or,oc,,,,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,17,19,71,4,47,72,,83,43,25,44,74,70
3,12:00,5v5,WSH,19,w,90,,,nr,,,,y,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,41,13,43,7,58,72,,19,14,90,2,27,70
3,10:55,5v5,WSH,8,w,77,88,,nc,dl,,,,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,25,38,11,27,29,72,,92,77,8,9,88,70
3,10:30,5v5,WSH,65,w,88,46,,oc,of,,,,,,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,9,18,23,4,47,72,,21,46,65,9,88,70
3,9:54,5v5,CBJ,71,b,7,71,,ol,ol,,,,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,17,19,71,27,29,72,,19,14,90,9,88,70
3,8:01,5v5,WSH,77,w,19,8,,orrc,oc,,y,y,,y,,,,1,72,20147,10/30/2015,WSH,CBJ,,,,25,38,11,4,47,72,,19,77,8,9,88,70
3,7:08,5v5,CBJ,58,w,7,,,nl,,,,,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,3:48,5v5,WSH,77,w,92,77,,oc,nr,,,y,,,77,y,,1,72,20147,10/30/2015,WSH,CBJ,,,,41,13,43,27,29,72,,92,77,8,2,27,70
3,0:32,6v5,CBJ,38,w,43,58,43,oelc,opr,oelc,y,y,,,,,,1,70,20147,10/30/2015,WSH,CBJ,,,,19,38,13,43,27,58,,19,83,77,2,27,70
1,16:58,5v5,OTT,3,w,65,15,3,or,nl,dc,,y,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,30,30,,9,18,40,27,58,72,,15,61,90,3,65,41
1,16:54,5v5,OTT,68,o,61,7,,oc,of,,,y,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,7,51,72,,7,68,61,5,46,41
1,16:44,5v5,CBJ,11,w,17,13,7,or,dsr,dr,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,7,51,72,,7,68,61,5,46,41
1,16:18,5v5,CBJ,7,S,17,,,of,,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,7,51,72,,7,68,61,5,46,41
1,15:47,5v5,CBJ,11,t,71,7,,oc,opr,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,11,71,7,51,72,,7,68,61,5,46,41
1,14:44,5v4,CBJ,71,b,19,,,ol,,,y,y,,,20,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,2,74,41,0
1,14:15,5v4,CBJ,27,o,19,20,27,opl,orrr,oc,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,15,90,3,5,41,0
1,12:30,5v5,CBJ,47,w,11,,,opr,,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,25,18,11,4,47,72,,7,68,6,3,65,41
1,11:16,5v5,OTT,2,w,15,90,,opl,ol,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,9,18,40,4,47,72,,15,25,90,2,74,41
1,10:51,5v5,CBJ,38,w,20,4,,dsr,dr,,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,38,20,4,47,72,,27,44,9,3,65,41
1,9:49,5v4,OTT,7,o,6,65,6,orrc,or,ol,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,17,25,7,51,72,0,,7,6,61,9,65,41
1,9:45,5v4,OTT,65,o,61,,,orrl,,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,17,25,7,51,72,0,,7,6,61,9,65,41
1,9:03,5v4,OTT,9,W,7,65,7,oc,ol,opl,y,y,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,9,11,47,58,72,0,,7,6,61,9,65,41
1,8:47,4v4,CBJ,7,w,17,,,of,,,y,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,7,51,72,0,,68,93,5,46,41,0
1,8:47,4v4,CBJ,17,o,13,17,,opr,or,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,7,51,72,0,,68,93,5,46,41,0
1,8:18,4v4,OTT,68,S,3,93,,ol,nl,,,y,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,17,20,43,27,72,0,,68,93,3,65,41,0
1,7:46,5v4,CBJ,19,S,27,20,71,oc,or,opr,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,3,65,41,0
1,7:44,5v4,CBJ,20,o,71,,,,,,,y,,y,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,3,65,41,0
1,7:13,5v5,OTT,2,S,74,25,,or,opr,,,,,,25,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,9,18,40,4,47,72,,15,25,90,2,74,41
1,6:25,5v5,OTT,93,w,65,16,,nc,dc,,,,,,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,19,38,71,7,51,72,,93,6,16,3,65,41
1,6:08,5v5,CBJ,7,w,71,,,opc,,,,y,,,,,,1,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,27,44,9,3,65,41
1,5:57,5v5,CBJ,58,w,17,,,of,,,,,,,,,,1,41,20046,14-Oct-15,CBJ,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:39,5v5,OTT,68,w,61,,,dr,,,,,,,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,27,58,72,,7,68,61,5,46,41
1,5:06,5v5,CBJ,18,b,9,,,orrr,,,,,,,,,,1,41,20046,14-Oct-15,CBJ,OTT,,,,9,18,40,4,47,72,,15,25,90,2,74,41
1,3:55,5v5,OTT,3,S,93,,,opr,,,,y,,y,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,19,38,20,27,58,72,,93,6,16,3,65,41
1,3:42,5v5,CBJ,7,S,43,,,or,,,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,27,44,9,5,46,41
1,2:51,5v5,CBJ,7,S,51,71,,,oelpc,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,27,44,9,5,46,41
1,2:44,5v5,CBJ,7,S,71,,,opr,,,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,27,44,9,5,46,41
1,2:12,5v5,CBJ,47,w,11,17,,opc,of,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,4,47,72,,7,68,61,2,74,41
1,1:04,5v5,CBJ,38,W,19,,,oelc,,,y,y,,y,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,38,20,7,51,72,,93,6,16,5,46,41
2,19:08,6v5,CBJ,11,w,51,,,dsc,,,,,,,,,,1,41,20046,14-Oct-15,CBJ,OTT,,,,19,25,11,71,7,51,,93,6,16,2,65,41
2,18:31,5v4,OTT,65,w,93,68,16,orrl,oc,opc,,y,,,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,9,25,7,51,72,0,,27,68,93,16,65,41
2,18:16,5v4,OTT,9,W,6,65,,oc,or,,,y,,y,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,17,38,27,58,72,0,,7,6,61,9,65,41
2,17:27,5v5,OTT,44,w,25,,,nr,,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,25,20,43,4,51,72,,15,44,25,5,46,41
2,16:48,5v5,OTT,5,w,46,9,,ol,opl,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,19,38,20,7,51,72,,27,44,9,3,5,41
2,16:14,5v5,OTT,16,w,93,65,,orrc,or,,,y,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,19,38,20,7,51,72,,27,93,16,3,65,41
2,15:49,5v5,OTT,65,w,6,93,,opc,of,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,27,58,72,,93,6,16,3,65,41
2,15:49,5v5,OTT,65,w,16,,,opr,,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,27,58,72,,93,6,16,3,65,41
2,15:34,5v5,OTT,6,w,65,93,,nc,nc,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,27,58,72,,93,6,16,3,65,41
2,15:26,5v5,CBJ,17,b,11,,,orrr,,,y,y,2 on 1,y,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,18,27,58,72,,93,6,16,3,65,41
2,14:36,5v5,CBJ,4,w,40,,,dsr,,,,y,,,,,,1,41,20046,14-Oct-15,CBJ,OTT,,,,9,18,40,4,51,72,,7,15,61,46,74,41
2,14:26,5v5,OTT,15,w,61,,,dr,,,,,,,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,25,18,71,4,51,72,,15,25,61,5,46,41
2,13:46,5v5,CBJ,51,w,71,7,43,opr,or,opr,,,,,,,,1,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,15,25,90,5,46,41
2,12:21,5v5,OTT,3,w,65,,,opr,,,,,,,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,9,18,40,7,51,72,,27,44,9,3,65,41
2,12:04,5v5,OTT,93,w,3,65,,dl,dr,,,y,,,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,7,51,72,,93,6,16,3,65,41
2,10:28,5v5,OTT,7,w,61,,,oelr,,,y,y,,y,,,,1,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,4,47,72,,7,68,61,5,46,41
2,9:59,5v5,OTT,65,w,3,6,,ol,opl,,,,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,93,6,90,3,65,41
2,9:49,5v5,CBJ,71,w,24,71,,orrc,orrr,,y,y,3 on 1,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,93,6,90,3,65,41
2,9:43,5v5,CBJ,25,w,43,,,opr,,,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,51,72,,93,6,90,3,65,41
2,7:44,5v5,CBJ,11,b,17,,,oelr,,,y,y,,,11,y,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,27,58,72,,15,25,90,2,74,41
2,6:33,5v5,CBJ,71,b,17,11,,ol,ol,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,11,71,4,47,72,,68,93,61,5,46,41
2,6:20,5v5,CBJ,25,o,71,11,71,orrc,oelc,or,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,25,11,71,4,47,72,,68,93,61,5,46,41
2,5:36,5v4,CBJ,19,W,71,20,27,orrc,or,oc,y,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,2,74,41,0
2,5:23,5v4,CBJ,71,w,27,71,19,oc,opl,of,y,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,5,46,41,0
2,5:16,5v4,CBJ,19,W,43,27,,orrr,or,,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,5,46,41,0
2,4:54,5v4,CBJ,71,W,20,27,19,or, oc,oc,y,y,,,71,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,5,46,41,0
2,4:20,5v4,CBJ,19,w,71,20,,orrc,oc,,y,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,5,46,41,0
2,4:15,5v5,CBJ,7,w,58,17,,oc,of,,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,19,20,43,71,27,72,,27,44,5,46,41,0
2,3:50,5v5,CBJ,7,w,17,58,,oc,dc,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,7,58,72,,7,61,2,3,74,41
2,3:37,5v5,CBJ,11,w,7,,,ol,,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,7,58,72,,7,61,2,3,74,41
2,2:40,5v5,OTT,6,w,65,,,oell,,,y,y,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,9,38,18,47,51,72,,68,93,6,46,65,41
2,2:39,5v5,OTT,93,w,6,,,orrc,,,y,y,,y,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,9,38,18,47,51,72,,68,93,6,46,65,41
2,1:50,5v5,CBJ,58,b,19,20,,orrl,oc,,y,,,,,,,-1,41,20046,14-Oct-15,CBJ,OTT,,,,19,13,20,27,58,72,,93,6,90,3,65,41
2,1:24,5v5,CBJ,25,S,27,,,nsl,,,,,,,,,,-1,41,20046,14-Oct-15,CBJ,OTT,,,,25,13,43,27,51,72,,15,25,9,2,65,41
2,0:53,5v5,CBJ,43,w,13,,,oc,,,,y,,,,,,-1,41,20046,14-Oct-15,CBJ,OTT,,,,25,13,43,7,51,72,,15,25,9,2,65,41
2,0:27,5v5,OTT,68,W,7,,,or,,,,,,,,,,-1,72,20046,14-Oct-15,CBJ,OTT,,,,17,18,11,7,51,72,,7,68,61,5,46,41
2,0:15,5v5,OTT,7,w,61,,,oc,,,,,,,,,,-1,72,20046,14-Oct-15,CBJ,OTT,,,,17,18,11,7,51,72,,7,68,61,5,46,41
3,17:41,5v5,OTT,25,w,25,15,,oc,nr,,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,19,38,20,4,47,72,,15,27,25,5,46,41
3,15:55,5v5,OTT,3,S,93,90,6,oc,nl,dl,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,7,51,72,,93,6,90,3,65,41
3,15:32,5v5,OTT,68,W,61,7,,orrc,ol,,y,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,11,4,47,72,,7,68,61,5,46,41
3,14:29,5v5,CBJ,7,S,43,,,orrc,,,,y,,,,,,-2,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,58,72,,27,44,9,2,65,41
3,14:23,5v5,CBJ,7,w,58,,,or,,,,,,,,,,-2,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,7,58,72,,27,44,9,2,65,41
3,13:28,5v4,OTT,65,S,7,65,,oc,opl,,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,9,38,7,51,72,0,,7,27,6,61,65,41
3,12:30,5v4,OTT,46,W,68,,,opr,,,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,17,13,47,58,72,0,,68,93,9,5,46,41
3,10:48,5v5,OTT,68,w,7,61,,orrr,oc,,,y,,y,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,19,43,71,7,58,72,,7,68,61,3,65,41
3,10:25,5v5,OTT,90,w,65,90,,or,nsl,,y,y,,,,,,-3,72,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,27,58,72,,15,25,90,3,65,41
3,10:12,5v5,CBJ,27,w,58,71,,or,opr,,,,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:02,5v5,CBJ,25,w,58,27,58,or,oc,or,,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,25,43,71,27,58,72,,15,25,90,3,65,41
3,6:49,5v5,CBJ,58,S,20,58,27,or,nr,nl,,,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,19,38,20,27,58,72,,68,93,61,3,65,41
3,5:27,5v4,CBJ,58,w,38,58,,opl,nc,,,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,17,38,13,7,58,72,,93,9,2,74,41,0
3,5:10,5v4,CBJ,38,W,13,7,,orrc,oc,,y,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,17,38,13,7,58,72,,93,9,2,74,41,0
3,4:58,5v4,CBJ,58,W,7,38,,or,opr,,y,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,17,38,13,7,58,72,,27,44,2,74,41,0
3,4:49,5v4,CBJ,13,W,38,17,58,oelc,ol,oc,y,y,,,13,y,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,17,38,13,7,58,72,,27,44,2,74,41,0
