Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Jets,F,F,F,D,D,G/Extra Attacker,Opps,F,F,F,D,D,G/Extra Attacker
2,14:15,5v5,WPG,7,w,12,26,,ol,opl,,,,,,,,,1,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,5,7,30,,12,18,38,4,47,32
2,13:35,5v5,DAL,91,w,10,,,orrl,,,y,,,,,,,1,30,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,13:13,5v5,WPG,85,w,27,57,,opr,dsl,,,y,,y,,,,1,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,39,57,30,,13,22,91,3,33,32
2,12:51,5v4,WPG,57,s,39,12,55,oc,opl,of,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,12,27,39,57,30,,22,38,4,47,32,0
2,12:15,5v4,WPG,12,w,27,57,,oelc,or,,y,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,11:09,5v4,WPG,33,w,18,26,18,ol,oelc,ol,,y,,,26,y,,0,32,20604,1/7/2016,DAL,WPG,,,,18,85,26,16,33,30,,12,13,2,33,32,0
2,10:49,5v5,WPG,26,w,85,,,oc,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,85,26,16,33,30,,13,90,21,2,33,32
2,10:13,5v5,DAL,43,w,14,,,oelr,,,y,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,6,22,17,8,33,30,,90,43,14,4,47,32
2,10:06,5v5,DAL,47,s,4,47,,or,ol,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,6,22,17,8,33,30,,90,43,14,4,47,32
2,10:01,5v5,DAL,47,o,90,,,opl,,,,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,6,22,17,8,33,30,,90,43,14,4,47,32
2,9:40,5v5,DAL,15,s,91,,,oprrr,,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,9,22,40,39,57,30,,13,91,10,3,15,32
2,9:26,5v5,DAL,3,w,33,91,,or,ofp,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,9,22,40,39,57,30,,13,91,10,3,33,32
2,7:59,5v5,DAL,22,w,3,,,or,,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,18,85,27,7,8,30,,20,22,14,3,33,32
2,7:09,5v5,WPG,39,o,18,,,orrl,,,y,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,8,39,30,,12,90,43,3,33,32
2,5:50,5v5,WPG,33,w,40,,,opr,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,9,22,40,8,33,30,,13,91,10,2,15,32
2,5:17,5v5,DAL,20,s,47,,,opl,,,,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,9,22,40,8,33,30,,20,22,21,4,47,32
2,5:05,5v5,DAL,20,t,47,20,,ol,ofp,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,39,57,30,,20,22,21,4,47,32
2,3:26,5v5,DAL,38,w,12,,,oc,,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,6,18,12,5,7,30,,12,43,38,2,15,32
2,2:19,5v5,DAL,10,w,4,,,dsr,,,y,y,1 on 0 ,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,6,16,17,8,33,30,,13,91,10,4,47,32
2,1:05,5v5,WPG,85,b,27,55,,oc,of,,y,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,20,22,14,3,33,32
2,0:43,5v5,WPG,85,b,55,33,,ol,nc,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,12,43,14,3,4,32
3,18:16,5v5,WPG,55,w,85,55,,or,or,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,5,7,30,,13,90,43,2,15,32
3,17:08,5v5,WPG,26,w,12,,,oelc,,,y,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,16:58,5v5,DAL,22,w,21,20,,oelc,or,,y,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,8,33,30,,20,22,21,3,33,32
3,16:42,5v5,DAL,33,w,3,91,,dr,nf,,,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,6,16,17,39,57,30,,91,10,14,3,33,32
3,16:34,5v5,DAL,10,w,91,33,,ol,ol,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,39,57,30,,91,10,14,3,33,32
3,16:29,5v5,DAL,3,w,91,14,,oc,of,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,39,57,30,,91,10,14,3,33,32
3,16:21,5v5,DAL,91,o,10,,,oelc,,,y,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,39,57,30,,91,10,14,3,33,32
3,16:15,5v5,DAL,14,t,10,,,ol,,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,39,57,30,,91,10,14,3,33,32
3,15:34,5v5,DAL,2,w,90,,,opl,,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,14:16,5v5,WPG,57,w,18,,,ofp,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,39,57,30,,20,22,21,3,33,32
3,13:54,5v5,WPG,12,w,57,39,57,oc,ol,or,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,39,57,30,,20,22,21,3,33,32
3,13:37,5v5,WPG,57,w,18,12,57,oelc,or,or,y,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:16,6v5,DAL,14,w,91,,,nc,,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,55,85,27,8,33,30,,90,91,10,14,3,47
3,12:31,5v4,DAL,90,w,3,90,,oc,opr,,,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:16,5v5,WPG,85,s,55,85,,opl,nl,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,27,39,57,30,,22,21,38,3,33,32
3,9:51,5v5,DAL,22,t,33,38,,ol,opl,,y,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,18,12,27,39,57,30,,22,21,38,3,33,32
3,9:17,5v5,WPG,26,t,57,26,57,orrr,nc,nc,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,39,57,30,,13,90,43,4,47,32
3,9:14,5v5,WPG,26,a,57,,,ol,,,y,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,39,57,30,,13,90,43,4,47,32
3,8:47,5v5,WPG,8,s,33,,,oc,,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,6,16,17,8,33,30,,91,10,14,3,33,32
3,7:11,4v4,WPG,8,o,16,,,opc,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,16,8,33,30,0,,91,14,3,33,32,0
3,6:36,4v4,DAL,10,w,47,3,,nl,dc,,,y,,,13,y,,0,30,20604,1/7/2016,DAL,WPG,,,,55,26,8,33,30,0,,13,10,4,47,32,0
3,5:57,4v4,WPG,57,w,55,,,oc,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,26,39,57,30,0,,20,21,4,33,32,0
3,5:38,5v5,DAL,22,w,3,21,,opr,oelc,,,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,85,12,27,39,57,30,,20,22,21,3,33,32
3,5:00,5v5,DAL,90,w,13,,,oc,,,,,,,43,y,,0,30,20604,1/7/2016,DAL,WPG,,,,6,16,17,8,33,30,,13,90,43,2,15,32
3,4:35,5v5,DAL,47,s,21,,,oelpc,,,,y,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,18,12,26,39,57,30,,20,22,21,4,47,32
3,3:21,5v5,WPG,85,w,55,,,oc,,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,40,39,57,30,,13,90,18,2,15,32
3,0:50,5v5,WPG,27,w,12,,,or,,,y,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,27,8,33,30,,91,10,14,33,47,32
3,0:20,5v5,WPG,8,s,33,12,18,or,opr,of,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,12,26,8,33,30,,20,22,21,3,33,32
3,0:01,5v5,WPG,33,s,17,,,nc,,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,6,12,17,8,33,30,,20,22,21,3,33,32
4,3:51,3v3,WPG,85,w,12,,,ol,,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,85,12,0,0,57,30,,0,10,14,0,33,32
4,3:32,3v3,WPG,57,w,85,12,,or,oc,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,85,12,0,0,57,30,,0,10,14,0,33,32
4,3:00,4v3,WPG,18,o,85,33,,opr,oc,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,85,26,0,33,30,,0,38,4,0,47,32
4,2:25,4v3,WPG,33,s,18,85,33,opl,or,oc,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,85,26,0,33,30,,0,20,2,0,33,32
4,1:54,4v3,WPG,33,o,57,,,opr,,,,y,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,26,0,33,57,30,,0,20,2,0,33,32
4,1:50,4v3,WPG,57,s,39,55,,or,ofp,,,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,18,26,0,33,57,30,,0,20,2,0,33,32
4,1:21,4v4,WPG,57,w,55,39,57,orrl,oc,or,y,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,16,0,39,57,30,,0,10,38,4,47,32
4,0:16,3v3,WPG,85,w,55,,,oelc,,,y,,,,,,,0,32,20604,1/7/2016,DAL,WPG,,,,55,85,0,0,57,30,,0,13,90,3,32,0
4,0:01,3v3,DAL,13,b,3,90,,orrl,ol,,y,,,,,,,0,30,20604,1/7/2016,DAL,WPG,,,,85,27,0,0,57,30,,0,13,90,3,32,0
1,18:42,5v4,WPG,33,w,18,,,ofp,,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,30,35,,18,85,26,16,33,30,,19,9,6,59,35,0
1,18:03,5v4,WPG,85,w,18,16,18,oc,opc,opr,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,18,85,26,16,33,30,,12,9,6,59,35,0
1,17:57,5v4,WPG,16,o,26,18,16,oelc,ol,oc,y,y,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,18,85,26,16,33,30,,12,9,6,59,35,0
1,16:50,5v4,WPG,57,w,6,8,27,opr,or,opl,,y,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,6,12,27,8,57,30,,28,24,5,14,35,0
1,16:40,5v5,NSH,4,w,24,,,or,,,,y,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,6,26,27,8,57,30,,92,24,4,6,59,35
1,15:45,5v5,WPG,57,s,8,,,nr,,,,y,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,57,30,,92,9,18,2,5,35
1,13:52,5v4,WPG,8,o,57,27,,opr,oelpc,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:49,5v4,WPG,27,o,6,,,orrc,,,y,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:45,5v5,NSH,59,w,56,59,92,ol,oc,dr,y,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,18,12,26,39,57,30,,92,18,56,6,59,35
1,12:27,5v5,NSH,18,w,92,,,nsc,,,,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,85,12,27,33,57,30,,92,18,56,4,6,35
1,11:07,5v5,WPG,17,w,6,7,,dr,dr,,y,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,15,22,17,5,7,30,,16,28,20,2,5,35
1,10:47,5v5,WPG,5,o,22,17,,opl,ol,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,15,22,17,5,7,30,,16,28,20,2,5,35
1,10:41,5v5,WPG,8,w,40,9,,opl,of,,,,,,15,,,-1,35,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,33,30,,12,15,24,6,59,35
1,9:23,5v5,NSH,18,w,92,4,56,or,oc,nl,y,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,18,12,26,39,57,30,,92,18,56,4,14,35
1,9:11,5v5,NSH,6,o,63,,,opr,,,,y,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,19,63,9,6,59,35
1,7:30,5v5,NSH,18,w,56,,,dsr,,,,y,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,6,12,17,5,7,30,,12,18,56,4,14,35
1,7:00,5v5,WPG,7,w,17,,,opr,,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,9,15,40,5,7,30,,12,15,24,6,59,35
1,6:50,5v5,WPG,7,w,40,,,opr,,,,y,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,9,15,40,5,7,30,,12,15,24,6,59,35
1,6:41,5v5,WPG,7,o,40,9,5,orrl,ol,ol,y,y,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,9,15,40,5,7,30,,12,15,24,6,59,35
1,4:37,5v5,WPG,22,o,17,22,,oelc,dl,,y,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,3:58,5v5,NSH,19,w,9,4,,oc,or,,y,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,8,33,30,,19,63,9,4,14,35
1,3:50,5v5,NSH,2,o,12,,,of,,,,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,8,33,30,,12,15,24,2,5,35
1,2:47,5v5,WPG,27,w,85,,,nr,,,,y,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,85,12,27,5,7,30,,16,28,20,6,59,35
1,2:18,5v5,WPG,39,w,26,,,or,,,y,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,18,12,26,7,39,30,,92,18,56,6,59,35
1,0:01,5v5,WPG,57,w,18,12,,opl,ol,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,18,12,26,39,57,30,,12,15,24,4,14,35
2,19:23,5v5,WPG,85,w,8,,,or,,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,19,63,9,4,14,35
2,18:55,5v5,NSH,12,w,15,,,nl,,,,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,18,12,26,5,7,30,,12,15,24,6,59,35
2,18:37,5v5,NSH,12,w,59,15,,ol,ol,,,y,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,18,12,26,5,7,30,,12,15,24,6,59,35
2,16:50,5v5,WPG,5,w,85,,,opr,,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,5,7,30,,12,15,24,6,59,35
2,16:43,5v5,NSH,24,w,59,15,59,nc,dr,dc,,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,85,16,27,5,7,30,,12,15,24,6,59,35
2,16:21,5v5,NSH,19,s,14,,,nsl,,,,y,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,18,12,27,5,7,30,,12,19,24,4,14,35
2,15:52,5v5,WPG,12,w,26,33,8,dc,dr,dc,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,18,12,26,8,33,30,,19,63,9,4,14,35
2,15:40,5v5,WPG,8,o,18,,,opl,,,,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,18,12,26,8,33,30,,19,63,9,4,14,35
2,15:22,5v5,WPG,8,s,18,,,nc,,,,y,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,18,12,26,8,33,30,,92,9,18,2,5,35
2,15:16,5v5,NSH,92,w,2,,,dsc,,,y,y,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,18,12,26,8,33,30,,92,9,18,2,5,35
2,15:12,5v5,NSH,18,o,92,,,of,,,y,,,,,,,-1,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,2,5,35
2,13:50,5v5,WPG,27,w,85,,,nc,,,y,,,,,,,-1,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,19,63,9,6,59,35
2,13:31,5v5,WPG,33,w,8,27,,opl,opl,,,,,,33,y,y,-1,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,19,63,9,6,59,35
2,12:45,5v5,NSH,56,w,6,,,dsl,,,,y,,,,,,0,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,12,18,56,2,5,35
2,12:37,5v5,NSH,56,w,9,18,,or,ol,,y,,,,,,,0,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,2,14,35
2,12:30,5v5,NSH,92,o,56,,,oelr,,,y,,,,,,,0,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,2,14,35
2,12:11,5v5,NSH,56,o,18,56,92,oelrrc,orrc,oelr,y,y,,,92,y,,0,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,4,14,35
2,10:58,5v4,WPG,18,o,26,85,26,orrc,or,or,y,y,,y,,,,0,35,20650,1/14/2016,WPG,NSH,,,,18,85,26,16,33,30,,12,24,4,14,35,0
2,10:40,5v5,NSH,92,w,18,,,nc,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,6,59,35
2,10:20,5v5,NSH,6,o,59,,,opc,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,6,59,35
2,10:08,5v5,NSH,6,w,18,,,opr,,,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,6,59,35
2,9:58,5v5,NSH,18,t,59,,,oc,,,y,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,39,57,30,,92,18,56,6,59,35
2,9:09,5v5,NSH,14,s,9,63,,ol,oc,,y,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,19,63,9,4,14,35
2,8:24,5v5,NSH,9,s,63,59,92,opr,oelr,dc,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,18,12,26,39,57,30,,19,92,9,2,5,35
2,8:05,5v5,WPG,33,w,40,,,or,,,,,,,,,,1,35,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,33,30,,19,63,9,2,5,35
2,7:56,5v5,WPG,40,w,33,,,oelc,,,y,,,,,,,1,35,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,33,30,,19,63,9,2,5,35
2,7:46,5v5,NSH,63,s,9,,,or,,,,y,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,33,30,,19,63,9,2,5,35
2,7:34,5v5,NSH,2,b,63,15,63,or,oelr,oelr,y,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,33,30,,15,63,9,2,5,35
2,7:32,5v5,NSH,5,w,15,,,opl,,,,,,,,,,1,30,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,33,30,,15,63,9,2,5,35
2,6:55,5v5,WPG,16,w,27,33,,orrr,dsr,,y,,,,,,,1,35,20650,1/14/2016,WPG,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:16,5v5,WPG,85,t,16,27,,or,or,,y,,,,,,,1,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,16,92,20,4,14,35
2,4:45,5v4,WPG,85,w,33,85,33,oc,opr,oc,y,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,18,85,26,16,33,30,,12,24,6,14,35,0
2,4:28,5v4,WPG,85,o,18,26,18,ol,oelc,opl,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,18,85,26,16,33,30,,12,24,6,14,35,0
2,4:12,5v4,WPG,33,s,85,26,33,oc,opr,or,,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,18,85,26,16,33,30,,12,24,6,14,35,0
2,1:37,5v4,NSH,56,o,9,59,,orrc,nc,,,,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,6,17,33,57,30,0,,12,9,56,4,14,35
2,1:19,5v4,NSH,9,w,14,9,12,oc,opr,oc,,y,,,56,y,,2,30,20650,1/14/2016,WPG,NSH,,,,6,17,33,57,30,0,,12,9,56,4,14,35
3,19:22,5v4,WPG,33,w,16,33,85,opl,oc,oelpr,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,18,85,26,16,33,30,,12,24,4,14,35,0
3,17:14,5v5,WPG,17,w,15,,,oc,,,,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,15,22,17,33,39,30,,92,18,56,6,59,35
3,16:28,5v5,WPG,85,w,8,,,nl,,,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,15,63,9,2,5,35
3,14:54,5v5,WPG,22,b,5,7,,dl,dl,,y,y,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,6,22,17,5,7,30,,12,19,24,6,59,35
3,14:32,5v5,WPG,6,w,85,,,ol,,,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,6,85,16,5,7,30,,12,19,24,6,59,35
3,14:21,5v5,WPG,16,s,7,,,nsc,,,,,,,,,,2,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,5,7,30,,12,19,24,6,59,35
3,14:02,5v5,WPG,27,w,16,5,,nl,dsc,,y,y,1 on 0,y,,,,2,35,20650,1/14/2016,WPG,NSH,,,,85,16,27,8,33,30,,15,63,9,4,14,35
3,12:56,5v5,WPG,18,o,57,12,,orrc,oc,,y,,,,,,,3,35,20650,1/14/2016,WPG,NSH,,,,18,12,26,39,57,30,,92,18,56,6,59,35
3,12:45,5v5,WPG,18,w,12,,,oc,,,y,,,,,,,3,35,20650,1/14/2016,WPG,NSH,,,,18,12,26,39,57,30,,92,18,56,6,59,35
3,11:48,5v5,NSH,19,b,2,63,,orrc,or,,y,,,,,,,3,30,20650,1/14/2016,WPG,NSH,,,,6,16,17,5,8,30,,19,63,9,2,5,35
3,11:07,5v4,NSH,92,w,6,59,92,oc,opl,opr,,,,,,,,3,30,20650,1/14/2016,WPG,NSH,,,,18,16,39,57,30,0,,63,92,18,6,59,35
3,10:59,5v4,NSH,92,b,18,,,ol,,,y,y,,y,,,,3,30,20650,1/14/2016,WPG,NSH,,,,18,16,39,57,30,0,,63,92,18,6,59,35
3,10:20,5v5,NSH,9,w,14,,,nc,,,,,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,6,22,17,5,8,30,,12,9,56,4,14,35
3,10:15,5v5,NSH,6,w,19,,,ofp,,,,,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,9,15,40,39,57,30,,15,19,20,6,59,35
3,9:59,5v5,NSH,6,w,59,,,ol,,,,y,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,9,15,40,8,39,30,,15,19,20,6,59,35
3,8:54,5v5,NSH,56,w,18,,,oelc,,,,y,,,,,,2,30,20650,1/14/2016,WPG,NSH,,,,18,12,26,39,57,30,,92,18,56,6,59,35
