Name,Pos,PosSimple,Gm,G,A1,A2,P,iHSC,iSC,iCF,C+ -,F+ -,G+ -,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,Salary,Age,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,MS,SH,SF,GF,SA,GA,FA,CA,SCF,SCA,ShotAttempts,Goals,Assists,ScoringChances,ShotsOnGoal,OddmanRushes,DirectGoals,ReboundsGeneratedFromAttempts,AttemptsWith0Assists,AttemptsWith1Assists,AttemptsWith2Assists,AttemptsWith3Assists,DirectGoalsWith0Assists,DirectGoalsWith1Assists,DirectGoalsWith2Assists,DirectGoalsWith3Assists,ReboundAttempts,ReboundsOnGoal,ReboundGoalsScored,A1OnAttempts,A1OnScoringChances,A1OnShotsOnGoal,A1OnOddmanRushes,A1OnDirectGoals,A2OnAttempts,A2OnScoringChances,A2OnShotsOnGoal,A2OnOddmanRushes,A2OnDirectGoals,A3OnAttempts,A3OnScoringChances,A3OnShotsOnGoal,A3OnOddmanRushes,A3OnDirectGoals
Sergey Kalinin,F,F,47,2,2,1,5,30,49,66,-46,-45,-6,381,287,130,164,15,67,81,68,50,6,9,528.9,0.925,24,43.22178106,48.44015882,91.66193988,32.55813953,37.66307431,70.22121384,23.48269994,28.36074872,11,13,40,207,11,250,17,332,427,174,216,34,1,1,15,17,0,1,1,0,17,14,3,0,0,1,0,2,1,0,68,12,26,2,1,30,2,12,0,0,11,1,2,0,0
Seth Helgeson,D,D,6,0,1,0,1,0,0,10,-16,-9,-2,59,50,22,12,4,0,0,17,10,1,1,80.8,0.575,24,43.81188119,55.69306931,99.5049505,37.12871287,43.81188119,80.94059406,21.53465347,31.93069307,2,5,3,29,1,43,3,59,75,26,37,12,0,1,0,4,0,0,1,0,4,6,2,0,0,0,0,0,0,0,4,1,4,0,1,4,2,3,0,0,0,0,0,0,0
Seth Jones,D,D,10,0,0,1,1,1,6,37,23,15,1,147,106,60,46,6,0,0,6,6,1,1,160.3,0.925,20,55.02183406,46.41297567,101.4348097,39.67560823,34.06113537,73.73674361,27.32376794,24.7036806,16,8,13,73,4,66,3,91,124,62,64,29,0,1,0,12,0,0,0,0,18,8,3,0,0,0,0,0,0,0,17,3,11,0,1,12,2,6,0,0,0,0,0,0,0
Shane Doan,RL,F,6,1,0,0,1,5,7,13,-13,-20,0,71,52,22,26,0,5,4,4,7,0,0,81.8,4.55,38,52.07823961,61.61369193,113.6919315,38.14180929,52.81173594,90.95354523,27.87286064,33.7408313,2,2,8,38,4,46,4,72,84,37,41,11,1,0,3,7,0,1,0,0,5,3,3,0,1,0,0,2,2,0,13,5,9,1,0,3,1,1,0,0,1,0,1,0,0
Shane Prince,CL,F,9,0,1,1,2,0,10,14,0,3,0,71,55,14,16,3,0,0,5,5,0,0,79.5,0.7,22,53.58490566,53.58490566,107.1698113,41.50943396,39.24528302,80.75471698,33.20754717,31.69811321,3,1,10,44,2,42,2,52,71,32,37,13,1,1,5,8,0,1,1,0,10,2,1,0,0,0,1,0,0,0,13,4,11,0,1,7,1,4,1,0,2,0,2,0,0
Shawn Horcoff,LC,F,8,0,0,1,1,2,4,10,-16,-7,2,73,57,30,32,6,31,49,8,3,1,0,90.3,1.75,36,48.50498339,59.13621262,107.641196,37.87375415,42.52491694,80.3986711,28.57142857,31.89368771,2,0,8,43,4,48,2,64,89,27,43,6,0,0,2,4,0,0,0,0,4,2,0,0,0,0,0,0,0,0,11,3,6,0,0,3,0,0,0,0,2,2,0,0,0
Shawn Matthias,LC,F,22,2,3,2,7,16,27,44,14,0,1,238,168,95,74,9,2,2,25,31,1,2,257.1,2.3,27,55.54259043,52.27537923,107.8179697,39.20653442,39.20653442,78.41306884,27.30455076,27.53792299,7,11,24,117,9,118,8,168,224,118,95,22,2,4,10,12,1,1,0,0,12,8,2,0,0,1,0,2,2,1,30,8,10,1,3,26,13,12,0,1,9,1,3,0,0
Shawn Thornton,R,F,8,0,1,0,1,3,10,16,18,20,0,58,49,31,16,0,1,0,13,4,1,0,71.1,1.2,38,48.94514768,33.75527426,82.70042194,41.35021097,24.47257384,65.82278481,32.06751055,22.78481013,1,3,12,38,2,27,2,29,40,29,15,5,0,0,1,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,10,4,6,0,0,3,1,1,0,0,1,1,1,0,0
Shayne Gostisbehere,D,D,3,1,0,0,1,0,0,4,-3,4,-1,30,24,14,6,2,0,0,3,1,1,0,46.9,0.925,22,38.37953092,42.21748401,80.59701493,30.70362473,25.58635394,56.28997868,21.74840085,17.91044776,0,1,2,17,1,14,2,20,33,9,7,5,1,0,0,2,0,1,0,0,2,3,0,0,0,1,0,0,0,0,8,1,3,0,0,1,0,1,0,0,0,0,0,0,0
Shea Theodore,D,D,1,0,0,0,0,0,0,0,-1,2,0,12,10,6,2,0,0,0,0,0,0,0,16.8,0.833,20,42.85714286,46.42857143,89.28571429,35.71428571,28.57142857,64.28571429,25,25,0,0,0,7,0,7,0,8,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
Shea Weber,D,D,12,1,2,0,3,0,6,47,17,14,-1,229,168,84,82,11,0,0,27,11,2,0,223.1,14,30,61.58673241,57.01479157,118.601524,45.18153294,41.4164052,86.59793814,30.38995966,30.12102196,12,10,24,113,6,112,7,154,212,97,85,36,1,2,0,21,0,1,1,0,17,13,6,0,0,1,0,0,0,0,26,10,18,1,2,13,0,7,0,0,7,1,2,0,0
Sidney Crosby,C,F,10,1,2,1,4,8,20,35,1,-1,1,145,110,59,43,2,95,62,9,14,0,2,156.5,12,28,55.59105431,55.20766773,110.798722,42.17252396,42.55591054,84.7284345,32.58785942,30.67092652,9,9,16,85,7,80,6,111,144,78,71,21,1,1,11,9,1,1,0,0,11,6,4,0,0,0,1,1,0,0,36,11,18,0,1,17,5,9,0,0,5,3,4,0,0
Simon Despres,D,D,2,0,0,0,0,0,1,2,-9,-8,-2,24,19,8,14,4,0,0,5,3,0,0,35.4,0.9,24,40.6779661,55.93220339,96.61016949,32.20338983,45.76271186,77.96610169,15.25423729,38.98305085,0,2,0,9,0,23,2,27,33,12,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Slater Koekkoek,D,D,1,0,0,0,0,0,0,3,1,-1,-1,10,7,2,0,1,0,0,1,0,0,0,11,0.925,21,54.54545455,49.09090909,103.6363636,38.18181818,43.63636364,81.81818182,10.90909091,38.18181818,0,3,0,2,0,7,1,8,9,1,6,4,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Stanislav Galiev,R,F,7,0,2,0,2,0,11,16,0,-4,2,49,38,12,20,0,0,0,3,5,2,0,54.5,0.575,23,53.94495413,53.94495413,107.8899083,41.83486239,46.23853211,88.0733945,28.62385321,34.12844037,2,5,9,26,3,31,1,42,49,24,24,9,0,1,3,4,0,0,0,0,4,2,3,0,0,0,0,0,0,0,3,0,1,0,1,4,1,3,0,0,1,1,0,0,0
Stefan Elliott,D,D,2,0,0,1,1,0,4,6,-4,-4,1,22,16,5,4,2,0,0,3,1,2,0,24.8,0.65,24,53.22580645,62.90322581,116.1290323,38.70967742,48.38709677,87.09677419,19.35483871,26.61290323,2,2,2,8,1,11,0,20,26,18,17,3,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Stefan Matteau,L,F,20,1,0,0,1,5,15,28,-15,-7,-8,133,106,51,47,4,0,0,37,17,2,2,191.5,0.575,21,41.67101828,46.37075718,88.04177546,33.21148825,35.40469974,68.61618799,23.81201044,25.69190601,6,5,16,76,2,82,10,113,148,51,69,13,0,0,1,7,0,0,0,0,6,6,1,0,0,0,0,1,0,0,16,1,5,1,0,8,1,2,0,0,3,1,1,0,0
Stephen Gionta,CR,F,50,1,3,2,6,25,48,71,-97,-55,-6,331,270,91,139,17,157,196,73,53,6,7,513.2,0.85,31,38.69836321,50.03897116,88.73733437,31.56664069,37.99688231,69.56352299,22.21356196,28.29306313,11,19,40,190,10,242,16,325,428,160,195,47,1,1,19,24,4,0,2,0,28,13,6,0,0,0,0,2,1,1,41,7,17,2,1,23,4,9,0,0,10,1,3,0,0
Steve Bernier,R,F,3,0,0,1,1,4,6,7,4,2,0,28,20,8,9,1,0,0,9,2,1,0,34.3,0.75,30,48.97959184,41.98250729,90.96209913,34.98542274,31.48688047,66.47230321,29.73760933,22.74052478,0,0,7,17,1,13,1,18,24,15,14,3,0,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,2,0,0,1,0,0,0,0
Steve Downie,RL,F,6,0,2,1,3,0,0,3,-10,-3,0,32,26,10,16,1,2,1,11,5,3,1,49.9,1.75,28,38.47695391,50.501002,88.97795591,31.26252505,34.86973948,66.13226453,25.250501,30.06012024,0,2,1,21,3,25,3,29,42,10,22,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,3,6,0,1,2,1,2,0,1,0,0,0,0,0
Steve Ott,C,F,7,0,0,0,0,3,6,7,-3,1,-2,54,40,11,30,1,10,10,14,4,2,2,61.8,2.6,33,52.42718447,55.33980583,107.7669903,38.83495146,37.86407767,76.69902913,22.33009709,28.15533981,0,2,5,23,2,29,4,39,57,22,27,5,0,0,3,4,0,0,1,1,4,0,0,0,0,0,0,0,0,0,5,1,2,0,0,4,1,1,0,0,1,0,1,0,0
Steven Kampfer,D,D,7,0,0,0,0,1,2,12,-18,-9,3,50,41,26,28,9,0,0,13,9,1,1,84.1,0.6,26,35.67181926,48.5136742,84.18549346,29.2508918,35.67181926,64.92271106,24.97027348,29.96432818,2,1,9,35,4,42,1,50,68,24,21,10,0,0,0,6,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,1,2,0,0,5,0,3,1,0,4,2,2,0,0
Steven Stamkos,CR,F,33,8,2,3,13,31,65,105,39,5,3,481,341,181,157,8,155,142,35,23,3,5,472.4,5.5,25,61.09229467,56.13886537,117.23116,43.3107536,42.67569856,85.98645216,29.72057578,30.73666384,28,24,45,234,23,242,20,336,442,248,232,81,7,3,39,41,0,7,1,0,35,22,24,0,3,3,1,1,1,0,99,29,38,1,1,37,14,14,0,2,20,7,11,0,1
Sven Andrighetto,RL,F,6,1,0,1,2,1,6,15,11,0,2,73,48,36,17,2,0,0,13,9,0,2,77.9,0.65,22,56.22593068,47.75353017,103.9794608,36.97047497,36.97047497,73.94094994,25.41720154,29.26829268,5,3,6,33,3,38,1,48,62,28,28,8,1,1,5,4,0,1,0,0,4,1,3,0,1,0,0,0,0,0,8,4,4,0,0,3,1,1,0,1,2,2,1,0,0
Sven Baertschi,LR,F,14,2,1,1,4,9,20,27,3,7,3,122,92,47,40,4,0,0,4,11,0,2,140.5,0.9,22,52.09964413,50.81850534,102.9181495,39.28825623,36.29893238,75.58718861,26.90391459,23.91459075,4,7,14,63,6,56,3,85,119,57,65,23,2,1,12,12,3,2,2,0,11,10,2,0,1,1,0,1,1,0,17,4,12,1,1,7,5,5,1,0,1,1,1,0,0
T.J. Brodie,D,D,11,1,1,1,3,3,12,26,-26,-20,-5,200,143,54,95,14,0,0,3,10,0,3,233.6,0,25,51.36986301,58.04794521,109.4178082,36.72945205,41.86643836,78.59589041,27.48287671,31.07876712,9,4,12,107,7,121,12,163,226,100,116,18,1,2,4,7,0,1,0,0,10,6,2,0,1,0,0,0,0,0,31,5,15,1,1,18,7,11,0,1,3,2,1,0,0
T.J. Oshie,LR,F,29,6,2,2,10,31,57,90,25,36,9,408,308,126,140,13,3,5,46,31,1,6,410.1,0,28,59.69275786,56.03511339,115.7278713,45.06217996,39.79517191,84.85735187,31.4557425,25.60351134,18,15,51,215,19,175,10,272,383,206,185,56,5,2,26,32,0,5,2,0,24,20,12,0,2,3,0,5,3,0,83,25,41,1,2,31,9,13,0,0,12,8,6,2,3
Tanner Glass,L,F,7,1,0,0,1,4,5,10,-21,-23,0,49,34,12,20,1,1,0,27,15,3,0,71,1.45,31,41.4084507,59.15492958,100.5633803,28.73239437,48.16901408,76.90140845,22.81690141,38.02816901,2,2,5,27,4,45,4,57,70,27,36,5,1,0,4,2,0,0,2,0,3,0,2,0,0,0,0,2,2,1,5,2,3,0,0,2,1,1,0,0,2,1,1,0,0
Tanner Kero,F,F,15,0,2,0,2,6,15,28,-35,-40,-2,125,88,55,53,3,45,54,18,22,1,1,159,0.667,23,47.16981132,60.37735849,107.5471698,33.20754717,48.30188679,81.50943396,25.66037736,37.73584906,7,6,15,68,5,100,7,128,160,56,79,22,0,0,8,12,0,0,3,0,6,12,4,0,0,0,0,1,1,0,24,5,10,0,0,7,2,3,0,0,3,1,2,0,0
Tanner Pearson,LR,F,8,0,0,0,0,6,11,18,34,26,-1,98,71,29,29,2,0,1,6,9,0,3,97.2,1.25,23,60.49382716,39.50617284,100,43.82716049,27.77777778,71.60493827,29.01234568,20.98765432,3,5,10,47,1,34,2,45,64,38,26,13,0,0,9,7,0,0,0,0,6,5,2,0,0,0,0,0,0,0,17,5,6,1,0,5,1,4,0,0,3,1,1,0,0
Taylor Chorney,D,D,21,0,1,1,2,1,8,35,-9,-14,2,201,146,82,52,20,0,0,21,28,3,0,247.1,0.7,28,48.80615136,50.99150142,99.79765277,35.45123432,38.85066775,74.30190206,22.09631728,27.19546742,14,11,10,91,11,112,9,160,210,90,110,22,0,1,2,6,0,0,1,0,7,8,7,0,0,0,0,1,1,0,6,0,4,0,0,12,1,6,0,1,4,3,1,0,0
Taylor Hall,L,F,20,2,5,1,8,21,54,89,59,35,-6,329,227,98,92,11,4,4,28,53,2,6,310.9,6,23,63.49308459,52.10678675,115.5998713,43.80829849,37.05371502,80.86201351,31.26407205,28.36925056,17,16,54,162,10,147,16,192,270,155,130,67,1,5,26,42,1,1,3,0,31,20,16,0,0,1,0,5,4,0,76,28,37,2,5,26,5,13,0,0,10,3,4,0,0
Teddy Purcell,RL,F,20,1,2,2,5,13,35,61,18,22,-4,252,190,79,76,2,1,1,7,20,1,1,262.2,4.5,30,57.66590389,53.54691076,111.2128146,43.47826087,38.44393593,81.9221968,30.20594966,27.23112128,12,14,34,132,8,119,12,168,234,124,114,38,1,3,13,24,1,1,1,0,25,13,0,0,1,0,0,2,1,0,45,12,24,0,1,22,13,14,1,2,6,2,6,0,1
Teemu Pulkkinen,LR,F,12,3,0,1,4,7,14,30,20,15,1,110,81,39,28,1,0,0,1,16,2,3,117.4,0.735,23,56.21805792,45.99659284,102.2146508,41.39693356,33.73083475,75.12776831,29.13117547,27.08688245,6,6,15,57,5,53,4,66,90,46,46,17,2,2,4,9,1,2,0,0,9,6,2,0,1,1,0,0,0,0,16,10,12,0,0,7,2,6,0,2,1,1,1,0,0
Teuvo Teravainen,C,F,46,7,2,2,11,27,69,121,2,-1,2,471,349,153,199,10,12,26,14,34,4,7,554.4,0.925,21,50.97402597,50.75757576,101.7316017,37.77056277,37.87878788,75.64935065,29.76190476,27.16450216,31,21,62,275,15,251,13,350,469,219,196,74,6,4,25,41,1,5,2,1,37,20,16,0,2,3,0,8,5,1,78,32,48,0,3,41,18,17,1,1,18,7,10,0,0
Thomas Hickey,D,D,2,0,1,0,1,0,1,3,1,4,1,24,17,10,2,3,0,0,0,0,0,1,27.5,1.25,26,52.36363636,50.18181818,102.5454545,37.09090909,28.36363636,65.45454545,26.18181818,21.81818182,1,1,1,12,1,10,0,13,23,16,11,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0
Thomas Vanek,RL,F,12,3,2,1,6,3,8,21,-40,-52,2,123,81,65,32,0,0,3,3,4,2,4,155.9,6.5,31,47.3380372,62.73252085,110.0705581,31.17382938,51.18665811,82.36048749,23.09172547,33.86786402,7,0,11,60,7,88,5,133,163,45,79,16,2,2,5,8,0,2,1,0,9,6,1,0,1,1,0,0,0,0,26,12,11,3,2,5,3,1,0,0,1,0,0,1,0
Tim Schaller,CL,F,2,0,0,0,0,0,2,2,4,5,0,15,12,2,3,0,4,6,0,1,0,1,13.6,0.874,24,66.17647059,48.52941176,114.7058824,52.94117647,30.88235294,83.82352941,44.11764706,17.64705882,1,0,1,10,0,4,0,7,11,6,2,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Tobias Rieder,C,F,8,1,1,0,2,9,14,26,4,-3,-1,87,64,33,36,2,0,1,4,15,0,0,98.8,0.925,22,52.8340081,50.4048583,103.2388664,38.86639676,40.68825911,79.55465587,28.54251012,29.14979757,6,4,15,47,4,48,5,67,83,39,39,22,1,1,11,13,1,1,0,0,13,8,1,0,0,1,0,2,1,0,9,1,4,0,1,6,2,5,0,0,6,3,5,0,0
Toby Enstrom,D,D,14,0,2,2,4,1,8,24,-14,-27,-1,196,137,75,71,12,0,0,9,24,1,3,233.4,5.75,30,50.38560411,53.98457584,104.3701799,35.218509,42.15938303,77.37789203,25.96401028,29.04884319,9,7,8,101,8,113,9,164,210,97,106,20,0,2,2,6,0,0,0,0,13,5,2,0,0,0,0,0,0,0,15,5,10,0,2,11,2,7,0,0,9,4,6,0,1
Tom Gilbert,D,D,11,0,0,0,0,1,2,11,-10,-4,0,139,105,56,48,12,0,0,11,41,1,1,155.9,2.8,32,53.49583066,57.34445157,110.8402822,40.41051956,41.94996793,82.36048749,31.17382938,29.24951892,3,0,8,81,4,76,4,109,149,61,78,10,0,0,1,5,0,0,0,0,1,6,3,0,0,0,0,0,0,0,16,4,5,0,0,12,4,9,3,0,8,6,3,0,0
Tom Kuhnhackl,LR,F,1,0,0,0,0,1,2,2,6,4,-1,13,8,5,3,1,0,0,2,3,0,0,10.8,0.575,23,72.22222222,38.88888889,111.1111111,44.44444444,22.22222222,66.66666667,33.33333333,16.66666667,0,0,2,6,0,3,1,4,7,8,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Wilson,R,F,29,2,2,2,6,16,34,46,-48,-28,-4,235,175,85,76,11,0,1,74,52,7,9,306.9,0.833,21,45.94330401,55.32746823,101.2707722,34.21309873,39.68719453,73.90029326,23.65591398,27.95698925,10,12,22,121,8,143,12,203,283,115,124,30,1,3,14,12,0,1,0,0,12,10,8,0,1,0,0,1,1,0,26,5,14,0,2,19,2,8,0,1,3,1,3,0,0
Tomas Fleischmann,LR,F,14,2,0,1,3,9,24,39,1,-5,1,177,119,51,66,4,3,6,3,19,2,1,196.9,0.75,31,53.93600813,53.63128492,107.567293,36.26206196,37.78567801,74.04773997,27.42508888,28.64398172,14,6,17,90,6,94,5,124,176,83,81,28,2,1,17,11,1,1,2,1,10,9,8,0,0,1,0,3,2,1,29,10,15,0,0,20,12,8,1,1,6,3,1,0,1
Tomas Hertl,RL,F,21,2,0,4,6,35,53,73,32,33,-3,266,195,73,89,18,97,80,28,28,1,3,302.7,0.925,21,52.72547076,46.38255699,99.10802775,38.65213082,32.11100099,70.76313181,29.53419227,22.99306244,13,11,47,149,8,116,11,162,234,134,110,45,2,2,16,26,0,1,1,0,20,18,7,0,0,1,0,3,3,1,57,10,26,4,1,28,8,13,0,1,8,3,6,1,0
Tomas Jurco,RL,F,7,1,1,0,2,3,6,10,0,-1,-1,41,34,10,23,0,0,0,9,5,1,0,60.8,0.85,22,40.46052632,40.46052632,80.92105263,33.55263158,34.53947368,68.09210526,23.68421053,26.64473684,1,1,7,24,2,27,3,35,41,19,17,6,1,1,3,6,0,1,0,0,3,0,3,0,1,0,0,0,0,0,4,0,3,0,1,2,1,1,0,0,1,0,1,0,0
Tomas Nosek,L,F,1,0,0,0,0,0,0,0,-4,-1,0,3,3,4,1,0,0,0,2,2,0,0,10.3,0.792,23,17.47572816,40.77669903,58.25242718,17.47572816,23.30097087,40.77669903,17.47572816,5.825242718,0,0,0,3,0,1,0,4,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Plekanec,C,F,15,3,1,1,5,5,22,42,63,41,2,229,170,83,80,4,118,129,12,10,2,4,211.5,5,32,64.96453901,47.09219858,112.0567376,48.22695035,36.59574468,84.82269504,34.60992908,28.36879433,10,9,20,122,8,100,6,129,166,101,79,33,3,1,15,20,1,3,2,0,18,11,4,0,1,1,1,2,1,0,37,17,16,0,1,18,2,7,0,0,4,0,1,0,0
Tomas Tatar,LR,F,17,2,3,0,5,9,25,47,24,-2,-3,180,132,82,45,2,3,4,11,17,2,1,205.5,2.75,24,52.55474453,45.54744526,98.10218978,38.54014599,39.12408759,77.66423358,28.02919708,30.65693431,14,11,20,96,7,105,10,134,156,89,84,34,1,2,17,18,1,1,2,0,16,13,5,0,1,0,0,1,0,0,34,8,19,0,2,13,0,4,0,0,3,2,3,0,1
Tommy Wingels,RL,F,21,1,1,2,4,18,38,53,-48,-30,-9,214,165,44,94,16,11,10,66,30,2,9,265.7,2.475,27,48.32517877,59.16447121,107.48965,37.26006775,44.03462552,81.29469326,29.13059842,30.93714716,8,6,38,129,4,137,13,195,262,104,122,40,1,1,17,26,1,0,3,0,18,11,11,0,0,0,0,3,3,1,46,7,23,1,0,15,4,7,1,1,4,2,2,0,0
Torey Krug,D,D,21,0,3,0,3,4,28,80,5,8,-4,323,247,122,104,20,0,0,14,13,4,2,350.9,3.4,24,55.22941009,54.37446566,109.6038757,42.23425477,40.86634369,83.10059846,31.97492163,29.58107723,21,19,40,187,8,173,12,239,318,164,152,65,0,0,9,27,0,0,5,0,39,19,7,0,0,0,0,1,1,0,21,6,13,0,0,11,3,5,0,0,8,2,7,0,0
Torrey Mitchell,C,F,12,2,0,0,2,5,12,20,-10,4,1,104,83,24,64,6,60,59,15,12,6,0,122.2,1,30,51.06382979,55.97381342,107.0376432,40.75286416,38.7888707,79.54173486,34.36988543,25.53191489,6,2,10,70,2,52,1,79,114,41,61,14,2,0,8,9,0,2,1,1,2,7,4,1,0,1,0,2,2,0,21,6,13,0,0,10,3,6,0,0,4,1,3,0,0
Travis Hamonic,D,D,6,0,0,0,0,0,4,25,36,34,2,115,91,29,38,4,0,0,15,11,2,0,116.3,3.75,25,59.32932072,40.7566638,100.0859845,46.94754944,29.40670679,76.35425623,35.59759243,21.15219261,7,5,13,69,5,41,3,57,79,53,42,17,0,0,0,9,0,0,2,0,9,6,2,0,0,0,0,0,0,0,8,3,3,0,0,7,2,3,0,0,2,0,1,0,1
Travis Moen,RL,F,9,0,0,0,0,3,6,7,-5,-9,-3,52,36,23,21,5,0,1,9,6,0,0,66.2,1.85,33,47.12990937,51.66163142,98.79154079,32.62839879,40.78549849,73.41389728,19.03323263,29.90936556,2,2,3,21,1,33,4,45,57,27,24,3,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,2,1,0,0,0,0,0,0,0
Travis Zajac,C,F,42,1,5,3,9,23,46,72,-75,-46,1,414,317,150,216,15,297,249,35,28,4,3,579.8,6.5,30,42.84235943,50.60365643,93.44601587,32.80441532,37.56467747,70.36909279,24.73266644,27.83718524,15,9,47,239,15,269,14,363,489,211,237,46,0,6,20,25,1,0,3,0,24,17,5,0,0,0,0,1,1,0,97,28,52,2,4,47,12,16,2,2,17,5,10,0,0
Trevor Daley,D,D,29,1,3,0,4,7,30,79,80,38,4,402,282,129,70,19,0,1,19,44,3,0,386.1,3.1,31,62.47086247,50.03885004,112.5097125,43.82284382,37.91763792,81.74048174,31.39083139,27.35042735,27,14,37,202,15,176,11,244,322,201,156,51,1,0,15,19,0,1,6,0,24,14,13,0,0,1,0,1,1,0,35,12,14,0,0,26,12,10,0,0,15,5,7,0,0
Trevor Lewis,C,F,9,1,0,1,2,10,18,32,27,21,-3,108,83,41,30,3,5,3,27,13,0,1,112.1,1.55,28,57.80553078,43.35414808,101.1596789,44.42462087,33.18465656,77.60927743,32.11418376,24.62087422,1,9,21,60,3,46,6,62,81,45,43,20,1,0,8,12,1,0,0,0,13,5,2,0,0,0,0,2,2,1,15,6,11,0,0,8,2,4,0,0,2,2,1,0,0
Trevor van Riemsdyk,D,D,49,2,2,1,5,8,27,101,-54,-46,0,739,522,237,237,83,0,0,23,74,4,6,848.5,0.925,24,52.25692398,56.07542722,108.3323512,36.912198,40.16499705,77.07719505,27.43665292,30.68945197,42,19,38,388,28,434,28,568,793,338,348,87,2,1,12,29,0,1,2,0,36,32,19,0,0,1,0,2,2,1,60,13,26,1,1,48,14,24,0,0,29,7,11,0,1
Troy Brouwer,R,F,14,0,3,2,5,6,14,29,3,9,0,165,129,60,79,4,5,4,40,10,1,2,196.5,3.75,30,50.38167939,49.46564885,99.84732824,39.38931298,36.64122137,76.03053435,29.61832061,28.70229008,8,7,14,97,6,94,6,120,162,73,67,23,1,3,12,10,1,1,3,0,10,7,6,0,1,0,0,0,0,0,28,10,20,0,2,16,8,9,0,1,2,1,1,0,0
Tuomo Ruutu,LR,F,12,0,0,0,0,2,12,17,-22,-17,-1,79,66,22,46,3,1,2,26,14,3,0,143.5,5,32,33.03135889,42.22996516,75.26132404,27.59581882,34.70383275,62.29965157,18.39721254,25.08710801,2,4,11,44,1,60,2,83,101,42,53,15,0,0,4,7,0,0,0,0,7,4,4,0,0,0,0,2,2,0,14,6,7,1,0,9,2,2,0,0,3,1,2,0,0
Ty Rattie,R,F,2,0,0,0,0,1,1,2,-5,-5,-3,11,6,4,2,0,0,0,0,2,0,0,16.9,0,22,39.05325444,56.80473373,95.85798817,21.30177515,39.05325444,60.35502959,10.65088757,31.95266272,0,1,1,3,0,9,3,11,16,2,6,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Tyler Bozak,C,F,21,3,4,1,8,12,25,40,39,26,3,302,227,124,102,8,185,128,15,18,2,3,285.8,5,29,63.40097971,55.21343597,118.6144157,47.65570329,42.1973408,89.85304409,31.0706788,30.0209937,9,6,22,148,11,143,8,201,263,137,126,32,3,4,18,22,2,3,1,0,12,11,9,0,2,0,1,1,0,0,74,21,32,0,4,33,6,13,1,0,10,3,6,0,0
Tyler Ennis,C,F,7,0,1,2,3,6,16,26,2,5,-2,98,80,31,27,4,0,0,10,4,0,2,110.6,4.75,25,53.16455696,52.079566,105.244123,43.39963834,40.68716094,84.08679928,32.00723327,29.29475588,7,6,13,59,2,54,4,75,96,49,44,13,0,1,5,4,0,0,1,0,7,4,2,0,0,0,0,0,0,0,10,4,4,0,0,6,2,2,0,1,3,1,1,0,0
Tyler Gaudet,C,F,1,0,0,0,0,0,0,0,-4,-5,-1,5,4,2,6,0,1,3,2,4,0,0,12,0.925,22,25,45,70,20,45,65,15,25,0,0,0,3,0,5,1,9,9,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Graovac,C,F,1,0,0,0,0,0,2,3,6,3,-1,16,9,5,3,0,9,3,0,2,0,0,14.6,0.782,22,65.75342466,41.09589041,106.8493151,36.98630137,24.65753425,61.64383562,28.76712329,16.43835616,2,1,0,7,0,4,1,6,10,7,6,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,0,1,0,0,0,0
