Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Wild,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,17:02,5v4,BOS,47,S,88,,,opl,,,,y,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,18,19,20,39,35,0,,46,51,88,21,47,50
3,15:52,5v4,BOS,46,S,47,51,,oc,opl,,,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,64,14,5,6,35,0,,46,51,88,21,47,50
3,15:22,5v4,BOS,33,O,47,39,63,oc,opc,ol,,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,18,19,20,39,35,0,,63,11,39,33,45,50
3,13:16,5v5,MIN,64,S,4,,,ol,,,,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,22,16,4,20,35,,51,63,14,47,86,50
3,12:17,5v5,MIN,9,S,5,,,dr,,,,y,,,,,,-2,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,46,88,39,33,62,50
3,10:10,4v5,MIN,39,S,18,,,nl,,,,,,,,,,-2,50,20826,2/13/2016,MIN,BOS,,,,18,14,20,39,35,0,,46,63,11,39,33,50
3,9:14,5v4,BOS,45,S,33,21,51,or,oelpr,ol,,,,,,,,-2,35,20826,2/13/2016,MIN,BOS,,,,19,56,5,6,35,0,,51,88,21,33,45,50
3,8:18,5v5,MIN,64,B,20,,,dc,,,,y,,,22,y,,-2,50,20826,2/13/2016,MIN,BOS,,,,64,22,16,4,5,35,,46,88,39,33,62,50
3,7:24,5v5,MIN,6,S,56,,,opc,,,,,,,,,,-2,50,20826,2/13/2016,MIN,BOS,,,,29,26,56,5,6,35,,25,36,64,47,86,50
3,4:35,5v5,MIN,24,S,4,19,,or,ofp,,,,,,,,,-2,50,20826,2/13/2016,MIN,BOS,,,,18,19,16,4,24,35,,46,88,39,47,62,50
3,4:17,5v5,MIN,24,O,4,16,19,oc,or,opr,,,,,,,,-2,50,20826,2/13/2016,MIN,BOS,,,,18,19,16,4,24,35,,46,88,39,47,62,50
3,2:52,5v5,MIN,29,S,64,24,6,oc,nc,nc,,y,,,,,,-2,50,20826,2/13/2016,MIN,BOS,,,,3,64,29,6,24,35,,51,11,21,47,86,50
3,1:52,5v5,MIN,26,W,64,9,,nr,dsr,,y,y,,,,,,-2,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,26,4,20,,25,46,39,33,62,50
3,1:42,5v6,BOS,33,W,62,,,dr,,,,y,,y,,,,-2,,20826,2/13/2016,MIN,BOS,,,,3,9,11,26,4,20,,25,46,39,33,62,50
3,0:37,5v5,MIN,4,W,64,16,,oc,oelc,,y,y,,y,,,,-3,50,20826,2/13/2016,MIN,BOS,,,,64,22,16,4,39,35,,36,51,64,45,86,50
1,19:36,5v5,DAL,3,w,91,14,,oc,dl,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,35,32,,3,9,11,5,20,35,,91,18,14,3,33,32
1,19:02,5v5,DAL,21,w,83,21,,oc,dc,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,24,35,,20,83,21,4,47,32
1,18:51,5v5,MIN,22,w,29,,,dr,,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,24,35,,20,83,21,4,47,32
1,18:24,5v5,DAL,13,b,10,24,,,dsl,,y,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,13,43,10,4,24,32
1,18:04,5v5,MIN,56,w,14,,,oc,,,y,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,13,43,10,15,24,32
1,17:24,5v5,MIN,20,w,3,,,opl,,,,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,12,27,38,3,33,32
1,16:11,5v5,MIN,24,w,64,,,ofp,,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,20,24,35,,20,83,21,15,24,32
1,15:12,5v5,MIN,56,b,26,20,,nc,dc,,y,y,1 on 0,y,,,,0,32,20802,2/9/2016,MIN,DAL,,,,14,26,56,20,24,35,,13,43,10,3,33,32
1,14:44,5v5,DAL,10,w,43,,,or,,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,39,35,,13,43,10,3,33,32
1,14:19,5v5,MIN,20,w,11,,,opl,,,,,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,13,18,10,3,33,32
1,14:11,5v5,MIN,20,w,3,,,opl,,,,y,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,13,18,10,3,33,32
1,13:28,5v5,DAL,83,w,21,4,,oelc,nc,,y,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,5,20,35,,20,83,21,15,24,32
1,13:08,5v5,MIN,19,s,16,19,,oc,nc,,,y,3 on 2 ,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,18,19,16,6,24,35,,20,83,21,15,24,32
1,12:39,5v5,DAL,43,w,13,10,13,oc,ol,dc,y,,3 on 2,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,11:52,5v5,MIN,5,s,11,9,,opr,ol,,,y,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,14,4,47,32
1,11:45,5v5,MIN,3,t,9,,,oc,,,y,,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,14,4,47,32
1,10:53,5v5,DAL,20,s,83,24,,or,nl,,,y,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,24,35,,20,83,21,15,24,32
1,10:44,5v5,DAL,3,w,33,18,91,oc,opc,of,,y,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,5,20,35,,91,18,14,3,33,32
1,10:24,5v5,DAL,3,w,91,,,ol,,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,5,20,35,,91,18,14,3,33,32
1,10:19,5v5,DAL,3,o,14,,,opr,,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,5,20,35,,91,18,14,3,33,32
1,10:16,5v5,DAL,14,w,33,,,ol,,,y,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,5,20,35,,91,18,14,3,33,32
1,10:13,5v5,DAL,33,w,91,,,oelc,,,y,y,,y,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,5,20,35,,91,18,14,3,33,32
1,9:58,5v5,MIN,29,w,64,24,,oc,dc,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,24,35,,13,43,10,4,47,32
1,9:14,5v5,DAL,38,s,27,3,,oc,nc,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,4,39,35,,12,27,38,3,33,32
1,8:30,5v5,MIN,20,w,5,9,,ol,oelpl,,,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,20,83,21,15,24,32
1,7:57,5v5,DAL,14,w,4,91,14,oc,ol,opl,y,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,24,35,,91,18,14,4,47,32
1,7:51,5v5,MIN,14,w,56,,,dc,,,y,y,2 on 0,y,,,,0,32,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,24,35,,91,18,14,4,47,32
1,7:06,5v5,MIN,64,w,4,,,nc,,,,y,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,18,64,16,4,39,35,,12,27,38,15,24,32
1,6:28,5v4,MIN,3,w,9,20,24,or,or,oc,y,,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,21,38,4,47,32,0
1,6:22,5v4,MIN,11,t,24,3,,ol,oc,,y,,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,21,38,4,47,32,0
1,6:12,5v4,MIN,11,t,9,20,11,or,oc,opc,y,y,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,20,14,24,33,32,0
1,5:28,5v4,MIN,24,o,9,24,,or,oc,,,,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,4:59,5v4,MIN,29,s,22,26,4,orrr,oc,oc,y,y,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,26,4,35,,12,13,4,47,32,0
1,4:15,5v5,MIN,22,t,6,29,,ol,opl,,y,,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,22,29,56,6,20,35,,91,18,43,3,33,32
1,3:30,5v5,DAL,10,w,47,,,dl,,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,19,14,26,5,20,35,,12,13,10,4,47,32
1,2:05,5v5,DAL,91,b,14,,,oelc,,,y,y,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,14,3,33,32
1,1:52,5v5,MIN,9,w,3,,,dr,,,,,,,,,,1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,10,3,33,32
1,1:19,5v5,DAL,4,w,13,,,opr,,,,y,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,24,35,,13,43,10,4,47,32
1,1:12,5v5,DAL,24,w,38,12,,opr,of,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,5,20,35,,12,27,38,15,24,32
1,0:57,5v5,DAL,27,b,15,,,dsl,,,,y,,,38,,,1,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,5,20,35,,12,27,38,15,24,32
1,0:05,5v4,DAL,33,s,91,18,,opl,ol,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,56,20,39,35,0,,91,18,14,3,33,32
2,19:28,5v4,DAL,14,w,91,3,91,ol,oc,opl,y,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,56,20,39,35,0,,91,18,14,3,33,32
2,19:20,5v4,DAL,14,t,3,33,,oc,opr,,y,y,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,18,56,20,39,35,0,,91,18,14,3,33,32
2,18:25,5v4,DAL,4,o,24,4,10,or,oc,opc,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,14,56,20,39,35,0,,20,83,10,4,24,32
2,18:09,5v5,DAL,83,w,4,,,dsr,,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,39,35,,20,83,10,4,24,32
2,17:19,5v5,DAL,13,s,43,,,nc,,,,y,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,6,24,35,,13,43,21,15,47,32
2,16:08,5v5,DAL,4,w,47,10,,ol,opl,,,,,,,,,1,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,13,43,10,4,47,32
2,15:59,5v5,DAL,4,w,13,,,oell,,,y,y,,y,,,,1,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,13,43,10,4,47,32
2,15:51,5v5,MIN,14,s,24,56,,dc,nf,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,24,35,,12,27,38,4,47,32
2,15:17,5v5,DAL,3,s,38,,,opr,,,,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,24,35,,12,27,38,3,33,32
2,15:13,5v5,DAL,83,w,20,,,of,,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,24,35,,12,27,38,3,33,32
2,14:55,5v5,MIN,19,b,18,29,,nc,dsr,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,18,19,16,20,39,35,,20,83,21,15,24,32
2,14:41,5v5,DAL,83,s,20,21,,or,nc,,,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,20,39,35,,20,83,21,15,24,32
2,14:02,5v5,DAL,13,w,33,13,,ol,ofp,,y,y,,,10,y,,0,35,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,24,35,,13,43,10,3,33,32
2,13:54,5v5,DAL,10,t,3,43,,oc,opr,,y,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,24,35,,13,43,10,3,33,32
2,12:59,5v5,MIN,39,s,26,14,,oelc,or,,,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,12,27,38,15,24,32
2,11:49,5v5,DAL,21,s,20,,,oelc,,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,6,24,35,,20,83,38,4,47,32
2,11:42,5v5,DAL,83,s,4,,,or,,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,6,24,35,,20,83,38,4,47,32
2,11:32,5v5,DAL,4,s,83,,,opr,,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,6,24,35,,20,83,38,4,47,32
2,11:19,5v5,DAL,3,w,91,,,ofp,,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,6,24,35,,91,18,14,3,33,32
2,10:10,5v4,DAL,83,s,10,83,10,oc,opr,or,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,18,19,20,39,35,0,,20,83,10,21,4,32
2,9:59,5v4,DAL,10,w,83,,,opr,ol,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:51,5v4,DAL,83,s,10,4,,oc,opc,,,,,,4,,,0,35,20802,2/9/2016,MIN,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:20,5v4,DAL,14,t,33,3,91,ol,or,opr,y,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,16,56,5,6,35,0,,91,18,14,3,33,32
2,9:15,5v4,DAL,18,w,91,,,or,,,y,y,,y,,,,0,35,20802,2/9/2016,MIN,DAL,,,,16,56,5,6,35,0,,91,18,14,3,33,32
2,9:09,5v5,DAL,43,w,12,,,nc,,,y,y,,,12,y,,-1,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,6,24,35,,12,43,38,3,33,32
2,8:59,5v5,DAL,3,w,33,43,,ol,opl,,,,,,,,,-1,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,6,24,35,,13,43,10,3,33,32
2,7:31,5v5,MIN,29,w,22,,,or,,,,y,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,39,35,,91,83,21,15,47,32
2,6:21,5v5,DAL,33,w,12,,,opl,,,,,,,,,,-1,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,24,35,,12,27,38,3,33,32
2,5:22,6v5,MIN,5,s,9,11,,opr,oelc,,,,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,29,11,5,20,,13,43,10,4,47,32
2,5:14,6v5,MIN,29,o,9,5,20,orrr,or,oc,y,y,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,29,11,5,20,,13,43,10,4,47,32
2,4:51,5v4,MIN,24,o,20,9,,oc,opr,,,y,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,21,38,33,47,32,0
2,3:52,5v4,MIN,11,w,9,24,11,or,or,opr,y,y,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,12,18,15,24,32,0
2,2:26,5v4,DAL,91,o,33,,,oc,,,,y,,,,,,-1,35,20802,2/9/2016,MIN,DAL,,,,18,19,20,39,35,0,,91,18,14,3,33,32
2,2:15,5v4,DAL,14,w,91,18,,orrl,oc,,y,,,,,,,-1,35,20802,2/9/2016,MIN,DAL,,,,14,56,5,20,35,0,,91,18,14,3,33,32
2,1:43,5v4,DAL,33,s,3,,,or,,,,y,,,,,,-1,35,20802,2/9/2016,MIN,DAL,,,,14,56,5,20,35,0,,91,18,14,3,33,32
2,0:56,5v5,DAL,20,b,10,20,10,or,opr,or,y,,,,,,,-1,35,20802,2/9/2016,MIN,DAL,,,,18,19,6,20,39,35,,20,83,10,4,24,32
2,0:19,5v5,MIN,11,w,9,,,of,,,y,,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,6,35,,91,18,14,15,47,32
2,0:05,5v4,MIN,20,o,24,9,,oc,ofp,,,,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,21,38,4,47,32,0
3,19:20,5v4,MIN,3,t,24,20,11,oc,ol,opl,y,y,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,20,14,4,47,32,0
3,18:53,5v4,MIN,20,w,9,24,,opr,or,,,y,,,,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,20,14,4,47,32,0
3,18:46,5v4,MIN,11,a,3,9,,oc,or,,y,y,,,24,,,-1,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,20,24,35,,20,14,4,47,32,0
3,18:19,5v5,MIN,22,s,6,,,oell,,,y,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,24,35,,13,43,10,3,33,32
3,17:31,5v5,DAL,21,w,83,24,,nc,dsl,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,20,83,21,15,24,32
3,16:43,5v5,MIN,14,w,6,26,,oelc,ol,,y,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:23,5v5,MIN,20,s,9,,,opl,,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,14,4,47,32
3,14:25,5v5,MIN,26,b,4,39,,nc,dr,,,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,20,83,21,15,24,32
3,14:16,5v5,MIN,4,s,26,,,opl,,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,14,26,56,4,39,35,,20,83,21,15,24,32
3,13:48,5v5,DAL,21,w,38,,,dc,,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,21,3,33,32
3,13:35,5v5,MIN,11,w,5,9,11,ol,oc,or,y,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,21,3,33,32
3,13:15,5v5,MIN,20,w,3,,,nc,,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,21,27,3,33,32
3,12:47,5v5,MIN,16,s,20,11,,oc,opl,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,9,11,16,5,20,35,,91,21,27,3,33,32
3,11:24,5v5,MIN,22,r,20,,,oc,,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,5,20,35,,20,10,14,15,24,32
3,8:53,5v5,MIN,29,w,64,29,,oc,or,,y,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,8:27,5v5,DAL,20,w,21,,,oelc,,,y,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,4,39,35,,20,83,21,3,33,32
3,6:41,5v5,DAL,14,w,18,,,nr,,,,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,14,3,33,32
3,6:18,5v5,DAL,21,w,33,,,oc,,,,,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,64,22,29,5,20,35,,20,83,21,24,33,32
3,5:37,5v5,MIN,6,s,29,,,nr,,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,39,35,,13,43,10,24,33,32
3,4:31,5v5,MIN,11,b,9,3,,oelc,oelr,,y,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,91,18,21,3,33,32
3,4:11,5v5,DAL,83,w,20,15,,nl,dc,,,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,14,26,56,6,24,35,,20,83,21,15,24,32
3,3:21,5v5,DAL,4,w,47,,,dl,,,,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,18,19,16,5,20,35,,13,43,10,3,4,32
3,2:18,5v5,MIN,22,w,64,20,,ol,nc,,,y,,,64,y,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,20,35,,12,18,14,4,47,32
3,1:41,5v5,MIN,64,w,20,,,dc,,,,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,64,22,29,6,20,35,,20,18,14,4,47,32
3,1:33,5v5,MIN,20,w,5,9,,or,ofp,,,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,20,83,21,3,33,32
3,1:03,5v5,MIN,11,o,9,20,,ol,nc,,y,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,20,43,21,3,4,32
3,0:59,5v5,MIN,20,w,5,9,,or,opr,,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,9,11,5,20,35,,20,43,21,3,4,32
4,4:31,3v3,DAL,3,w,91,3,,ol,dsr,,,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,9,11,0,0,20,35,,91,14,0,0,3,32
4,4:04,3v3,MIN,24,o,64,3,64,oc,oc,or,,y,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,64,0,0,24,35,,20,10,0,0,33,32
4,3:56,3v3,MIN,24,w,64,,,oc,,,y,,,,,,,0,32,20802,2/9/2016,MIN,DAL,,,,3,64,0,0,24,35,,20,10,0,0,33,32
4,2:37,3v3,DAL,91,w,83,3,,or,nl,,,y,,,,,,0,35,20802,2/9/2016,MIN,DAL,,,,22,26,0,0,4,35,,91,83,0,0,3,32
4,2:21,3v3,DAL,3,w,14,,,opc,,,,y,,y,,,,0,35,20802,2/9/2016,MIN,DAL,,,,22,11,0,0,6,35,,91,14,0,0,3,32
