Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Wild,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,19:41,5v5,MIN,9,w,22,,,or,,,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,50,40,,9,22,16,6,46,40,,15,72,88,7,57,50
1,19:34,5v5,MIN,46,w,22,,,opr,,,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,33,35,,9,22,16,6,46,40,,15,72,88,7,57,50
1,18:20,5v5,MIN,29,s,11,29,11,oc,nr,nl,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,3,29,11,20,25,40,,19,28,65,7,57,50
1,18:08,5v5,CHI,28,w,65,,,nc,,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,3,29,11,20,25,40,,16,28,65,7,57,50
1,17:18,5v5,CHI,56,w,81,56,57,oc,nc,dl,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,18,26,56,24,39,40,,56,67,81,4,6,50
1,16:57,5v5,CHI,56,w,6,56,4,orrc,opc,nc,y,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,18,7,56,24,39,40,,56,67,86,6,32,50
1,16:51,5v5,CHI,6,w,67,,,opl,,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,18,7,56,24,39,40,,56,67,86,6,32,50
1,15:53,5v5,MIN,64,t,46,29,11,,opc,oelr,y,y,,,64,,,0,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,46,40,,19,28,65,2,4,50
1,15:39,5v5,MIN,25,w,22,25,24,ol,oc,nr,y,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,14,26,24,25,40,,15,72,88,6,32,50
1,15:35,5v5,MIN,14,w,26,3,,or,oelpr,,y,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,14,26,24,25,40,,15,72,88,6,32,50
1,15:16,5v5,MIN,20,w,25,3,,opc,ol,,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,14,26,20,25,40,,15,72,88,6,32,50
1,14:36,5v5,CHI,16,w,7,16,,dr,dc,,y,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,24,40,,16,56,81,2,7,50
1,13:41,5v5,CHI,7,o,57,67,86,opr,ol,ol,,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:57,5v5,MIN,20,w,56,,,oelpc,,,,y,,,56,y,,-1,50,20365,12/1/2015,CHI,MIN,,,,18,7,56,20,25,40,,19,28,65,6,32,50
1,11:19,5v5,MIN,3,t,26,3,,ol,dr,,y,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,14,26,20,24,40,,15,72,88,6,32,50
1,10:39,5v5,MIN,39,w,11,64,,oelpc,ol,,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,25,39,40,,16,56,81,2,32,50
1,10:31,5v5,CHI,2,w,56,16,,oc,dc,,y,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,25,39,40,,16,56,81,2,4,50
1,10:23,5v5,MIN,25,w,29,25,11,oc,ol,nc,y,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,25,39,40,,16,56,81,2,4,50
1,9:30,5v5,MIN,22,w,16,20,25,oc,dl,dc,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,9,22,16,20,25,40,,19,28,65,2,4,50
1,8:05,5v5,MIN,26,w,46,,,oc,,,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,14,26,6,46,40,,72,81,88,2,4,50
1,7:43,5v5,MIN,11,t,29,46,20,or,dsc,dl,y,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,46,40,,16,56,81,7,57,50
1,7:28,5v5,CHI,7,s,16,81,,opr,oelc,,,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,39,40,,16,56,81,7,57,50
1,7:22,5v5,CHI,7,s,81,,,or,,,,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,39,40,,16,56,81,7,57,50
1,7:14,5v5,MIN,29,b,11,64,,nr,dr,,,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,39,40,,56,67,81,7,57,50
1,7:07,5v5,MIN,46,w,20,9,,ol,ofp,,,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,9,22,16,20,46,40,,67,53,86,7,57,50
1,6:39,5v5,MIN,46,w,20,16,9,oc,opl,oelc,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:59,5v5,CHI,19,w,65,,,or,,,y,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,25,40,,19,28,65,2,4,50
1,5:52,5v5,CHI,4,w,65,28,,oelc,ol,,,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,25,40,,19,28,65,2,4,50
1,5:06,5v5,MIN,24,o,3,,,oelc,,,y,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,14,26,20,24,40,,15,72,88,2,7,50
1,4:46,5v5,CHI,88,w,72,,,dc,,,,y,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,3,18,26,20,46,40,,15,72,88,6,32,50
1,4:36,5v5,MIN,7,t,6,7,46,ol,nc,dc,y,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,18,7,56,20,46,40,,15,56,88,6,32,50
1,3:21,5v5,MIN,25,s,20,22,9,ol,opc,ol,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,9,22,16,20,25,40,,67,53,86,7,57,50
1,2:49,5v5,CHI,65,w,2,19,4,or,nc,dc,,y,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,24,40,,19,28,65,2,4,50
1,1:21,5v5,MIN,6,s,46,3,,or,opr,,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,22,26,6,46,40,,15,72,88,7,57,50
1,0:40,5v5,CHI,56,w,81,2,4,oc,nl,dr,,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,9,22,16,25,46,40,,16,56,81,2,4,50
1,0:04,5v5,MIN,64,s,11,29,,ol,dc,,,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,20,25,40,,19,28,65,7,57,50
2,19:47,5v5,CHI,16,w,7,16,,dc,nf,,y,y,,,56,y,,-1,40,20365,12/1/2015,CHI,MIN,,,,9,22,16,6,46,40,,16,56,81,7,57,50
2,18:36,5v5,MIN,3,w,14,24,,dr,dr,,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,14,26,6,24,40,,19,28,65,7,57,50
2,16:37,5v5,MIN,16,s,26,,,dsr,,,,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,9,22,16,25,39,40,,16,56,81,7,57,50
2,16:12,5v5,MIN,29,s,20,46,29,dl,dr,dc,,y,,,11,y,,-1,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,20,46,40,,19,28,65,2,4,50
2,14:39,5v4,CHI,88,w,2,,,oc,,,y,y,1  on 0,y,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,9,7,6,25,40,0,,15,72,88,2,7,50
2,14:00,5v5,CHI,28,o,65,2,65,ol,dc,dl,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,9,64,22,25,39,40,,19,28,65,2,4,50
2,13:29,5v4,CHI,7,s,72,15,88,opl,orrc,or,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,18,56,20,46,40,0,,15,72,88,2,7,50
2,12:34,5v4,CHI,86,w,88,15,72,or,oelc,ol,y,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,14,7,6,39,40,0,,15,72,88,86,6,50
2,12:05,5v4,CHI,86,o,6,65,,ol,opl,,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,3,9,6,39,40,0,,19,65,81,86,6,50
2,11:42,5v5,CHI,19,w,6,19,,ol,opl,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,56,20,25,46,40,,19,65,81,6,57,50
2,10:44,5v5,CHI,4,b,88,,,opr,,,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,24,40,,15,72,88,2,4,50
2,10:37,5v5,CHI,15,w,88,,,oc,,,y,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,24,40,,15,72,88,2,4,50
2,10:25,5v5,CHI,72,w,15,,,oc,,,y,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,24,40,,15,72,88,2,4,50
2,10:17,5v5,CHI,2,s,88,72,,opr,oelr,,,,,,15,y,,0,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,6,24,40,,15,72,88,2,4,50
2,9:03,5v4,MIN,20,o,64,20,64,opl,oc,opl,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,16,67,2,4,50,0
2,8:09,5v4,MIN,20,w,22,16,20,opl,ol,nc,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,22,11,16,26,20,40,,16,67,7,57,50,0
2,8:00,5v4,MIN,24,o,46,20,46,oc,opr,ol,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,24,46,40,,16,67,7,57,50,0
2,7:28,5v4,MIN,24,s,46,24,16,opr,oc,opc,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,5:25,5v5,CHI,81,w,56,7,57,nc,dsl,dr,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,3,14,26,6,39,40,,16,56,81,2,4,50
2,4:51,5v5,MIN,9,o,22,,,ol,,,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,22,16,24,25,40,,19,28,65,2,4,50
2,4:05,5v4,MIN,20,w,9,,,opl,,,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,19,81,2,4,50,0
2,3:09,5v4,MIN,24,o,20,29,16,oc,opr,oc,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,20,24,40,,19,81,2,4,50,0
2,3:00,5v4,MIN,24,o,20,24,,or,ol,,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,20,24,40,,19,81,2,4,50,0
2,2:53,5v4,MIN,20,w,29,,,opr,,,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,20,24,40,,19,81,2,4,50,0
2,2:39,5v5,MIN,29,w,20,29,16,oc,opr,or,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,20,24,40,,19,67,81,2,4,50
2,2:35,5v5,MIN,24,o,20,,,oc,,,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,20,24,40,,19,67,81,2,4,50
2,2:27,5v5,CHI,81,w,67,,,nr,,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,22,29,16,20,24,40,,19,67,81,2,4,50
2,1:43,5v4,MIN,64,w,20,64,11,oc,oc,opr,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,16,67,2,4,50,0
2,1:33,4v5,CHI,2,s,19,,,of,,,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,19,81,2,4,50,0
2,1:07,5v4,MIN,11,o,20,64,20,oc,opl,oc,y,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,19,81,2,4,50,0
2,1:00,5v4,MIN,20,w,9,64,,opc,ol,,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,19,81,2,4,50,0
2,0:52,5v4,MIN,11,o,26,64,,oelc,ol,,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,19,81,2,4,50,0
3,18:44,5v5,MIN,11,w,64,29,,orrc,nr,,y,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,20,25,40,,19,28,65,2,4,50
3,18:14,5v5,MIN,29,s,64,11,25,oelc,orrc,or,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,20,25,40,,19,28,65,2,4,50
3,17:47,5v5,CHI,15,w,72,7,,dl,dc,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,3,14,26,20,46,40,,15,72,88,7,57,50
3,17:40,5v5,CHI,57,w,88,,,opr,,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,3,14,26,20,46,40,,15,72,88,7,57,50
3,17:25,5v5,MIN,14,s,3,,,oc,,,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,3,14,7,6,24,40,,67,72,88,32,57,50
3,15:44,5v5,CHI,57,o,56,16,,opr,or,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,9,22,16,25,39,40,,16,56,81,7,57,50
3,15:42,5v5,CHI,56,w,81,,,oelc,,,y,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,9,22,16,25,39,40,,16,56,81,7,57,50
3,14:02,5v5,CHI,19,w,28,,,dsc,,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,3,14,26,24,25,40,,19,28,65,7,57,50
3,13:17,5v5,CHI,88,w,15,72,88,oc,nr,dr,y,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,20,46,40,,15,72,88,2,4,50
3,13:10,5v4,CHI,7,s,2,88,,ol,ofp,,y,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,3,56,25,39,40,0,,15,72,88,2,7,50
3,12:40,5v4,CHI,2,s,72,7,88,or,or,ol,y,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,18,56,25,39,40,0,,15,72,88,2,7,50
3,12:09,5v4,CHI,6,s,86,81,19,oc,nl,nc,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,14,7,6,46,40,0,,19,65,81,86,6,50
3,11:28,5v4,CHI,88,w,7,88,15,oc,opr,of,,y,,,15,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,11,25,39,40,0,,15,72,88,7,57,50
3,11:20,5v4,CHI,7,s,72,,,opl,,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,11,25,39,40,0,,15,72,88,7,57,50
3,11:14,5v5,CHI,57,w,72,88,,opl,oelc,,,,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,11,20,25,39,40,,15,72,88,7,57,50
3,10:43,5v5,CHI,2,s,88,2,,oc,ol,,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,64,11,6,20,46,40,,16,72,88,2,4,50
3,9:58,5v5,MIN,24,w,26,29,3,oc,ol,nc,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,3,29,20,24,39,40,,19,56,81,7,57,50
3,9:23,5v5,MIN,22,w,20,25,22,ol,or,oelpc,,y,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,22,16,20,25,40,,16,56,81,7,57,50
3,9:15,5v5,MIN,24,w,22,9,,or,of,,,,,,,,,0,50,20365,12/1/2015,CHI,MIN,,,,9,22,16,6,24,40,,16,67,81,2,4,50
3,9:04,5v5,CHI,67,w,2,81,4,dc,dr,dr,,y,,,,,,0,40,20365,12/1/2015,CHI,MIN,,,,9,22,16,6,24,40,,16,67,81,2,4,50
3,7:56,5v5,MIN,64,w,11,29,46,ol,dsr,dc,y,y,1 on 0,,64,y,,0,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,20,46,40,,15,72,88,2,4,50
3,7:56,5v5,MIN,20,r,,,,,,,y,y,,y,,,,0,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,20,46,40,,15,72,88,2,4,50
3,7:30,5v5,CHI,65,w,88,7,,oc,dl,,,,3 on 2,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,3,14,26,6,25,40,,19,65,88,7,57,50
3,5:56,5v5,CHI,6,w,88,6,,nc,dc,,,y,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,64,29,11,25,39,40,,15,72,88,4,6,50
3,5:47,5v5,MIN,25,w,11,29,,oc,nr,,,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,64,29,11,25,39,40,,15,72,88,4,6,50
3,5:08,5v5,CHI,81,s,19,,,or,,,y,y,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,18,7,56,6,25,40,,19,56,81,6,32,50
3,4:04,5v4,MIN,64,w,20,9,,oc,of,,,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,16,67,2,4,50,0
3,3:30,5v4,MIN,11,w,64,20,11,orrc,oc,opr,y,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,16,67,2,4,50,0
3,3:11,5v4,MIN,26,w,20,64,20,oc,opl,oc,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,9,64,11,26,20,40,,16,67,2,4,50,0
3,2:37,5v4,MIN,24,o,46,24,46,oc,opc,oc,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,24,46,40,,19,81,7,57,50,0
3,2:31,5v4,MIN,22,w,46,24,,oc,opl,,,y,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,22,29,16,24,46,40,,19,81,7,57,50,0
3,2:24,5v4,MIN,29,w,20,3,,oc,ofp,,,,,,,,,-1,50,20365,12/1/2015,CHI,MIN,,,,3,22,29,20,46,40,,15,16,2,4,50,0
3,1:29,6v5,CHI,81,w,88,19,7,ol,oc,dr,y,y,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,9,14,11,6,25,40,,19,72,81,88,2,57
3,0:46,6v5,CHI,7,o,2,7,88,opr,oc,opl,,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,9,14,11,6,25,40,,19,72,81,88,2,7
3,0:14,6v5,CHI,2,w,7,72,19,or,opr,of,,,,,,,,-1,40,20365,12/1/2015,CHI,MIN,,,,9,14,11,6,25,40,,19,72,81,88,2,7
1,17:53,5v4,MIN,29,O,26,22,64,orrc,oelc,or,y,,,,,,,0,50,20826,2/13/2016,MIN,BOS,35,50,,64,22,29,26,4,35,,25,36,44,47,50,0
1,17:35,5v4,MIN,22,T,29,4,64,ol,oc,opr,y,,,,,,,0,50,20826,2/13/2016,MIN,BOS,40,40,,64,22,29,26,4,35,,25,36,44,47,50,0
1,17:06,4v5,MIN,18,W,19,,,or,,,,,,,,,,0,50,20826,2/13/2016,MIN,BOS,,,,18,19,5,6,35,0,,46,51,88,21,47,50
1,16:42,5v4,BOS,46,O,51,47,46,or,oc,or,y,y,,,,,,0,35,20826,2/13/2016,MIN,BOS,,,,18,56,5,6,35,0,,46,51,88,21,47,50
1,16:35,5v4,BOS,47,W,51,46,,or,ofp,,,,,,,,,0,35,20826,2/13/2016,MIN,BOS,,,,9,56,20,39,35,0,,46,51,88,21,47,50
1,16:10,5v4,BOS,88,W,47,,,oc,,,y,y,,,,,,0,35,20826,2/13/2016,MIN,BOS,,,,9,56,20,39,35,0,,46,51,88,21,47,50
1,16:03,5v4,BOS,51,W,46,88,,oc,opl,,y,,,,,,,0,35,20826,2/13/2016,MIN,BOS,,,,9,56,20,39,35,0,,46,51,88,21,47,50
1,15:36,5v4,BOS,33,O,63,45,11,ol,ol,opl,,,,,,,,0,35,20826,2/13/2016,MIN,BOS,,,,19,14,5,6,35,0,,63,11,39,33,45,50
1,15:18,5v5,BOS,39,W,45,63,33,oc,nc,dsc,y,,,,11,Y,,0,35,20826,2/13/2016,MIN,BOS,,,,9,11,4,20,39,35,,63,11,39,33,45,50
1,14:15,5v4,MIN,24,W,3,11,,oc,nr,,y,y,,,,,,0,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,46,63,33,86,50,0
1,13:50,5v4,MIN,11,W,20,11,,oc,or,,,,,,,,,0,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,46,63,33,86,50,0
1,13:42,4v5,BOS,63,W,46,,,orrc,,,y,y,,y,,,,0,35,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,46,63,44,62,50,0
1,13:09,5v4,MIN,26,T,64,28,4,or,or,ol,y,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,22,29,26,4,35,,25,51,44,62,50,0
1,10:07,5v4,BOS,46,O,51,47,,or,ol,,,y,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,19,56,5,6,35,0,,46,51,88,21,47,50
1,8:53,5v4,BOS,47,W,88,51,45,oc,ol,nc,,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,18,19,5,6,35,0,,51,88,21,45,47,50
1,8:32,5v4,BOS,47,W,45,51,,oc,or,,,y,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,18,19,5,6,35,0,,51,88,21,45,47,50
1,8:00,5v4,BOS,46,S,33,46,,ol,opc,,,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,14,56,20,39,35,0,,46,51,11,21,33,50
1,7:28,5v4,BOS,33,O,46,33,,ol,or,,,y,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,19,64,20,39,35,0,,46,63,11,39,33,50
1,6:39,5v4,BOS,21,T,47,51,,or,opr,,y,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,18,11,56,5,6,35,,51,88,21,45,47,50
1,3:11,5v5,MIN,16,W,64,,,oc,,,,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,22,16,5,6,35,,25,36,64,44,45,50
1,2:00,5v5,MIN,56,W,26,,,orrl,,,,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,29,26,56,4,39,35,,51,63,14,33,62,50
1,0:42,5v4,MIN,9,W,3,20,,or,oc,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,46,63,47,62,50,0
1,0:02,5v4,MIN,4,S,29,4,22,oc,or,opr,,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,22,29,26,4,35,,41,46,44,86,50,0
2,16:46,5v5,MIN,18,W,14,,,dc,,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,18,19,14,6,39,35,,25,36,64,47,86,50
2,16:07,5v5,MIN,9,W,11,,,or,,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,39,35,,51,63,14,33,62,50
2,14:38,5v5,BOS,41,W,21,11,62,ol,nr,dc,y,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,64,22,16,5,6,35,,41,11,21,47,86,50
2,14:01,5v4,MIN,24,S,20,3,9,oc,oc,oelr,y,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,46,63,33,86,50,0
2,13:16,4v4,BOS,14,W,44,47,,nl,dsc,,,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,3,64,20,24,35,0,,14,39,44,45,50,0
2,10:58,5v5,MIN,39,S,22,,,opr,,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,22,16,6,39,35,,41,11,39,44,62,50
2,9:24,5v5,MIN,56,W,20,5,,dl,dc,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,29,26,56,20,24,35,,51,63,14,33,62,50
2,8:12,5v5,BOS,46,W,88,46,,orrc,orrc,,Y,y,2 on 1,y,,,,0,35,20826,2/13/2016,MIN,BOS,,,,64,22,16,5,6,35,,46,88,39,44,45,50
2,7:44,5v5,MIN,9,T,24,3,9,or,opr,or,y,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,41,11,21,33,62,50
2,7:13,5v5,MIN,6,W,14,,,opl,,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,18,19,14,6,39,35,,51,63,14,44,45,50
2,5:30,5v5,MIN,6,W,11,,,nc,,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,6,24,35,,25,36,64,44,45,50
2,4:53,5v5,MIN,22,W,39,,,dsc,,,,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,22,16,4,39,35,,41,11,21,47,86,50
2,4:27,4v5,BOS,33,W,21,,,orrr,,,,y,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,41,21,33,62,50,0
2,3:57,4v5,BOS,33,S,63,,,or,,,,y,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,3,9,11,20,24,35,,46,63,33,44,50,0
2,2:25,5v5,MIN,22,W,14,,,oell,,,,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,22,26,4,6,35,,41,11,21,33,62,50
2,2:15,5v5,MIN,14,W,19,,,or,,,y,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,64,14,22,4,6,35,,41,11,21,33,62,50
2,1:41,5v5,MIN,6,S,19,,,opr,,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,18,19,29,4,6,35,,41,11,39,44,47,50
2,1:01,5v5,MIN,26,S,29,,,dsr,,,y,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,29,26,56,20,24,35,,46,14,39,44,47,50
2,0:09,5v5,MIN,9,S,11,,,oc,,,,y,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,3,9,11,5,6,35,,51,63,14,44,47,50
3,19:00,5v5,MIN,56,S,11,,,opl,,,,,,,,,,-1,50,20826,2/13/2016,MIN,BOS,,,,29,11,56,6,20,35,,51,88,39,47,62,50
3,18:12,5v5,BOS,39,T,44,46,88,oc,opc,or,y,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,29,26,56,5,6,35,,46,88,39,44,45,50
3,17:57,5v5,BOS,44,W,46,,,or,,,,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,29,26,56,5,6,35,,46,88,21,44,45,50
3,17:09,5v5,BOS,44,S,11,,,opc,,,,,,,,,,-1,35,20826,2/13/2016,MIN,BOS,,,,29,26,56,5,6,35,,41,63,11,21,44,45
