Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,NYR,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
1,1:05,5v4,NYR,16,t,36,93,16,or,ol,ofpc,y,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,93,30,,17,90,6,55,31,0
1,0:38,5v4,NYR,16,w,21,93,16,orrl,oc,opr,y,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,93,30,,17,90,6,55,31,0
1,0:32,5v4,NYR,93,s,21,,,ol,,,,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,93,30,,17,90,6,55,31,0
2,19:35,5v4,NYR,20,t,36,16,21,orrr,orrc,ol,y,,,,20,y,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,27,30,,17,90,6,55,31,0
2,19:29,5v4,NYR,27,s,93,36,21,oc,opl,ofc,,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,27,93,30,,28,59,29,47,31,0
2,19:18,5v4,NYR,27,w,36,93,27,orrl,ol,or,y,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,36,27,93,30,,28,59,3,29,47,31
2,19:12,5v5,NYR,20,t,93,27,,oc,opr,,y,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,36,27,93,30,,28,59,3,29,47,31
2,18:15,5v5,BUF,88,w,90,,,oell,,,y,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,24,13,25,5,27,30,,90,9,88,29,46,31
2,17:13,5v4,NYR,93,s,16,21,16,oc,opl,ol,,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,93,30,,17,59,6,55,31,0
2,17:02,5v4,NYR,36,t,16,21,93,oc,opl,or,y,y,,,36,y,,0,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,93,30,,17,59,6,55,31,0
2,16:48,5v4,NYR,93,s,27,10,,oc,ofpc,,,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,10,24,13,27,93,30,,90,12,29,47,31,0
2,15:58,5v5,NYR,24,t,93,10,24,oc,oc,or,y,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,10,24,13,27,93,30,,90,12,29,46,47,31
2,14:31,5v5,BUF,15,s,19,,,or,,,,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,16,12,15,8,27,30,,15,19,9,47,55,31
2,14:23,5v5,BUF,3,s,9,47,,ol,ol,,,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,16,12,15,8,27,30,,19,9,22,3,47,31
2,14:18,5v5,BUF,3,s,19,,,oelr,,,,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,16,12,15,8,27,30,,19,9,22,3,47,31
2,13:32,5v5,NYR,36,w,21,,,ofc,,,y,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,6,93,30,,15,28,26,29,46,31
2,13:22,5v5,NYR,36,w,93,20,93,orrr,oelr,or,y,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,6,93,30,,12,22,82,47,55,31
2,13:02,5v5,NYR,93,s,20,36,,orrr,or,,,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,6,93,30,,12,22,82,47,55,31
2,12:48,5v5,BUF,12,w,82,22,55,orrl,ol,dc,,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,10,21,36,6,93,30,,12,22,82,47,55,31
2,11:34,5v5,NYR,27,s,25,,,oelrrr,,,,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,16,24,25,8,27,30,,17,19,59,3,29,31
2,10:40,5v5,BUF,9,w,88,90,9,or,nc,nr,,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,28,12,15,5,27,30,,90,9,88,6,46,31
2,9:12,5v5,BUF,82,w,15,47,55,nc,nl,dr,,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,8,18,30,,15,12,82,47,55,31
2,8:56,5v5,BUF,22,w,82,22,12,oc,oc,ol,y,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,8,18,30,,12,22,82,3,6,31
2,7:09,5v5,BUF,47,s,55,15,,opr,ofc,,,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,8,18,30,,15,28,26,47,55,31
2,6:49,5v5,BUF,47,w,55,28,,or,opr,,,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,8,18,30,,15,28,26,47,55,31
2,5:09,5v5,NYR,25,w,13,25,24,oc,oc,nl,y,y,,y,,,,0,31,20726,1/25/2016,NYR,BUF,,,,24,13,25,6,18,30,,12,22,82,3,6,31
2,4:52,5v5,BUF,55,w,9,47,31,dl,dl,dc,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,12,15,5,27,30,,90,9,88,47,55,31
2,4:47,5v5,BUF,46,w,90,,,ofc,,,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,12,15,5,27,30,,90,9,88,29,46,31
2,3:52,5v5,NYR,21,w,20,21,,ol,nr,,y,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,8,18,30,,28,90,26,3,6,31
2,2:51,5v4,BUF,15,w,88,,,opr,,,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,19,5,27,30,0,,15,90,9,88,55,31
2,2:33,5v4,BUF,55,w,15,90,15,or,opr,oc,y,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,19,5,27,30,0,,15,90,9,88,55,31
2,2:22,5v4,BUF,88,t,15,55,88,oc,opl,oell,y,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,19,5,27,30,0,,15,90,9,88,55,31
2,1:55,5v4,BUF,46,w,47,19,26,oc,opr,ol,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,12,25,8,18,30,0,,15,19,26,46,47,31
2,1:28,4v5,NYR,16,w,36,,,dr,,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,16,36,8,93,30,0,,19,12,26,46,47,31
2,1:08,5v5,NYR,16,s,21,36,21,opl,or,nr,,,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,16,21,36,6,93,30,,19,12,22,46,47,31
2,1:00,5v5,NYR,6,s,16,36,,opr,oc,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,16,21,36,6,93,30,,12,22,82,46,47,31
2,0:57,5v5,NYR,5,w,21,,,ofc,,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,20,21,19,5,27,30,,17,22,82,6,55,31
2,0:34,5v5,NYR,20,w,19,27,,dc,dc,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,20,21,19,5,27,30,,17,22,82,6,55,31
3,19:43,5v5,BUF,55,w,88,90,,or,or,,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,5,27,30,,90,9,88,47,55,31
3,18:54,5v5,NYR,16,t,19,8,,orrl,oc,,y,y,,y,,,,1,31,20726,1/25/2016,NYR,BUF,,,,10,16,19,8,93,30,,90,9,88,47,55,31
3,18:23,5v5,NYR,25,w,13,18,6,oc,dl,dl,,,,,,,,2,31,20726,1/25/2016,NYR,BUF,,,,24,13,25,6,18,30,,12,22,82,3,6,31
3,17:29,5v5,BUF,26,t,29,15,26,ol,oelpc,or,y,y,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,28,12,15,8,93,30,,15,28,26,29,46,31
3,16:44,5v5,BUF,55,w,17,,,opr,,,,,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,5,27,30,,17,19,59,47,55,31
3,16:09,5v5,BUF,55,s,90,,,opc,,,,,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,5,27,30,,90,9,88,47,55,31
3,14:48,5v5,NYR,24,w,25,,,nr,,,,,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,24,13,25,8,93,30,,12,22,82,29,46,31
3,14:16,5v5,BUF,28,b,15,28,,orrl,dc,,y,y,,y,,,,1,30,20726,1/25/2016,NYR,BUF,,,,28,12,15,8,18,30,,15,28,26,3,6,31
3,13:16,5v5,NYR,10,w,19,10,16,orrc,ol,nc,y,y,,y,,,,0,31,20726,1/25/2016,NYR,BUF,,,,10,16,19,6,93,30,,90,9,88,47,55,31
3,12:50,5v5,BUF,12,t,82,,,orrl,,,y,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,6,93,30,,12,22,82,3,6,31
3,12:29,5v5,NYR,20,s,21,93,21,oelc,ol,ol,,,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,8,93,30,,12,22,82,3,6,31
3,12:21,5v5,NYR,20,t,93,36,8,ol,opr,or,,,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,8,93,30,,12,22,82,3,6,31
3,12:08,5v5,BUF,19,b,12,6,12,or,dsl,dr,y,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,24,13,25,8,18,30,,19,12,22,3,6,31
3,11:22,5v4,NYR,36,s,27,16,,oc,ofc,,,,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,27,30,,59,90,6,55,31,0
3,11:15,5v4,NYR,21,w,27,16,36,oc,or,or,y,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,27,30,,59,90,6,55,31,0
3,10:37,5v4,NYR,36,w,21,36,16,orrl,oc,or,y,y,,y,,,,1,31,20726,1/25/2016,NYR,BUF,,,,16,20,21,36,27,30,,28,12,29,47,31,0
3,8:35,5v5,BUF,47,s,28,15,55,ol,nr,dr,,y,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,20,21,36,6,93,30,,15,28,26,47,55,31
3,8:08,5v5,BUF,46,w,15,,,opr,,,,,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,8,18,30,,15,28,26,29,46,31
3,7:12,5v5,BUF,3,w,90,,,,,,,,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,28,12,25,5,27,30,,90,9,88,3,6,31
3,6:04,5v5,NYR,24,w,36,,,or,,,,y,,,,,,2,31,20726,1/25/2016,NYR,BUF,,,,24,36,13,8,18,30,,17,19,22,47,55,31
3,5:33,5v5,NYR,36,w,21,,,oelr,,,,,,,,,,2,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,8,18,30,,12,22,82,29,46,31
3,5:11,5v5,BUF,82,w,12,22,29,nsc,dl,dl,,y,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,16,20,36,8,18,30,,15,12,82,3,6,31
3,2:59,5v5,NYR,21,w,36,,,or,,,y,y,,,21,y,,2,31,20726,1/25/2016,NYR,BUF,,,,20,21,36,5,27,30,,19,90,9,29,46,31
3,1:37,5v5,BUF,82,w,15,47,,oc,dc,,,y,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,28,12,25,8,18,30,,15,12,22,82,3,47
3,1:02,5v5,BUF,47,s,55,90,,ol,oelpl,,,y,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,5,27,30,,15,28,90,9,47,55
3,0:45,5v5,BUF,47,s,15,,,oelc,,,,,,,,,,2,30,20726,1/25/2016,NYR,BUF,,,,10,16,19,5,27,30,,15,28,90,9,47,55
3,0:03,5v5,NYR,12,w,93,30,,dsl,dc,,y,y,,,,,,3,31,20726,1/25/2016,NYR,BUF,,,,28,12,15,6,93,30,,12,22,82,3,29,31
