Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,NYR,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
2,0:24,5v4,MTL,27,o,79,76,13,ol,oc,opr,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,28,19,5,18,30,0,,27,51,13,76,79,31
2,0:07,5v4,MTL,79,o,76,13,79,oc,opc,oc,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,28,25,8,27,30,0,,27,51,13,76,79,31
2,0:01,5v4,MTL,76,b,79,,,or,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,28,25,8,27,30,0,,27,51,13,76,79,31
3,18:34,5v5,NYR,93,s,22,16,,oc,orrl,,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,10,16,36,22,93,30,,51,13,15,26,74,31
3,18:26,5v5,MTL,26,s,11,,,nl,,,,y,2 on 1,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,10,16,36,22,93,30,,51,13,15,26,74,31
3,18:07,5v5,MTL,13,o,27,,,or,,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,10,16,36,5,18,30,,27,81,13,26,74,31
3,17:17,5v5,MTL,32,w,21,77,,dr,dc,,y,y,1 on 0,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,24,13,25,22,93,30,,17,32,21,28,77,31
3,17:03,5v5,NYR,8,b,13,22,,oc,dc,,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,24,13,25,8,27,30,,17,32,21,28,77,31
3,16:35,5v5,MTL,11,w,76,,,nc,,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,20,21,61,8,27,30,,14,11,67,76,79,31
3,14:47,5v5,NYR,10,o,8,10,93,oelc,ol,dc,y,y,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,10,28,36,8,27,30,,27,81,21,28,74,31
3,14:33,5v5,MTL,81,t,27,,,or,,,y,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,10,16,36,8,27,30,,27,81,21,26,74,31
3,13:13,5v5,NYR,13,t,25,,,or,,,y,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,24,13,25,5,27,30,,17,32,21,28,77,31
3,12:53,5v5,MTL,15,w,76,,,dsc,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,20,21,61,5,18,30,,51,22,15,76,79,31
3,12:48,5v5,MTL,76,w,14,,,of,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,20,21,61,5,18,30,,14,11,67,76,79,31
3,12:20,5v5,MTL,67,w,11,,,dc,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,20,21,61,5,18,30,,14,11,67,76,79,31
3,12:05,5v5,NYR,21,s,20,61,,or,dc,,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,20,21,61,22,93,30,,14,11,67,76,79,31
3,11:31,5v5,MTL,51,o,13,,,oelc,,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:51,5v5,NYR,25,t,18,13,,oc,opl,,y,y,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,24,13,25,5,18,30,,14,32,21,28,77,31
3,9:32,5v5,NYR,24,t,5,18,,or,oc,,y,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,24,13,25,5,18,30,,14,32,21,28,77,31
3,9:03,5v5,NYR,61,w,27,20,21,nc,dr,dc,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,20,21,61,22,27,30,,81,11,67,76,79,31
3,6:50,5v5,MTL,32,b,21,17,,nc,dc,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,24,13,25,5,18,30,,17,32,21,28,77,31
3,5:12,5v5,MTL,22,b,74,31,,dl,dc,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,10,16,36,5,93,30,,51,22,15,26,74,31
3,5:01,5v5,NYR,10,s,5,16,10,ol,nc,dc,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,10,16,36,5,18,30,,51,22,15,26,74,31
3,4:13,5v5,MTL,13,w,79,81,,oc,opl,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,10,16,36,5,18,30,,27,81,13,76,79,31
3,3:33,5v5,MTL,21,t,32,77,,or,dc,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,24,13,25,22,93,30,,17,32,21,74,77,31
3,3:29,5v5,MTL,67,w,14,,,of,,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,24,13,25,22,93,30,,17,32,21,74,77,31
3,2:05,5v5,MTL,22,w,51,15,,or,or,,y,y,,y,,,,1,30,20053,10/15/2015,MTL,NYR,,,,10,16,36,22,93,30,,51,22,15,26,74,31
3,0:44,6v5,NYR,22,w,13,,,opl,,,,,,,,,,2,31,20053,10/15/2015,MTL,NYR,,,,10,20,21,61,22,93,,14,17,67,76,79,31
1,19:27,5v5,CGY,18,w,7,5,,nsr,dl,,y,y,1 on 0,,,,,0,32,20443,12/12/2015,CGY,NYR,1,32,,16,19,61,5,27,32,,8,18,13,4,27,1
1,18:12,5v5,CGY,60,w,93,,,or,,,,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,10,13,25,18,22,32,,60,93,24,6,15,1
1,18:05,5v5,CGY,93,t,15,,,or,,,y,y,,,93,y,,0,32,20443,12/12/2015,CGY,NYR,,,,10,13,25,18,22,32,,60,93,24,6,15,1
1,18:03,5v5,CGY,60,r,,,,,,,y,y,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,10,13,25,18,22,32,,60,93,24,6,15,1
1,17:21,5v5,CGY,21,w,4,11,67,orrl,opr,or,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,28,96,15,22,27,32,,11,67,21,4,27,1
1,15:28,5v4,CGY,23,t,6,13,5,oc,opl,ol,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,28,19,6,18,32,0,,8,23,13,5,6,1
1,15:20,5v4,CGY,23,w,6,13,,oc,ol,,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,28,19,6,18,32,0,,8,23,13,5,6,1
1,13:36,5v5,NYR,28,w,36,28,93,oelc,or,or,,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,28,36,19,22,93,32,,23,19,13,6,7,1
1,12:28,5v5,NYR,13,t,22,10,,or,opr,,y,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,10,16,25,18,22,32,,60,93,24,6,15,1
1,12:13,5v5,CGY,24,o,60,,,orrl,,,y,y,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,10,16,25,18,22,32,,60,93,24,6,15,1
1,11:16,5v5,NYR,5,t,16,36,16,orrl,opc,oc,y,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,10:49,5v5,NYR,28,t,15,27,,or,or,,y,y,,,96,,,0,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,27,93,32,,11,67,21,6,15,1
1,9:22,5v5,CGY,5,w,93,,,opr,,,,,,,93,,,0,32,20443,12/12/2015,CGY,NYR,,,,10,13,25,6,27,32,,8,60,93,5,7,1
1,9:04,5v5,NYR,10,o,25,13,25,orrc,nr,nc,y,y,,y,,,,0,1,20443,12/12/2015,CGY,NYR,,,,10,13,25,6,27,32,,8,60,93,5,7,1
1,8:39,5v5,NYR,18,w,36,,,opr,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,5,18,32,,23,19,13,5,7,1
1,7:57,5v5,CGY,60,o,24,,,or,,,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,96,15,18,22,32,,60,93,24,6,15,1
1,7:10,5v5,CGY,27,w,21,67,27,orrr,nr,dsl,y,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,20,24,19,6,93,32,,11,67,21,4,27,1
1,6:27,5v5,NYR,5,w,13,,,opr,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,13,25,5,27,32,,23,19,13,4,7,1
1,5:40,5v5,NYR,61,w,36,61,,or,dr,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,18,22,32,,8,18,79,5,7,1
1,5:10,5v5,NYR,61,s,16,22,93,nsc,dl,dc,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,22,93,32,,23,19,13,5,7,1
1,4:26,5v5,NYR,15,t,5,96,15,oc,opr,or,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,27,32,,60,93,24,4,27,1
1,3:37,5v5,CGY,21,w,11,15,,nl,dl,,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,10,24,25,6,18,32,,11,67,21,7,15,1
1,2:51,5v5,NYR,93,w,13,10,,opc,or,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,13,25,22,93,32,,8,18,79,5,7,1
1,1:04,5v5,NYR,24,w,5,18,,nsr,nc,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,20,24,19,5,18,32,,60,93,24,5,27,1
2,19:48,5v5,CGY,13,w,19,5,,nr,dsl,,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,16,36,61,5,27,32,,23,19,13,5,7,1
2,18:19,4v4,CGY,7,t,5,11,7,oc,oelpr,oelc,y,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,16,36,6,93,32,0,,11,67,5,7,1,0
2,18:06,4v4,NYR,16,s,93,,,nl,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,16,36,5,93,32,0,,60,13,5,7,1,0
2,17:57,4v4,NYR,16,w,36,,,oc,,,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,16,36,5,18,32,0,,60,13,4,7,1,0
2,15:54,5v5,NYR,6,w,28,27,,nl,dc,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,6,93,32,,60,93,24,4,27,1
2,15:05,5v5,CGY,60,t,93,24,27,orrr,nr,dr,y,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,19,5,27,32,0,,8,23,13,5,6,1
2,15:05,5v4,CGY,13,b,6,23,5,nr,nc,dc,y,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,19,5,27,32,0,,8,23,13,5,6,1
2,14:48,5v4,CGY,6,s,5,6,13,opr,oc,opl,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,19,5,27,32,0,,8,23,13,5,6,1
2,14:35,5v4,CGY,5,w,13,8,13,opl,oelc,ol,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,19,5,27,32,0,,8,23,13,5,6,1
2,14:29,5v4,CGY,5,w,6,,,opc,,,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,19,5,27,32,0,,8,23,13,5,6,1
2,14:17,5v4,CGY,13,s,6,13,23,oc,opl,oc,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,19,5,27,32,0,,8,23,13,5,6,1
2,14:08,5v4,CGY,6,o,5,,,opc,,,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,19,5,27,32,0,,8,23,13,5,6,1
2,13:06,5v5,NYR,20,w,22,16,18,dc,dc,dc,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,16,20,36,18,22,32,,18,19,79,4,7,1
2,12:45,5v5,NYR,10,w,16,,,nc,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,16,36,22,93,32,,11,19,79,4,7,1
2,12:08,5v5,NYR,10,w,13,,,nr,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,13,25,6,18,32,,11,67,21,4,7,1
2,11:25,5v5,NYR,96,w,15,,,or,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,27,32,,23,19,13,4,6,1
2,11:08,5v5,NYR,27,s,96,,,opr,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,27,32,,23,19,13,4,6,1
2,9:09,5v4,NYR,10,w,93,,,nsc,,,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,20,24,13,93,32,,18,60,4,6,1,0
2,8:46,5v4,NYR,24,o,10,93,13,ol,ol,opr,y,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,20,24,13,93,32,,18,60,4,6,1,0
2,8:38,5v4,NYR,13,o,93,13,,opl,opc,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,20,24,13,93,32,,18,60,4,6,1,0
2,8:26,5v4,NYR,93,w,13,,,opr,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,20,24,13,93,32,,18,60,4,6,1,0
2,8:16,5v4,NYR,93,s,10,93,,opr,opl,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,20,24,13,93,32,,18,60,19,4,6,1
2,7:32,5v5,NYR,28,w,96,5,,nl,dr,,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,18,32,,23,19,13,15,27,1
2,6:16,5v5,NYR,13,b,25,10,,or,dl,,y,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,10,13,25,5,18,32,,11,67,21,4,27,1
2,5:01,5v5,CGY,23,w,6,,,dc,,,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,27,32,,23,19,13,5,6,1
2,3:50,5v5,CGY,93,t,27,,,or,,,y,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,16,36,61,6,93,32,,60,93,24,4,27,1
2,3:14,5v5,NYR,24,w,20,,,oc,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,20,24,19,18,22,32,,60,93,24,4,27,1
2,2:02,5v5,CGY,21,o,67,,,orrc,,,y,y,2 on 1,y,,,,0,32,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,27,32,,11,67,21,6,15,1
3,18:59,5v4,NYR,24,t,93,22,,oc,opr,,y,,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,20,24,19,22,93,32,,11,67,4,6,1,0
3,17:28,5v5,CGY,13,w,19,23,,dsr,dr,,y,y,1 on 0,y,,,,1,32,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,18,32,,23,19,13,4,27,1
3,15:48,5v5,NYR,10,o,93,10,,opl,opc,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,10,24,19,22,93,32,,11,67,21,6,15,1
3,15:05,5v5,CGY,8,o,18,8,18,oelc,or,nc,y,,,,8,y,y,2,32,20443,12/12/2015,CGY,NYR,,,,13,15,25,6,93,32,,8,18,79,4,27,1
3,14:48,5v5,NYR,15,o,28,,,oelc,,,y,y,,,15,y,y,3,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,5,27,32,,23,19,13,6,15,1
3,14:04,5v5,CGY,24,b,23,13,,or,or,,y,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,20,24,19,18,22,32,,23,24,13,4,27,1
3,13:17,5v5,NYR,6,w,61,,,opr,,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,6,93,32,,23,19,13,5,7,1
3,12:58,5v5,NYR,19,o,20,,,oc,,,y,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,20,28,19,5,27,32,,11,67,21,4,27,1
3,12:50,5v5,CGY,67,w,11,,,nc,,,y,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,20,28,19,5,27,32,,11,67,21,4,27,1
3,12:40,5v5,CGY,67,t,27,21,,oc,orrl,,y,y,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,20,28,19,5,27,32,,11,67,21,4,27,1
3,10:56,5v5,NYR,28,t,96,,,ol,,,y,y,,,28,y,,2,1,20443,12/12/2015,CGY,NYR,,,,28,96,15,18,22,32,,60,24,21,4,27,1
3,10:08,5v5,CGY,15,w,21,67,11,oprrr,oc,or,,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:43,5v5,CGY,5,w,18,,,oc,,,,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,10,20,19,5,27,32,,8,18,79,5,27,1
3,9:25,5v5,NYR,20,w,19,10,,or,nc,,y,y,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,10,20,19,5,27,32,,23,19,13,4,27,1
3,9:00,5v5,NYR,5,s,10,20,,oelpc,ol,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,10,20,19,5,27,32,,23,19,13,4,27,1
3,8:50,5v5,NYR,61,w,19,,,ol,,,,y,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,16,19,61,5,27,32,,23,19,13,4,27,1
3,8:20,5v5,NYR,16,t,36,,,oelr,,,y,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,18,22,32,,8,18,79,5,7,1
3,8:08,5v5,NYR,36,w,61,,,oelc,,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,18,22,32,,8,18,79,5,7,1
3,7:55,5v5,CGY,79,o,18,79,,oelc,ol,,y,y,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,28,36,61,18,22,32,,8,18,79,6,15,1
3,6:44,5v5,NYR,93,w,20,,,opr,,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,20,28,19,6,93,32,,23,19,13,4,27,1
3,4:54,5v5,NYR,22,b,20,10,,oelc,ol,,y,y,,y,,,,2,1,20443,12/12/2015,CGY,NYR,,,,10,20,19,18,22,32,,60,93,24,6,15,1
3,4:09,5v5,NYR,36,w,16,36,16,oc,or,nc,y,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,22,27,32,,8,18,79,5,7,1
3,3:52,5v5,NYR,28,w,20,,,ol,,,,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,20,28,19,22,93,32,,8,18,79,4,27,1
3,3:27,5v4,NYR,22,o,61,16,27,oelrrc,or,oc,y,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,16,36,61,22,27,32,,11,67,5,7,1,0
3,3:03,4v5,CGY,11,w,7,,,nc,,,,y,,,,,,1,32,20443,12/12/2015,CGY,NYR,,,,16,36,61,22,27,32,,11,67,4,7,1,0
3,2:39,5v4,NYR,13,w,93,13,,ol,opl,,,,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:19,5v4,NYR,61,w,36,,,ol,,,y,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,16,20,36,61,22,27,,11,67,5,7,1,0
3,1:12,5v4,NYR,36,w,22,16,,ol,ofp,,,y,,y,,,,1,1,20443,12/12/2015,CGY,NYR,,,,16,20,36,61,22,93,,18,23,5,7,1,0
4,4:31,3v3,NYR,93,w,28,,,nc,,,,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,16,36,0,0,93,32,,23,0,0,5,7,1
4,4:15,3v3,CGY,23,o,27,23,,ol,oc,,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
4,4:09,3v3,CGY,6,t,23,,,or,,,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
4,2:51,3v3,CGY,7,w,4,,,dl,,,y,y,,y,,,,0,32,20443,12/12/2015,CGY,NYR,,,,20,19,0,0,22,32,,11,0,0,4,7,1
1,19:02,5v5,COL,4,w,9,40,29,nl,nl,nl,,,,,,,,0,30,20197,11/6/2015,COL,NYR,20,30,,10,20,21,8,18,30,,9,29,40,2,4,20
1,18:46,5v5,NYR,8,s,10,,,nr,,,,y,,,,,,0,20,20197,11/6/2015,COL,NYR,1,32,,10,20,13,8,18,30,,9,29,40,2,4,20
1,18:25,5v5,NYR,6,s,24,25,,opr,or,,,,,,,,,0,20,20197,11/6/2015,COL,NYR,,,,24,13,25,6,93,30,,25,45,14,17,46,20
1,17:46,5v5,COL,9,w,40,,,oc,,,,y,,,,,,0,30,20197,11/6/2015,COL,NYR,,,,26,28,19,6,93,30,,9,29,40,17,46,20
1,16:49,5v5,NYR,21,w,10,21,,oelr,or,,y,y,,,,,,0,20,20197,11/6/2015,COL,NYR,,,,10,20,21,8,18,30,,34,12,92,2,4,20
1,16:37,5v5,NYR,18,s,20,10,8,oelpc,or,oc,,,,,,,,0,20,20197,11/6/2015,COL,NYR,,,,10,20,21,8,18,30,,34,12,92,2,4,20
1,15:49,5v5,COL,46,s,8,,,opl,,,,,,,,,,0,30,20197,11/6/2015,COL,NYR,,,,24,13,25,5,93,30,,10,8,55,17,46,20
1,15:31,5v5,NYR,24,w,25,,,opr,,,,y,,,,,,0,20,20197,11/6/2015,COL,NYR,,,,24,13,25,6,93,30,,10,8,55,17,46,20
1,14:45,5v5,NYR,27,O,21,20,,opl,ol,,,y,,,,,,0,20,20197,11/6/2015,COL,NYR,,,,10,20,21,27,93,30,,25,45,14,6,32,20
1,14:12,5v5,COL,34,s,92,,,nc,,,,,,,,,,0,30,20197,11/6/2015,COL,NYR,,,,26,28,19,8,18,30,,34,12,92,2,4,20
1,13:18,5v5,COL,4,w,45,25,,nl,dl,,,y,,,,,,0,30,20197,11/6/2015,COL,NYR,,,,24,13,25,6,93,30,,25,45,14,2,4,20
1,11:21,5v5,NYR,13,w,24,,,or,,,,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,24,13,25,8,18,30,,25,45,14,17,46,20
1,9:19,5v5,NYR,16,w,93,36,,oc,or,,y,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,6,93,30,,29,12,92,6,32,20
1,9:12,5v5,NYR,16,w,96,6,36,oc,or,or,y,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,6,93,30,,29,12,92,6,32,20
1,4:41,5v5,COL,40,o,9,6,32,oc,nr,dl,,,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,10,20,21,5,27,30,,9,29,40,2,4,20
1,3:38,5v5,NYR,13,t,24,,,ol,,,y,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,24,13,25,6,93,30,,34,12,92,17,46,20
1,2:37,5v5,COL,55,w,32,,,dc,,,,y,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,26,28,19,8,18,30,,10,8,55,6,32,20
1,1:13,5v5,NYR,20,t,5,10,21,or,opr,or,y,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,10,20,21,5,27,30,,9,29,40,6,32,20
1,0:19,5v5,COL,4,s,12,,,oc,,,,,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,24,13,25,8,18,30,,34,12,92,2,4,20
2,19:12,5v5,COL,29,w,4,,,nr,,,,,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,10,20,21,8,18,30,,9,29,40,2,4,20
2,18:59,5v5,COL,9,o,29,,,ol,,,,,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,10,20,21,8,18,30,,9,29,40,2,4,20
2,17:45,5v5,COL,55,a,46,,,or,,,y,y,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,26,28,19,5,27,30,,10,14,55,17,46,20
2,16:36,5v5,NYR,16,o,36,,,ol,,,y,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,8,18,30,,34,12,92,6,32,20
2,15:18,5v4,COL,12,w,4,34,,oc,ofp,,,,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,26,25,8,27,30,0,,29,34,12,40,4,20
2,14:44,5v4,COL,29,w,34,,,dc,,,y,y,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,28,19,5,27,30,0,,29,34,12,40,6,20
2,12:47,5v5,NYR,6,o,16,10,36,opr,ol,or,,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,10,16,36,6,27,30,,9,29,40,2,4,20
2,12:05,5v5,COL,8,b,55,,,nc,,,,y,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,20,21,96,6,93,30,,10,8,55,6,32,20
2,11:58,5v5,NYR,20,w,21,,,nr,,,,,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,20,21,96,5,93,30,,10,8,55,6,32,20
2,11:45,5v5,NYR,93,w,36,,,or,,,y,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,27,93,30,,25,45,14,6,32,20
2,11:06,5v5,NYR,93,o,36,,,oc,,,,,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,27,93,30,,25,14,92,6,32,20
2,9:34,5v5,COL,40,w,4,,,ol,,,,,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,24,13,25,8,27,30,,9,29,40,4,17,20
2,9:17,5v5,COL,29,b,40,,,ol,,,,y,,,,,,1,30,20197,11/6/2015,COL,NYR,,,,24,13,25,8,27,30,,9,29,40,17,46,20
2,8:27,5v5,NYR,16,w,36,,,of,,,y,,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,6,93,30,,10,8,55,17,46,20
