Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Ducks,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,7:30,5v5,ANA,4,s,2,25,,opr,oelc,,,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,25,29,19,2,4,36,,16,56,81,6,32,50
2,6:43,5v5,ANA,42,w,26,7,,dr,dr,,,y,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,7,22,26,42,47,36,,15,72,88,6,32,50
2,6:36,5v5,ANA,33,s,22,42,,oelc,oelc,,,y,,,26,y,,2,36,20333,11/27/2015,ANA,CHI,,,,7,22,26,42,47,36,,15,72,88,6,32,50
2,5:15,5v5,CHI,57,w,7,19,81,opr,oelc,ol,,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,17,33,37,2,4,36,,11,53,86,4,57,50
2,3:55,5v5,CHI,2,w,81,,,oc,,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,15,10,67,2,4,36,,16,56,81,2,4,50
2,3:43,5v5,CHI,81,w,16,,,or,,,y,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,15,10,67,2,4,36,,16,56,81,2,4,50
2,2:19,5v5,CHI,6,w,86,72,,ol,ol,,,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,72,88,86,6,32,50
2,1:49,5v5,CHI,88,w,72,,,dr,,,y,y,1 on 0,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,25,26,3,45,36,,72,88,86,6,32,50
2,0:14,6v5,ANA,4,s,17,15,2,opl,or,oc,,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,17,33,37,2,4,,19,65,81,2,4,50
3,19:45,5v4,ANA,15,o,4,45,15,oc,opr,ol,,y,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,4,45,36,,16,28,7,57,50,0
3,19:38,5v4,ANA,4,s,10,15,,opl,ol,,,y,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,4,45,36,,16,28,7,57,50,0
3,19:31,5v4,ANA,4,w,15,,,opl,,,,y,,,10,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,4,45,36,,16,28,7,57,50,0
3,19:19,5v4,ANA,4,o,15,4,45,opl,oc,opr,,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,4,45,36,,16,28,7,57,50,0
3,17:13,5v5,ANA,33,w,4,,,dsl,,,,y,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,17,33,26,2,4,36,,19,65,88,7,57,50
3,16:33,5v5,ANA,10,w,45,15,67,or,opr,oelc,,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,3,45,36,,16,56,81,6,32,50
3,16:20,5v5,ANA,15,o,10,,,oelc,,,y,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,2,4,36,,16,56,81,6,32,50
3,15:18,5v5,ANA,7,w,4,,,dr,,,,y,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,15,72,88,7,57,50
3,14:15,4v5,CHI,81,w,19,,,nl,,,y,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,17,10,37,2,47,36,,19,81,7,57,50,0
3,11:46,5v5,ANA,33,w,47,,,nl,,,,y,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,17,33,37,42,47,36,,19,28,65,7,57,50
3,10:24,5v5,CHI,88,b,86,88,,oell,oelc,,y,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,4,45,36,,81,88,86,6,32,50
3,9:06,5v5,CHI,72,o,88,19,,or,oc,,,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,17,33,37,2,4,36,,19,72,88,2,4,50
3,8:57,5v5,CHI,88,o,88,2,19,ol,ol,opc,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,17,33,37,2,4,36,,19,72,88,2,4,50
3,7:32,5v5,CHI,57,o,72,,,orrr,,,y,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,42,47,36,,15,72,88,4,57,50
3,6:43,5v5,CHI,72,o,57,88,,oc,opr,,,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,42,47,36,,15,72,88,4,57,50
3,6:36,5v5,CHI,2,o,4,15,,oc,ol,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,42,47,36,,15,72,88,2,4,50
3,5:04,5v5,ANA,7,w,22,,,nf,,,,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,7,22,26,45,47,36,,72,88,86,6,7,50
3,4:44,5v5,CHI,81,w,7,,,nsc,,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,15,10,67,45,47,36,,56,81,86,6,7,50
3,3:55,5v5,ANA,33,w,15,,,nc,,,,y,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,17,33,2,4,36,,19,72,88,4,57,50
3,2:51,6v5,CHI,2,s,15,,,of,,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,15,22,2,4,36,,15,65,72,88,2,32
3,2:17,6v5,CHI,32,s,2,88,32,opl,ol,or,,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,15,22,2,4,36,,15,65,72,88,2,32
3,1:51,6v4,CHI,88,w,2,88,2,oc,opl,ol,y,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,17,33,45,47,36,0,,19,65,81,88,2,7
3,1:45,6v4,CHI,7,s,2,81,19,ol,opl,of,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,17,33,45,47,36,0,,19,65,81,88,2,7
3,1:41,6v4,CHI,81,o,2,,,oc,,,,y,,y,,,,2,50,20333,11/27/2015,ANA,CHI,,,,17,33,45,47,36,0,,19,65,81,88,2,7
3,0:27,6v5,CHI,2,s,7,88,72,oc,opr,oelc,,y,,y,,,,1,50,20333,11/27/2015,ANA,CHI,,,,17,22,26,2,4,36,,19,72,81,88,2,7
3,0:03,5v5,ANA,10,s,47,,,dc,,,,,,,,,,0,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,45,47,36,,11,16,86,2,4,50
4,4:28,3v3,CHI,88,w,2,88,2,oc,oc,oc,y,y,,,,,,0,50,20333,11/27/2015,ANA,CHI,,,,17,33,0,0,4,36,,19,88,0,0,2,50
4,4:19,3v3,CHI,2,w,88,,,oelc,,,y,,,,,,,0,50,20333,11/27/2015,ANA,CHI,,,,17,33,0,0,4,36,,19,88,0,0,2,50
4,3:07,3v3,CHI,15,w,7,,,orrr,,,y,y,,y,,,,0,50,20333,11/27/2015,ANA,CHI,,,,67,26,0,0,47,36,,15,88,0,0,7,50
1,19:28,5v5,ANA,45,W,22,,,opr,,,,,,,,,,0,31,20210,11/7/2015,S.J,ANA,31,30,,7,22,43,3,45,30,,50,57,82,7,88,31
1,18:51,5v5,ANA,4,W,26,,,opl,,,,,,,,,,0,31,20210,11/7/2015,S.J,ANA,32,31,,17,33,26,2,4,30,,12,48,42,44,61,31
1,18:26,5v5,ANA,42,W,47,15,,ol,ofp,,,,,,19,Y,,0,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,8,19,27,7,88,31
1,17:33,5v5,ANA,29,A,62,,,oelc,,,,Y,,,,,,0,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,42,47,30,,38,18,83,4,80,31
1,17:25,5v5,ANA,29,T,3,45,29,orrl,or,oelpr,,,,,,,,0,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,3,45,30,,38,18,83,4,80,31
1,17:19,5v5,ANA,3,W,29,25,,oprrl,ol,,,Y,,,,,,0,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,3,45,30,,38,18,83,4,80,31
1,17:08,5v5,ANA,25,W,29,45,,oc,dsc,,,Y,,,,,,0,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,2,4,30,,50,57,82,4,80,31
1,15:04,5v5,ANA,10,W,4,,,dsc,,,,Y,1 on 0,Y,,,,0,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,3,45,30,,12,48,42,44,61,31
1,14:22,5v5,ANA,33,T,17,,,ol,,,Y,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,38,18,83,7,88,31
1,13:10,5v5,S.J,88,W,19,27,,oprrc,oelc,,,Y,,,27,Y,,-1,30,20210,11/7/2015,S.J,ANA,,,,25,29,62,42,47,30,,8,19,27,4,88,31
1,11:57,5v5,S.J,88,W,50,82,,opr,oelr,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,50,57,82,7,88,31
1,10:59,5v5,ANA,7,W,47,22,,oc,nc,,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,7,22,43,3,42,30,,38,18,83,4,61,31
1,10:27,5v5,S.J,44,W,8,,,opr,,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,10,19,3,45,30,,8,19,27,44,61,31
1,9:53,5v5,ANA,4,O,29,25,,oprrl,nl,,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,2,4,30,,12,48,42,4,80,31
1,8:20,5v5,S.J,57,W,82,50,82,or,nsr,dr,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,26,42,47,30,,50,57,82,7,88,31
1,8:03,5v5,S.J,88,W,57,7,,oprrl,ol,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:12,5v5,ANA,25,W,29,,,orrr,,,Y,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,3,45,30,,38,18,83,4,88,31
1,5:57,5v5,S.J,7,W,61,48,42,oell,,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,4:12,5v4,S.J,12,T,88,19,44,orrr,opr,ol,Y,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,22,3,45,30,0,,8,12,19,44,88,31
1,3:42,5v4,S.J,8,W,19,88,44,or,or,ol,Y,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,22,3,45,30,0,,8,12,19,44,88,31
1,3:12,5v4,S.J,88,W,61,57,42,or,opr,oelc,,Y,,,48,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,15,2,4,30,0,,48,57,42,61,88,31
1,3:01,5v4,S.J,57,W,88,61,57,orrl,or,opr,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,15,2,4,30,0,,48,57,42,61,88,31
1,2:55,5v4,S.J,61,W,88,,,ol,,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,15,2,4,30,0,,48,57,42,61,88,31
1,1:22,5v5,S.J,83,A,18,,,oelr,,,Y,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,29,62,3,45,30,,38,18,83,4,61,31
1,0:51,5v5,ANA,2,O,4,26,17,or,opr,ofp,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,38,18,83,44,88,31
2,17:17,5v5,ANA,10,W,15,,,oell,,,,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,50,57,82,44,88,31
2,16:34,5v5,S.J,8,W,19,,,ol,,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,25,29,62,42,47,30,,8,19,27,44,88,31
2,16:22,5v5,S.J,27,A,8,19,,oelc,or,,Y,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,25,29,62,42,47,30,,8,19,27,44,61,31
2,15:25,5v5,S.J,38,T,4,44,48,ol,or,opr,Y,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,22,43,42,47,30,,38,18,83,4,80,31
2,15:19,5v5,ANA,43,S,7,30,,or,dsc,,Y,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,7,22,43,3,45,30,,38,18,83,4,80,31
2,15:00,5v5,ANA,33,S,45,,,dsl,,,,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,3,45,30,,12,48,42,7,88,31
2,14:39,5v5,ANA,26,W,17,33,,oelr,or,,Y,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,3,45,30,,12,48,42,7,88,31
2,10:42,5v5,S.J,27,T,19,7,88,orrr,nsc,dsl,Y,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,10,26,2,4,30,,8,19,27,7,88,31
2,9:17,5v5,ANA,2,W,25,29,45,ol,nr,dsr,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,2,45,30,,50,57,82,4,80,31
2,6:29,5v4,ANA,42,W,47,25,47,dsl,dl,dl,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,42,47,30,,8,82,4,61,31,0
2,6:07,5v5,ANA,26,A,62,,,oell,,,Y,Y,,,29,,,-1,31,20210,11/7/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,3:22,5v5,ANA,29,W,25,45,,orrc,or,,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,25,29,62,3,45,30,,38,18,83,4,44,31
2,3:06,5v5,ANA,2,W,43,7,,orrl,ol,,Y,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,7,22,43,2,4,30,,50,57,82,7,80,31
2,2:00,5v4,ANA,15,T,45,10,4,orrr,ol,oc,Y,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,4,45,30,,50,57,7,88,31,0
3,19:13,5v5,ANA,17,W,2,4,17,nsl,dsl,dl,,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,45,47,30,,12,48,42,44,88,31
3,18:27,5v5,ANA,10,W,15,,,nr,,,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,12,57,82,44,61,31
3,16:42,5v5,S.J,88,W,48,,,opr,,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,22,43,3,45,30,,12,48,42,44,88,31
3,15:58,5v5,ANA,47,W,15,19,47,opl,ol,dsl,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,8,19,27,7,88,31
3,15:46,5v5,ANA,4,S,2,16,,or,opr,,,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,8,19,27,7,88,31
3,15:19,5v5,S.J,38,T,61,12,,or,oelr,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,12,38,18,7,61,31
3,15:12,5v5,S.J,44,S,57,,,ofp,,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,10,19,3,45,30,,57,82,83,44,61,31
3,14:08,5v5,S.J,88,S,12,48,,oelpr,oelc,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,22,43,3,47,30,,12,48,42,80,88,31
3,14:00,5v5,S.J,88,S,48,80,,opr,ol,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,22,43,3,47,30,,12,48,42,80,88,31
3,13:20,5v5,S.J,57,W,8,,,or,,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,29,26,4,47,30,,8,19,27,7,61,31
3,12:55,5v5,S.J,61,W,19,,,opr,,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,29,26,4,47,30,,8,19,27,7,61,31
3,10:42,5v5,S.J,27,W,8,27,,nsc,dr,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,8,19,27,7,80,31
3,10:02,5v5,S.J,12,W,38,,,nsl,,,Y,Y,1 on 0,,12,Y,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,12,38,18,7,88,31
3,8:36,5v5,S.J,82,W,50,,,nl,,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,25,29,2,4,30,,50,57,82,7,88,31
3,8:25,5v5,S.J,57,T,88,82,,or,opr,,Y,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,25,29,2,4,30,,50,57,82,7,88,31
3,6:31,5v5,ANA,33,W,26,,,or,,,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,12,38,18,7,88,31
3,6:21,5v5,ANA,26,A,33,4,,oelr,or,,Y,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,17,33,26,2,4,30,,12,38,18,7,88,31
3,5:59,5v5,ANA,15,W,47,42,19,ol,or,opr,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,38,18,27,7,88,31
3,5:53,5v5,ANA,10,W,19,,,oelc,,,Y,Y,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,38,18,27,7,88,31
3,5:43,5v5,ANA,15,S,19,42,,opl,or,,,,,,,,,-1,31,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,38,18,27,7,88,31
3,5:20,5v5,S.J,19,S,44,8,,oc,dr,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,8,19,27,44,61,31
3,5:12,5v5,S.J,61,S,44,19,,ol,opl,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,8,19,27,44,61,31
3,4:59,5v5,S.J,61,W,44,61,,ol,or,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,10,19,42,47,30,,8,19,27,44,61,31
3,4:36,5v4,S.J,88,W,44,88,12,ol,or,opr,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,3,45,30,0,,8,12,48,44,88,31
3,3:00,5v4,S.J,44,W,8,19,,oelpl,oelr,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,3,45,30,0,,8,12,19,44,88,31
3,2:20,5v4,S.J,44,W,88,19,,ol,ofp,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:38,6v4,S.J,88,W,44,88,8,ol,or,opr,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,22,43,2,42,30,0,,8,12,19,42,44,88
3,1:30,6v4,S.J,8,T,88,19,,or,opr,,Y,,,,42,,,-1,30,20210,11/7/2015,S.J,ANA,,,,22,43,2,42,30,0,,8,12,19,42,44,88
3,1:17,6v4,S.J,12,W,88,,,dsl,,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,3,45,30,0,,12,19,48,42,61,88
3,0:51,6v4,S.J,61,W,19,12,,oelc,ol,,,,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,17,33,3,45,30,0,,8,12,19,42,61,88
3,0:24,6v5,S.J,44,W,19,,,oprrr,,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,7,22,2,42,30,0,,8,12,19,42,44,88
3,0:20,6v5,S.J,88,W,12,,,opl,,,,Y,,,,,,-1,30,20210,11/7/2015,S.J,ANA,,,,15,17,33,3,45,30,,8,12,19,42,44,88
1,19:20,5v5,BUF,90,w,28,47,,ol,dsc,,,y,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,15,10,67,3,45,36,,23,90,88,4,55,31
1,19:09,5v5,BUF,55,o,90,28,,opr,or,,,y,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,15,10,67,3,45,36,,23,90,88,4,55,31
1,19:02,5v5,BUF,55,o,4,15,,or,of,,,y,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,7,22,26,42,47,36,,15,12,9,4,55,31
1,17:56,5v5,BUF,17,w,46,6,19,dr,nl,nl,,,,,44,,,0,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,3,4,36,,17,19,44,29,47,31
1,17:43,5v5,ANA,3,o,29,,,opl,,,,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,25,29,19,3,45,36,,17,19,44,29,47,31
1,17:25,5v5,BUF,44,w,17,29,,oell,ol,,,y,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,15,29,19,3,45,36,,17,22,44,29,47,31
1,17:03,5v5,ANA,67,w,47,,,nl,,,,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,2,47,36,,28,22,26,29,47,31
1,16:33,5v5,ANA,15,w,10,,,oelr,,,,,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:40,5v5,BUF,47,w,15,,,oc,,,,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,25,29,26,2,4,36,,15,12,9,29,47,31
1,12:59,5v5,BUF,22,t,28,,,orrl,,,y,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,17,33,46,3,45,36,,28,22,26,6,46,31
1,10:29,5v5,ANA,67,w,47,15,,oc,dr,,y,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,2,47,36,,23,90,88,4,55,31
1,10:07,5v5,BUF,28,w,26,,,nl,,,,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,17,33,46,3,4,36,,28,22,26,6,46,31
1,9:12,5v5,ANA,26,w,22,7,,or,or,,y,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,7,22,26,2,45,36,,15,12,9,29,47,31
1,8:21,5v5,BUF,19,w,17,,,ol,,,y,y,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,45,47,36,,17,19,44,6,46,31
1,7:17,5v5,BUF,55,w,90,4,,dc,dl,,,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:54,5v5,BUF,6,o,23,88,23,oelpr,oelc,oelr,,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,15,10,67,45,47,36,,23,90,88,6,46,31
1,5:40,5v5,ANA,25,w,29,,,orrl,,,y,,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,25,29,19,2,47,36,,17,19,44,29,47,31
1,4:58,5v5,ANA,46,b,33,2,,oc,dc,,y,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,4,45,36,,23,90,88,6,46,31
1,3:22,5v5,ANA,67,w,2,,,nr,,,,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,2,47,36,,15,12,9,29,55,31
1,2:27,5v5,BUF,28,o,22,,,ol,,,y,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,7,22,26,3,45,36,,28,22,26,29,47,31
1,2:20,5v5,BUF,26,w,22,,,ol,,,y,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,7,22,26,3,45,36,,28,22,26,6,47,31
1,1:30,5v5,BUF,6,o,44,17,44,oc,oelr,or,y,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,2,4,36,,17,19,44,6,46,31
1,1:27,5v5,BUF,44,w,19,,,oelc,,,y,,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,2,4,36,,17,19,44,6,46,31
1,1:14,5v5,BUF,6,w,17,,,ol,,,y,y,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,25,29,19,2,4,36,,17,19,44,6,46,31
1,0:34,5v5,ANA,45,w,46,,,opr,,,,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,45,47,36,,15,9,22,4,55,31
1,0:14,5v5,ANA,67,w,47,67,47,nl,dr,dr,,,,,15,,,0,31,20466,12/17/2015,BUF,ANA,,,,15,33,67,4,45,36,,15,9,22,4,55,31
1,0:01,5v4,ANA,10,w,47,57,15,or,opr,of,,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,4,45,36,,17,90,4,55,31,0
2,18:51,5v4,ANA,45,s,15,,,oelpl,,,,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,4,45,36,,28,9,6,46,31,0
2,17:47,5v5,ANA,29,s,25,2,47,or,nl,dl,,y,,,,,,0,31,20466,12/17/2015,BUF,ANA,,,,22,25,29,2,47,36,,15,23,9,4,55,31
2,17:32,5v5,BUF,29,w,47,15,,or,oelpr,,,y,,,,,,0,36,20466,12/17/2015,BUF,ANA,,,,22,25,29,2,47,36,,15,23,9,29,47,31
2,17:24,5v5,BUF,9,t,15,23,,ol,ol,,,y,,y,,,,0,36,20466,12/17/2015,BUF,ANA,,,,22,25,29,2,47,36,,15,23,9,29,47,31
2,16:29,5v5,ANA,67,w,15,47,,nc,dc,,,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,15,10,67,42,47,36,,23,90,88,4,55,31
2,15:51,5v5,ANA,33,w,46,33,4,nc,nr,dsc,,y,,,,,,1,31,20466,12/17/2015,BUF,ANA,,,,17,33,46,2,4,36,,15,12,9,6,46,31
