Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Sens,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,19:21,5v4,OTT,68,o,61,7,68,oelc,ol,orrr,y,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,93,61,65,30,,14,19,2,5,35,0
2,18:49,5v5,OTT,68,w,65,,,dr,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,68,93,61,3,65,30,,25,51,46,2,8,35
2,18:40,5v5,N.J,46,w,2,,,dc,,,,y,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,44,6,25,3,45,30,,25,51,46,2,8,35
2,17:32,5v5,OTT,65,w,49,,,dsr,,,,y,,,90,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,27,90,49,65,30,,11,22,13,6,28,35
2,17:25,5v4,OTT,65,o,6,7,,ol,ofp,,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,6,61,65,30,,14,19,5,6,35,0
2,17:12,5v4,OTT,7,w,65,7,65,ol,opl,oc,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,6,61,65,30,,14,19,5,6,35,0
2,16:15,5v4,OTT,6,w,65,7,65,oc,opl,oc,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,6,61,65,30,,9,20,2,8,35,0
2,15:54,5v4,OTT,65,o,68,65,6,opr,oc,opl,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,93,6,65,30,,21,11,2,5,35,0
2,14:47,5v5,OTT,74,w,27,,,opr,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,27,25,89,46,74,30,,11,22,23,2,7,35
2,14:37,5v5,OTT,46,w,74,89,46,opr,opr,ol,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,27,25,89,46,74,30,,11,22,23,2,7,35
2,14:01,5v5,OTT,45,s,6,3,93,ol,ol,ofp,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,68,93,6,3,45,30,,19,21,13,5,6,35
2,13:49,5v5,OTT,45,w,3,93,,opl,oelpl,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,68,93,6,3,45,30,,19,21,13,5,6,35
2,12:56,5v5,OTT,65,w,61,,,opr,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,61,89,49,65,30,,51,46,13,5,28,35
2,12:29,5v5,OTT,89,w,65,61,49,or,ol,nl,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,61,89,49,65,30,,25,51,46,7,28,35
2,11:53,5v5,N.J,8,o,20,5,8,orrr,or,oc,y,y,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,7,27,61,49,65,30,,14,25,20,5,8,35
2,11:10,5v5,OTT,10,w,93,44,,nr,nr,,,y,,,90,,,-2,35,553,12/30/2016,OTT,N.J,,,,10,44,90,46,74,30,,11,20,23,2,6,35
2,9:59,5v5,N.J,28,w,21,9,,orrl,or,,y,,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,68,93,6,3,45,30,,9,21,11,7,28,35
2,9:25,5v5,OTT,65,o,15,,,or,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,49,65,30,,19,21,13,7,28,35
2,9:06,5v5,OTT,65,o,15,65,49,opr,opc,opr,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,49,65,30,,19,21,13,7,28,35
2,8:48,5v5,OTT,65,o,44,65,44,opr,opc,opr,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,49,65,30,,19,21,13,7,28,35
2,8:07,5v5,OTT,7,w,15,46,,ol,dl,,y,y,1 on 0,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,44,46,65,30,,51,46,13,5,28,35
2,6:55,5v5,OTT,46,o,44,61,,opr,nl,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,3,45,30,,25,51,46,2,8,35
2,5:43,5v4,OTT,6,s,7,,,ofp,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,6,61,65,30,,14,19,5,6,35,0
2,5:20,5v4,OTT,65,o,6,61,65,or,or,nc,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,15,6,61,65,30,,14,19,5,6,35,0
2,4:43,5v4,OTT,93,s,65,93,,oc,oelc,,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,44,68,93,90,65,30,,11,20,2,5,35,0
2,4:31,5v4,OTT,93,s,65,68,65,opc,oc,oc,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,44,68,93,90,65,30,,11,20,2,5,35,0
2,4:16,5v4,OTT,68,s,93,65,68,or,oc,opl,y,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,44,68,93,90,65,30,,11,20,2,5,35,0
2,4:09,5v4,OTT,68,w,65,,,oc,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,44,68,93,90,65,30,,11,20,2,5,35,0
2,1:07,5v5,OTT,7,w,65,49,65,or,opl,opr,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,6,61,49,65,30,,9,14,20,2,6,35
3,17:29,5v5,N.J,2,w,51,,,opr,,,,,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,15,44,25,49,65,30,,25,51,46,2,6,35
3,17:00,5v5,OTT,90,t,45,,,or,,,y,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,10,27,90,3,45,30,,11,22,23,2,6,35
3,16:33,5v5,N.J,19,w,13,21,,oell,or,,,y,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,7,68,61,3,45,30,,19,21,13,5,8,35
3,16:02,5v5,OTT,46,w,7,46,61,opl,ol,oelr,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,61,46,74,30,,19,21,13,5,8,35
3,15:54,5v5,OTT,74,w,68,7,74,oc,oc,opr,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,61,46,74,30,,19,21,13,5,8,35
3,15:00,5v5,OTT,27,w,65,,,dr,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,10,27,90,49,65,30,,9,14,20,2,6,35
3,13:25,5v5,OTT,45,w,15,,,opr,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,3,45,30,,11,22,23,7,28,35
3,12:50,5v5,N.J,21,w,13,,,nr,,,,y,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,7,15,25,46,74,30,,19,21,13,2,6,35
3,12:28,5v5,OTT,7,w,68,,,or,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,61,46,74,30,,19,21,13,2,6,35
3,12:16,5v5,OTT,65,o,46,61,,opr,opr,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,61,46,65,30,,14,51,20,2,6,35
3,11:52,5v5,OTT,68,w,61,65,,nc,dl,,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,61,46,65,30,,14,51,20,2,6,35
3,11:47,5v5,OTT,68,o,61,,,ol,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,61,46,65,30,,14,51,20,2,6,35
3,11:16,5v5,N.J,5,o,22,,,oelc,,,,,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,93,6,89,3,45,30,,11,22,23,5,8,35
3,10:23,5v5,OTT,49,s,65,44,15,opr,opr,or,,,,,25,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,49,65,30,,19,21,13,7,28,35
3,10:15,5v5,OTT,49,s,25,,,opr,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,49,65,30,,19,21,13,7,28,35
3,9:10,5v5,OTT,10,t,47,,,or,,,y,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,10,27,90,3,74,30,,9,14,20,5,8,35
3,7:17,5v5,OTT,44,w,25,65,,or,nr,,,y,,,44,y,,-2,35,553,12/30/2016,OTT,N.J,,,,15,44,25,3,45,30,,25,51,22,7,28,35
3,6:14,5v5,OTT,65,s,10,46,10,opl,nc,dr,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,10,27,90,46,65,30,,14,20,23,2,6,35
3,6:04,5v5,OTT,46,s,65,10,,opr,opc,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,10,27,90,46,65,30,,14,20,23,2,6,35
3,5:50,5v5,OTT,61,w,65,61,7,ol,opl,ofp,y,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,61,45,65,30,,14,20,23,2,6,35
3,4:44,5v4,N.J,8,w,19,,,ofp,,,,,,,,,,-2,30,553,12/30/2016,OTT,N.J,,,,44,90,3,74,30,0,,19,21,25,13,8,35
3,1:38,6v5,OTT,93,w,65,46,93,or,opl,opl,y,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,15,68,93,6,46,65,,19,51,20,5,6,35
3,0:42,6v4,OTT,93,o,65,,,opc,,,,y,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,93,6,61,65,,14,19,5,6,35,0
3,0:33,6v4,OTT,6,w,65,,,oc,,,,,,,,,,-2,35,553,12/30/2016,OTT,N.J,,,,7,68,93,6,61,65,,9,19,5,6,35,0
1,19:35,5v5,CHI,2,o,65,19,,opl,ol,,,y,,,,,,0,41,20581,1/3/2016,CHI,OTT,50,41,,68,93,6,49,65,41,,19,65,81,2,4,50
1,18:20,5v5,CHI,11,w,88,,,oc,,,y,,,,,,,0,41,20581,1/3/2016,CHI,OTT,33,30,,7,15,61,45,74,41,,11,15,19,86,7,52
1,18:10,6v5,CHI,19,t,11,52,24,or,ol,opr,y,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,7,15,61,45,74,41,,11,15,19,86,7,52
1,18:02,6v5,CHI,52,w,32,19,,oc,opr,,,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,7,15,61,45,74,41,,11,19,24,86,7,52
1,17:51,5v4,CHI,86,w,52,86,19,oc,opc,of,,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,44,90,3,46,41,0,,19,65,81,86,52,50
1,16:26,4v5,OTT,7,w,61,,,nc,,,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,61,3,65,41,0,,15,72,88,2,7,50
1,14:30,5v5,CHI,70,w,29,70,52,ol,dc,dl,,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,44,90,89,3,74,41,,28,70,29,7,52,50
1,14:09,5v5,OTT,61,o,15,,,oelc,,,y,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:58,5v5,OTT,61,w,7,,,ol,,,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,61,49,65,41,,15,72,88,2,4,50
1,10:25,5v5,CHI,72,w,7,,,dr,,,,y,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,7,15,61,3,45,41,,15,72,88,32,57,50
1,6:09,5v5,OTT,68,o,61,,,ol,,,y,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,68,61,3,65,41,,65,81,24,2,7,50
1,5:37,5v5,CHI,11,t,86,2,11,ol,oc,of,y,y,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,3,45,41,,11,24,86,2,4,50
1,4:44,5v5,OTT,90,w,44,,,dsc,,,y,y,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,44,90,89,46,65,41,,28,70,29,32,57,50
1,4:34,5v4,OTT,6,s,7,,,of,,,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,15,2,4,50,0
1,3:58,5v4,OTT,65,o,6,65,15,opr,ol,opl,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,15,2,4,50,0
1,3:50,5v4,OTT,7,o,65,7,,oc,opl,,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,15,2,4,50,0
1,3:36,5v4,OTT,6,w,65,7,65,oc,opl,oc,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,15,2,4,50,0
1,3:25,5v4,OTT,65,w,7,65,7,opl,oc,opl,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,15,2,4,50,0
1,2:50,5v4,OTT,90,t,93,44,90,oc,or,or,y,y,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,44,68,93,90,65,41,,19,81,7,57,50,0
1,2:08,5v5,CHI,57,s,88,86,,ol,nc,,y,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,27,25,89,3,45,41,,88,24,86,7,57,50
1,1:39,5v5,CHI,28,w,70,52,29,or,or,opr,,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,7,15,61,46,74,41,,28,70,29,32,52,50
1,1:25,5v5,OTT,15,w,61,,,nl,,,,y,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,15,44,61,65,74,41,,28,70,29,32,52,50
1,1:20,5v5,OTT,44,s,74,,,oelpc,,,,y,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,15,44,61,65,74,41,,28,70,29,32,52,50
1,0:55,5v5,OTT,81,w,2,81,19,ol,opl,of,,y,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,44,90,89,49,65,41,,19,65,81,2,4,50
1,0:25,5v5,OTT,15,b,65,15,,or,ol,,y,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,61,49,65,41,,15,72,88,2,4,50
2,19:52,5v5,OTT,93,w,68,65,93,nc,nc,nf,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,49,65,41,,19,65,81,2,4,50
2,19:02,5v5,CHI,72,w,15,52,,nc,dsc,,,y,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,7,15,61,3,45,41,,15,72,88,7,52,50
2,18:31,5v5,OTT,7,w,61,7,,or,dr,,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,7,15,61,3,45,41,,15,72,88,7,52,50
2,18:09,5v5,CHI,86,w,24,86,11,or,nc,dr,y,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,44,90,89,46,74,41,,11,24,86,32,57,50
2,16:35,5v5,OTT,93,w,6,93,65,dr,dr,dr,,y,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,3,65,41,,19,65,81,2,4,50
2,16:14,5v5,OTT,45,o,93,6,,opr,or,,,y,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,3,45,41,,19,65,81,2,4,50
2,13:54,5v5,CHI,28,w,39,,,ol,,,,,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,44,90,89,49,65,41,,28,70,29,2,4,50
2,13:38,5v5,OTT,65,w,89,44,90,nc,dr,dr,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,44,90,89,3,65,41,,15,28,72,2,4,50
2,13:27,5v5,OTT,45,w,89,65,,oelpc,ol,,,,,,,,,0,50,20581,1/3/2016,CHI,OTT,,,,27,90,89,3,45,41,,15,28,72,2,4,50
2,13:02,5v5,CHI,88,s,72,88,,oc,nc,,,y,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,10,27,25,3,45,41,,15,72,88,32,57,50
2,12:09,5v5,CHI,19,w,81,2,,or,dc,,y,y,,,,,,0,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,46,74,41,,19,65,81,2,4,50
2,11:47,5v5,CHI,2,s,19,11,,opl,oell,,,y,,y,,,,0,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,46,74,41,,11,19,81,2,4,50
2,11:07,5v5,OTT,61,w,65,,,dc,,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,7,15,61,49,65,41,,11,24,86,7,52,50
2,10:20,5v5,CHI,72,b,2,50,,dc,dc,,,y,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,44,61,89,3,45,41,,15,72,88,2,4,50
2,9:29,5v5,OTT,46,o,68,93,,opl,of,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,46,74,41,,19,65,81,2,4,50
2,8:43,5v5,OTT,27,w,65,68,,or,oelpr,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,27,68,6,49,65,41,,19,65,81,2,4,50
2,7:48,5v5,CHI,88,o,72,,,ol,,,,y,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,10,27,25,49,65,41,,15,72,88,32,57,50
2,7:26,5v5,CHI,72,w,15,88,,nc,nr,,,,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,7,15,61,3,45,41,,15,72,88,7,52,50
2,7:16,5v5,OTT,45,s,61,3,,oc,dr,,,y,,,61,,,1,50,20581,1/3/2016,CHI,OTT,,,,7,15,61,3,45,41,,11,15,88,7,52,50
2,6:40,5v5,CHI,28,w,57,29,70,ol,opl,of,,,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,44,90,89,46,74,41,,28,70,29,32,57,50
2,5:36,5v5,CHI,11,w,24,86,,oelr,or,,,y,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,49,65,41,,11,24,86,2,4,50
2,5:31,5v5,CHI,4,w,81,19,,opr,of,,,,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,49,65,41,,19,65,81,2,4,50
2,5:16,5v5,OTT,6,w,68,93,,orrc,or,,y,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,49,65,41,,19,65,81,2,4,50
2,5:12,5v5,OTT,49,s,65,,,or,,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,49,65,41,,19,65,81,2,4,50
2,4:44,5v4,OTT,65,o,6,65,6,opr,oc,opr,,y,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,15,7,57,50,0
2,4:35,5v4,OTT,65,w,15,,,opl,,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,15,7,57,50,0
2,4:12,4v5,CHI,24,w,11,,,or,,,y,,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,7,15,6,61,65,41,,11,24,7,57,50,0
2,3:34,5v4,OTT,6,w,65,93,65,oc,opl,or,y,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,61,65,41,,24,86,2,4,50,0
2,3:26,5v4,OTT,93,o,65,86,93,oc,oc,ol,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,68,93,6,61,65,41,,24,86,2,4,50,0
2,2:34,5v5,OTT,27,b,3,,,dsc,,,,y,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,27,44,90,3,45,41,,19,81,88,32,57,50
2,1:52,5v5,OTT,65,w,27,,,oelpc,,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,27,25,89,49,65,41,,19,65,81,32,57,50
2,1:48,5v5,OTT,89,w,27,,,oc,,,y,y,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,27,25,89,49,65,41,,19,65,81,32,57,50
2,1:41,5v5,OTT,65,w,49,89,,ol,opl,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,27,25,89,49,65,41,,19,65,81,32,57,50
2,1:25,5v5,OTT,65,w,68,44,65,ol,nc,dc,y,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,27,44,68,49,65,41,,19,72,88,2,4,50
2,1:06,5v5,CHI,4,s,11,86,,or,or,,,,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,44,68,90,3,45,41,,11,24,86,2,4,50
2,0:36,5v5,CHI,15,w,11,,,dr,,,,,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,44,68,90,46,74,41,,15,72,88,7,52,50
2,0:08,5v5,CHI,88,w,2,15,,oc,of,,,y,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,7,68,61,46,74,41,,15,72,88,2,7,50
3,19:35,5v5,CHI,65,w,81,19,81,oelc,nr,nr,y,y,,,81,,,1,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,49,65,41,,19,65,81,2,4,50
3,19:28,5v5,CHI,4,o,2,65,,opl,oelpl,,,y,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,49,65,41,,19,65,81,2,4,50
3,17:17,5v5,CHI,70,t,28,57,,or,dl,,,y,,,,,,1,41,20581,1/3/2016,CHI,OTT,,,,44,90,89,49,65,41,,28,70,29,32,57,50
3,16:20,5v5,OTT,3,s,74,6,,opr,opr,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:10,5v5,OTT,46,w,7,61,,oelpc,or,,,,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,7,15,61,45,46,41,,11,24,86,7,52,50
3,14:27,5v5,OTT,44,w,89,,,or,,,,y,,,,,,1,50,20581,1/3/2016,CHI,OTT,,,,44,25,89,45,49,41,,15,72,88,4,32,50
3,14:00,5v5,CHI,32,w,88,32,88,oc,oc,opr,,y,,,15,y,y,1,41,20581,1/3/2016,CHI,OTT,,,,44,25,89,49,65,41,,15,72,88,32,57,50
3,13:37,5v5,OTT,90,w,3,,,dl,,,,y,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,10,27,90,3,74,41,,28,70,29,32,57,50
3,13:12,5v5,CHI,2,w,19,81,4,nc,dr,dr,,y,,,65,y,,2,41,20581,1/3/2016,CHI,OTT,,,,68,93,6,46,65,41,,19,65,81,2,4,50
3,12:34,5v5,CHI,7,o,86,,,opc,,,,,,,,,,2,41,20581,1/3/2016,CHI,OTT,,,,7,15,61,3,74,41,,11,24,86,7,52,50
3,11:21,5v5,OTT,45,w,89,44,89,oelpr,oell,oelc,,y,,,44,y,,2,50,20581,1/3/2016,CHI,OTT,,,,27,44,89,45,46,41,,15,28,29,32,57,50
3,11:19,5v5,OTT,27,r,,,,,,,y,y,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,27,44,89,45,46,41,,15,28,29,32,57,50
3,11:16,5v5,OTT,68,o,61,7,,oc,of,,y,,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,27,44,89,45,46,41,,15,28,29,32,57,50
3,10:19,5v5,OTT,6,w,15,,,of,,,y,,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,15,6,90,3,46,41,,11,24,86,2,57,50
3,9:09,5v5,CHI,7,o,88,11,24,opr,or,or,,,,,,,,2,41,20581,1/3/2016,CHI,OTT,,,,7,68,61,46,65,41,,11,15,88,7,52,50
3,9:03,5v5,OTT,7,s,61,,,dc,,,,y,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,7,68,61,46,65,41,,11,15,88,7,52,50
3,8:54,5v5,OTT,89,o,45,89,44,or,opr,of,,y,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,27,44,89,45,46,41,,15,72,88,7,52,50
3,8:45,5v5,CHI,72,w,7,,,dc,,,y,y,,,,,,2,41,20581,1/3/2016,CHI,OTT,,,,27,44,89,45,46,41,,15,72,88,7,52,50
3,7:01,5v5,OTT,68,w,46,,,dc,,,,y,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,7,68,61,45,46,41,,11,24,86,7,52,50
3,6:44,5v5,OTT,46,b,45,,,dr,,,,y,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,7,68,61,3,46,41,,11,24,86,2,4,50
3,6:24,5v5,CHI,88,w,15,70,2,oc,nl,dl,,y,,,,,,2,41,20581,1/3/2016,CHI,OTT,,,,7,68,61,3,65,41,,15,72,88,2,4,50
3,5:14,5v5,OTT,46,w,27,89,27,or,nl,dc,y,y,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,27,44,89,45,46,41,,19,65,86,32,57,50
3,4:33,5v5,CHI,2,o,19,,,of,,,,,,,,,,2,41,20581,1/3/2016,CHI,OTT,,,,15,6,90,45,49,41,,11,24,86,7,52,50
3,1:26,5v6,CHI,81,w,19,,,oelc,,,y,,,,,,,2,41,20581,1/3/2016,CHI,OTT,,,,7,68,93,61,90,65,,19,65,81,2,4,50
3,1:00,6v5,OTT,65,o,61,,,oc,,,y,,,,,,,2,50,20581,1/3/2016,CHI,OTT,,,,7,68,93,6,61,65,,11,81,24,7,52,50
3,0:48,5v6,CHI,11,w,24,,,ol,,,,y,,y,,,,2,41,20581,1/3/2016,CHI,OTT,,,,7,68,93,6,61,65,,11,24,86,7,52,50
3,0:27,5v5,OTT,89,w,10,,,dc,,,,y,,,,,,3,50,20581,1/3/2016,CHI,OTT,,,,10,27,89,49,74,41,,28,70,29,32,57,50
3,0:16,5v5,OTT,74,w,27,74,,opr,or,,,,,,,,,3,50,20581,1/3/2016,CHI,OTT,,,,10,27,89,49,74,41,,28,70,29,32,57,50
1,19:24,5v5,T.B,77,w,24,6,,dr,nc,,,,,,,,,0,30,20495,12/20/2015,T.B,OTT,30,30,,7,15,61,3,65,30,,17,51,24,6,77,30
1,17:18,4v4,T.B,77,o,6,51,,opl,of,,,,,,,,,0,30,20495,12/20/2015,T.B,OTT,50,41,,7,15,5,46,30,0,,51,24,6,77,30,0
1,16:56,4v4,OTT,7,o,46,7,5,oc,or,or,,,,,,,,0,30,20495,12/20/2015,T.B,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:38,4v4,OTT,5,w,61,46,7,orrl,ol,nl,y,y,,,,,,0,30,20495,12/20/2015,T.B,OTT,,,,7,61,5,46,30,0,,51,24,6,77,30,0
1,16:32,4v4,T.B,91,w,24,,,dsr,,,y,y,1 on 0,,,,,0,30,20495,12/20/2015,T.B,OTT,,,,7,61,5,46,30,0,,91,24,6,77,30,0
1,15:40,4v5,OTT,15,b,27,,,ol,,,y,y,,y,,,,0,30,20495,12/20/2015,T.B,OTT,,,,15,27,5,46,30,0,,42,90,91,86,6,30
1,14:37,5v4,T.B,89,s,77,17,77,or,oelr,or,,y,,y,,,,-1,30,20495,12/20/2015,T.B,OTT,,,,93,61,3,65,30,0,,17,51,24,77,89,30
1,13:57,5v4,T.B,42,w,86,6,,nc,dc,,,y,,,,,,0,30,20495,12/20/2015,T.B,OTT,,,,15,27,5,46,30,0,,42,90,91,86,6,30
