Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Hurricanes,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,1:15,5v5,FLA,33,s,44,68,,opr,opc,,,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,5,7,31,,11,16,68,33,44,35
1,0:32,5v5,FLA,73,w,18,73,,or,nr,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,14,15,18,27,65,31,,27,73,18,5,51,35
2,19:36,5v5,CAR,5,o,15,18,,oelc,oelc,,y,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,15,18,24,5,7,31,,21,63,36,6,7,35
2,18:36,5v5,FLA,68,w,11,,,oelc,,,y,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,7,27,31,,11,16,68,33,44,35
2,18:30,5v5,FLA,68,w,11,,,or,,,y,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,7,27,31,,11,16,68,33,44,35
2,13:54,5v4,CAR,26,o,25,26,7,opc,opc,opr,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,15,53,25,7,26,31,,63,36,33,44,35,0
2,13:33,5v4,CAR,7,w,26,25,26,oc,opl,ol,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,15,53,25,7,26,31,,63,36,33,44,35,0
2,12:06,5v5,FLA,16,b,86,11,,orrc,oc,,y,y,3 on 2,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,16,86,6,7,35
2,11:34,5v5,FLA,33,w,16,68,,opr,oelc,,,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,14,18,42,27,65,31,,11,16,68,33,44,35
2,10:41,5v5,FLA,51,w,73,18,27,oc,nr,dc,,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,15,16,24,26,47,31,,27,73,18,5,51,35
2,10:26,5v5,FLA,18,w,73,18,,oelc,oelc,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,15,16,24,26,47,31,,27,73,18,5,51,35
2,8:49,5v5,CAR,27,o,32,,,opr,,,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,12,49,32,27,65,31,,17,42,86,33,44,35
2,8:39,5v5,CAR,27,w,65,12,32,opl,oelc,or,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,12,49,32,27,65,31,,17,42,86,33,44,35
2,7:54,5v5,CAR,16,o,24,,,or,,,y,y,,y,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,15,16,24,27,47,31,,11,16,68,5,51,35
2,3:32,5v4,CAR,53,s,26,7,,oc,or,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,15,53,25,7,26,31,,11,16,6,7,35,0
2,3:21,5v4,CAR,26,w,7,,,opr,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,15,53,25,7,26,31,,11,16,6,7,35,0
2,3:04,5v5,FLA,33,o,16,,,opl,,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,15,53,25,7,65,31,,11,16,86,33,44,35
2,2:34,5v5,CAR,65,s,27,,,oc,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,42,53,27,65,31,,11,16,68,33,44,35
2,2:21,5v5,CAR,42,w,27,65,,nr,nl,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,27,68,33,44,35
2,2:14,5v5,CAR,65,o,42,,,opl,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,27,68,33,44,35
2,2:03,5v4,CAR,27,o,49,24,,opr,oc,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,16,49,32,27,31,,17,18,33,44,35,0
2,1:18,5v4,CAR,32,w,27,32,,oc,opr,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,16,49,32,27,31,,16,18,33,44,35,0
2,1:09,5v4,CAR,32,s,49,27,,ol,oc,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,16,49,32,27,31,,16,18,33,44,35,0
2,0:52,5v4,CAR,12,o,27,,,oc,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,16,49,32,27,31,,16,18,33,44,35,0
2,0:23,5v4,CAR,53,w,26,,,nc,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,15,53,25,7,26,31,,17,36,6,7,35,0
2,0:06,5v5,CAR,25,w,7,,,nc,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,15,53,25,7,26,31,,17,63,36,6,7,35
3,19:05,5v5,FLA,33,o,16,68,,oc,dc,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,5,7,31,,11,16,68,33,44,35
3,17:42,5v5,CAR,26,s,32,,,oelpl,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,49,32,26,47,31,,27,73,18,5,51,35
3,17:11,5v5,CAR,7,o,15,,,opr,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,15,18,24,5,7,31,,17,42,86,5,51,35
3,16:35,5v5,FLA,63,t,21,36,63,orrc,nl,nc,y,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,16,53,25,27,65,31,,21,63,36,6,7,35
3,16:26,5v5,FLA,36,t,6,21,,or,opr,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,16,53,25,27,65,31,,21,63,36,6,7,35
3,15:30,5v5,CAR,11,w,47,,,dr,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,16,68,33,44,35
3,14:11,5v5,FLA,27,o,73,,,oc,,,,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,12,49,32,5,7,31,,27,73,18,5,51,35
3,13:59,5v5,CAR,7,o,12,32,,opr,dl,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,49,32,5,7,31,,27,73,18,5,51,35
3,13:23,5v5,CAR,27,o,32,,,opr,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,49,32,27,65,31,,11,16,68,33,44,35
3,11:14,5v5,CAR,14,w,7,5,,dc,dr,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,14,42,5,7,31,,21,63,36,6,7,35
3,10:31,5v5,FLA,73,w,33,,,ol,,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,12,49,32,5,7,31,,27,73,18,33,44,35
3,10:09,5v5,CAR,12,o,32,5,,oc,nl,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,49,32,26,47,31,,27,73,18,33,44,35
3,9:47,5v5,CAR,32,o,47,12,,oc,opr,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,12,49,32,26,47,31,,27,73,18,33,44,35
3,9:31,5v5,CAR,65,o,14,42,,opl,oell,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,16,68,33,44,35
3,9:01,5v5,FLA,51,w,11,,,opr,,,,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,16,68,5,51,35
3,8:38,5v5,CAR,53,t,5,25,,ol,opl,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,16,53,25,5,7,31,,21,63,36,5,51,35
3,7:44,5v5,FLA,7,b,17,42,,nc,nl,,,y,,,86,y,y,0,31,20041,10/13/2015,CAR,FLA,,,,12,49,32,26,47,31,,17,42,86,6,7,35
3,6:30,5v5,FLA,5,w,51,16,,opl,opl,,,y,,,,,,-2,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,16,68,5,51,35
3,6:23,5v5,FLA,51,w,5,11,,opr,oelpc,,,,,,,,,-2,31,20041,10/13/2015,CAR,FLA,,,,11,14,42,27,65,31,,11,16,68,5,51,35
3,4:41,5v5,CAR,12,b,32,18,,nr,dr,,,,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,12,18,32,27,65,31,,17,42,86,33,44,35
3,3:31,5v5,CAR,12,w,49,26,47,dl,dl,dc,,y,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,16,49,53,26,47,31,,11,16,68,5,51,35
3,3:13,6v5,CAR,11,o,12,32,12,ol,ol,opl,y,,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,11,12,24,32,5,26,,11,16,68,5,51,35
3,2:20,6v5,CAR,25,w,27,,,ol,,,,y,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,12,18,32,25,27,65,,17,21,36,6,7,35
3,1:13,5v5,CAR,16,a,5,,,ol,,,y,y,,,,,,-3,35,20041,10/13/2015,CAR,FLA,,,,16,49,53,5,26,31,,42,63,86,5,51,35
3,0:56,5v5,CAR,53,w,5,,,oc,,,y,,,,,,,-3,35,20041,10/13/2015,CAR,FLA,,,,16,49,53,5,26,31,,42,63,86,5,51,35
1,19:39,5v5,DAL,91,o,90,,,oelc,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,31,32,,11,12,16,27,65,31,,90,91,14,3,33,32
1,19:15,5v5,CAR,14,w,32,54,,oc,or,,,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,26,54,31,,13,20,10,4,47,32
1,18:58,5v5,DAL,10,w,20,13,,oelc,oelr,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,26,54,31,,13,20,10,4,47,32
1,18:04,5v5,DAL,43,w,33,,,ol,,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,53,25,5,26,31,,12,17,43,3,33,32
1,17:13,5v5,DAL,47,s,83,22,,opl,oelc,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,26,54,31,,22,83,38,4,47,32
1,17:10,5v5,DAL,4,s,91,,,ofp,,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,4,47,32
1,16:38,5v5,DAL,14,t,91,90,14,orrl,or,nc,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,4,24,32
1,15:58,5v5,CAR,32,w,49,,,oc,,,,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,27,65,31,,13,20,10,2,24,32
1,14:45,5v5,DAL,83,w,38,,,oelc,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,26,54,31,,22,83,38,4,47,32
1,14:39,5v5,DAL,47,w,38,,,opl,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,26,54,31,,22,83,38,4,47,32
1,14:28,5v5,DAL,38,t,22,83,,ol,ol,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,26,54,31,,22,83,38,4,47,32
1,13:33,5v5,DAL,14,s,91,2,,ol,ol,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,2,24,32
1,13:28,5v5,DAL,13,w,24,10,20,or,opr,of,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,26,54,31,,13,20,10,2,24,32
1,12:48,5v5,DAL,20,t,33,20,,ol,opc,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,26,31,,13,20,10,3,33,32
1,12:35,5v5,DAL,10,w,3,,,oelr,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,26,31,,13,20,10,3,33,32
1,10:47,5v5,DAL,14,w,90,14,91,oelc,oelc,oell,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,3,33,32
1,10:37,5v5,CAR,25,s,20,,,oc,,,,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,20,53,25,5,7,31,,13,20,10,2,24,32
1,10:29,5v5,CAR,25,t,20,7,20,oc,or,opr,y,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,20,53,25,5,7,31,,13,20,10,2,24,32
1,10:05,5v5,DAL,2,s,17,,,opr,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,53,25,5,7,31,,12,17,43,2,24,32
1,8:23,5v5,CAR,12,s,65,,,dsl,,,,y,,,11,y,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,3,33,32
1,8:13,5v5,DAL,91,w,14,91,,ol,nc,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,3,33,32
1,7:54,5v5,DAL,91,w,14,,,oelc,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,3,33,32
1,6:26,5v5,DAL,43,t,33,12,,ol,or,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,53,25,26,54,31,,12,17,43,3,33,32
1,4:03,5v4,DAL,90,s,91,3,14,oc,ol,oc,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,18,20,26,27,31,0,,90,91,10,14,3,32
1,3:46,5v4,DAL,3,w,91,,,opl,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,18,20,26,27,31,0,,90,91,10,14,3,32
1,3:04,5v4,DAL,22,s,12,,,opl,,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,14,5,54,31,0,,13,20,22,4,33,32
1,2:58,5v4,DAL,24,s,90,,,ofp,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,18,49,26,27,65,31,,90,91,14,2,24,32
1,2:54,5v4,DAL,24,o,14,,,opl,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,18,49,26,27,65,31,,90,91,14,2,24,32
1,2:26,5v5,DAL,24,s,91,,,ol,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,18,49,32,26,27,31,,90,91,14,2,24,32
1,1:43,5v5,DAL,11,b,5,,,ol,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,53,25,26,54,31,,22,83,38,3,33,32
1,1:39,5v5,DAL,26,s,20,,,ofp,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,53,25,26,54,31,,22,83,38,3,33,32
1,1:01,5v5,DAL,22,t,33,83,,ol,opl,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,53,25,26,54,31,,22,83,38,3,33,32
1,0:33,5v5,DAL,10,w,20,,,oelc,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,0:03,5v5,DAL,13,t,20,24,10,orrl,or,opr,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,27,65,31,,13,20,10,2,24,32
2,19:50,5v5,DAL,91,w,90,,,ol,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,19:14,5v5,DAL,91,w,14,90,,oc,oc,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,5,7,31,,90,91,14,4,47,32
2,18:04,5v5,DAL,17,o,43,,,oc,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:30,5v5,DAL,14,w,24,43,12,or,oc,nc,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:10,5v5,CAR,23,o,5,,,oelc,,,y,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,15,18,23,5,7,31,,90,91,14,3,33,32
2,16:55,5v5,DAL,22,t,38,,,ol,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,5,7,31,,22,83,38,3,33,32
2,16:53,5v5,DAL,22,w,33,,,oelc,,,y,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,5,7,31,,22,83,38,3,33,32
2,16:21,5v5,CAR,65,s,12,,,oelpr,,,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,4,47,32
2,16:19,5v5,CAR,11,w,12,,,oc,,,y,y,,y,,,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,4,47,32
2,14:37,5v5,DAL,91,w,3,91,,or,nc,,,,,,,,,1,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,3,33,32
2,14:11,5v5,CAR,54,w,18,,,opl,,,,,,,,,,1,31,20196,11/6/2015,DAL,CAR,,,,15,18,23,26,54,31,,22,83,38,2,24,32
2,13:09,5v5,CAR,49,t,14,32,,or,or,,y,,,,,,,1,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,7,31,,13,20,10,2,24,32
2,13:04,5v5,CAR,5,s,49,,,oell,,,,,,,,,,1,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,7,31,,13,20,10,2,24,32
2,11:53,5v5,DAL,91,o,90,14,,oc,or,,,,,,,,,1,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,33,47,32
2,11:44,5v5,DAL,91,w,24,90,,or,ol,,,,,,,,,1,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,33,47,32
2,11:32,5v5,CAR,18,w,11,,,or,,,,,,,,,,1,31,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,11:08,5v5,DAL,17,b,91,43,,oc,ol,,,,,,,,,1,32,20196,11/6/2015,DAL,CAR,,,,12,16,20,27,65,31,,17,91,43,3,33,32
2,10:16,5v5,DAL,22,b,83,22,,or,nr,,y,y,,,83,y,y,1,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,5,7,31,,22,83,38,2,24,32
2,9:58,5v5,CAR,49,w,32,,,ol,,,,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,26,54,31,,13,20,10,4,47,32
2,9:24,5v5,DAL,47,s,13,10,,or,dc,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,16,49,26,54,31,,13,20,10,33,47,32
2,8:30,5v5,CAR,20,w,53,,,ol,,,,y,,,20,y,,0,31,20196,11/6/2015,DAL,CAR,,,,20,53,25,5,7,31,,12,17,43,3,33,32
2,6:29,5v5,DAL,90,w,14,33,,orrl,oell,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,26,54,31,,90,91,14,3,33,32
2,6:23,5v5,CAR,16,w,12,,,nc,,,,,2 on 1 ,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,26,54,31,,90,91,14,3,33,32
2,5:38,5v5,DAL,10,w,47,20,,ol,ofp,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,49,32,5,7,31,,13,20,10,4,47,32
2,5:32,5v5,DAL,4,w,47,10,20,ol,opl,of,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,20,49,32,5,7,31,,13,20,10,4,47,32
2,4:35,5v5,CAR,32,w,14,,,ol,,,y,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,27,65,31,,12,17,43,2,24,32
2,4:17,5v5,DAL,3,s,43,,,opr,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,18,25,27,65,31,,12,17,43,3,33,32
2,4:09,5v5,CAR,65,w,35,18,,oc,orrl,,y,y,2 on 1 ,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,18,25,27,65,31,,12,17,43,3,33,32
2,4:05,5v5,CAR,54,w,26,20,,oc,ofp,,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,20,53,25,26,54,31,,22,83,38,4,47,32
2,3:48,5v5,CAR,26,o,54,25,,ol,opl,,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,20,53,25,26,54,31,,22,83,38,4,47,32
2,3:09,5v5,CAR,16,w,12,,,or,,,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,3,33,32
2,2:40,5v5,CAR,16,w,27,11,12,opr,oelc,ol,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,90,91,14,3,33,32
2,1:00,5v5,CAR,14,o,32,54,32,oc,or,opr,y,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:53,5v5,CAR,26,s,54,14,,oc,opc,,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:06,5v5,CAR,5,s,49,,,ofp,,,,y,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,7,31,,13,20,90,3,33,32
3,18:58,5v5,CAR,14,t,5,32,14,orrr,ol,oell,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,7,31,,13,20,90,3,33,32
3,18:39,5v5,CAR,49,w,14,32,,ol,oelc,,y,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,7,31,,13,20,90,3,33,32
3,18:31,5v5,DAL,90,s,13,,,ol,,,y,y,2 on 1,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,5,7,31,,13,20,90,4,47,32
3,18:20,5v5,CAR,53,w,25,,,dc,,,y,y,1 on 0,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,20,53,25,26,54,31,,12,17,43,4,47,32
3,17:57,5v5,CAR,7,s,18,,,ofp,,,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,15,18,23,5,7,31,,22,83,38,2,24,32
3,17:20,5v5,DAL,91,s,14,,,oelc,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,91,10,14,2,3,32
3,16:28,5v5,DAL,90,w,12,,,or,,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,26,54,31,,13,20,90,3,33,32
3,16:20,5v5,DAL,20,b,90,,,or,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,26,54,31,,13,20,90,3,33,32
3,16:14,5v5,DAL,33,s,20,2,,opl,ol,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,14,49,32,26,54,31,,13,20,90,3,33,32
3,14:37,5v5,DAL,38,b,2,,,dr,,,,y,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,18,53,23,7,26,31,,22,83,38,2,24,32
3,14:26,5v5,DAL,22,w,83,,,or,,,y,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,15,18,23,26,54,31,,22,83,38,2,24,32
3,13:41,5v5,CAR,12,w,11,65,,or,dc,,y,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,91,10,14,3,33,32
3,13:32,5v5,CAR,12,t,27,11,,oc,opr,,y,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,91,10,14,3,33,32
3,13:04,5v5,DAL,91,w,14,,,oc,,,,,,,,,,0,32,20196,11/6/2015,DAL,CAR,,,,11,12,16,27,65,31,,91,10,14,3,33,32
3,12:31,5v5,CAR,32,w,49,,,ol,,,,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,11:25,5v5,CAR,53,w,20,25,20,oelc,or,or,y,,,,,,,0,31,20196,11/6/2015,DAL,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
