Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Panthers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,14:48,5v4,FLA,73,o,51,18,51,oc,opl,oc,,,,,,,,2,1,20083,10/20/2015,FLA,PIT,,,,21,73,18,36,51,1,,11,13,4,12,29,0
3,14:44,5v4,FLA,73,w,18,,,orrl,,,y,,,,,,,2,1,20083,10/20/2015,FLA,PIT,,,,21,73,18,36,51,1,,11,13,4,12,29,0
3,14:16,5v4,FLA,73,t,51,21,73,oc,opr,nr,,,,,,,,2,1,20083,10/20/2015,FLA,PIT,,,,21,73,18,36,51,1,,7,71,28,58,29,0
3,12:44,5v5,FLA,86,w,7,,,nc,,,,,,,,,,2,1,20083,10/20/2015,FLA,PIT,,,,17,42,86,6,7,1,,13,17,61,3,4,29
3,12:17,5v5,PIT,3,s,17,,,opl,,,,,,,,,,2,29,20083,10/20/2015,FLA,PIT,,,,17,42,86,5,51,1,,13,17,61,3,4,29
3,9:28,5v5,FLA,36,w,63,36,5,ol,nr,dc,,,,,,,,2,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,5,51,1,,7,11,24,3,4,29
3,9:23,5v5,FLA,51,s,36,,,opl,,,,y,,,,,,2,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,5,51,1,,7,11,24,3,4,29
3,8:35,5v5,FLA,7,w,21,73,7,oc,nl,dl,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,21,27,73,6,7,1,,71,72,57,3,4,29
3,7:32,5v5,PIT,12,w,14,8,,dl,dc,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,11,16,68,33,44,1,,81,87,14,8,12,29
3,7:20,5v5,PIT,87,o,81,,,orrc,,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,11,16,68,33,44,1,,81,87,14,8,12,29
3,7:14,5v5,PIT,17,w,3,13,,ol,of,,,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,11,16,68,33,44,1,,81,87,14,8,12,29
3,6:16,5v5,FLA,42,w,17,,,oc,,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,17,42,86,5,51,1,,71,72,57,28,58,29
3,6:07,5v5,FLA,42,o,17,,,oelc,,,y,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,17,42,86,5,51,1,,71,72,57,28,58,29
3,1:57,5v5,PIT,57,w,71,,,or,,,,,,,,,,0,29,20083,10/20/2015,FLA,PIT,,,,21,63,36,6,7,1,,71,72,57,8,58,29
3,1:50,5v5,FLA,36,w,63,21,,or,dr,,,y,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,33,44,1,,87,72,57,8,58,29
3,1:32,5v5,FLA,63,w,18,36,33,nc,dl,dl,,,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,11,63,18,33,44,1,,81,87,14,28,58,29
3,0:37,5v5,FLA,6,w,16,,,opc,,,,,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,11,16,68,6,7,1,,13,17,61,8,12,29
4,4:30,3v4,FLA,36,s,44,,,nc,,,,y,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,36,0,33,44,1,0,,71,81,87,0,58,29
4,4:04,4v3,PIT,81,w,58,87,71,oc,oc,oc,,,,,,,,0,29,20083,10/20/2015,FLA,PIT,,,,17,0,33,44,1,0,,71,81,87,0,58,29
4,3:46,4v3,PIT,81,w,58,81,,oc,oc,,y,y,,,,,,0,29,20083,10/20/2015,FLA,PIT,,,,17,0,33,44,1,0,,71,81,87,0,58,29
4,3:39,4v3,PIT,71,o,58,87,71,oc,opr,or,y,y,,y,,,,0,29,20083,10/20/2015,FLA,PIT,,,,17,0,33,44,1,0,,71,81,87,0,58,29
1,17:52,5v5,COL,5,o,7,,,opr,,,,,,,,,,0,1,20128,10/27/2015,FLA,COL,1,20,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,17:27,5v5,FLA,36,s,5,,,opr,,,,,,,,,,0,20,20128,10/27/2015,FLA,COL,35,1,,63,18,36,5,51,1,,34,14,40,6,32,20
1,16:42,5v5,FLA,6,o,21,,,oelpr,,,,,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,21,42,73,6,7,1,,34,14,40,6,32,20
1,16:08,5v5,COL,92,s,29,6,,nc,dr,,,y,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,63,18,36,33,44,1,,29,8,92,6,32,20
1,16:01,5v5,FLA,44,o,36,,,opr,,,,,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,63,18,36,33,44,1,,29,8,92,6,32,20
1,13:43,5v5,FLA,73,w,6,73,21,or,oelpr,oelc,,y,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,21,42,73,6,7,1,,29,8,92,5,16,20
1,13:38,5v5,FLA,7,w,21,,,opl,,,,,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,21,42,73,6,7,1,,29,8,92,5,16,20
1,13:31,5v5,FLA,6,w,73,42,,opr,oelc,,,,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,21,42,73,6,7,1,,29,8,92,5,16,20
1,12:33,5v5,FLA,33,s,18,44,36,opr,or,or,,y,,,18,y,,0,20,20128,10/27/2015,FLA,COL,,,,63,18,36,33,44,1,,9,12,92,2,4,20
1,12:31,5v5,FLA,63,r,,,,,,,y,y,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,63,18,36,33,44,1,,9,12,92,2,4,20
1,12:10,5v5,FLA,63,w,18,,,nl,,,,y,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,63,18,36,33,44,1,,9,12,45,6,32,20
1,9:40,5v5,COL,4,o,2,29,,opr,opr,,,y,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,21,42,36,7,44,1,,29,8,92,2,4,20
1,9:35,5v5,COL,12,w,4,45,,or,of,,,y,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,63,18,36,33,44,1,,9,12,45,2,4,20
1,9:10,5v5,COL,12,w,9,,,oelc,,,y,,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,63,18,36,33,44,1,,9,12,45,2,4,20
1,8:03,5v4,COL,4,s,12,40,,opl,oc,,,,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,11,17,33,44,1,0,,29,12,40,92,4,20
1,7:42,5v4,COL,12,o,4,29,,oc,opr,,,y,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,11,17,33,44,1,0,,29,12,40,92,4,20
1,7:36,5v4,COL,7,w,9,6,9,oc,oc,of,y,,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,27,36,6,7,1,0,,7,9,34,6,32,20
1,7:13,5v4,COL,32,w,9,6,,or,oc,,,,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,27,36,6,7,1,0,,7,9,34,6,32,20
1,7:11,5v4,COL,7,t,9,,,oelr,,,y,,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,27,36,6,7,1,0,,7,9,34,6,32,20
1,5:54,5v4,COL,12,w,4,12,29,oc,opl,or,,,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,63,18,33,44,1,0,,29,12,40,92,4,20
1,5:11,5v4,COL,9,w,12,,,ol,,,,,,,,,,0,1,20128,10/27/2015,FLA,COL,,,,17,36,7,51,1,0,,9,34,12,14,6,20
1,4:10,5v5,FLA,27,w,11,42,,ol,ol,,y,,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:18,5v4,FLA,27,s,5,73,63,oc,of,of,,y,,,,,,0,20,20128,10/27/2015,FLA,COL,,,,11,27,63,73,5,1,,7,55,6,32,20,0
2,19:43,5v5,FLA,5,w,27,5,,oc,dc,,,y,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,11,27,36,5,51,1,,9,12,45,6,32,20
2,18:56,5v4,COL,4,w,9,,,of,,,,y,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,17,36,33,44,1,0,,7,9,34,12,4,20
2,17:18,5v3,COL,92,t,40,4,,,,,,y,,,29,,,1,1,20128,10/27/2015,FLA,COL,,,,17,33,44,1,0,0,,29,40,92,6,32,20
2,17:08,5v3,COL,6,o,32,6,40,oc,oc,or,,,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,17,33,44,1,0,0,,29,40,92,6,32,20
2,17:02,5v3,COL,6,w,29,,,ol,,,,y,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,17,33,44,1,0,0,,29,40,92,6,32,20
2,16:42,5v4,COL,12,w,9,4,,oc,or,,,y,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:34,5v5,COL,4,w,32,,,opr,,,,,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,27,18,6,33,44,1,,9,34,14,4,32,20
2,14:57,5v5,FLA,73,w,11,73,5,oc,oc,nr,y,y,,,21,y,,1,20,20128,10/27/2015,FLA,COL,,,,11,21,73,5,44,1,,7,25,55,5,16,20
2,13:41,5v5,FLA,5,o,51,21,,or,of,,,,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,21,42,73,5,51,1,,34,14,40,5,16,20
2,13:25,5v5,COL,34,t,40,,,orrc,,,y,,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,11:07,5v5,COL,14,w,5,,,ol,,,,,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,10:50,5v5,COL,14,w,34,40,,ol,nr,,,y,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,63,73,18,6,7,1,,34,14,40,5,16,20
2,10:27,5v5,COL,16,w,5,14,40,opr,opr,or,,,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,10:01,5v5,COL,32,s,6,7,,oelpr,opr,,,,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,17,21,42,6,7,1,,7,25,55,6,32,20
2,9:01,5v5,FLA,36,w,27,,,opr,,,,,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,11,27,36,5,33,1,,29,8,92,2,4,20
2,8:30,5v5,FLA,7,s,63,,,of,,,,,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,8:02,5v5,FLA,51,w,17,,,of,,,,y,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,17,22,86,5,51,1,,9,12,45,5,16,20
2,7:16,5v5,COL,12,w,9,,,dr,,,,y,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,11,27,36,6,7,1,,9,12,45,2,4,20
2,6:55,5v5,COL,34,w,32,,,nc,,,,,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,63,73,18,6,7,1,,34,14,40,2,32,20
2,3:49,5v5,COL,6,w,32,,,ol,,,,y,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,11,27,36,6,7,1,,9,12,45,6,32,20
2,2:30,5v5,COL,5,s,14,,,opr,,,,y,,,,,,1,1,20128,10/27/2015,FLA,COL,,,,21,42,63,5,51,1,,34,14,40,5,16,20
2,1:08,5v5,FLA,33,o,86,,,oelpc,,,,,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,22,36,86,33,44,1,,29,8,92,16,32,20
3,18:04,5v5,FLA,7,s,21,,,opl,,,,,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,17,21,42,6,7,1,,34,14,40,5,16,20
3,17:51,5v5,FLA,6,w,21,17,,opr,or,,,,,,,,,1,20,20128,10/27/2015,FLA,COL,,,,21,27,42,6,7,1,,34,14,40,5,16,20
3,17:03,5v4,FLA,21,o,7,51,21,orrr,oc,opl,y,y,,y,,,,1,20,20128,10/27/2015,FLA,COL,,,,21,18,36,7,51,1,,29,92,2,6,20,0
3,16:04,5v5,COL,16,o,40,,,opr,,,,,,,,,,2,1,20128,10/27/2015,FLA,COL,,,,17,21,73,33,44,1,,34,14,40,5,16,20
3,12:39,5v5,FLA,11,w,27,,,nc,,,,y,,,,,,2,20,20128,10/27/2015,FLA,COL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,11:55,5v4,FLA,73,w,63,73,11,oc,or,oc,,,,,,,,2,20,20128,10/27/2015,FLA,COL,,,,11,27,63,73,5,1,,7,34,2,6,20,0
3,11:25,5v4,FLA,63,w,5,63,,or,opr,,,y,,,,,,2,20,20128,10/27/2015,FLA,COL,,,,11,27,63,73,5,1,,40,55,5,16,20,0
3,11:12,5v4,FLA,7,o,36,18,51,oc,orrl,oc,,y,,,,,,2,20,20128,10/27/2015,FLA,COL,,,,21,18,36,7,51,1,,7,14,5,16,20,0
3,10:53,5v4,FLA,7,o,51,7,18,oc,opr,ol,,y,,,,,,2,20,20128,10/27/2015,FLA,COL,,,,21,18,36,7,51,1,,34,40,2,6,20,0
3,10:31,5v4,FLA,36,w,18,21,,oelr,oelc,,y,y,,,,,,2,20,20128,10/27/2015,FLA,COL,,,,21,18,36,7,51,1,,34,40,2,6,20,0
3,10:11,5v4,FLA,18,t,36,21,,orrc,or,,,y,,y,,,,2,20,20128,10/27/2015,FLA,COL,,,,21,18,36,7,51,1,,34,40,2,6,20,0
3,8:20,5v5,COL,9,b,7,,,or,,,y,,,,,,,3,1,20128,10/27/2015,FLA,COL,,,,21,63,73,6,7,1,,7,9,12,6,16,20
3,8:12,5v5,COL,4,w,34,14,,of,of,,,,,,,,,3,1,20128,10/27/2015,FLA,COL,,,,17,21,42,5,51,1,,34,14,40,2,4,20
3,6:33,5v4,COL,29,o,4,92,4,oc,opr,oc,,y,,,,,,3,1,20128,10/27/2015,FLA,COL,,,,63,36,33,44,1,0,,29,12,40,92,4,20
3,5:58,4v5,FLA,51,s,18,,,or,,,y,y,,y,,,,3,20,20128,10/27/2015,FLA,COL,,,,17,18,7,51,1,0,,7,9,34,4,32,20
3,5:19,5v5,COL,14,w,8,,,oell,,,,,,,,,,4,1,20128,10/27/2015,FLA,COL,,,,11,27,5,33,44,1,,25,8,55,6,32,20
3,4:58,5v5,FLA,21,w,27,,,oc,,,y,y,,,,,,4,20,20128,10/27/2015,FLA,COL,,,,11,21,27,44,51,1,,25,29,55,2,16,20
3,4:50,5v5,FLA,5,w,21,,,opl,,,,,,,,,,4,20,20128,10/27/2015,FLA,COL,,,,11,21,27,5,51,1,,25,29,55,2,16,20
3,4:18,5v5,FLA,51,s,63,,,opr,,,,,,,,,,4,20,20128,10/27/2015,FLA,COL,,,,63,22,86,5,51,1,,29,14,92,2,16,20
3,4:06,5v5,COL,29,w,92,,,nc,,,,y,,,,,,4,1,20128,10/27/2015,FLA,COL,,,,63,22,86,5,51,1,,29,14,92,4,16,20
3,3:04,5v5,COL,40,s,8,16,34,ol,ol,of,y,,,,,,,4,1,20128,10/27/2015,FLA,COL,,,,11,27,36,33,44,1,,34,8,40,6,16,20
3,1:00,5v5,COL,4,w,16,92,,opl,of,,,,,,,,,4,1,20128,10/27/2015,FLA,COL,,,,21,42,63,33,44,1,,29,14,92,4,16,20
1,19:43,5v5,ANA,7,w,22,,,or,,,y,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,31,1,,11,27,68,33,44,1,,7,22,33,3,45,31
1,19:00,5v5,ANA,47,w,26,,,of,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,30,35,,21,18,36,33,44,1,,29,67,26,2,47,31
1,18:55,5v5,ANA,7,w,47,2,22,orrl,oc,of,y,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,6,7,1,,7,22,33,2,47,31
1,18:08,5v5,ANA,26,s,67,,,oc,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,23,27,68,6,7,1,,29,67,26,3,45,31
1,17:44,5v5,FLA,51,w,23,51,,oelpl,ol,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,23,63,73,5,51,1,,29,67,26,3,45,31
1,17:13,5v5,FLA,6,s,17,,,of,,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,42,28,6,7,1,,62,19,43,4,5,31
1,17:09,5v5,FLA,7,w,6,28,,opr,of,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,42,28,6,7,1,,22,62,19,4,5,31
1,15:29,5v5,ANA,17,t,45,3,10,or,opl,opl,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,11,21,18,33,44,1,,17,25,10,3,45,31
1,15:27,5v5,ANA,45,s,22,,,of,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,22,33,3,45,31
1,14:46,5v5,FLA,5,w,11,27,51,nc,nc,dl,y,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,22,33,5,45,31
1,14:38,5v5,FLA,51,s,11,,,oelpc,,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,22,33,5,45,31
1,12:42,5v5,FLA,5,w,18,5,,or,or,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,21,18,36,5,51,1,,17,25,10,2,47,31
1,11:04,5v5,ANA,47,w,2,67,,opr,of,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,23,63,73,6,7,1,,29,67,26,2,47,31
1,9:44,5v4,ANA,47,w,45,25,45,oc,opl,ol,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,17,36,33,44,1,0,,25,29,67,45,47,31
1,9:12,5v4,ANA,67,w,47,,,ol,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,17,18,6,7,1,0,,29,67,19,2,47,31
1,8:56,4v5,FLA,5,w,27,,,of,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,7:23,5v5,ANA,17,w,10,,,nl,,,y,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,21,18,36,33,44,1,,17,25,10,4,5,31
1,5:24,5v5,ANA,5,w,62,43,,opl,ol,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,23,63,73,5,51,1,,62,19,43,4,5,31
1,4:16,5v4,FLA,18,w,51,18,21,oc,opl,ol,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,3:56,5v4,FLA,73,o,51,18,,oc,opl,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,21,73,18,36,51,1,,17,33,2,47,31,0
1,3:47,5v4,FLA,11,a,68,5,63,or,or,of,y,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,11,27,63,68,5,1,,7,22,4,45,31,0
1,2:24,5v5,ANA,43,w,3,,,nc,,,y,y,2 on 1,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,21,18,36,44,51,1,,33,43,3,4,5,31
1,1:29,5v5,FLA,33,o,27,,,oc,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,19:28,5v5,ANA,45,w,7,,,opr,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,22,33,3,45,31
2,18:47,5v5,ANA,10,w,19,4,19,oelpl,oelc,oelc,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,21,68,36,5,51,1,,17,10,19,4,5,31
2,18:13,5v5,ANA,26,b,17,47,,oc,nl,,,,3 on 2,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,21,18,36,33,44,1,,10,19,26,5,47,31
2,16:32,4v5,ANA,26,w,22,,,nr,,,y,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,21,73,18,36,5,1,,22,26,4,5,31,0
2,16:05,5v4,FLA,18,s,21,51,18,ol,oc,opr,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,21,73,18,36,51,1,,62,26,3,45,31,0
2,14:59,5v5,FLA,23,s,17,,,oc,,,y,y,,y,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,23,42,6,7,1,,17,10,19,4,47,31
2,14:34,5v5,ANA,4,s,26,25,,opl,oell,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,23,63,73,33,44,1,,25,29,26,2,4,31
2,12:31,5v4,ANA,47,s,45,19,45,opr,opr,or,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,18,6,7,1,0,,22,29,19,45,47,31
2,12:23,5v4,ANA,47,s,45,19,,opc,opr,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,18,6,7,1,0,,22,29,19,45,47,31
2,12:15,5v4,ANA,29,w,3,29,,oc,of,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,63,36,33,44,1,0,,22,29,19,2,47,31
2,11:46,5v5,ANA,47,w,43,,,orrc,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,23,63,73,5,51,1,,62,26,43,2,47,31
2,11:34,5v5,ANA,2,w,26,,,opr,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,23,63,73,5,51,1,,62,26,43,2,47,31
2,11:00,5v5,FLA,21,t,36,21,36,ol,oc,nc,y,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,21,18,36,6,7,1,,17,10,26,4,5,31
2,10:30,5v5,ANA,45,w,7,22,,opr,oell,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,33,44,1,,7,22,33,3,45,31
2,9:27,5v5,ANA,2,s,26,,,opc,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,17,42,28,5,51,1,,25,29,26,2,47,31
2,8:26,5v5,FLA,6,o,23,7,,or,dsl,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,23,63,73,6,7,1,,62,19,43,2,47,31
2,6:58,5v5,ANA,45,w,10,45,,or,nr,,y,,4 on 3,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,21,18,36,33,44,1,,7,17,10,3,45,31
2,5:50,5v4,FLA,27,s,36,68,,oc,nr,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,11,27,63,68,5,1,,22,33,2,47,31,0
2,5:41,5v4,FLA,51,s,36,,,opr,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,21,18,68,36,51,1,,7,17,4,47,31,0
2,2:43,5v5,ANA,7,w,4,5,,oc,dr,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,33,44,1,,7,22,33,4,5,31
2,2:07,5v5,FLA,27,w,11,33,,ol,ol,,y,y,,,44,y,y,0,31,20184,11/4/2015,ANA,FLA,,,,11,27,68,33,44,1,,7,22,33,3,45,31
2,1:13,5v5,FLA,7,w,18,,,opl,,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,21,18,36,6,7,1,,25,29,26,2,47,31
3,19:46,5v5,ANA,33,w,45,,,dc,,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,22,33,2,47,31
3,18:58,5v5,FLA,33,w,21,36,,opl,or,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,21,18,36,33,44,1,,17,25,10,4,5,31
