Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Panthers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,9:14,5v5,FLA,73,w,18,73,,ol,nl,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,27,73,18,33,44,1,,28,93,12,32,55,30
3,8:39,5v5,PHI,15,s,23,,,opc,,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,11,16,68,6,7,1,,10,14,89,15,23,30
3,7:58,5v5,FLA,21,w,6,7,,nc,dr,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,21,63,36,5,51,1,,14,25,76,3,82,30
3,7:25,5v5,FLA,51,w,5,51,36,opc,opc,opr,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,21,63,36,5,51,1,,25,76,78,3,82,30
3,6:10,5v5,FLA,6,w,27,73,33,opl,nc,dl,,y,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,27,73,18,6,44,1,,89,28,93,32,55,30
3,4:43,5v5,PHI,21,s,24,,,oc,,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,21,63,36,5,51,1,,17,24,21,32,82,30
3,4:30,5v5,PHI,25,w,82,,,nl,,,y,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,21,63,73,5,51,1,,25,76,78,32,82,30
3,4:25,5v5,PHI,15,s,28,,,of,,,,y,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,27,73,18,33,44,1,,28,93,12,15,23,30
3,4:11,5v5,FLA,73,o,44,18,44,oelc,or,or,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,27,73,18,33,44,1,,28,93,12,15,23,30
3,3:20,5v5,FLA,16,w,6,,,or,,,,,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,11,16,68,6,7,1,,10,14,89,32,55,30
3,2:12,5v5,PHI,23,w,93,,,of,,,,,,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,21,63,36,33,44,1,,28,93,12,15,23,30
3,1:17,5v5,PHI,76,w,32,,,orrc,,,y,,3 on 1,,,,,1,1,20035,10/12/2015,PHI,FLA,,,,11,16,68,6,7,1,,14,76,17,15,32,30
3,0:12,5v5,FLA,73,w,16,18,,or,opr,,,y,,,,,,1,30,20035,10/12/2015,PHI,FLA,,,,11,16,27,73,18,68,,14,25,78,15,55,30
1,19:31,5v5,FLA,36,o,21,,,ol,,,y,,,,,,,0,31,20041,10/13/2015,CAR,FLA,31,35,,21,63,36,6,7,35,,16,53,25,5,7,31
1,18:53,5v5,FLA,44,w,68,11,,opr,oelc,,,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,30,1,,11,16,68,33,44,35,,11,14,42,27,65,31
1,18:41,5v5,FLA,11,w,16,,,or,,,,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,27,65,31
1,18:26,5v5,FLA,33,w,44,,,opr,,,,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,27,65,31
1,17:59,5v5,FLA,27,w,51,18,,or,oc,,y,y,,y,,,,0,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,12,49,32,26,47,31
1,17:10,5v5,FLA,6,w,7,17,,opl,opl,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,17,42,86,6,7,35,,15,18,24,26,65,31
1,16:03,4v5,CAR,14,w,42,,,nc,,,y,,1 on 0,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,11,16,27,68,5,35,,14,42,47,65,31,0
1,15:37,5v4,FLA,16,o,68,16,27,oelc,oc,ol,y,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,27,68,5,35,,14,42,7,47,31,0
1,15:15,5v4,FLA,16,w,68,,,oell,,,y,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,27,68,5,35,,14,42,7,47,31,0
1,14:50,5v4,FLA,36,w,73,,,oc,,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,21,73,18,36,51,35,,11,49,26,65,31,0
1,14:22,5v5,CAR,49,w,53,7,,nc,dc,,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,21,73,18,33,51,35,,11,49,53,5,7,31
1,13:48,5v5,FLA,42,w,86,,,oelc,,,y,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,17,42,86,33,44,35,,12,16,53,5,7,31
1,13:14,5v5,CAR,12,w,7,5,12,dr,dl,dl,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,12,16,53,26,47,31
1,11:40,5v5,FLA,5,o,16,,,opr,,,,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,5,6,35,,11,14,32,27,65,31
1,11:36,5v5,FLA,73,w,27,,,of,,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,12,49,32,5,7,31
1,10:15,5v4,CAR,27,o,32,16,12,opr,opr,or,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,17,18,33,44,35,0,,12,16,49,32,27,31
1,10:06,5v4,CAR,49,t,32,27,16,or,opl,ol,y,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,17,18,33,44,35,0,,12,16,49,32,27,31
1,9:55,5v4,CAR,27,o,49,32,16,opr,opr,oc,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,17,18,33,44,35,0,,12,16,49,32,27,31
1,9:32,5v4,CAR,49,w,32,12,,opr,or,,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,63,36,33,44,35,0,,12,16,49,32,27,31
1,9:05,5v4,CAR,53,w,27,,,nr,,,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,16,36,6,44,35,0,,15,53,25,7,26,31
1,8:49,5v4,CAR,53,s,26,25,,opl,oc,,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,16,27,6,7,51,35,,15,53,25,7,26,31
1,7:33,5v4,FLA,27,o,5,11,16,oc,opr,oc,y,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,27,68,5,35,,11,18,27,65,31,0
1,6:34,5v4,FLA,73,w,51,,,oc,,,y,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,21,73,18,36,51,35,,14,42,26,47,31,0
1,5:35,5v5,CAR,12,w,53,,,or,,,y,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,17,42,86,33,44,35,,12,49,53,5,7,31
1,5:10,5v5,FLA,6,s,63,36,,opl,ol,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,21,63,36,6,7,35,,12,49,32,5,7,31
1,4:58,5v5,FLA,6,s,36,7,36,opl,ol,oelpc,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,4:47,5v5,FLA,63,s,7,6,36,opr,opc,ol,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,21,63,36,6,7,35,,12,49,32,5,7,31
1,3:43,5v5,CAR,47,w,24,18,,of,of,,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,15,18,24,26,47,31
1,3:17,5v5,FLA,5,w,27,18,,opr,or,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,15,18,24,26,47,31
1,1:15,5v5,FLA,33,s,44,68,,opr,opc,,,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,5,7,31
1,0:32,5v5,FLA,73,w,18,73,,or,nr,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,14,15,18,27,65,31
2,19:36,5v5,CAR,5,o,15,18,,oelc,oelc,,y,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,21,63,36,6,7,35,,15,18,24,5,7,31
2,18:36,5v5,FLA,68,w,11,,,oelc,,,y,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,7,27,31
2,18:30,5v5,FLA,68,w,11,,,or,,,y,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,7,27,31
2,13:54,5v4,CAR,26,o,25,26,7,opc,opc,opr,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,63,36,33,44,35,0,,15,53,25,7,26,31
2,13:33,5v4,CAR,7,w,26,25,26,oc,opl,ol,,y,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,63,36,33,44,35,0,,15,53,25,7,26,31
2,12:06,5v5,FLA,16,b,86,11,,orrc,oc,,y,y,3 on 2,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,86,6,7,35,,11,14,42,27,65,31
2,11:34,5v5,FLA,33,w,16,68,,opr,oelc,,,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,14,18,42,27,65,31
2,10:41,5v5,FLA,51,w,73,18,27,oc,nr,dc,,y,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,15,16,24,26,47,31
2,10:26,5v5,FLA,18,w,73,18,,oelc,oelc,,,,,,,,,-1,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,15,16,24,26,47,31
2,8:49,5v5,CAR,27,o,32,,,opr,,,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,17,42,86,33,44,35,,12,49,32,27,65,31
2,8:39,5v5,CAR,27,w,65,12,32,opl,oelc,or,,,,,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,17,42,86,33,44,35,,12,49,32,27,65,31
2,7:54,5v5,CAR,16,o,24,,,or,,,y,y,,y,,,,-1,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,5,51,35,,15,16,24,27,47,31
2,3:32,5v4,CAR,53,s,26,7,,oc,or,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,16,6,7,35,0,,15,53,25,7,26,31
2,3:21,5v4,CAR,26,w,7,,,opr,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,16,6,7,35,0,,15,53,25,7,26,31
2,3:04,5v5,FLA,33,o,16,,,opl,,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,11,16,86,33,44,35,,15,53,25,7,65,31
2,2:34,5v5,CAR,65,s,27,,,oc,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,42,53,27,65,31
2,2:21,5v5,CAR,42,w,27,65,,nr,nl,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,27,68,33,44,35,,11,14,42,27,65,31
2,2:14,5v5,CAR,65,o,42,,,opl,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,27,68,33,44,35,,11,14,42,27,65,31
2,2:03,5v4,CAR,27,o,49,24,,opr,oc,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,17,18,33,44,35,0,,12,16,49,32,27,31
2,1:18,5v4,CAR,32,w,27,32,,oc,opr,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,16,18,33,44,35,0,,12,16,49,32,27,31
2,1:09,5v4,CAR,32,s,49,27,,ol,oc,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,16,18,33,44,35,0,,12,16,49,32,27,31
2,0:52,5v4,CAR,12,o,27,,,oc,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,16,18,33,44,35,0,,12,16,49,32,27,31
2,0:23,5v4,CAR,53,w,26,,,nc,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,17,36,6,7,35,0,,15,53,25,7,26,31
2,0:06,5v5,CAR,25,w,7,,,nc,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,17,63,36,6,7,35,,15,53,25,7,26,31
3,19:05,5v5,FLA,33,o,16,68,,oc,dc,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,5,7,31
3,17:42,5v5,CAR,26,s,32,,,oelpl,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,12,49,32,26,47,31
3,17:11,5v5,CAR,7,o,15,,,opr,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,17,42,86,5,51,35,,15,18,24,5,7,31
3,16:35,5v5,FLA,63,t,21,36,63,orrc,nl,nc,y,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,21,63,36,6,7,35,,16,53,25,27,65,31
3,16:26,5v5,FLA,36,t,6,21,,or,opr,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,21,63,36,6,7,35,,16,53,25,27,65,31
3,15:30,5v5,CAR,11,w,47,,,dr,,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,27,65,31
3,14:11,5v5,FLA,27,o,73,,,oc,,,,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,12,49,32,5,7,31
3,13:59,5v5,CAR,7,o,12,32,,opr,dl,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,27,73,18,5,51,35,,12,49,32,5,7,31
3,13:23,5v5,CAR,27,o,32,,,opr,,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,12,49,32,27,65,31
3,11:14,5v5,CAR,14,w,7,5,,dc,dr,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,21,63,36,6,7,35,,11,14,42,5,7,31
3,10:31,5v5,FLA,73,w,33,,,ol,,,,,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,27,73,18,33,44,35,,12,49,32,5,7,31
3,10:09,5v5,CAR,12,o,32,5,,oc,nl,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,27,73,18,33,44,35,,12,49,32,26,47,31
3,9:47,5v5,CAR,32,o,47,12,,oc,opr,,,y,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,27,73,18,33,44,35,,12,49,32,26,47,31
3,9:31,5v5,CAR,65,o,14,42,,opl,oell,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,33,44,35,,11,14,42,27,65,31
3,9:01,5v5,FLA,51,w,11,,,opr,,,,y,,,,,,0,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,5,51,35,,11,14,42,27,65,31
3,8:38,5v5,CAR,53,t,5,25,,ol,opl,,,,,,,,,0,35,20041,10/13/2015,CAR,FLA,,,,21,63,36,5,51,35,,16,53,25,5,7,31
3,7:44,5v5,FLA,7,b,17,42,,nc,nl,,,y,,,86,y,y,0,31,20041,10/13/2015,CAR,FLA,,,,17,42,86,6,7,35,,12,49,32,26,47,31
3,6:30,5v5,FLA,5,w,51,16,,opl,opl,,,y,,,,,,-2,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,5,51,35,,11,14,42,27,65,31
3,6:23,5v5,FLA,51,w,5,11,,opr,oelpc,,,,,,,,,-2,31,20041,10/13/2015,CAR,FLA,,,,11,16,68,5,51,35,,11,14,42,27,65,31
3,4:41,5v5,CAR,12,b,32,18,,nr,dr,,,,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,17,42,86,33,44,35,,12,18,32,27,65,31
3,3:31,5v5,CAR,12,w,49,26,47,dl,dl,dc,,y,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,5,51,35,,16,49,53,26,47,31
3,3:13,6v5,CAR,11,o,12,32,12,ol,ol,opl,y,,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,11,16,68,5,51,35,,11,12,24,32,5,26
3,2:20,6v5,CAR,25,w,27,,,ol,,,,y,,,,,,-2,35,20041,10/13/2015,CAR,FLA,,,,17,21,36,6,7,35,,12,18,32,25,27,65
3,1:13,5v5,CAR,16,a,5,,,ol,,,y,y,,,,,,-3,35,20041,10/13/2015,CAR,FLA,,,,42,63,86,5,51,35,,16,49,53,5,26,31
3,0:56,5v5,CAR,53,w,5,,,oc,,,y,,,,,,,-3,35,20041,10/13/2015,CAR,FLA,,,,42,63,86,5,51,35,,16,49,53,5,26,31
1,18:32,5v5,FLA,73,o,27,6,21,ol,dr,dl,,,,,,,,0,1,20083,10/20/2015,FLA,PIT,29,1,,27,73,18,5,51,1,,13,17,61,3,4,29
1,16:25,5v5,FLA,68,w,11,16,,ol,orrc,,y,,3 on 2,,,,,0,1,20083,10/20/2015,FLA,PIT,37,35,,11,16,68,33,44,1,,81,87,14,28,58,29
1,16:12,5v5,PIT,17,w,61,,,nl,,,,,,,,,,0,29,20083,10/20/2015,FLA,PIT,,,,21,63,36,5,51,1,,13,17,61,3,4,29
1,15:56,5v5,PIT,3,o,13,,,oelpc,,,,,,,,,,0,29,20083,10/20/2015,FLA,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:43,5v5,FLA,17,o,86,,,ol,,,,,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,17,42,86,33,44,1,,81,87,57,8,12,29
1,14:40,5v5,FLA,44,o,42,,,opr,,,,,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,17,42,86,33,44,1,,81,87,57,8,12,29
1,14:01,5v5,FLA,11,w,16,68,44,oc,nc,dl,y,,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,11,16,68,5,51,1,,81,87,14,28,58,29
1,15:38,5v5,FLA,68,o,51,68,,ol,opc,,,,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:47,5v5,FLA,51,w,36,,,oelpr,,,,y,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,21,63,36,5,51,1,,7,11,24,3,4,29
1,12:41,5v5,FLA,5,w,51,,,opl,,,,,,,,,,0,1,20083,10/20/2015,FLA,PIT,,,,21,63,36,5,51,1,,7,11,24,3,4,29
1,10:23,5v5,PIT,87,w,81,87,,nr,dc,,y,y,,,,,,0,29,20083,10/20/2015,FLA,PIT,,,,21,63,36,33,44,1,,81,87,14,3,4,29
1,9:47,5v4,PIT,87,w,71,58,87,ol,oc,ofp,y,,,,,,,0,29,20083,10/20/2015,FLA,PIT,,,,17,18,33,44,1,0,,71,81,87,14,58,29
1,9:00,5v4,PIT,87,w,71,58,87,orrl,oc,opr,y,y,,y,,,,0,29,20083,10/20/2015,FLA,PIT,,,,63,36,33,44,1,0,,71,81,87,14,58,29
1,6:52,5v5,FLA,33,o,18,73,18,opc,oc,nl,,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,27,73,18,33,44,1,,71,81,57,28,58,29
1,6:29,5v5,PIT,58,s,28,71,,oc,opl,,,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,27,73,18,33,44,1,,71,72,57,28,58,29
1,4:22,5v4,PIT,71,s,58,71,,oc,opl,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,16,18,6,7,1,0,,13,71,72,57,58,29
1,3:54,5v4,PIT,81,o,71,87,58,orrr,oelr,oc,y,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,63,36,7,44,1,0,,71,81,87,14,58,29
1,3:44,5v4,PIT,87,w,71,,,oc,,,,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,63,36,7,44,1,0,,71,81,87,14,58,29
1,3:35,5v4,PIT,71,w,58,,,opc,,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,63,36,7,44,1,0,,71,81,87,14,58,29
1,3:26,5v4,PIT,58,o,71,14,87,oc,opr,or,,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,63,36,7,44,1,0,,71,81,87,14,58,29
1,2:58,5v4,PIT,71,s,87,71,,opr,oc,,,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,63,36,7,33,44,1,,71,81,87,14,58,29
1,1:40,5v5,FLA,73,s,6,73,,nc,dc,,,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,27,73,18,6,33,1,,13,17,61,3,4,29
1,0:23,5v5,PIT,58,w,71,,,of,,,,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,21,63,36,6,33,1,,71,72,57,28,58,29
1,0:17,5v5,PIT,57,o,71,,,or,,,y,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,21,63,36,6,33,1,,71,72,57,28,58,29
2,19:39,5v5,FLA,11,w,16,,,ol,,,y,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,11,16,68,33,44,1,,81,87,14,8,12,29
2,18:28,5v5,PIT,13,o,61,,,oelc,,,y,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,27,73,18,6,7,1,,13,17,61,3,4,29
2,18:05,5v5,PIT,17,w,61,3,4,nl,dl,dr,y,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,27,73,68,6,7,1,,7,17,61,8,12,29
2,17:21,5v5,FLA,5,w,11,16,,ol,nl,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,11,16,68,5,51,1,,11,87,24,8,28,29
2,16:58,5v5,PIT,28,w,81,87,,opr,of,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,21,63,36,33,44,1,,81,87,14,28,58,29
2,16:31,5v5,FLA,21,w,36,,,ol,,,y,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,21,63,36,33,44,1,,81,87,14,28,58,29
2,16:18,5v5,PIT,14,o,81,28,,oc,dr,,y,y,4 on 3,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,17,21,86,33,44,1,,81,87,14,3,58,29
2,13:42,5v5,FLA,18,w,63,,,nc,,,y,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,5,51,1,,71,72,57,3,4,29
2,13:21,5v5,FLA,18,w,36,51,,nc,dc,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,5,51,1,,71,72,57,3,4,29
2,11:48,5v5,FLA,11,w,68,,,oc,,,y,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,11,16,68,6,7,1,,71,72,57,8,12,29
2,11:43,5v5,FLA,6,w,17,,,opr,,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,17,42,86,6,7,1,,81,87,14,3,4,29
2,9:56,5v5,FLA,36,b,5,36,,dr,nc,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,5,51,1,,13,17,61,28,58,29
2,9:47,5v5,FLA,36,o,63,,,oelc,,,y,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,5,51,1,,13,17,61,28,58,29
2,9:02,5v5,PIT,7,w,17,28,58,nr,dr,dl,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,21,27,73,6,7,1,,7,11,72,8,12,29
2,8:50,5v5,PIT,8,w,11,12,72,opr,oc,oc,,,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,21,27,73,6,7,1,,7,11,72,8,12,29
2,7:03,5v5,FLA,63,s,44,,,dsr,,,,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,33,44,1,,71,72,57,3,4,29
2,6:54,5v5,FLA,51,w,17,,,of,,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,17,42,86,5,51,1,,13,17,61,28,58,29
2,6:36,5v5,PIT,17,w,58,,,oc,,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,17,42,86,5,51,1,,13,17,61,28,58,29
2,6:07,5v5,PIT,87,o,14,,,oc,,,y,y,2 on 1,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,27,42,86,5,51,1,,81,87,14,28,58,29
2,5:42,5v5,PIT,28,o,58,87,,opl,of,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,21,27,73,33,44,1,,81,87,14,28,58,29
2,4:14,5v5,FLA,21,w,16,,,oc,,,y,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,16,21,73,6,7,1,,71,72,57,3,4,29
2,3:54,5v5,FLA,16,o,51,68,,opl,ol,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,11,16,68,5,51,1,,13,24,61,8,12,29
2,3:10,4v5,PIT,7,w,11,58,,orrr,nc,,y,,3 on 2,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,11,21,73,36,51,1,,7,11,28,58,29,0
2,2:44,5v4,FLA,68,w,16,11,,oell,oelc,,y,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,11,16,27,68,5,1,,87,14,4,12,29,0
2,1:47,5v4,FLA,36,w,51,,,nc,,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,21,73,18,36,51,1,,7,11,28,58,29,0
2,1:36,5v4,FLA,21,t,73,51,,or,oc,,y,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,21,73,18,36,51,1,,7,11,28,58,29,0
2,1:18,5v5,FLA,17,s,63,42,,oelc,or,,,,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,17,42,63,6,7,1,,71,72,57,3,8,29
3,18:55,5v5,FLA,5,o,63,18,,opr,oelc,,,y,,,,,,1,1,20083,10/20/2015,FLA,PIT,,,,63,18,36,5,51,1,,71,72,57,3,4,29
3,17:43,5v5,PIT,72,b,57,58,,oc,dc,,,y,,,,,,1,29,20083,10/20/2015,FLA,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,16:45,5v5,PIT,4,o,87,,,opl,,,,y,,,81,y,y,1,29,20083,10/20/2015,FLA,PIT,,,,21,27,73,6,33,1,,81,87,14,3,4,29
3,15:00,5v4,FLA,68,w,11,16,,oc,oc,,,y,,,,,,2,1,20083,10/20/2015,FLA,PIT,,,,11,16,27,68,5,1,,7,13,28,58,29,0
