Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Penguins,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,14:26,5v4,PIT,87,w,71,87,,oc,oc,,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,55,77,88,0
2,14:01,5v4,PIT,72,o,71,87,58,oelr,or,oc,y,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,55,77,88,0
2,13:47,5v4,PIT,87,o,81,58,81,oc,oc,opl,y,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,55,77,88,0
2,13:16,5v5,PIT,14,w,57,,,oc,,,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,16,14,57,3,6,29,,13,23,5,25,62,88
2,12:57,5v5,PIT,14,w,17,,,ol,,,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,16,17,14,3,6,29,,13,23,5,25,62,88
2,11:48,5v3,T.B,51,o,9,91,86,orrl,oc,opr,y,y,,y,,,,0,29,20657,1/15/2016,T.B,PIT,,,,11,3,58,29,0,0,,9,51,91,86,18,88
2,11:13,5v4,T.B,51,o,6,91,,ol,opl,,,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,7,14,12,28,29,0,,51,90,91,24,6,88
2,11:00,5v3,T.B,86,o,91,9,,oc,ofp,,y,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,11,28,58,29,0,0,,9,51,91,86,18,88
2,10:34,5v3,T.B,91,o,51,86,91,opr,or,oc,,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,11,28,58,29,0,0,,9,51,91,86,18,88
2,9:22,5v4,T.B,24,b,90,51,,orrr,opr,,,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,87,14,12,58,29,0,,17,51,90,24,77,88
2,9:13,5v4,T.B,90,t,77,51,90,oc,opr,ol,,y,,y,,,,1,29,20657,1/15/2016,T.B,PIT,,,,87,14,12,58,29,0,,17,51,90,24,77,88
2,8:52,5v5,PIT,3,o,58,87,,ol,ofp,,,y,,,,,,2,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,58,29,,11,13,23,5,62,88
2,7:09,5v5,PIT,34,t,6,,,oelc,,,,y,,,,,,2,88,20657,1/15/2016,T.B,PIT,,,,16,17,34,6,28,29,,90,91,18,55,89,88
2,6:28,5v4,PIT,87,o,72,,,or,,,y,y,,,,,,2,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,5,62,88,0
2,5:58,5v4,PIT,87,w,58,71,,oc,opr,,,y,,,,,,2,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,11,23,6,55,88,0
2,5:44,5v4,PIT,58,s,87,,,opr,,,,y,,,,,,2,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,11,23,6,55,88,0
2,5:37,5v4,PIT,72,o,71,,,oelc,,,y,y,,y,,,,2,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,11,23,6,55,88,0
2,5:10,5v5,T.B,25,w,91,62,25,dr,dr,dl,,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,16,17,34,3,6,29,,90,91,18,25,62,88
2,4:30,5v5,PIT,43,o,11,,,oell,,,,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,7,11,43,8,12,29,,90,91,18,25,62,88
2,1:45,5v5,PIT,87,t,72,87,14,orrr,orrl,nl,y,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,58,29,,9,17,86,6,77,88
2,0:43,5v5,PIT,71,s,81,,,nr,,,,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,58,29,,13,51,24,5,62,88
2,0:13,5v5,T.B,91,w,18,55,77,nc,dl,dr,,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,16,17,34,6,58,29,,90,91,18,55,77,88
3,19:41,5v5,T.B,77,s,6,17,6,or,oelpr,dr,,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:30,5v5,T.B,17,t,77,9,,or,opr,,y,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,6,29,,9,17,86,6,77,88
3,18:59,5v5,T.B,24,s,51,,,ol,,,,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,8,12,29,,13,51,24,5,62,88
3,18:55,5v5,T.B,24,w,5,,,ol,,,,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,8,12,29,,13,51,24,5,62,88
3,18:44,5v5,T.B,55,s,18,,,oelpr,,,,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,16,17,34,6,28,29,,90,91,18,55,89,88
3,18:15,5v5,PIT,17,t,29,16,,ol,opl,,,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,16,17,57,6,28,29,,90,91,18,55,89,88
3,18:00,5v5,PIT,8,w,57,,,or,,,,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,8,12,29,,90,91,18,55,89,88
3,15:56,5v4,T.B,91,o,6,51,24,oc,oelpr,or,,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,16,34,3,58,29,0,,51,90,91,24,6,88
3,15:43,5v4,T.B,86,w,18,9,77,oelc,ol,ol,y,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,7,11,12,28,29,0,,9,17,86,18,77,88
3,15:02,5v5,T.B,17,t,9,77,18,orrr,oc,ol,y,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,16,34,14,12,28,29,,9,17,86,18,77,88
3,14:46,5v5,T.B,23,s,5,,,dc,,,,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,87,72,14,6,8,29,,11,13,23,5,62,88
3,14:40,5v5,PIT,72,w,87,72,,nc,dl,,,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,6,8,29,,11,13,23,5,62,88
3,14:18,5v5,PIT,6,w,81,,,oc,,,,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,8,29,,13,51,24,5,62,88
3,14:10,5v5,PIT,8,w,72,6,,opl,oell,,,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,8,29,,13,51,24,5,62,88
3,14:00,5v5,PIT,81,w,57,81,,oc,ol,,y,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,8,29,,13,51,24,5,62,88
3,13:46,5v5,PIT,71,t,8,6,8,ol,ol,ol,y,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,8,29,,13,51,24,5,62,88
3,13:34,5v5,PIT,3,o,58,72,,ol,ol,,,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,58,29,,9,17,86,6,77,88
3,13:01,5v5,PIT,12,s,16,,,oelpc,,,,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,16,17,34,8,12,29,,90,91,18,55,89,88
3,12:23,5v5,PIT,28,o,71,,,oc,,,,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,13,51,24,25,77,88
3,10:41,5v5,PIT,16,b,34,17,,oelr,or,,y,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,16,17,34,8,12,29,,90,86,18,6,55,88
3,10:25,5v5,T.B,90,t,91,18,90,or,ol,dr,y,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,16,17,34,8,12,29,,90,91,18,77,89,88
3,10:05,5v5,T.B,77,o,18,,,oc,,,y,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,11,91,18,77,89,88
3,9:53,5v5,PIT,57,o,81,71,,orrl,nl,,y,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,11,91,18,77,89,88
3,9:47,5v5,PIT,6,o,71,81,,ol,orrl,,y,y,,y,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,11,91,18,77,89,88
3,9:36,5v5,PIT,58,w,87,,,opr,,,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,87,72,6,58,29,,9,17,51,6,77,88
3,8:23,5v5,PIT,17,b,12,,,dc,,,,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,17,34,8,12,29,,51,23,24,5,62,88
3,7:13,5v5,T.B,17,w,25,86,,dc,dr,,,,,,,,,0,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,9,17,86,6,77,88
3,7:07,5v5,T.B,86,w,17,,,oelr,,,y,,,,,,,0,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,9,17,86,6,77,88
3,6:20,5v5,PIT,3,o,87,,,ofp,,,,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,58,29,,11,13,23,5,62,88
3,6:12,5v5,PIT,14,s,3,14,72,or,opr,ol,,y,,y,,,,0,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,58,29,,11,13,23,5,62,88
3,6:02,5v5,PIT,57,w,81,,,nl,,,,y,,,,,,-1,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,3,58,29,,90,91,18,55,77,88
3,5:34,5v5,PIT,81,w,71,,,oc,,,,,,,,,,-1,88,20657,1/15/2016,T.B,PIT,,,,71,81,34,8,12,29,,90,91,18,55,77,88
3,3:27,5v5,PIT,87,w,14,58,3,nr,dr,dl,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,58,29,,90,91,18,55,77,88
3,3:14,5v5,PIT,17,w,87,,,ol,,,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,87,34,72,3,58,29,,90,91,18,55,77,88
3,3:06,5v5,PIT,16,w,17,,,ol,,,y,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,16,17,34,8,12,29,,90,91,18,55,77,88
3,1:40,5v5,PIT,81,w,71,8,3,dl,dc,dl,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,8,12,29,,90,86,18,5,77,88
3,1:27,5v5,T.B,77,w,18,86,,ol,dsr,,y,y,,,,,,0,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,8,12,29,,90,86,18,6,77,88
3,1:19,5v5,PIT,8,o,81,71,,opl,dl,,,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,57,8,12,29,,90,91,18,6,77,88
3,1:13,5v5,PIT,28,w,17,16,,opl,ofp,,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,16,17,34,6,28,29,,51,24,18,6,77,88
4,4:26,5v5,PIT,71,o,81,,,or,,,y,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,0,0,58,29,,9,51,0,0,6,88
4,3:36,5v5,PIT,72,w,87,,,ol,,,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,87,72,0,0,58,29,,91,18,0,0,77,88
4,2:51,5v5,T.B,86,w,90,,,or,,,,y,,,86,y,y,0,29,20657,1/15/2016,T.B,PIT,,,,16,72,0,0,6,29,,90,86,0,0,5,88
1,19:30,5v5,CHI,4,w,2,19,65,ol,opl,oelc,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,29,50,,7,71,81,3,58,29,,19,65,81,2,4,50
1,18:46,5v5,PIT,8,w,87,14,,dr,dr,,,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,37,33,,87,14,57,8,12,29,,15,72,88,7,52,50
1,18:11,5v5,CHI,86,w,11,24,,oc,dr,dl,,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,47,57,50
1,17:20,5v5,PIT,3,o,58,71,,opl,of,,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,11,24,86,7,52,50
1,17:01,5v5,PIT,81,w,71,,,or,,,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,11,24,86,7,52,50
1,15:17,5v5,CHI,28,w,70,29,7,oc,nr,dr,,y,,,28,y,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,28,70,29,7,52,50
1,15:03,5v5,CHI,52,w,7,70,,or,opr,,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,28,70,29,7,52,50
1,13:33,5v5,CHI,7,o,88,72,2,opr,oc,dc,,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,87,14,57,3,58,29,,15,72,88,7,52,50
1,13:22,5v5,CHI,72,w,88,52,,nr,dsc,,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,87,14,57,3,58,29,,15,72,88,7,52,50
1,11:16,5v5,CHI,11,w,57,47,,dr,dc,,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,47,57,50
1,11:24,5v5,CHI,47,s,57,24,11,or,oelpr,or,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,47,57,50
1,11:00,5v5,CHI,86,w,57,,,oc,,,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,47,57,50
1,10:07,5v5,PIT,61,w,16,61,,ol,ol,,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,11,16,61,3,58,29,,28,70,29,7,52,50
1,9:13,5v5,PIT,6,o,28,13,,opl,of,,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,2,4,50
1,8:36,5v5,CHI,86,w,57,86,11,oc,nr,dl,y,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,15,86,47,57,50
1,7:26,5v5,PIT,7,w,81,58,3,nr,dc,dl,,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,19,65,81,7,52,50
1,6:57,5v5,CHI,52,w,7,,,nc,,,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,11,16,61,6,58,29,,28,70,29,52,57,50
1,6:18,5v5,CHI,72,w,2,88,72,oc,opr,ol,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,87,14,57,8,12,29,,15,72,88,2,4,50
1,5:36,5v5,PIT,16,w,6,16,,oc,opc,,,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,11,16,61,6,28,29,,28,70,29,47,57,50
1,5:23,5v5,PIT,72,w,6,,,ol,,,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,2,4,50
1,5:03,5v5,CHI,11,w,24,,,or,,,y,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,47,57,50
1,4:42,5v5,CHI,81,w,11,,,oell,,,y,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,13,81,43,28,58,29,,11,19,81,4,47,50
1,3:28,5v4,CHI,52,o,81,52,86,opc,oc,opr,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,11,13,3,28,29,0,,19,65,81,86,52,50
1,3:18,5v4,CHI,52,o,81,52,,opl,oc,,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,11,13,3,28,29,0,,19,65,81,86,52,50
1,0:31,5v5,CHI,88,w,72,7,57,nr,dc,dl,,,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,71,81,72,8,12,29,,15,72,88,2,7,50
2,18:52,5v5,PIT,14,w,87,6,87,or,or,opr,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,6,28,29,,11,24,86,2,4,50
2,18:23,5v5,PIT,6,w,87,,,opl,,,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:57,5v5,PIT,16,w,61,14,28,nc,dl,dc,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,11,16,61,8,12,29,,15,72,88,47,57,50
2,17:51,5v5,PIT,12,o,8,71,,or,of,,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,8,12,29,,15,70,88,47,57,50
2,17:21,5v5,PIT,81,w,71,,,oc,,,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,8,12,29,,15,72,88,7,52,50
2,16:10,5v5,CHI,70,w,28,29,,oc,oc,,,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,16,43,61,3,58,29,,28,70,29,47,57,50
2,15:57,5v5,CHI,19,w,52,,,nc,,,,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,11,16,61,3,58,29,,19,65,81,7,52,50
2,14:26,5v5,PIT,14,w,3,14,,ol,opl,,,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,3,58,29,,15,72,88,2,7,50
2,12:22,5v5,PIT,58,w,87,14,,opc,ol,,,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,3,58,29,,19,65,81,7,52,50
2,12:14,5v5,PIT,57,w,87,14,3,oc,oc,ol,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,3,58,29,,19,65,81,7,52,50
2,11:52,5v5,PIT,58,w,87,57,14,oc,oc,dsr,,,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,7,87,57,8,58,29,,15,72,88,2,4,50
2,11:23,5v5,PIT,8,b,7,71,81,opl,dc,dr,,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,8,12,29,,15,72,88,2,4,50
2,11:13,5v5,CHI,72,o,88,2,,orrc,dc,,y,y,2 on 1,y,,,,0,29,20592,1/5/2016,PIT,CHI,,,,7,71,81,8,12,29,,15,72,88,2,4,50
2,10:54,5v5,PIT,72,w,13,,,ol,,,y,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,47,57,50
2,10:36,5v5,PIT,43,o,72,,,ol,,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,11,24,86,47,57,50
2,10:26,5v5,CHI,11,w,24,86,11,or,or,nc,y,y,,,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,16,72,43,6,28,29,,11,24,86,2,4,50
2,10:09,5v5,PIT,3,s,58,11,,or,oelpc,,,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,11,16,61,3,58,29,,19,65,81,2,4,50
2,10:05,5v5,PIT,58,w,71,,,of,,,,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,11,24,86,2,4,50
2,9:47,5v5,CHI,24,w,86,,,oc,,,y,,,,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,11,24,86,2,4,50
2,9:04,5v5,PIT,87,b,57,87,,orrl,nl,,y,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,8,12,29,,15,72,88,7,52,50
2,9:02,5v5,PIT,14,o,57,,,oelc,,,y,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,8,12,29,,15,72,88,7,52,50
2,8:38,5v4,PIT,71,o,58,71,87,oc,or,of,,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,71,81,87,72,58,29,,11,15,2,4,50,0
2,8:14,5v4,PIT,58,w,87,81,,ol,nc,,y,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,71,81,87,72,58,29,,19,81,2,4,50,0
2,6:53,4v4,CHI,86,w,57,,,ol,,,,y,,,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,71,87,3,6,29,0,,81,86,4,52,50,0
2,6:30,5v4,CHI,2,s,15,88,,oc,opl,,,y,,,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,7,16,3,6,29,0,,15,72,88,2,7,50
2,6:02,5v5,CHI,7,s,2,72,,oc,opl,,,,,,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,11,13,12,28,58,29,,15,72,88,2,7,50
2,5:40,5v5,CHI,88,w,2,72,2,oc,ol,or,,,,,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,11,13,12,28,58,29,,15,72,88,2,57,50
2,5:32,5v5,PIT,28,s,12,58,,dc,dc,,,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,11,13,12,28,58,29,,19,65,81,4,57,50
2,2:59,5v5,PIT,58,w,3,87,14,oc,opr,ol,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,72,14,3,58,29,,15,72,88,2,4,50
2,2:52,5v5,PIT,72,t,58,14,,oc,or,,y,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,72,14,3,58,29,,15,72,88,2,4,50
2,2:38,5v5,PIT,72,w,87,72,,oelc,or,,y,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,72,43,3,58,29,,15,72,88,2,4,50
2,2:05,5v5,PIT,81,w,58,,,dc,,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,13,81,43,28,58,29,,19,65,81,52,57,50
2,1:14,5v5,CHI,19,t,7,65,57,or,orrl,ol,y,y,,y,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,87,14,57,8,12,29,,19,65,81,7,47,50
2,0:48,5v5,CHI,65,o,81,19,7,oc,dr,dr,,,,,,,,-2,29,20592,1/5/2016,PIT,CHI,,,,11,16,61,8,12,29,,19,65,81,7,47,50
2,0:36,5v5,PIT,16,w,61,11,,ol,dl,,,,,,,,,-2,50,20592,1/5/2016,PIT,CHI,,,,11,16,61,3,58,29,,65,70,81,7,47,50
2,0:10,5v5,CHI,4,o,2,24,,oc,opl,,,,,,,,,-2,29,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,11,24,86,2,4,50
3,19:01,5v5,CHI,65,w,19,81,,oc,nr,,,y,,,,,,-2,29,20592,1/5/2016,PIT,CHI,,,,7,71,81,8,12,29,,19,65,88,4,52,50
3,18:32,5v5,CHI,15,w,72,,,oell,,,y,y,,,,,,-2,29,20592,1/5/2016,PIT,CHI,,,,87,14,57,8,12,29,,15,72,88,4,47,50
3,17:35,5v5,PIT,3,w,71,58,,oc,oc,,,y,,,58,,,-2,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,19,65,81,2,57,50
3,16:39,5v5,PIT,87,s,57,12,,oc,dc,,,,,,,,,-2,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,6,12,29,,15,72,88,4,52,50
3,15:20,5v5,CHI,86,w,24,,,oell,,,,y,,,,,,-2,29,20592,1/5/2016,PIT,CHI,,,,11,16,61,3,6,29,,11,24,86,4,52,50
3,14:06,5v5,PIT,87,w,57,58,3,or,nc,dl,y,y,,y,,,,-2,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,3,58,29,,15,72,88,4,52,50
3,13:49,5v5,PIT,87,b,14,,,nr,,,y,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,3,58,29,,15,72,88,2,4,50
3,13:22,5v5,PIT,72,w,43,3,,nl,dc,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,28,70,29,4,7,50
3,13:15,5v5,PIT,28,o,72,,,opl,,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,13,72,43,6,28,29,,28,70,29,4,7,50
3,12:21,5v5,PIT,81,w,8,81,,oc,opl,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,8,12,29,,11,24,86,4,47,50
3,11:15,5v5,PIT,81,w,3,58,,oc,dc,,,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,19,65,81,7,52,50
3,10:11,5v5,PIT,87,w,6,58,,dl,dc,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,6,58,29,,11,24,86,2,4,50
3,10:00,5v5,PIT,14,o,87,14,87,oc,or,oelc,y,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,6,58,29,,11,24,86,2,4,50
3,8:39,5v5,CHI,81,t,2,19,2,oc,opl,dc,y,,,,,,,-1,29,20592,1/5/2016,PIT,CHI,,,,7,71,81,12,28,29,,19,65,81,2,4,50
3,5:52,5v5,PIT,7,t,71,7,,or,oelc,,y,y,,,7,,,-1,50,20592,1/5/2016,PIT,CHI,,,,7,71,81,6,58,29,,15,72,88,2,57,50
3,4:20,5v5,PIT,13,w,72,8,,nr,dl,,,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,13,72,43,8,12,29,,19,65,81,47,57,50
3,4:02,5v5,PIT,81,w,58,3,,nc,dr,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,71,81,72,3,58,29,,11,24,86,2,57,50
3,3:43,5v5,PIT,71,w,3,,,oc,,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,71,81,72,3,58,29,,11,24,86,2,57,50
3,3:36,5v5,PIT,72,w,3,,,oc,,,,,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,81,87,72,3,58,29,,11,19,81,4,7,50
3,3:29,5v5,PIT,3,w,87,,,opl,,,,y,,,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,81,87,72,3,58,29,,11,19,81,4,7,50
3,2:50,5v5,PIT,58,s,87,,,of,,,,y,,y,,,,-1,50,20592,1/5/2016,PIT,CHI,,,,87,14,57,6,58,29,,15,72,88,2,4,50
3,1:28,5v5,CHI,65,w,81,,,nr,,,,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,7,71,81,3,58,29,,19,65,88,2,7,50
4,4:42,3v3,CHI,4,w,88,4,19,or,dr,nf,y,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,87,14,0,0,58,29,,19,88,0,0,4,50
4,4:29,3v3,PIT,58,o,87,14,,or,nc,,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,87,14,0,0,58,29,,19,88,0,0,4,50
4,4:19,3v3,CHI,88,w,19,88,,oc,nr,,y,y,2 on 0,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,87,14,0,0,58,29,,19,88,0,0,4,50
4,3:42,3v3,PIT,8,o,71,8,81,oc,oc,opr,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,71,81,0,0,8,29,,15,72,0,0,2,50
4,3:17,3v3,CHI,81,w,72,,,oc,,,y,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,71,57,0,0,8,29,,72,81,0,0,2,50
