Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Penguins,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,2:43,5v5,PIT,13,w,41,12,3,oc,nsc,dc,y,y,,,,,,0,31,20039,10/13/2015,PIT,MTL,,,,11,13,41,4,8,29,,17,21,15,76,77,31
2,2:34,5v5,PIT,11,b,13,11,,ol,ol,,y,y,,,13,y,,0,31,20039,10/13/2015,PIT,MTL,,,,11,13,41,4,8,29,,17,21,15,76,77,31
2,1:38,5v5,MTL,13,w,61,,,nc,,,,,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,71,72,57,28,58,29,,27,81,13,26,74,31
2,1:33,5v5,MTL,27,w,13,,,or,,,,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,71,72,57,28,58,29,,27,81,13,26,74,31
2,1:14,5v5,MTL,81,s,74,27,,dsc,nc,,,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,71,72,57,28,58,29,,27,81,13,26,74,31
2,0:50,5v5,MTL,11,w,74,,,nsc,,,y,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,87,72,57,28,58,29,,27,81,11,26,74,31
2,0:34,5v5,MTL,67,w,76,,,nl,,,,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,81,87,14,3,12,29,,14,11,67,76,79,31
2,0:03,5v5,PIT,12,w,14,,,opr,,,,,,,,,,0,31,20039,10/13/2015,PIT,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,18:54,5v5,MTL,32,w,76,,,dc,,,,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,81,87,14,4,8,29,,17,32,21,76,79,31
3,18:00,5v5,MTL,22,w,51,15,,orrc,oelr,,y,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,7,19,61,3,12,29,,51,22,15,28,77,31
3,17:29,5v5,MTL,81,s,27,28,,ol,ol,,y,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,7,11,41,28,58,29,,27,81,13,28,77,31
3,16:49,5v5,MTL,67,s,11,14,,orrc,orrc,,,,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,71,72,57,8,28,29,,14,11,67,26,74,31
3,16:43,5v5,MTL,26,w,14,,,opr,,,,,,,11,,,0,29,20039,10/13/2015,PIT,MTL,,,,71,72,57,8,28,29,,14,11,67,26,74,31
3,16:17,5v5,MTL,67,s,26,,,dsc,,,,y,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,81,87,14,3,12,29,,17,21,67,76,79,31
3,15:38,5v5,MTL,32,w,17,21,32,oc,ol,ol,y,,,,,,,0,29,20039,10/13/2015,PIT,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,14:40,5v5,MTL,15,w,51,22,,oell,nc,,y,y,,y,,,,0,29,20039,10/13/2015,PIT,MTL,,,,13,19,61,28,58,29,,51,22,15,28,77,31
3,14:30,5v5,MTL,26,s,13,81,,oc,oelc,,,,,,,,,-1,29,20039,10/13/2015,PIT,MTL,,,,7,11,41,4,8,29,,27,81,13,26,74,31
3,13:53,5v5,PIT,12,w,7,41,7,oelpc,oell,ol,,,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:20,5v5,MTL,67,s,79,,,orrl,,,y,,,,,,,-1,29,20039,10/13/2015,PIT,MTL,,,,71,72,57,28,58,29,,14,11,67,76,79,31
3,12:08,5v4,PIT,58,s,81,72,58,opl,oelc,oc,,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,71,81,87,72,58,29,,81,15,26,74,31,0
3,10:24,4v5,MTL,14,s,67,14,67,oc,oc,dr,y,y,,,,,,-1,29,20039,10/13/2015,PIT,MTL,,,,19,14,57,3,28,29,,14,67,74,77,31,0
3,9:43,5v5,MTL,15,w,51,15,,orrl,nc,,y,y,,,,,,-1,29,20039,10/13/2015,PIT,MTL,,,,7,11,41,4,8,29,,51,22,15,28,77,31
3,7:44,5v5,PIT,13,w,19,4,,orrc,ol,,y,,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,13,19,61,4,8,29,,17,32,21,26,74,31
3,6:42,5v5,PIT,3,w,81,3,87,orrc,oc,nc,y,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,81,87,14,3,12,29,,51,11,15,76,79,31
3,6:34,5v5,PIT,12,w,87,,,opr,,,,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,81,87,57,3,12,29,,51,11,15,28,77,31
3,6:03,5v5,PIT,28,s,71,,,of,,,,,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,71,72,57,28,58,29,,14,32,67,26,74,31
3,5:18,5v5,MTL,11,w,26,,,dsc,,,,y,,,,,,-1,29,20039,10/13/2015,PIT,MTL,,,,13,19,41,28,58,29,,14,11,67,26,74,31
3,5:04,5v5,PIT,58,s,13,,,dr,,,,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,13,19,41,28,58,29,,14,11,67,28,77,31
3,3:56,5v5,PIT,4,s,11,,,orrl,,,,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,11,72,57,4,8,29,,51,22,15,28,77,31
3,2:20,5v5,PIT,58,s,3,87,71,opr,oelpr,oelc,,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,71,81,87,3,58,29,,14,11,67,76,79,31
3,2:19,5v5,PIT,87,s,71,,,orrc,,,y,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,71,81,87,3,58,29,,14,11,67,76,79,31
3,2:13,5v5,PIT,19,s,12,13,,opr,of,,,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,13,19,14,3,12,29,,17,32,81,26,74,31
3,1:20,6v5,PIT,58,s,71,81,58,opr,orrc,nc,,y,,,,,,-1,31,20039,10/13/2015,PIT,MTL,,,,71,81,87,72,28,58,,51,22,15,26,74,31
1,19:28,5v5,PIT,87,o,16,,,oc,,,y,,,,,,,0,35,20252,11/14/2015,N.J,PIT,35,37,,13,72,14,8,12,37,,18,11,23,2,28,35
1,18:07,5v5,N.J,2,w,22,,,opl,,,,y,,,,,,0,37,20252,11/14/2015,N.J,PIT,1,29,,7,16,41,3,58,37,,9,16,22,2,28,35
1,17:51,5v5,N.J,16,w,22,,,dl,,,,y,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,7,16,41,3,58,37,,9,16,22,2,28,35
1,17:34,5v5,N.J,14,b,13,,,ol,,,y,,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,13,72,14,4,28,37,,14,20,13,7,8,35
1,16:22,5v5,N.J,6,b,21,6,,or,nc,,y,y,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,81,87,9,8,12,37,,19,21,51,6,28,35
1,14:35,5v4,PIT,13,w,87,14,58,or,nc,dr,,y,,,,,,0,35,20252,11/14/2015,N.J,PIT,,,,13,87,19,14,58,37,,16,20,2,7,35,0
1,13:47,5v4,PIT,71,o,3,81,3,ol,opl,ol,,,,,,,,0,35,20252,11/14/2015,N.J,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:13,5v5,PIT,71,w,81,3,,nc,dc,,,y,,,,,,0,35,20252,11/14/2015,N.J,PIT,,,,16,71,81,8,12,37,,14,11,13,2,7,35
1,12:59,5v5,N.J,2,w,14,2,,opr,dc,,,y,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,16,71,81,8,12,37,,14,20,13,2,7,35
1,12:28,5v5,N.J,19,s,21,8,,or,dc,,,,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,87,19,9,4,28,37,,19,21,51,7,8,35
1,11:56,5v5,PIT,12,s,71,19,8,oc,nc,dl,,y,,,,,,0,35,20252,11/14/2015,N.J,PIT,,,,71,81,9,8,12,37,,9,16,22,5,6,35
1,10:39,5v5,PIT,14,w,72,,,nc,,,,,,,,,,0,35,20252,11/14/2015,N.J,PIT,,,,13,72,14,4,28,37,,18,11,23,2,28,35
1,10:00,5v5,N.J,7,w,8,,,dc,,,,,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:02,5v5,N.J,6,w,19,,,oelpc,,,,,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:43,5v4,PIT,19,w,58,19,58,oc,opl,oc,y,y,,,,,,0,35,20252,11/14/2015,N.J,PIT,,,,13,87,19,14,58,37,,14,19,5,6,35,0
1,6:13,5v4,PIT,57,o,71,,,oc,,,y,y,,,,,,0,35,20252,11/14/2015,N.J,PIT,,,,71,81,72,57,58,37,,16,20,2,7,35,0
1,5:24,4v5,N.J,16,w,19,,,nr,,,,y,,,,,,0,37,20252,11/14/2015,N.J,PIT,,,,81,87,41,57,3,37,,9,16,19,7,8,35
1,3:55,5v5,N.J,6,w,5,51,19,or,opc,or,,y,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,87,19,9,3,58,37,,19,21,51,5,6,35
1,3:30,5v5,PIT,81,o,71,,,or,,,,y,,,,,,1,35,20252,11/14/2015,N.J,PIT,,,,71,81,57,4,28,37,,9,16,22,5,6,35
1,3:22,5v5,PIT,28,o,4,,,ol,,,,,,,,,,1,35,20252,11/14/2015,N.J,PIT,,,,71,81,57,4,28,37,,9,16,22,5,6,35
1,2:49,5v5,PIT,12,w,14,72,,opr,oc,,,,,,,,,1,35,20252,11/14/2015,N.J,PIT,,,,13,72,14,8,12,37,,18,11,23,2,28,35
1,1:37,5v5,N.J,13,w,20,,,oc,,,,y,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,71,81,41,4,28,37,,14,20,13,5,6,35
1,1:16,5v5,N.J,5,w,19,,,of,,,,y,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,71,81,57,8,12,37,,19,21,51,5,6,35
1,0:02,5v5,N.J,2,w,16,9,,opl,oc,,,,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,13,72,14,3,58,37,,9,16,22,2,28,35
2,19:29,4v4,N.J,28,s,2,14,,oc,of,,,y,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,13,72,14,3,58,37,,18,11,23,2,28,35
2,18:28,4v4,PIT,81,o,3,,,oc,,,y,,,,,,,1,35,20252,11/14/2015,N.J,PIT,,,,71,81,3,28,37,0,,19,20,5,6,35,0
2,16:59,5v5,N.J,16,b,9,,,or,,,y,,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:50,5v5,N.J,2,w,22,,,oelpc,,,,,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,13,19,14,4,8,37,,9,16,22,2,28,35
2,15:19,6v5,N.J,14,w,13,14,13,nc,dc,dl,,,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,71,81,57,3,12,37,,14,16,20,13,7,8
2,15:04,6v5,N.J,16,o,14,,,oell,,,y,,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,14:54,6v5,N.J,13,o,16,7,8,oc,ol,opl,,y,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,71,81,57,3,12,37,,14,16,20,13,7,8
2,14:46,5v4,N.J,21,s,51,,,opc,,,,,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,71,81,57,3,12,37,,14,16,20,13,7,8
2,14:42,5v4,N.J,8,o,21,19,,oc,opc,,,,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,13,9,28,58,37,0,,16,19,21,51,8,35
2,13:55,5v4,N.J,14,t,28,13,28,oc,opl,oc,y,y,,,20,y,,1,37,20252,11/14/2015,N.J,PIT,,,,7,16,4,12,37,0,,14,20,22,13,28,35
2,13:48,5v4,N.J,20,w,14,,,of,,,,y,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,87,9,28,58,37,0,,14,20,22,13,28,35
2,13:44,5v4,N.J,28,s,20,14,,oc,of,,,y,,,,,,1,37,20252,11/14/2015,N.J,PIT,,,,87,9,28,58,37,0,,14,20,22,13,28,35
2,13:36,4v5,PIT,87,w,28,,,dc,,,,y,2 on 1,,,,,1,35,20252,11/14/2015,N.J,PIT,,,,87,9,28,58,37,0,,14,20,22,13,28,35
2,12:01,5v5,PIT,81,w,14,,,dc,,,,y,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,71,81,14,3,58,37,,9,11,22,2,7,35
2,11:21,5v4,N.J,19,o,51,16,8,oc,or,oc,y,,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,13,72,4,12,37,0,,16,19,21,51,8,35
2,11:08,5v4,N.J,21,o,8,19,16,or,opc,or,y,,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,13,9,28,58,37,0,,16,19,21,51,8,35
2,10:46,5v4,N.J,21,w,19,16,21,or,nc,dc,,,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,7,16,12,28,37,0,,16,19,21,51,8,35
2,10:08,5v4,N.J,13,w,28,13,22,oc,opl,oc,,,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,7,16,4,12,37,0,,14,20,22,13,28,35
2,10:00,5v4,N.J,28,s,13,20,,ol,opr,,,,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,7,16,4,12,37,0,,14,20,22,13,28,35
2,8:01,5v5,N.J,2,s,9,7,2,ol,dsl,dr,,,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,71,81,57,3,28,37,,9,18,11,2,7,35
2,7:18,5v5,PIT,58,s,41,14,,opl,ol,,,,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,13,41,14,4,58,37,,18,11,23,8,28,35
2,5:27,5v5,N.J,9,w,16,5,,dc,dl,,,y,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,87,19,9,8,12,37,,9,16,22,5,7,35
2,4:44,5v5,PIT,58,w,71,,,ol,,,,,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,71,81,57,12,58,37,,19,21,51,5,6,35
2,3:38,5v5,PIT,3,s,58,87,,ol,of,,,y,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,7,16,87,3,58,37,,18,11,23,5,6,35
2,3:30,5v5,PIT,58,w,87,7,,opl,oelc,,,,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,7,16,87,3,58,37,,18,11,23,5,6,35
2,3:20,5v5,PIT,87,w,58,,,oc,,,,,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,7,16,87,3,58,37,,18,11,23,5,6,35
2,3:17,5v5,PIT,16,o,7,3,,oelc,or,,y,,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,7,16,87,3,58,37,,18,11,23,5,6,35
2,3:07,5v5,PIT,58,w,16,7,,oc,ol,,y,y,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,7,16,87,3,58,37,,18,11,23,5,6,35
2,2:53,5v5,PIT,7,t,58,,,ol,,,y,,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,7,16,87,28,58,37,,18,11,23,5,6,35
2,1:43,5v5,N.J,51,b,21,19,,dr,dr,,,y,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,71,81,57,4,12,37,,19,21,51,2,28,35
3,19:34,5v4,PIT,87,o,71,87,81,oc,or,or,,,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,71,81,87,14,58,37,,14,19,5,6,35,0
3,19:07,5v4,PIT,71,b,14,87,58,orrc,or,oc,y,y,,,,,,2,35,20252,11/14/2015,N.J,PIT,,,,71,81,87,14,58,37,,16,20,2,5,35,0
3,18:40,4v5,N.J,11,w,16,,,nl,,,,y,1 on 0,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,71,81,87,14,3,37,,16,11,6,7,35,0
3,18:00,5v5,N.J,23,w,14,20,,or,dr,,,,,,,,,2,37,20252,11/14/2015,N.J,PIT,,,,13,19,9,3,8,37,,14,20,23,5,6,35
3,17:38,5v5,N.J,18,o,9,,,oelc,,,y,,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,16:09,5v4,N.J,8,w,16,19,16,opr,or,or,,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,13,9,8,12,37,0,,16,19,21,51,8,35
3,15:19,5v4,N.J,21,w,8,51,,ol,opl,,y,,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,7,16,4,28,37,0,,16,21,51,22,8,35
3,15:07,5v4,N.J,8,w,21,16,51,oc,opr,oelc,,,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,7,16,4,28,37,0,,16,21,51,22,8,35
3,15:01,5v4,N.J,28,w,20,14,,ol,of,,,,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,7,16,4,28,37,0,,16,21,51,22,8,35
3,14:46,5v4,N.J,20,w,13,14,13,or,oelr,or,y,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,13,9,8,12,37,0,,14,20,22,13,28,35
3,13:36,5v5,PIT,87,w,28,,,ol,,,,y,,,,,,3,35,20252,11/14/2015,N.J,PIT,,,,87,41,57,28,58,37,,19,21,51,2,7,35
3,11:35,5v4,N.J,21,o,16,19,9,orrr,oelc,ol,,y,,,19,,,3,37,20252,11/14/2015,N.J,PIT,,,,71,14,3,28,37,0,,9,16,19,21,8,35
3,11:22,5v4,N.J,16,w,19,6,,or,dsc,,y,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,87,57,8,12,37,0,,9,16,19,5,6,35
3,10:40,5v5,N.J,14,o,20,13,,ol,or,,y,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,81,87,57,8,12,37,,14,20,13,5,6,35
3,9:25,5v5,N.J,22,w,7,,,dr,,,,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,13,19,9,4,12,37,,11,22,23,2,7,35
3,9:04,5v5,N.J,28,s,16,22,16,opr,or,nc,,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,13,19,9,8,28,37,,9,16,22,8,28,35
3,8:29,5v5,N.J,21,w,13,5,,orrl,dsr,,y,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,71,81,87,3,12,37,,19,21,13,5,6,35
3,8:23,5v5,N.J,5,s,19,,,opr,,,,y,,,,,,3,37,20252,11/14/2015,N.J,PIT,,,,71,81,87,3,12,37,,19,21,13,5,6,35
3,7:01,5v5,PIT,12,w,14,13,,opr,or,,,,,,,,,3,35,20252,11/14/2015,N.J,PIT,,,,13,41,14,8,12,37,,18,11,23,5,28,35
3,6:34,5v5,PIT,28,o,58,71,,ol,of,,,y,,,,,,3,35,20252,11/14/2015,N.J,PIT,,,,71,81,57,28,58,37,,19,21,51,2,6,35
3,5:17,5v5,PIT,9,s,41,12,,nc,dr,,,y,,,,,,3,35,20252,11/14/2015,N.J,PIT,,,,87,41,9,3,12,37,,14,20,13,2,28,35
3,5:06,5v5,N.J,20,o,13,,,orrc,,,y,y,2 on 0,y,,,,3,37,20252,11/14/2015,N.J,PIT,,,,87,19,9,3,12,37,,14,20,13,2,28,35
3,2:47,5v5,N.J,28,s,9,28,22,opr,or,nr,,y,,,,,,4,37,20252,11/14/2015,N.J,PIT,,,,87,19,9,8,28,37,,9,16,22,6,28,35
3,2:08,5v5,PIT,8,w,12,16,,or,of,,,y,,,,,,4,35,20252,11/14/2015,N.J,PIT,,,,7,16,41,8,12,37,,18,11,23,5,6,35
3,1:14,5v5,PIT,58,o,71,,,or,,,,y,,,,,,4,35,20252,11/14/2015,N.J,PIT,,,,71,81,57,28,58,37,,9,16,22,2,28,35
1,19:23,5v5,T.B,17,w,88,77,,nr,dr,,y,y,,,,,,0,29,20657,1/15/2016,T.B,PIT,88,29,,87,72,14,8,12,29,,9,17,86,6,77,88
1,18:09,5v5,T.B,90,w,91,89,,nc,dc,,y,y,,y,,,,0,29,20657,1/15/2016,T.B,PIT,30,37,,16,34,43,6,28,29,,90,91,18,55,89,88
1,17:46,5v5,T.B,86,w,6,9,,or,ofp,,y,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,7,11,17,3,58,29,,11,23,24,25,77,88
1,16:32,5v5,T.B,51,w,24,13,,nl,dl,,y,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,13,51,24,5,62,88
1,16:19,5v5,T.B,89,b,18,,,or,,,y,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,7,11,17,3,58,29,,90,91,18,55,89,88
1,15:42,5v5,T.B,55,w,89,91,,ol,opl,,,,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,7,11,17,3,58,29,,90,91,18,55,89,88
1,14:49,5v4,PIT,87,o,71,81,87,orrl,nr,nl,,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,11,23,5,6,88,0
1,14:30,5v4,PIT,58,s,71,58,72,opr,oc,oc,,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,55,62,88,0
1,13:22,5v4,PIT,87,t,58,,,ol,,,y,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,14,58,29,,13,18,6,77,88,0
1,13:10,5v5,PIT,16,w,81,58,,nl,nc,,y,,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,16,81,14,57,6,29,,13,17,86,6,77,88
1,10:29,5v5,PIT,6,s,72,,,oelc,,,,y,,,,,,1,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,6,28,29,,9,17,86,5,62,88
1,9:39,5v5,T.B,55,b,23,89,,dl,dl,,,y,,,,,,1,29,20657,1/15/2016,T.B,PIT,,,,7,11,17,8,12,29,,11,23,86,55,89,88
1,9:03,5v5,T.B,13,w,24,,,or,,,y,y,,,,,,0,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,3,58,29,,13,51,24,25,62,88
1,8:51,5v5,PIT,16,w,6,16,6,oc,nr,dc,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,7,16,34,6,28,29,,9,17,86,55,89,88
1,8:09,5v5,PIT,12,o,71,43,,opr,oelr,,,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,16,34,43,8,12,29,,9,17,86,55,89,88
1,4:59,5v5,T.B,17,o,9,62,,oell,or,,y,,,,,,,0,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,9,17,86,5,62,88
1,4:53,5v5,T.B,17,o,86,,,oell,,,y,,,,,,,0,29,20657,1/15/2016,T.B,PIT,,,,71,81,57,6,28,29,,9,17,86,5,62,88
1,4:08,5v4,PIT,81,w,58,71,,oc,opr,,y,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,55,62,88,0
1,3:55,5v4,PIT,58,o,71,81,58,or,ol,oc,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,55,62,88,0
1,3:48,5v4,PIT,71,o,58,72,,oc,oc,,,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,51,24,55,62,88,0
1,2:41,5v4,PIT,14,o,57,6,14,ol,ol,opr,y,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,16,14,57,6,8,29,,51,24,6,77,88,0
1,2:27,5v4,PIT,57,w,6,,,dc,,,,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,16,14,57,6,8,29,,91,18,55,77,88,0
2,18:04,5v5,T.B,91,w,23,89,11,nl,nl,of,,,,,,,,0,29,20657,1/15/2016,T.B,PIT,,,,16,17,34,8,12,29,,11,91,23,5,62,88
2,16:41,5v5,PIT,14,o,72,,,oelc,,,y,y,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,87,72,14,3,58,29,,90,91,18,6,77,88
2,15:07,5v4,PIT,71,o,58,87,71,opl,or,oc,,,,,,,,0,88,20657,1/15/2016,T.B,PIT,,,,71,81,87,72,58,29,,11,23,6,55,88,0
