Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Habs,F,F,F,D,D,G/Extra Attacker,Leafs,F,F,F,D,D,G/Extra Attacker
1,4:23,4v5,MTL,67,w,14,,,ol,,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,67,26,74,39,0,,37,46,51,21,47,50
1,3:44,5v4,BOS,11,o,33,48,,oc,opr,,y,,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,32,21,26,74,39,0,,63,11,14,33,48,50
1,3:38,5v4,BOS,14,w,63,,,or,,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,32,21,26,74,79,39,,63,11,14,33,48,50
1,3:00,5v5,MTL,15,o,51,22,51,orrl,ol,nl,y,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:37,5v5,BOS,14,w,63,,,or,,,y,,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,76,39,,37,63,14,47,54,50
1,2:33,5v5,BOS,37,t,54,14,,or,opr,,y,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,76,39,,37,63,14,47,54,50
2,19:31,5v4,MTL,14,s,79,14,,oc,opr,,y,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,37,63,33,86,50,0
2,18:51,5v4,MTL,14,w,11,76,11,orrl,opl,ol,y,y,,y,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,25,63,33,86,50,0
2,18:36,5v5,BOS,47,w,51,11,,oc,nr,,,,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,77,39,,51,11,39,47,54,50
2,18:26,5v5,BOS,11,w,51,,,oelc,,,y,y,,,39,y,,0,39,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,77,39,,51,11,39,47,54,50
2,18:23,5v5,BOS,47,o,51,,,opl,,,,,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,77,39,,51,11,39,47,54,50
2,18:19,5v5,BOS,11,o,51,11,,oc,,,y,y,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,77,39,,51,11,39,47,54,50
2,17:13,5v5,MTL,79,o,22,,,oelpc,,,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,25,36,41,62,86,50
2,16:49,5v5,MTL,67,o,14,11,26,orrl,or,nsr,y,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,26,74,39,,46,72,21,33,48,50
2,16:43,5v5,MTL,26,w,11,,,opr,,,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,26,74,39,,46,72,21,33,48,50
2,16:16,5v5,MTL,32,w,74,26,,nl,dl,,,y,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,17,32,67,26,76,39,,46,72,21,33,48,50
2,15:36,5v5,MTL,76,w,17,79,17,opl,ol,opl,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,17,21,41,76,79,39,,51,11,39,47,54,50
2,15:28,5v5,MTL,76,s,21,,,opl,,,,y,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,17,21,41,76,79,39,,51,11,39,47,54,50
2,15:13,4v5,MTL,15,w,74,,,nc,,,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,81,15,26,74,39,0,,37,46,51,21,47,50
2,15:07,4v5,MTL,15,w,81,,,oc,,,y,y,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,81,15,26,74,39,0,,37,46,51,21,47,50
2,14:40,5v4,BOS,47,w,46,51,,orrr,or,,y,,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,81,67,26,74,39,0,,37,46,51,21,47,50
2,13:53,5v4,BOS,14,w,46,,,nc,,,,y,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,32,41,76,79,39,0,,46,72,11,14,47,50
2,13:27,5v4,BOS,48,w,33,,,oc,,,,,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,12:30,5v5,MTL,28,w,51,15,,or,dr,,y,y,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,28,77,39,,25,36,41,62,86,50
2,11:09,5v5,BOS,72,w,48,46,,oc,opr,,,y,,y,,,,0,39,20202,11/7/2015,MTL,BOS,,,,14,81,21,26,74,39,,46,72,21,33,48,50
2,10:25,5v5,BOS,11,w,51,,,opr,,,,,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,51,63,11,62,86,50
2,10:23,5v5,BOS,62,s,51,11,,opr,or,,,,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,51,63,11,62,86,50
2,10:17,5v5,BOS,62,s,11,86,,opl,ol,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,51,63,11,62,86,50
2,10:00,5v5,BOS,86,s,63,51,,opr,or,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,51,11,39,62,86,50
2,9:28,5v5,MTL,32,w,41,17,28,oc,nc,nl,y,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,17,32,41,28,77,39,,41,11,39,47,62,50
2,8:58,5v5,BOS,25,w,41,,,oelc,,,y,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,17,22,41,26,77,39,,25,36,41,33,48,50
2,7:45,5v5,MTL,21,w,76,28,,nr,dsc,,,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,27,81,21,76,79,39,,37,63,14,47,54,50
2,7:10,5v5,MTL,11,t,14,,,ol,,,y,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,37,63,14,47,54,50
2,6:32,5v5,MTL,79,s,76,79,,nsc,dl,,,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,22,15,76,79,39,,51,63,14,47,86,50
2,6:15,5v5,MTL,76,o,15,,,oelc,,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,77,39,,51,14,39,47,86,50
2,5:51,5v5,BOS,11,t,51,,,or,,,y,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,77,39,,51,11,39,33,48,50
2,5:46,5v5,BOS,62,w,46,,,ofp,,,,,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,51,22,15,26,74,39,,46,72,21,62,86,50
2,5:04,5v4,MTL,76,o,79,67,14,opr,oelpr,or,,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,25,41,33,54,50,0
2,4:01,5v4,MTL,76,o,79,76,,opc,opl,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,27,51,22,76,79,39,,25,41,33,62,50,0
2,3:54,5v4,MTL,79,o,76,51,67,oc,opc,orrc,,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,27,51,22,76,79,39,,25,41,33,62,50,0
2,3:42,5v4,MTL,26,s,67,26,67,opr,or,opc,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,26,76,39,,37,63,47,54,50,0
2,2:54,5v5,MTL,32,t,77,41,,or,opr,,,,,,32,,,-1,50,20202,11/7/2015,MTL,BOS,,,,17,32,41,74,77,39,,46,72,21,47,86,50
2,2:04,5v5,MTL,22,w,15,,,oelc,,,y,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,26,28,39,,51,21,39,33,62,50
2,0:07,5v5,MTL,51,o,15,,,oelc,,,y,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,46,72,21,62,86,50
2,0:02,5v5,MTL,51,s,79,,,oc,,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,46,72,21,62,86,50
3,19:39,5v5,BOS,86,w,21,46,,opl,of,,,y,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,51,22,15,26,74,39,,46,72,21,62,86,50
3,19:23,5v5,MTL,32,b,41,79,,oc,nl,,,y,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,17,32,41,76,79,39,,46,72,21,62,86,50
3,19:16,5v5,MTL,76,w,11,14,,ol,of,,,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,37,63,14,33,48,50
3,19:02,5v5,BOS,63,w,37,,,oc,,,,y,,,63,,,-1,39,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,37,63,14,33,48,50
3,17:34,5v5,BOS,86,w,36,,,ofp,,,,,,,,,,-1,39,20202,11/7/2015,MTL,BOS,,,,17,51,15,26,74,39,,25,36,41,62,86,50
3,16:03,5v5,MTL,67,w,14,67,79,oc,nl,nl,y,y,,,67,y,,-1,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,37,63,14,33,48,50
3,12:36,5v5,MTL,28,w,15,,,ol,,,y,,,,,,,-1,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,28,77,39,,51,11,39,62,86,50
3,11:03,5v5,MTL,27,w,21,,,or,,,,y,,,81,y,y,-1,50,20202,11/7/2015,MTL,BOS,,,,27,81,21,28,77,39,,25,36,41,47,54,50
3,9:53,5v5,MTL,17,o,32,41,77,oelc,or,or,y,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:25,5v5,MTL,67,w,76,67,14,opr,opr,or,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,14,11,67,76,79,39,,51,11,39,33,48,50
3,7:15,5v5,MTL,15,o,51,22,,oc,nr,,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,6:56,5v5,BOS,46,w,72,46,,oc,opc,,y,,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,46,72,21,62,86,50
3,5:36,5v5,MTL,41,w,17,32,,oelc,or,,y,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,17,32,41,26,74,39,,41,11,39,33,48,50
3,5:01,5v5,MTL,76,s,79,51,,nl,nf,,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,51,22,15,76,79,39,,46,72,21,62,86,50
3,2:58,5v5,BOS,21,t,62,46,21,or,opr,orrl,y,y,,,,,,0,39,20202,11/7/2015,MTL,BOS,,,,17,81,21,76,79,39,,46,21,39,62,86,50
3,1:16,5v4,MTL,76,s,79,27,76,or,opr,ol,,,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,27,51,22,76,79,39,,37,63,33,86,50,0
3,1:09,5v4,MTL,27,w,79,27,,oc,or,,,y,,,,,,0,50,20202,11/7/2015,MTL,BOS,,,,27,51,22,76,79,39,,37,63,33,86,50,0
3,0:55,6v5,BOS,47,s,46,,,opr,,,,y,,,51,y,y,0,39,20202,11/7/2015,MTL,BOS,,,,14,11,67,26,74,39,,37,46,51,63,39,47
3,0:48,5v6,MTL,67,w,11,,,dsc,,,y,y,,y,,,,1,,20202,11/7/2015,MTL,BOS,,,,14,11,67,26,74,39,,37,46,51,63,39,47
1,18:53,5v5,MTL,22,b,28,26,22,nc,dr,dl,,y,,,15,,,0,35,20344,11/28/2015,MTL,N.J,39,35,,51,22,15,26,28,39,,19,21,51,2,28,35
1,18:42,5v5,MTL,28,s,26,28,51,or,ol,opl,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,35,1,,51,22,15,26,28,39,,19,21,51,2,28,35
1,18:33,5v5,MTL,42,w,27,,,ol,,,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,76,79,39,,14,20,13,5,6,35
1,16:36,5v5,N.J,11,o,48,,,orrl,,,y,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,32,51,15,6,77,39,,48,11,23,7,44,35
1,16:09,5v5,MTL,26,w,15,,,opr,,,,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,26,28,39,,16,22,26,5,6,35
1,14:08,5v5,MTL,20,w,41,76,79,nc,dr,dc,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,32,20,41,76,79,39,,16,22,26,5,7,35
1,13:33,5v5,MTL,22,w,15,,,nr,,,,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,6,77,39,,48,11,23,7,44,35
1,13:19,5v5,MTL,77,w,22,77,6,oelpc,nc,nr,,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:09,5v5,N.J,14,t,20,,,oc,,,y,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,14,20,13,5,6,35
1,10:30,5v5,N.J,44,w,22,16,,opc,of,,,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:23,5v5,MTL,26,w,28,26,81,ol,or,opr,,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,48,11,23,7,28,35
1,8:06,4v5,MTL,14,w,67,,,or,,,,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,14,67,26,77,39,0,,14,20,13,26,2,35
1,6:53,5v5,N.J,5,w,19,5,,opr,or,,,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,27,32,41,76,79,39,,19,21,11,5,7,35
1,6:14,5v5,N.J,48,b,7,5,,dl,dc,,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,51,22,15,6,77,39,,48,11,23,2,28,35
1,5:41,5v5,MTL,26,o,67,,,opr,,,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,14,21,67,26,28,39,,14,20,13,2,28,35
1,4:41,5v5,N.J,44,w,7,51,,or,oelpr,,,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,51,22,15,76,77,39,,19,21,51,7,44,35
1,4:08,5v5,MTL,6,w,67,,,opr,,,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,14,21,67,6,77,39,,19,21,48,5,7,35
1,4:05,5v5,MTL,21,o,14,,,oelc,,,y,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,14,21,67,6,77,39,,19,21,48,5,7,35
1,3:51,5v4,MTL,76,s,79,76,22,opr,oc,opc,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,76,79,39,,14,20,5,6,35,0
1,3:38,5v4,MTL,15,w,76,79,76,oc,or,ol,y,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,76,79,39,,14,20,5,6,35,0
1,3:04,5v4,MTL,15,w,76,15,,oc,oelpr,,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,76,79,39,,14,20,5,6,35,0
1,2:38,5v4,MTL,76,o,26,27,14,or,opr,nl,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,14,27,67,26,76,39,,16,11,2,7,35,0
1,2:15,5v4,MTL,28,o,26,28,26,ol,oc,ol,,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,14,27,67,26,28,39,,16,11,2,7,35,0
1,0:46,5v5,N.J,14,o,13,,,oelc,,,y,y,,,14,,,0,39,20344,11/28/2015,MTL,N.J,,,,32,21,41,6,77,39,,14,20,13,5,6,35
1,0:31,5v5,N.J,6,w,13,,,opr,,,,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,32,21,41,6,77,39,,14,20,13,5,6,35
1,0:27,5v5,N.J,6,s,14,,,opl,,,,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,32,21,41,6,77,39,,14,20,13,5,6,35
2,19:17,5v5,MTL,22,b,15,,,nr,,,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,76,79,39,,14,20,13,5,6,35
2,18:21,5v5,N.J,19,w,21,19,51,oc,dr,dr,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,14,20,67,26,76,39,,19,21,51,2,28,35
2,18:06,5v5,N.J,28,w,51,,,oelpc,,,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:54,5v5,MTL,26,s,20,,,opr,,,,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,14,20,67,26,28,39,,19,51,20,2,28,35
2,16:42,5v5,N.J,6,s,26,,,opl,,,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,27,81,22,6,77,39,,16,22,26,5,6,35
2,16:11,5v5,MTL,32,a,26,,,or,,,y,,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,32,21,41,26,28,39,,16,22,26,2,28,35
2,15:23,5v5,N.J,44,s,48,23,,nr,dr,,,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,51,22,15,6,77,39,,48,11,23,7,44,35
2,15:04,5v5,N.J,44,w,20,11,7,or,dc,dr,,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,51,22,15,6,76,39,,14,20,13,7,44,35
2,14:41,5v5,N.J,13,w,14,5,,opr,oelc,,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,20,13,5,6,35
2,14:24,5v5,N.J,14,w,13,5,35,oc,dr,dc,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,20,13,5,6,35
2,13:54,5v5,N.J,21,o,51,19,,oc,ol,,y,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,19,21,51,2,28,35
2,13:44,5v5,N.J,19,o,21,,,oelc,,,y,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,19,21,51,2,28,35
2,13:09,5v5,N.J,5,s,26,5,22,opr,oc,oc,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,6,77,39,,19,22,26,5,6,35
2,13:00,5v5,N.J,19,t,22,6,5,oc,ol,or,y,,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,6,77,39,,19,22,26,5,6,35
2,12:18,5v5,N.J,20,w,14,13,,oelc,oc,,,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,32,20,41,6,77,39,,14,20,13,7,44,35
2,11:26,5v5,N.J,23,t,48,,,ol,,,y,y,,,,,,0,39,20344,11/28/2015,MTL,N.J,,,,51,22,15,76,79,39,,48,11,23,2,28,35
2,10:54,5v5,MTL,27,t,28,81,,oc,oelpl,,y,y,,y,,,,0,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,16,22,26,2,28,35
2,10:16,5v5,MTL,76,w,67,,,opr,,,,y,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,19,21,51,5,6,35
2,8:43,5v5,MTL,26,w,28,41,32,ol,opl,ol,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,32,20,41,26,28,39,,19,21,51,5,6,35
2,6:42,5v5,MTL,81,s,76,79,,nc,dl,,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,76,79,39,,19,20,13,5,6,35
2,6:28,5v5,N.J,20,w,13,20,5,oc,nr,dr,,y,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,27,81,42,76,79,39,,19,20,13,7,44,35
2,6:02,5v5,MTL,51,b,22,,,nc,,,,y,1 on 0,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,26,28,39,,19,21,51,7,44,35
2,3:23,5v4,N.J,21,s,16,6,21,or,oc,ol,,,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,32,21,26,77,39,0,,16,19,21,51,6,35
2,1:38,5v5,MTL,81,t,42,81,76,oc,oelc,or,y,y,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,76,79,39,,14,20,13,2,28,35
2,1:17,5v5,MTL,22,w,15,,,dr,,,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,76,79,39,,19,21,51,5,6,35
3,19:32,5v5,N.J,5,w,19,,,oc,,,,,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,51,22,15,26,28,39,,19,21,48,5,6,35
3,18:32,5v5,N.J,14,b,20,,,oc,,,y,,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,20,13,2,28,35
3,17:38,5v5,MTL,42,w,27,77,,oc,nl,,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,28,77,39,,19,20,26,7,44,35
3,17:34,5v5,MTL,26,w,32,,,of,,,,y,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,32,20,41,26,28,39,,16,22,26,6,7,35
3,17:30,5v5,MTL,20,w,32,,,of,,,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,32,20,41,26,28,39,,16,22,26,7,44,35
3,15:55,5v5,MTL,67,w,22,51,22,or,ol,ol,y,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,51,22,67,6,77,39,,48,11,23,5,6,35
3,15:13,5v5,MTL,21,w,77,,,opl,,,,y,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,14,21,67,6,77,39,,14,20,13,2,28,35
3,14:31,5v5,MTL,26,w,27,,,of,,,,y,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,19,21,51,2,7,35
3,13:54,5v5,N.J,7,s,21,19,,opc,oelc,,,y,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,19,21,51,7,44,35
3,13:17,5v5,MTL,20,o,32,,,oelc,,,y,y,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,32,20,41,76,79,39,,16,48,26,2,28,35
3,12:27,5v5,N.J,44,w,14,13,14,oc,nc,dr,,y,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,20,13,7,44,35
3,12:15,5v5,N.J,20,w,7,14,44,oc,oelpc,oc,,y,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,20,13,7,44,35
3,11:47,5v5,N.J,22,s,13,,,dsc,,,,y,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,27,81,42,77,79,39,,11,22,23,5,6,35
3,11:24,5v5,N.J,5,w,23,22,,opr,or,,,,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,27,81,42,77,79,39,,11,22,23,5,6,35
3,10:22,5v5,N.J,20,w,13,20,,nc,dl,,,,,,,,,2,39,20344,11/28/2015,MTL,N.J,,,,32,20,41,26,28,39,,16,51,20,2,28,35
3,10:03,5v5,MTL,77,w,27,,,of,,,,y,,,,,,2,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,6,77,39,,16,48,51,2,28,35
3,9:00,5v5,N.J,26,t,5,19,26,or,opr,or,y,y,,y,,,,2,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,77,39,,19,21,26,5,6,35
3,6:35,5v5,N.J,26,w,19,2,,ol,ol,,,y,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,51,22,15,6,79,39,,19,20,26,2,28,35
3,4:38,5v5,MTL,67,w,14,,,dr,,,,y,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,20,13,2,28,35
3,3:39,5v5,MTL,28,s,22,15,51,opl,ol,oc,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,51,22,15,26,28,39,,19,21,26,5,6,35
3,2:58,5v5,MTL,41,s,76,,,nc,,,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,32,20,41,76,79,39,,14,20,13,7,44,35
3,2:37,5v5,N.J,26,w,19,26,44,nr,dc,dr,,y,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,32,20,41,76,79,39,,19,21,26,2,28,35
3,1:47,5v5,MTL,28,w,81,,,or,,,y,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,27,81,42,26,28,39,,19,20,13,6,28,35
3,1:30,5v5,MTL,21,w,27,81,,nl,dl,,,,,,,,,1,35,20344,11/28/2015,MTL,N.J,,,,27,81,21,26,28,39,,14,20,13,5,6,35
3,0:33,6v5,N.J,28,w,13,,,oelpr,,,,,,,,,,1,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,20,13,26,2,28
3,0:22,6v5,N.J,21,o,2,14,,oc,opc,,,y,,y,,,,1,39,20344,11/28/2015,MTL,N.J,,,,14,21,67,76,79,39,,14,19,21,13,26,2
4,4:15,3v3,MTL,67,w,76,51,15,oc,oc,ol,,y,,,,,,0,35,20344,11/28/2015,MTL,N.J,,,,51,67,0,0,76,39,,13,0,0,6,28,35
