Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,STL,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
1,19:40,5v5,STL,91,w,55,20,,dsc,dl,,y,,,,,,,0,30,20129,10/27/2015,STL,T.B,34,30,,12,91,20,4,55,34,,9,86,18,5,25,30
1,19:06,5v5,T.B,27,s,25,,,nl,,,,y,,,,,,0,34,20129,10/27/2015,STL,T.B,1,50,,10,23,42,19,27,34,,91,24,27,6,77,30
1,18:32,5v5,T.B,17,w,6,51,86,oc,nl,dl,,y,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,15,93,36,6,41,34,,17,51,86,6,77,30
1,16:50,5v5,T.B,9,o,86,18,9,or,or,or,y,,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,9,86,18,5,89,30
1,16:21,5v5,STL,42,w,10,27,,oc,dr,,y,y,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,10,23,42,19,27,34,,91,24,27,6,25,30
1,15:51,5v5,STL,6,o,93,,,ofp,,,,,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,93,10,23,19,27,34,,17,51,91,6,25,30
1,14:03,5v5,T.B,24,w,91,27,25,ol,dl,dl,,,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,10,23,42,4,27,34,,91,24,27,5,25,30
1,13:19,5v5,T.B,17,w,51,77,,,nr,dl,,,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,9,28,75,19,27,34,,17,51,18,55,62,30
1,13:11,5v5,T.B,17,w,86,,,or,,,,y,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,9,28,75,19,27,34,,17,51,18,55,62,30
1,12:50,5v5,T.B,24,a,6,,,oelr,,,,y,,,27,y,,0,34,20129,10/27/2015,STL,T.B,,,,10,23,42,19,27,34,,91,24,27,6,77,30
1,12:44,5v5,T.B,22,w,89,90,,ol,ofp,,,y,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,12,91,20,6,41,34,,90,22,23,5,89,30
1,10:33,5v5,T.B,77,w,27,77,91,opr,or,ofp,,,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,91,24,27,25,77,30
1,10:08,5v5,STL,10,b,36,,,or,,,y,y,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,10,36,42,4,55,34,,51,91,24,6,89,30
1,9:40,5v5,T.B,86,o,91,51,,oell,or,,y,y,,,51,y,,0,34,20129,10/27/2015,STL,T.B,,,,10,36,42,4,55,34,,51,91,86,6,89,30
1,9:38,5v5,T.B,86,r,,,,,,,,y,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:11,5v5,T.B,5,w,91,,,ofp,,,,,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,9,28,75,4,55,34,,9,86,18,5,55,30
1,8:52,5v5,T.B,55,b,86,18,,or,dsl,,,y,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,9,28,75,4,55,34,,9,86,18,5,55,30
1,6:45,5v5,STL,91,w,10,55,,ol,nc,,y,y,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,10,42,91,4,55,34,,17,51,24,5,89,30
1,6:35,5v5,T.B,89,s,51,,,or,,,,,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,10,42,91,4,55,34,,17,51,86,5,89,30
1,6:07,5v5,T.B,5,s,51,,,or,,,,,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,10,36,42,4,55,34,,17,51,86,5,89,30
1,5:57,5v5,T.B,5,o,89,,,oc,,,,y,,,,,,0,34,20129,10/27/2015,STL,T.B,,,,10,36,42,4,55,34,,17,90,86,5,89,30
1,5:46,5v5,STL,12,w,91,27,,nr,dr,,y,,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,9,91,18,5,25,30
1,5:14,5v5,STL,91,o,19,12,91,oelr,or,ol,y,,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,9,12,91,19,27,34,,9,91,18,6,55,30
1,4:41,5v5,STL,6,w,75,28,,opr,or,,,,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,4:02,5v5,STL,53,t,55,36,,or,opr,,y,y,,,,,,0,30,20129,10/27/2015,STL,T.B,,,,15,93,36,4,55,34,,17,51,24,62,77,30
1,3:41,5v5,STL,23,w,10,,,dl,,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:41,5v5,T.B,24,b,55,77,,ol,ol,,y,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,6,41,34,,91,24,27,25,55,30
1,0:46,5v5,T.B,12,w,27,,,nr,,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,17,51,22,25,62,30
1,0:26,5v5,T.B,17,w,5,,,or,,,y,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,17,91,24,5,55,30
2,18:45,5v5,T.B,27,w,42,19,,ol,ol,,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,10,23,42,19,27,34,,9,17,90,6,77,30
2,17:58,5v5,T.B,51,w,90,,,nl,,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,15,23,42,6,27,34,,17,51,90,55,62,30
2,17:13,5v5,T.B,27,o,91,24,,oc,dl,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,28,36,20,6,41,34,,91,22,27,55,89,30
2,16:44,5v5,T.B,9,w,86,18,62,ol,oc,dr,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,15,91,6,41,34,,9,86,18,62,77,30
2,16:04,5v5,STL,15,o,93,36,,ol,nl,,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,19,27,34,,17,51,91,5,25,30
2,15:58,5v5,STL,19,w,93,27,,opr,or,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,19,27,34,,17,51,91,5,25,30
2,14:17,5v5,T.B,86,w,9,86,77,ol,dc,dl,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,10,23,42,4,55,34,,9,86,18,55,77,30
2,13:53,5v5,T.B,5,o,91,24,,ol,ol,,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,91,24,27,5,89,30
2,13:36,5v5,STL,91,w,12,,,ol,,,y,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,91,24,27,5,89,30
2,12:58,5v5,STL,15,w,93,,,or,,,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,6,41,34,,17,51,22,25,62,30
2,12:28,5v4,STL,91,w,20,42,,ol,or,,y,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,42,91,20,55,34,,9,18,6,77,30,0
2,9:36,5v5,T.B,90,w,18,86,6,nc,dr,dr,y,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,10,23,42,6,41,34,,90,23,86,6,89,30
2,9:32,5v5,T.B,89,o,90,23,,oelc,oelc,,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,10,23,42,6,41,34,,90,23,86,6,89,30
2,9:16,5v5,T.B,91,o,23,,,ol,,,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,23,20,6,41,34,,90,91,23,77,89,30
2,8:26,5v5,STL,55,w,91,55,,oc,opr,,y,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,9,86,18,55,77,30
2,7:53,5v5,STL,27,w,93,36,19,dr,dr,dr,,y,,,15,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,6,27,34,,17,51,22,5,25,30
2,7:44,5v5,STL,93,w,36,16,,opl,oell,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,6,27,34,,17,51,22,5,25,30
2,6:09,5v5,STL,23,w,42,41,,nr,dsl,,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,28,23,75,6,41,34,,9,86,18,62,77,30
2,5:34,5v5,T.B,22,w,77,,,dsl,,,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,90,22,23,5,55,30
2,5:00,5v5,T.B,5,w,23,90,23,opr,oc,ol,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,90,22,23,5,55,30
2,4:23,5v5,T.B,17,w,23,90,,orrr,or,,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,17,90,22,6,55,30
2,4:15,5v5,T.B,55,o,17,55,23,ol,or,opr,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,17,90,22,6,55,30
2,4:02,5v5,STL,42,w,19,10,,dl,dl,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,9,10,42,19,27,34,,17,51,24,77,89,30
2,3:54,5v5,STL,10,w,27,,,or,,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,9,10,42,19,27,34,,17,51,24,77,89,30
2,3:39,5v5,T.B,24,s,77,,,dsc,,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,9,10,42,19,27,34,,17,51,24,77,89,30
2,3:32,5v5,T.B,18,w,91,,,oelr,,,y,y,,,18,y,,1,34,20129,10/27/2015,STL,T.B,,,,28,36,20,19,27,34,,91,86,18,6,25,30
2,3:19,5v5,STL,20,w,28,19,,nl,dl,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,28,36,20,19,27,34,,91,86,18,6,25,30
2,0:54,5v5,STL,27,o,9,42,,ol,nr,,y,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:44,5v5,STL,27,s,9,19,9,opl,ol,oelpl,,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,9,10,91,19,27,34,,17,51,24,6,25,30
2,0:26,5v5,T.B,6,w,90,,,nc,,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,91,86,18,6,25,30
3,19:25,5v5,T.B,77,w,6,,,dr,,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,9,12,10,4,55,34,,9,17,22,6,77,30
3,19:08,5v5,T.B,17,w,22,77,6,or,nr,nl,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,9,17,22,5,55,30
3,17:52,5v5,STL,15,w,93,,,ol,,,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,6,41,34,,9,23,27,25,62,30
3,15:51,5v5,T.B,5,o,91,18,86,opl,oprrr,or,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,9,10,42,19,27,34,,91,86,18,5,25,30
3,14:46,5v5,T.B,77,w,24,77,,ol,nl,,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,93,10,36,27,41,34,,51,90,24,6,77,30
3,13:45,5v5,STL,91,o,20,,,oelc,,,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,91,86,18,55,89,30
3,13:24,5v5,STL,15,w,91,27,15,oc,nr,nl,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,4,55,34,,51,90,24,6,77,30
3,13:21,5v5,STL,55,o,36,93,,opc,ofp,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,15,93,36,4,55,34,,51,90,24,6,77,30
3,12:36,5v5,STL,10,w,42,23,,or,dl,,y,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,10,23,42,6,41,34,,51,90,24,5,77,30
3,12:08,5v4,STL,55,w,20,,,opl,,,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,42,91,20,55,34,,9,18,5,77,30,0
3,12:02,5v4,STL,20,o,55,20,36,ol,or,opr,,,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,42,91,20,55,34,,9,18,5,77,30,0
3,11:14,4v4,T.B,27,w,91,30,,dr,dc,,y,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:41,4v4,STL,91,w,93,91,,or,oc,,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,93,91,27,55,34,0,,9,86,77,89,30,0
3,10:24,4v4,T.B,77,w,9,86,,opl,oelc,,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,93,91,4,55,34,0,,9,86,77,89,30,0
3,9:12,5v5,STL,12,w,20,27,,nc,dsc,,y,y,1 on 0,,91,y,,1,30,20129,10/27/2015,STL,T.B,,,,12,91,20,27,55,34,,9,86,18,6,25,30
3,8:04,5v5,T.B,5,o,18,,,or,,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,15,93,36,6,41,34,,90,22,18,5,55,30
3,7:14,5v5,T.B,27,s,51,27,91,ol,nl,dr,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,51,91,27,6,89,30
3,5:25,5v5,STL,20,w,91,,,dr,,,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,91,20,19,27,34,,9,24,18,5,89,30
3,5:10,5v4,STL,91,w,55,91,12,or,oelr,ol,y,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,42,91,20,55,34,,9,18,5,55,30,0
3,3:05,5v5,STL,55,w,20,4,,dl,dl,,,y,,,,,,1,30,20129,10/27/2015,STL,T.B,,,,12,91,20,4,55,34,,91,86,27,25,62,30
3,1:44,5v5,T.B,17,w,89,,,ol,,,,y,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,27,55,34,,9,17,86,25,89,30
3,1:42,5v5,T.B,5,s,9,,,ofp,,,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,12,91,20,27,55,34,,9,17,86,25,89,30
3,0:01,5v5,T.B,89,o,17,,,ol,,,,,,,,,,1,34,20129,10/27/2015,STL,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,19:30,5v5,STL,91,o,26,20,,orrl,ol,,Y,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,1,33,,26,91,20,4,22,1,,93,16,67,19,77,33
1,19:25,5v5,STL,55,o,23,,,opr,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,34,39,,23,36,42,6,55,1,,51,4,42,2,5,33
1,19:13,5v5,STL,55,s,23,42,,opr,or,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:38,5v5,STL,27,o,17,,,or,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,12,15,17,19,27,1,,97,4,42,8,62,33
1,13:48,5v5,STL,91,w,26,27,,oc,nc,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,17,26,91,27,55,1,,51,10,67,2,5,33
1,13:41,5v5,STL,12,o,17,,,oelc,,,Y,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,12,15,17,4,22,1,,93,16,67,19,77,33
1,13:10,5v5,STL,91,w,20,,,of,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,91,20,19,27,1,,97,4,42,2,5,33
1,12:40,5v5,EDM,4,w,97,2,5,dl,dl,dc,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,36,20,19,27,1,,97,4,42,8,62,33
1,12:33,5v5,EDM,62,s,4,,,opr,,,,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,36,20,19,27,1,,97,4,42,8,62,33
1,11:10,5v5,EDM,23,t,77,19,20,oc,opr,opr,Y,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,9,28,75,6,55,1,,23,55,20,19,77,33
1,10:55,5v5,EDM,42,t,19,27,42,ol,nc,df,Y,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,36,42,19,27,1,0,,97,4,19,77,33,0
1,10:31,5v5,EDM,19,w,93,,,opr,,,,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,91,20,19,27,1,0,,93,67,19,77,33,0
1,9:42,5v5,EDM,4,w,97,,,oc,,,,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,17,26,4,22,1,0,,97,4,8,62,33,0
1,9:25,5v5,STL,15,w,27,12,22,nr,nc,dc,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,12,15,19,27,1,0,,51,28,8,62,33,0
1,8:34,5v5,EDM,19,w,93,67,,or,nl,,Y,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,23,36,42,6,55,1,,93,16,67,19,77,33
1,8:19,5v5,EDM,67,o,16,,,oell,,,Y,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,23,36,42,6,55,1,,93,16,67,19,77,33
1,7:57,5v5,EDM,23,w,19,,,dc,,,,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,91,20,19,27,1,,23,55,20,2,5,33
1,7:13,5v5,EDM,62,w,10,51,,opr,ol,,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,91,20,19,27,1,,51,10,28,8,62,33
1,6:10,5v5,STL,27,w,75,9,,ol,ol,,Y,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,9,28,75,19,27,1,,93,16,67,2,5,33
1,5:38,5v4,STL,22,w,26,,,of,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,5:26,5v4,STL,91,w,42,26,,or,or,,Y,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,42,91,20,22,1,,23,55,19,77,33,0
1,5:15,5v4,STL,91,w,22,20,91,oc,opc,opl,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,42,91,20,22,1,,23,55,19,77,33,0
1,4:43,5v4,STL,91,w,22,20,22,oc,opl,opr,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,26,42,91,20,22,1,,55,28,19,77,33,0
1,3:52,4v5,EDM,23,t,16,23,,oc,dc,,Y,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,12,17,36,27,55,1,,23,16,2,5,33,0
1,3:44,5v4,STL,36,t,17,12,17,oc,nr,dc,Y,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,12,17,36,27,55,1,,23,16,2,5,33,0
1,2:53,5v5,EDM,8,w,62,4,97,orrr,opr,or,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,9,28,75,4,22,1,,97,4,42,8,62,33
1,2:12,5v5,STL,27,w,91,,,opr,,,,,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:21,5v5,STL,17,w,12,17,,oelc,ol,dr,Y,,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,12,15,17,6,55,1,,51,10,28,2,5,33
1,1:11,5v5,STL,22,s,4,42,,nl,nf,,,Y,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,23,36,42,4,22,1,,97,4,42,8,62,33
1,1:06,5v5,STL,22,w,42,,,of,,,,,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,23,36,42,4,22,1,,97,4,42,8,62,33
1,0:53,5v5,EDM,8,s,62,4,97,orrr,opc,oc,,Y,,,,,,-1,1,20008,10/8/2015,STL,EDM,,,,23,36,42,4,22,1,,23,97,4,8,62,33
1,0:39,5v5,STL,42,t,19,42,,ol,opl,,,Y,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,23,36,42,19,27,1,,23,97,4,8,62,33
1,0:11,5v4,STL,91,w,22,91,20,orrl,orrr,or,Y,,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,17,26,91,20,22,1,,55,28,2,5,33,0
2,19:34,5v4,STL,42,o,26,,,oell,,,Y,,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,26,42,91,20,22,1,,23,55,19,77,33,0
2,19:24,5v4,STL,20,s,91,,,opl,,,,Y,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,26,42,91,20,22,1,,23,55,19,77,33,0
2,19:15,4v5,EDM,23,s,55,,,dc,,,,Y,,,,,,-1,1,20008,10/8/2015,STL,EDM,,,,26,42,91,20,22,1,,23,55,19,77,33,0
2,18:46,5v4,STL,20,o,17,20,27,opr,opl,opr,,,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,12,17,42,20,22,1,,51,28,2,5,33,0
2,18:08,5v5,STL,17,w,36,55,17,orrc,orrr,opr,Y,,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,12,17,36,27,55,1,,93,16,67,62,77,33
2,16:43,5v5,STL,9,w,28,,,nr,,,,Y,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,9,28,75,4,22,1,,23,55,20,8,62,33
2,14:35,5v5,STL,22,w,42,,,orrl,,,,Y,,,,,,-1,33,20008,10/8/2015,STL,EDM,,,,23,36,42,4,22,1,,97,4,42,19,77,33
2,13:53,5v5,EDM,55,w,23,,,dsr,,,,,,,,,,-1,1,20008,10/8/2015,STL,EDM,,,,9,28,75,6,55,1,,23,55,20,8,62,33
2,13:18,5v4,EDM,4,w,19,,,dc,,,,,,,,,,-1,1,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,10:50,5v5,STL,91,w,27,19,,dsl,dc,,Y,Y,1 on 0,Y,,,,-1,33,20008,10/8/2015,STL,EDM,,,,26,91,20,19,27,1,,93,16,67,2,5,33
2,10:27,5v5,STL,4,o,55,,,opl,,,,,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,12,15,17,4,55,1,,23,97,4,2,19,33
2,10:02,5v5,EDM,4,w,97,19,97,ol,nr,dl,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:34,5v5,EDM,8,w,10,,,orrr,,,Y,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,23,36,42,19,22,1,,51,10,28,5,8,33
2,9:20,5v5,STL,42,b,23,,,dsr,,,Y,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,23,36,42,19,22,1,,51,10,28,5,8,33
2,8:56,5v5,EDM,20,b,8,5,,dl,dc,,,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,28,23,75,4,27,1,,55,20,42,19,77,33
2,8:45,5v5,EDM,77,s,19,23,,nr,nf,,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,9,28,75,19,55,1,,23,55,20,19,77,33
2,7:46,5v5,EDM,62,s,93,,,opr,,,,,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,91,20,19,55,1,,93,16,67,8,62,33
2,7:41,5v5,EDM,16,w,8,,,ol,,,,Y,,,,,,0,1,20008,10/8/2015,STL,EDM,,,,26,91,20,19,55,1,,93,16,67,8,62,33
2,7:28,5v5,STL,23,a,42,27,,dsc,dr,,Y,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,23,36,42,22,27,1,,97,4,28,8,62,33
2,7:09,5v5,STL,36,w,42,,,orrl,,,,Y,,,,,,0,33,20008,10/8/2015,STL,EDM,,,,23,36,42,22,27,1,,97,4,28,8,62,33
