Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Sabres,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,19:46,5v5,T.B,5,w,17,,,dsl,,,,y,,,,,,0,31,20067,10/17/2015,T.B,BUF,30,31,,23,63,90,3,29,31,,13,17,51,5,25,30
1,17:09,5v5,BUF,23,o,93,,,oelc,,,y,y,,y,,,,0,30,20067,10/17/2015,T.B,BUF,35,50,,23,63,90,3,29,31,,17,51,86,5,29,30
1,16:36,5v5,BUF,88,s,17,55,4,or,nr,dl,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:47,5v5,BUF,29,s,90,,,ofp,,,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,3,29,31,,9,86,18,25,55,30
1,15:43,5v5,BUF,3,s,90,,,opr,,,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,3,29,31,,9,86,18,25,55,30
1,15:17,5v5,BUF,90,w,63,,,nr,,,y,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,4,55,31,,9,86,18,25,55,30
1,15:10,5v5,BUF,55,w,23,,,oelr,,,,y,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,4,55,31,,9,86,18,25,55,30
1,14:40,5v5,T.B,29,w,23,25,,opl,dr,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,26,82,4,55,31,,11,90,23,5,29,30
1,13:05,5v5,BUF,12,w,15,,,oc,,,,y,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,15,12,9,3,29,31,,91,24,27,25,62,30
1,12:56,5v5,T.B,25,w,27,,,oc,,,,y,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,3,29,31,,91,24,27,25,62,30
1,12:22,5v5,T.B,86,b,55,6,,nc,dr,,,y,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,15,9,82,4,55,31,,9,86,18,6,25,30
1,12:00,5v5,BUF,28,w,82,6,46,nl,dl,dr,y,y,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,28,26,82,6,46,31,,11,90,23,6,55,30
1,10:30,5v5,BUF,23,w,90,63,,oc,nc,,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,4,55,31,,91,24,27,5,25,30
1,10:13,5v5,T.B,29,s,24,,,opl,,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,23,90,88,4,55,31,,91,24,27,5,29,30
1,8:32,5v5,T.B,11,b,23,,,orrl,,,y,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,7:21,5v5,BUF,55,w,28,28,,oc,ol,,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,28,26,82,4,55,31,,13,17,51,5,29,30
1,7:03,5v5,BUF,55,w,90,,,opr,,,,y,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,63,90,26,4,55,31,,13,17,51,5,29,30
1,5:13,5v5,T.B,29,w,90,23,,or,or,,y,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,44,88,4,55,31,,11,90,23,5,29,30
1,5:09,5v5,T.B,5,w,11,,,opr,,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,44,88,4,55,31,,11,90,23,5,29,30
1,4:20,5v5,T.B,62,s,17,,,opr,,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,26,82,3,29,31,,13,17,51,55,62,30
1,3:09,5v4,T.B,5,o,51,5,51,ol,or,ol,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,90,6,46,31,0,,51,91,24,27,5,30
1,2:41,5v4,T.B,91,o,51,5,24,oc,or,opr,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:36,5v4,T.B,91,o,51,,,or,,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:52,5v4,T.B,86,s,6,9,,or,opr,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,12,26,4,55,31,,9,17,86,18,6,30
1,1:14,5v5,BUF,29,w,26,9,,opl,ol,,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,0:27,5v5,T.B,55,b,91,27,,ol,dl,,y,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,63,90,9,6,46,31,,91,24,27,5,55,30
1,0:03,5v5,BUF,90,o,63,,,ol,,,y,y,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,4,55,31,,91,24,27,5,55,30
2,16:57,5v4,T.B,9,w,86,18,9,or,or,or,y,y,,,17,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,90,4,55,31,0,,9,17,86,18,6,30
2,16:41,5v4,T.B,9,o,86,9,6,or,or,dsc,y,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,28,4,55,31,0,,9,17,86,18,6,30
2,16:36,5v4,T.B,6,o,86,18,17,opc,orrl,ol,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,28,4,55,31,0,,9,17,86,18,6,30
2,16:10,5v4,T.B,19,w,51,,,nc,,,y,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,12,6,46,31,0,,51,91,24,27,5,30
2,15:18,5v4,BUF,46,s,63,90,46,or,ol,oc,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,26,46,31,,11,23,55,62,30,0
2,15:09,5v4,BUF,63,o,46,90,23,oc,opr,or,y,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,26,46,31,,11,23,55,62,30,0
2,14:00,5v4,BUF,55,s,15,55,88,or,ol,opl,,y,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,15,12,9,88,55,31,,13,17,6,25,30,0
2,13:37,5v5,BUF,29,w,15,,,oelpc,,,,,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,13:13,5v5,T.B,25,s,6,24,91,or,opr,oc,,y,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,26,82,3,29,31,,91,24,27,6,25,30
2,12:47,5v5,T.B,27,w,91,24,,nc,dr,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,26,82,4,55,31,,91,24,27,6,25,30
2,12:10,5v5,T.B,9,w,5,,,dsr,,,y,y,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,6,46,31,,9,86,18,5,55,30
2,11:02,5v5,T.B,18,w,90,,,ol,,,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:34,5v5,T.B,6,s,51,17,,opr,or,,,y,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,15,9,82,4,55,31,,13,17,51,6,25,30
2,9:11,5v4,T.B,91,w,51,5,51,ol,or,ol,y,y,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,90,6,46,31,0,,51,91,24,27,5,30
2,9:07,5v4,T.B,5,o,91,,,ol,,,,y,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,12,4,55,31,0,,51,91,24,27,5,30
2,8:22,5v4,T.B,27,w,5,51,,orrc,ol,,y,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,28,90,4,55,31,0,,51,91,24,27,5,30
2,7:44,5v4,T.B,86,o,6,18,86,ol,opr,or,,,,,,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,9,6,46,31,0,,9,17,86,18,6,30
2,7:30,5v5,T.B,18,w,86,9,,ol,orrl,,y,y,,,17,,,-1,31,20067,10/17/2015,T.B,BUF,,,,17,9,82,6,46,31,,9,17,86,18,6,30
2,6:30,5v5,BUF,15,t,26,23,29,ol,nr,dl,y,y,,,,,,-1,30,20067,10/17/2015,T.B,BUF,,,,15,23,26,3,29,31,,11,90,23,25,62,30
2,5:31,5v5,BUF,63,b,23,6,63,or,or,opr,,,,,,,,0,30,20067,10/17/2015,T.B,BUF,,,,63,90,88,46,55,31,,13,17,51,55,62,30
2,4:16,5v5,T.B,6,o,9,,,opr,,,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,4,55,31,,9,86,18,6,25,30
2,3:45,5v5,T.B,11,o,86,,,oelr,,,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,4,55,31,,11,90,86,5,25,30
2,2:47,5v5,BUF,82,w,28,46,,oc,dsr,,y,y,,,,,,0,30,20067,10/17/2015,T.B,BUF,,,,28,26,82,29,46,31,,17,51,23,5,29,30
2,2:39,5v5,T.B,91,w,17,,,nc,,,y,y,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,28,26,82,29,46,31,,17,51,91,55,62,30
2,1:49,5v5,T.B,9,o,86,,,orrr,,,y,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,17,44,88,4,55,31,,9,86,18,5,29,30
3,19:31,5v5,BUF,90,w,46,63,46,oc,or,ol,y,,,,,,,0,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,26,46,31,,11,23,5,6,30,0
3,17:25,5v5,T.B,5,o,91,18,,opl,or,,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,63,90,88,3,4,31,,51,91,18,5,29,30
3,16:30,5v5,T.B,62,s,25,24,9,ol,opl,ol,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,63,90,44,4,6,31,,9,23,24,25,62,30
3,15:10,5v5,T.B,18,o,91,,,ol,,,y,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,3,29,31,,51,91,18,5,29,30
3,13:49,5v5,T.B,23,o,55,11,,ofp,oc,,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,23,63,90,4,55,31,,11,23,27,55,62,30
3,12:55,5v5,T.B,25,w,23,,,ol,,,,y,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,23,63,90,6,46,31,,11,13,23,6,25,30
3,11:33,5v5,T.B,5,s,91,29,,or,or,,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,28,26,82,3,29,31,,51,91,18,5,29,30
3,10:02,5v5,BUF,55,w,4,23,90,ol,opl,ol,,y,,,,,,0,30,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:25,6v5,BUF,15,w,55,63,55,oelr,ol,opl,,,,,,,,0,30,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:18,6v5,BUF,55,w,63,,,ol,,,,,,,,,,0,30,20067,10/17/2015,T.B,BUF,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,8:41,5v4,BUF,55,o,9,,,opr,,,,y,,,,,,0,30,20067,10/17/2015,T.B,BUF,,,,15,12,9,88,55,31,,11,23,6,25,30,0
3,7:55,5v4,BUF,63,o,90,63,46,orrl,oc,or,y,y,,,23,y,,0,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,26,46,31,,13,24,5,62,30,0
3,7:05,5v5,T.B,91,w,51,18,6,oc,nl,dsr,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,3,29,31,,51,91,18,6,55,30
3,7:00,5v5,T.B,55,w,18,,,opr,,,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,3,29,31,,51,91,18,6,55,30
3,6:55,5v5,T.B,18,o,6,,,oelc,,,y,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,15,12,9,3,29,31,,51,91,18,6,55,30
3,6:08,5v5,T.B,29,w,5,,,or,,,,,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,28,26,82,4,55,31,,13,90,86,5,29,30
3,5:01,5v4,T.B,91,o,5,24,5,oc,or,oc,y,y,,,,,,0,31,20067,10/17/2015,T.B,BUF,,,,90,12,4,55,31,0,,51,90,91,24,5,30
3,4:03,5v4,T.B,9,w,18,9,18,oelr,or,or,,y,,,17,y,,0,31,20067,10/17/2015,T.B,BUF,,,,12,9,3,6,31,0,,9,17,86,18,6,30
3,3:58,5v4,T.B,17,w,9,,,orrl,,,y,y,,y,,,,0,31,20067,10/17/2015,T.B,BUF,,,,12,9,3,6,31,0,,9,17,86,18,6,30
3,3:38,5v5,BUF,90,w,23,55,,orrl,dsr,,y,y,,,,,,1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,4,55,31,,9,23,24,55,62,30
3,3:35,5v5,BUF,63,o,23,,,oell,,,,,,,,,,1,30,20067,10/17/2015,T.B,BUF,,,,23,63,90,4,55,31,,9,23,24,55,62,30
1,19:37,5v5,BUF,90,t,9,,,ol,,,y,,,,,,,0,30,20017,10/10/2015,BUF,T.B,31,30,,15,9,88,4,55,31,,9,86,18,6,77,30
1,19:17,5v5,BUF,63,o,90,,,oelc,,,y,,,,,,,0,30,20017,10/10/2015,BUF,T.B,50,35,,28,63,90,6,46,31,,9,86,18,5,77,30
1,19:13,5v5,BUF,46,o,90,,,opr,,,,y,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,63,90,6,46,31,,9,86,18,5,77,30
1,15:35,5v5,BUF,29,t,29,4,,ol,dl,,y,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,63,90,4,55,31,,91,24,27,5,55,30
1,14:28,5v5,T.B,90,w,11,55,,nc,dc,,,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,22,26,82,6,46,31,,11,90,23,25,62,30
1,13:33,5v5,T.B,6,o,18,,,orrl,,,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,17,23,44,3,25,31,,9,86,18,6,55,30
1,11:26,5v5,T.B,77,w,90,,,opr,,,,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,28,63,90,3,25,31,,11,90,23,6,77,30
1,9:26,5v5,T.B,25,s,24,,,opl,,,,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,15,9,88,3,25,31,,91,24,27,25,62,30
1,8:06,5v4,BUF,63,s,46,90,46,oc,opr,oc,y,y,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,63,90,26,82,46,31,,9,18,5,55,30,0
1,8:00,5v4,BUF,55,s,15,,,oc,,,,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,15,23,9,88,55,31,,17,51,25,62,30,0
1,7:52,5v4,BUF,9,w,55,23,,oc,ofp,,y,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,15,23,9,88,55,31,,17,51,25,62,30,0
1,6:58,5v5,BUF,28,s,22,,,ofp,,,,y,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,22,44,3,25,31,,91,24,27,6,77,30
1,6:27,5v5,BUF,4,o,28,22,,opl,oelr,,,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,22,44,4,55,31,,91,24,27,6,77,30
1,6:01,5v5,T.B,77,w,24,27,,opl,or,,,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,28,22,44,4,55,31,,91,24,27,5,77,30
1,5:38,5v5,T.B,9,w,18,86,62,nl,nc,dr,,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,17,63,90,3,25,31,,9,86,18,5,55,30
1,5:31,5v5,T.B,18,o,86,,,oell,,,y,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,17,63,90,3,25,31,,9,86,18,5,55,30
1,4:54,5v5,T.B,90,w,18,,,nc,,,,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,15,63,9,3,46,31,,11,90,23,25,62,30
1,4:49,5v5,T.B,62,w,90,,,or,,,,y,,,23,,,0,31,20017,10/10/2015,BUF,T.B,,,,15,63,9,3,46,31,,11,90,23,25,62,30
1,3:14,5v5,T.B,86,o,18,,,orrl,,,y,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,28,63,90,4,55,31,,9,86,18,5,55,30
1,2:57,5v5,BUF,28,w,28,,,nr,,,,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,63,90,4,55,31,,9,24,18,5,55,30
1,2:49,5v5,BUF,90,w,25,,,oc,,,,y,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,63,90,3,25,31,,9,24,18,5,55,30
1,2:40,5v5,BUF,3,s,28,,,opr,,,,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,63,90,3,25,31,,9,24,18,5,55,30
1,1:52,5v5,BUF,46,s,26,,,opr,,,,y,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,23,22,26,6,46,31,,91,24,27,25,62,30
1,0:32,5v4,T.B,6,s,91,86,91,or,or,or,,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,90,22,6,55,31,0,,9,91,86,18,6,30
2,19:30,5v4,T.B,91,o,86,91,9,orrr,orrl,oell,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,17,28,6,55,31,0,,9,91,86,18,6,30
2,19:01,5v4,T.B,91,s,77,,,ol,,,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,90,9,3,46,31,0,,9,91,86,18,77,30
2,18:52,5v5,T.B,9,o,77,86,77,or,opr,ol,,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,90,9,3,46,31,0,,9,91,86,18,77,30
2,17:37,5v4,T.B,18,s,91,9,18,or,or,dsl,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,9,22,4,55,31,0,,9,91,86,18,6,30
2,17:22,5v4,T.B,9,o,86,6,18,or,or,or,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,22,44,4,55,31,0,,9,91,86,18,6,30
2,17:04,5v4,T.B,91,o,6,86,,oc,opr,,y,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,22,44,4,55,31,0,,9,91,86,18,6,30
2,16:40,5v4,T.B,27,w,86,,,oelr,,,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,17,82,6,55,31,0,,9,17,86,27,77,30
2,15:50,5v5,T.B,51,w,27,51,,nc,nc,,,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,15,28,90,6,25,31,,17,51,24,27,77,30
2,15:15,5v5,BUF,3,w,90,,,opr,,,y,y,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,15,28,90,3,25,31,,11,51,24,5,55,30
2,13:34,5v5,T.B,9,o,86,,,or,,,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,15,9,82,4,55,31,,9,86,18,6,77,30
2,13:02,5v5,BUF,55,w,22,,,opr,,,,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,28,22,26,25,55,31,,9,86,18,5,55,30
2,12:48,5v5,T.B,27,w,91,,,oell,,,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,63,90,88,3,25,31,,91,24,27,25,62,30
2,12:38,5v5,T.B,91,o,24,,,or,,,y,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,63,90,88,3,25,31,,91,24,27,25,62,30
2,11:47,5v5,T.B,22,w,77,22,,ol,ol,,,y,,y,,,,0,31,20017,10/10/2015,BUF,T.B,,,,17,23,44,6,46,31,,17,51,22,6,77,30
2,11:07,5v5,T.B,5,w,22,,,oc,,,,y,,,,,,-1,31,20017,10/10/2015,BUF,T.B,,,,15,9,82,4,55,31,,17,51,22,5,77,30
2,10:24,5v5,T.B,11,b,23,,,ol,,,,y,,,,,,-1,31,20017,10/10/2015,BUF,T.B,,,,28,63,90,6,46,31,,11,90,23,5,55,30
2,6:30,5v5,T.B,25,s,18,,,opr,,,,,,,,,,-1,31,20017,10/10/2015,BUF,T.B,,,,17,23,44,3,25,31,,9,86,18,25,62,30
2,6:10,5v5,BUF,17,o,23,,,oelc,,,y,y,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,17,23,44,4,55,31,,9,86,18,25,62,30
2,5:22,5v5,T.B,24,w,77,91,27,oelc,oc,or,,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,15,9,82,6,55,31,,91,24,27,6,77,30
2,4:36,5v5,T.B,22,w,5,17,,nr,dl,,,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,28,63,90,3,25,31,,17,51,22,5,55,30
2,4:13,5v5,T.B,22,w,51,22,5,ol,nl,dl,,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,28,63,90,3,6,31,,17,51,22,25,62,30
2,3:05,5v5,T.B,86,w,18,86,,or,dc,,y,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,15,9,82,4,55,31,,9,86,18,6,77,30
2,2:32,5v5,BUF,9,s,17,23,,oelpr,or,,,,,,,,,0,30,20017,10/10/2015,BUF,T.B,,,,17,23,9,4,25,31,,91,86,18,5,77,30
2,1:44,5v4,T.B,51,w,77,27,,or,opr,,,,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,28,22,4,55,31,0,,17,51,24,27,77,30
2,1:22,5v4,T.B,51,w,27,77,,orrr,oc,,y,y,,,,,,0,31,20017,10/10/2015,BUF,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:25,5v4,T.B,86,w,9,6,9,orrl,oc,opr,y,y,,y,,,,0,31,20017,10/10/2015,BUF,T.B,,,,17,63,90,6,46,31,,9,91,86,18,6,30
3,16:00,5v4,BUF,46,w,64,,,or,,,,,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,63,9,26,82,46,31,,17,22,55,77,30,0
3,15:48,5v4,BUF,63,w,46,,,ol,,,,,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,63,9,26,82,46,31,,17,22,55,77,30,0
3,15:42,4v5,T.B,55,s,22,,,or,,,y,y,,,,,,-1,31,20017,10/10/2015,BUF,T.B,,,,63,9,26,82,46,31,,11,22,55,77,30,0
3,15:15,5v5,BUF,25,s,63,,,oc,,,,y,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,63,90,82,3,25,31,,91,24,6,25,62,30
3,14:52,5v5,BUF,26,w,90,63,,or,oelr,,,,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,63,90,26,4,55,31,,91,24,27,6,25,30
3,14:45,5v5,BUF,90,b,26,,,oell,,,y,y,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,63,90,26,4,55,31,,91,24,27,6,25,30
3,14:38,5v5,BUF,4,s,90,,,opr,,,,,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,63,90,26,4,55,31,,91,24,27,6,25,30
3,14:26,5v5,BUF,63,o,22,,,ol,,,,,,,,,,-1,30,20017,10/10/2015,BUF,T.B,,,,63,22,26,4,55,31,,91,24,27,6,25,30
3,13:52,5v5,T.B,77,w,90,27,25,or,dsl,dc,,,,,,,,-1,31,20017,10/10/2015,BUF,T.B,,,,28,22,26,46,55,31,,11,90,23,62,77,30
3,13:01,5v5,T.B,55,w,9,11,,oc,oelr,,,,,,,,,-1,31,20017,10/10/2015,BUF,T.B,,,,15,9,88,4,55,31,,9,11,23,5,55,30
