Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Sabres,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,11:21,5v5,BUF,90,S,88,46,,oc,dsc,,,y,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,23,90,88,29,46,31,,25,29,36,33,62,40
3,10:48,5v5,BOS,51,W,11,,,oc,,,,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,23,90,88,29,46,31,,51,11,39,47,86,40
3,9:41,5v4,BOS,47,S,51,,,ol,,,,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,17,12,4,55,31,0,,37,46,51,21,47,40
3,9:21,5v4,BOS,11,W,47,51,,ol,dc,,y,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,28,12,29,47,31,0,,46,63,11,39,47,40
3,8:52,5v4,BOS,63,W,48,,,orrl,,,y,,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,90,9,4,55,31,0,,63,11,39,33,48,40
3,8:46,5v4,BOS,33,S,48,,,nc,,,,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,15,90,9,4,55,31,,63,11,39,33,48,40
3,7:50,5v5,BOS,62,O,33,,,or,,,,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,23,90,88,3,47,31,,37,63,14,33,62,40
3,7:05,5v5,BOS,44,S,46,48,,opl,dsr,,,,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,12,9,22,29,55,31,,46,88,21,44,48,40
3,4:59,5v5,BOS,29,W,37,63,,opr,or,,,,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,23,90,88,47,55,31,,29,46,21,47,86,40
3,4:24,5v5,BUF,9,W,22,12,,nc,dc,,,y,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,12,9,22,46,47,31,,29,46,21,47,86,40
3,4:02,5v5,BUF,29,w,22,12,46,or,dr,dl,,,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,15,9,26,29,46,31,,29,51,21,44,62,40
3,2:56,5v5,BOS,33,S,37,14,,opl,nl,,,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,23,90,88,4,55,31,,37,63,14,33,86,40
3,2:34,5v5,BUF,55,W,90,88,23,ol,dr,dr,Y,,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,23,90,88,47,55,31,,37,63,14,33,86,40
3,1:07,5v5,BUF,9,W,29,,,oell,,,,,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,9,22,26,29,46,31,,37,63,14,33,62,40
4,4:50,3v3,BUF,9,W,55,,,dsc,,,,y,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,0,90,9,0,55,31,,46,21,0,0,47,40
4,3:48,4v3,BOS,33,O,46,51,,orrl,orrr,,y,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,0,17,0,4,55,31,,37,46,51,0,33,40
4,3:41,4v3,BOS,33,O,46,,,orrl,,,y,,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,0,17,0,4,55,31,,37,46,51,0,33,40
4,3:31,4v3,BOS,37,W,46,,,oc,,,y,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,0,17,0,4,55,31,,37,46,51,0,33,40
4,2:58,4v3,BOS,33,O,46,51,,oc,opl,,y,Y,,,37,y,,0,31,20759,2/4/2016,BUF,BOS,,,,0,90,0,4,55,31,,37,46,51,0,33,40
4,2:35,4v4,BOS,63,W,46,51,,or,ol,,y,y,,,,,,0,31,20759,2/4/2016,BUF,BOS,,,,0,28,9,29,47,31,,46,51,63,0,47,40
4,1:43,4v3,BUF,15,O,90,9,,oc,or,,Y,y,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,15,90,9,0,55,31,,21,0,0,33,44,40
4,1:37,4v3,BUF,9,W,90,,,or,,,y,,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,15,90,9,0,55,31,,21,0,0,33,44,40
4,1:09,4v3,BUF,90,O,15,55,,oc,oc,,,y,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,15,90,9,0,55,31,,25,0,0,33,44,40
4,0:40,4v3,BUF,90,O,55,15,,orrl,oc,,y,y,,,,,,0,40,20759,2/4/2016,BUF,BOS,,,,15,90,9,0,55,31,,21,0,0,33,44,40
1,18:24,5v5,BOS,14,T,37,63,33,or,nl,dsl,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,50,31,,12,9,22,4,55,40,,37,63,14,44,45,40
1,17:59,5v5,BUF,12,W,9,,,orrc,,,y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,4,55,40,,37,11,39,44,45,40
1,15:41,5v4,BUF,47,O,46,,,or,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,28,12,9,46,47,40,,37,63,33,62,40,0
1,15:10,5v4,BUF,15,W,23,55,,nr,dc,,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,23,90,88,55,40,,25,29,44,86,40,0
1,14:36,5v4,BUF,88,T,55,15,90,oc,opr,orrl,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,23,90,88,55,40,,29,46,44,86,40,0
1,14:16,5v5,BUF,90,S,55,,,nr,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,90,22,88,3,4,40,,51,11,39,44,86,40
1,14:11,5v5,BUF,4,W,43,22,,opl,of,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,43,22,44,3,4,40,,51,11,39,33,45,40
1,13:48,5v5,BUF,22,W,3,55,,nsr,nl,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,43,22,44,3,4,40,,51,11,39,44,45,40
1,13:24,5v5,BOS,47,S,37,,,oelpc,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,43,22,44,3,4,40,,37,11,39,44,47,40
1,13:04,5v5,BOS,37,W,44,,,nc,,,,y,,,37,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,4,6,40,,37,63,14,47,86,40
1,12:51,5v5,BOS,47,S,86,14,,ol,opl,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,4,6,40,,37,63,14,47,86,40
1,12:32,5v5,BUF,12,W,17,,,or,,,y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,12,9,6,46,40,,46,63,88,47,86,40
1,11:54,5v5,BOS,46,T,33,,,ol,,,y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,3,47,40,,46,88,21,33,62,40
1,11:32,5v5,BUF,15,W,28,,,oell,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,3,47,40,,25,88,21,33,62,40
1,11:05,5v4,BOS,46,T,37,,,or,,,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,90,4,55,40,0,,37,46,51,21,47,40
1,9:49,5v4,BOS,63,S,33,45,,orrl,or,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,9,4,55,40,0,,63,11,39,33,45,40
1,9:24,5v4,BOS,33,W,45,,,oc,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,9,3,4,55,40,,63,11,39,33,45,40
1,8:37,5v5,BOS,14,T,86,63,,opc,oc,,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,37,63,14,47,86,40
1,7:38,5v5,BOS,21,W,88,46,,orrr,orrl,,y,y,,y,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,6,46,40,,46,88,21,47,86,40
1,5:59,5v5,BOS,37,W,63,14,33,nl,nr,dsc,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,37,63,14,33,62,40
1,5:44,5v5,BOS,47,S,11,51,,opc,of,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,51,11,39,47,86,40
1,5:20,5v5,BOS,51,B,47,39,,dsc,dl,,y,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,51,11,39,33,62,40
1,5:11,5v5,BUF,12,W,9,6,,nl,dsl,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,3,46,40,,51,11,39,33,86,40
1,3:58,5v5,BOS,45,W,63,,,oc,,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,4,55,40,,37,63,14,44,45,40
1,3:39,5v4,BOS,37,T,47,46,21,oc,oc,opr,y,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,17,90,4,55,40,0,,37,46,51,21,47,40
1,3:25,5v4,BOS,37,O,46,51,,or,or,,y,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,17,90,4,55,40,0,,37,46,51,21,47,40
1,3:02,5v4,BOS,21,W,51,47,,nc,dl,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,17,12,4,55,40,0,,37,46,51,21,47,40
1,2:24,5v4,BOS,33,S,63,45,,oc,opl,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,17,90,4,55,40,0,,63,11,39,33,45,40
1,1:54,5v4,BOS,33,W,63,,,opr,,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,17,12,4,55,40,0,,63,11,39,33,45,40
1,1:23,5v5,BOS,63,W,37,,,oc,,,Y,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,9,3,46,40,,37,63,14,33,62,40
1,1:17,5v5,BOS,62,S,33,37,,or,of,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,4,55,40,,37,63,14,33,62,40
1,0:35,5v4,BUF,9,W,55,90,,opl,oc,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,9,88,55,40,,25,29,44,86,40,0
1,0:16,5v4,BUF,55,W,88,9,,opl,oell,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,9,88,55,40,,25,37,33,44,40,0
1,0:03,5v4,BUF,23,T,55,9,,oc,or,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,9,88,55,40,,37,21,33,86,40,0
1,0:02,5v4,BUF,55,W,90,,,ol,,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,9,88,55,40,,37,21,33,86,40,0
1,0:01,5v4,BUF,23,W,90,,,of,,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,9,88,55,40,,37,46,33,86,40,0
2,19:04,5v4,BUF,23,O,55,90,,oc,opr,,y,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,23,90,88,55,40,,25,29,33,86,40,0
2,18:51,5v4,BUF,55,O,90,,,opr,,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,23,90,88,55,40,,25,29,33,86,40,0
2,18:27,5v5,BOS,14,W,63,,,nc,,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,37,63,14,44,62,40
2,17:32,5v5,BOS,46,O,21,,,orrc,,,y,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,9,22,26,3,6,40,,46,88,21,47,86,40
2,17:10,5v5,BUF,15,W,6,,,dc,,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,6,47,40,,46,88,21,47,86,40
2,17:04,5v5,BUF,6,W,26,15,,opr,of,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,6,47,40,,51,11,39,44,45,40
2,16:34,5v5,BOS,44,W,36,,,dl,,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,17,43,44,3,46,40,,25,29,36,44,45,40
2,14:59,5v5,BUF,22,S,9,47,,nc,nc,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,46,88,21,47,86,40
2,14:37,5v5,BUF,9,W,47,22,,dsr,dr,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,46,88,21,47,86,40
2,14:23,5v5,BUF,6,W,47,22,,or,opr,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,46,88,21,47,86,40
2,13:38,5v5,BUF,4,S,55,26,28,or,opr,or,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,4,55,40,,51,11,39,33,62,40
2,12:06,5v5,BOS,63,W,37,,,ol,,,y,,,,14,y,,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,6,47,40,,37,63,14,47,86,40
2,11:14,5v5,BUF,9,W,4,23,,dsl,dc,,Y,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,23,9,22,6,47,40,,46,88,21,33,44,40
2,10:56,5v5,BOS,44,O,46,,,opl,,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,46,88,21,44,45,40
2,10:19,5v5,BOS,44,O,47,88,,ol,oelpl,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,46,88,21,44,47,40
2,9:57,5v5,BOS,39,W,11,,,nc,,,,,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,3,46,40,,51,11,39,45,86,40
2,9:53,5v5,BOS,45,W,51,,,opl,,,,y,,,,,,1,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,3,46,40,,51,11,39,45,86,40
2,9:07,5v5,BUF,88,O,90,,,oell,,,y,y,,,23,y,y,1,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,37,63,14,33,62,40
2,8:28,5v5,BUF,28,W,6,,,nc,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,6,47,40,,46,88,21,47,86,40
2,8:16,5v5,BUF,47,W,28,,,oelpr,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,44,6,47,40,,46,88,21,47,86,40
2,6:07,5v5,BOS,63,W,14,,,orrl,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,6,47,40,,37,63,14,33,62,40
2,5:56,5v5,BOS,47,W,37,,,of,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,4,55,40,,37,63,14,47,86,40
2,5:44,5v5,BUF,55,W,22,,,nl,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,4,55,40,,37,63,14,47,86,40
2,5:27,5v5,BOS,37,W,63,,,oc,,,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,4,55,40,,37,63,11,47,86,40
2,4:18,5v5,BOS,46,T,44,47,11,ol,or,opr,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,17,28,6,47,40,,46,11,21,44,45,40
2,3:59,5v5,BUF,46,W,17,15,,opc,of,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,43,44,3,46,40,,46,88,21,44,45,40
2,3:29,5v5,BUF,9,W,22,,,nr,,,y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,3,46,40,,46,88,21,47,86,40
2,2:49,5v5,BUF,15,W,28,,,of,,,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,4,55,40,,51,11,39,44,45,40
2,1:41,5v5,BOS,88,W,46,47,,oc,dsl,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,43,44,4,47,40,,46,88,21,47,86,40
2,1:34,5v5,BOS,47,W,21,,,opl,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,43,44,4,47,40,,46,88,21,47,86,40
2,0:36,5v5,BUF,9,W,6,,,nsl,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,55,40,,37,63,14,33,62,40
3,19:27,4v4,BOS,47,W,63,,,dr,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,90,9,47,55,40,0,,37,63,47,86,40,0
3,19:11,4v4,BOS,44,S,63,,,opc,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,90,9,47,55,40,0,,37,63,44,45,40,0
3,18:30,5v5,BUF,4,S,15,28,,or,oc,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,12,3,4,40,,46,21,33,47,86,40
3,18:19,5v5,BUF,15,B,12,4,,oc,dsc,,y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,12,6,46,40,,51,11,39,45,86,40
3,17:10,5v5,BOS,63,W,62,,,dsl,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,4,47,40,,37,63,88,47,86,40
3,16:56,5v5,BOS,47,W,88,63,,or,opr,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,4,47,40,,37,63,88,47,86,40
3,16:28,5v5,BUF,15,W,47,6,,nsr,dl,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,26,6,47,40,,46,88,21,47,86,40
3,16:17,5v5,BOS,88,W,46,,,oc,,,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,43,44,6,47,40,,46,88,21,44,47,40
3,15:58,5v5,BOS,11,W,39,45,44,orrl,nsl,dr,y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,43,44,3,46,40,,51,11,39,44,45,40
3,15:43,5v5,BUF,12,W,22,,,ol,,,y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,3,46,40,,51,11,39,44,45,40
3,15:09,5v5,BUF,9,W,47,,,nsr,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,9,44,3,55,40,,25,29,36,47,86,40
3,14:57,5v5,BUF,6,W,44,,,opl,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,43,44,6,47,40,,25,29,36,47,86,40
3,11:57,5v5,BOS,39,W,51,,,ol,,,y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,51,11,39,45,62,40
3,11:44,5v5,BOS,39,W,62,,,dsc,,,Y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,51,14,39,33,62,40
3,11:32,5v5,BUF,88,W,90,23,,or,or,,,y,,,90,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,51,14,39,33,62,40
3,9:33,5v5,BUF,44,W,46,,,nsc,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,17,43,44,4,46,40,,29,46,21,44,45,40
3,8:49,5v5,BOS,51,W,11,47,86,nr,dl,dc,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,6,47,40,,51,11,39,33,62,40
3,7:59,5v5,BUF,88,W,23,,,oelc,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,37,63,14,33,62,40
3,7:13,5v5,BUF,88,W,23,55,,dsr,dr,,Y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,46,63,88,44,45,40
3,6:27,5v4,BUF,55,S,90,,,opr,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,23,90,88,55,40,,46,21,33,86,40,0
3,6:15,5v4,BUF,55,W,90,,,ofp,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,23,90,88,55,40,,37,63,33,86,40,0
3,5:49,5v4,BUF,55,O,90,15,,oc,opr,,Y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,23,90,88,55,40,,37,63,33,86,40,0
3,5:19,5v4,BUF,9,A,12,47,,dc,nc,,Y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,26,46,47,40,,25,29,47,62,40,0
3,5:12,4v5,BOS,47,W,25,,,df,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,26,46,47,40,,25,46,44,47,86,40
3,5:01,5v5,BUF,9,T,46,22,12,oc,opr,oc,Y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,9,22,46,47,40,,46,88,21,47,86,40
3,3:25,5v5,BOS,47,S,51,,,ofp,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,12,9,3,47,40,,51,11,39,47,86,40
3,3:13,5v5,BOS,51,W,86,,,oelc,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,12,9,3,47,40,,51,11,39,47,86,40
3,2:32,5v5,BUF,55,S,90,,,ofp,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,46,11,21,44,45,40
3,2:04,5v5,BOS,62,W,46,,,opr,,,,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,23,90,88,4,55,40,,46,88,21,33,62,40
4,4:43,3v3,BOS,37,W,63,47,,opr,nc,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,90,9,0,0,55,40,,37,63,0,0,47,40
4,4:33,3v3,BOS,63,O,47,37,,orrc,oelc,,Y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,90,9,0,0,55,40,,37,63,0,0,47,40
4,4:00,3v3,BUF,15,W,47,,,dc,,,Y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,0,0,47,40,,46,88,0,0,62,40
4,3:56,3v3,BUF,47,S,15,,,ofp,,,,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,0,0,47,40,,51,21,0,0,47,40
4,3:32,3v3,BOS,47,W,21,,,nl,,,Y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,28,0,0,47,40,,51,21,0,0,47,40
4,3:20,3v3,BOS,47,W,51,,,dsc,,,Y,y,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,15,17,0,0,47,40,,51,21,0,0,47,40
4,2:56,3v3,BUF,22,W,12,,,dsc,,,Y,,,,,,,0,40,20779,2/6/2016,BOS,BUF,,,,12,22,0,0,55,40,,37,63,0,0,45,40
1,19:46,5v5,BUF,9,b,90,9,55,oell,ol,nr,y,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,30,31,,90,9,88,47,55,31,,20,21,36,5,27,30
1,19:38,5v5,NYR,20,w,5,21,,dsr,dfr,,,,,,,,,0,31,20726,1/25/2016,NYR,BUF,32,40,,90,9,88,47,55,31,,20,21,36,5,27,30
1,18:41,5v5,NYR,19,w,8,,,or,,,,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,12,22,82,3,6,31,,10,16,19,8,18,30
1,18:30,5v5,NYR,24,w,13,25,,orrc,oc,,y,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,12,22,82,29,46,31,,24,13,25,6,93,30
1,16:53,5v4,NYR,10,t,27,,,ol,,,y,y,,,10,,,0,31,20726,1/25/2016,NYR,BUF,,,,12,9,29,47,31,0,,10,24,13,27,93,30
1,14:13,5v5,NYR,6,w,20,36,,opr,oc,,,y,,,36,y,,0,31,20726,1/25/2016,NYR,BUF,,,,90,9,88,3,46,31,,16,20,36,6,27,30
1,14:02,5v5,NYR,6,w,93,16,,oc,opr,,,y,,y,,,,0,31,20726,1/25/2016,NYR,BUF,,,,12,22,82,47,55,31,,10,16,19,6,93,30
1,11:28,5v5,NYR,20,t,5,27,21,oc,oc,opr,y,,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,90,9,88,47,55,31,,20,21,36,5,27,30
1,10:40,5v5,NYR,18,s,19,16,,opl,oc,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,15,28,26,47,55,31,,10,16,19,8,18,30
1,9:56,5v5,BUF,6,w,12,,,oelrrc,,,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,12,22,82,3,6,31,,24,13,25,6,93,30
1,8:58,5v5,NYR,27,s,5,15,,or,oelpc,,,y,,,,,,1,31,20726,1/25/2016,NYR,BUF,,,,90,9,88,47,55,31,,28,12,15,5,27,30
1,8:02,5v5,BUF,15,w,26,15,,nl,nl,,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,15,17,26,47,55,31,,10,21,36,8,18,30
1,6:50,5v5,BUF,46,w,90,,,opr,,,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,90,9,88,29,46,31,,10,16,19,5,27,30
1,6:16,5v5,BUF,82,w,22,47,,nc,dc,,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,12,22,82,47,55,31,,24,13,25,6,93,30
1,5:39,5v5,BUF,26,o,15,55,47,ol,dr,dc,y,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,15,28,26,3,6,31,,28,12,15,8,18,30
1,5:24,5v5,BUF,3,w,26,28,15,oell,oc,ol,,,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,15,28,26,3,6,31,,28,12,15,8,18,30
1,4:53,5v5,BUF,88,w,9,3,6,nr,dsr,dl,,y,,,,,,1,30,20726,1/25/2016,NYR,BUF,,,,90,9,88,29,46,31,,20,21,36,5,27,30
1,3:47,5v5,BUF,12,t,82,12,47,ol,oc,nc,y,y,,y,,,,1,30,20726,1/25/2016,NYR,BUF,,,,12,22,82,47,55,31,,10,16,19,6,93,30
1,3:24,5v5,BUF,55,w,22,,,opr,,,,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,12,22,82,47,55,31,,24,13,25,8,18,30
1,2:12,5v5,BUF,59,w,17,59,3,or,nr,dc,,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,17,19,59,3,47,31,,20,28,36,6,93,30
1,1:34,5v5,BUF,55,w,88,90,,nl,dl,,,y,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,90,9,88,47,55,31,,20,21,36,5,27,30
1,1:05,5v4,NYR,16,t,36,93,16,or,ol,ofpc,y,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,17,90,6,55,31,0,,16,20,21,36,93,30
1,0:38,5v4,NYR,16,w,21,93,16,orrl,oc,opr,y,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,17,90,6,55,31,0,,16,20,21,36,93,30
1,0:32,5v4,NYR,93,s,21,,,ol,,,,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,17,90,6,55,31,0,,16,20,21,36,93,30
2,19:35,5v4,NYR,20,t,36,16,21,orrr,orrc,ol,y,,,,20,y,,0,31,20726,1/25/2016,NYR,BUF,,,,17,90,6,55,31,0,,16,20,21,36,27,30
2,19:29,5v4,NYR,27,s,93,36,21,oc,opl,ofc,,y,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,28,59,29,47,31,0,,20,21,36,27,93,30
2,19:18,5v4,NYR,27,w,36,93,27,orrl,ol,or,y,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,28,59,3,29,47,31,,16,20,36,27,93,30
2,19:12,5v5,NYR,20,t,93,27,,oc,opr,,y,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,28,59,3,29,47,31,,16,20,36,27,93,30
2,18:15,5v5,BUF,88,w,90,,,oell,,,y,,,,,,,0,30,20726,1/25/2016,NYR,BUF,,,,90,9,88,29,46,31,,24,13,25,5,27,30
2,17:13,5v4,NYR,93,s,16,21,16,oc,opl,ol,,,,,,,,0,31,20726,1/25/2016,NYR,BUF,,,,17,59,6,55,31,0,,16,20,21,36,93,30
2,17:02,5v4,NYR,36,t,16,21,93,oc,opl,or,y,y,,,36,y,,0,31,20726,1/25/2016,NYR,BUF,,,,17,59,6,55,31,0,,16,20,21,36,93,30
