NameCode,Name,Pos,home,G,A1,A2,P,iHSC,iSC,iCF,C+/-,F+/-,G+/-,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,AB,MS,SH,SF,SA,GF,GA,FF,FA,CF,CA,SCF,SCA,GameID
cowenja91,Jared.Cowen,D,1,0,0,0,0,0,2,2,-16,-9,-1,7,6,1,2,2,0,0,4,0,0,0,12.5,33.5,110.2,143.7,28.7,71.9,100.6,19.2,57.5,0,2,1,1,4,12,0,1,6,15,7,23,3,11,20376
cecixco93,Cody.Ceci,D,1,0,0,0,0,0,0,2,-17,-10,0,11,9,1,6,1,0,0,1,1,0,0,16.9,38.9,99.1,138.1,31.9,67.3,99.1,21.2,46,1,1,1,0,6,13,0,0,9,19,11,28,6,13,20376
turriky89,Kyle.Turris,C,1,0,1,0,1,0,0,1,-18,-11,0,12,11,4,8,2,9,7,0,0,0,0,20.8,34.7,86.6,121.3,31.8,63.5,95.3,26,49.1,0,2,0,1,9,17,1,1,11,22,12,30,5,13,20376
andercr81,Craig.Anderson,G,1,0,0,0,0,0,0,0,-27,-17,-1,34,27,7,18,0,0,0,0,0,0,0,50.4,40.5,72.6,113.1,32.1,52.4,84.5,25,39.3,0,0,0,0,21,33,1,2,27,44,34,61,16,28,20376
crawfco84,Corey.Crawford,G,0,0,0,0,0,0,0,0,27,17,1,61,44,18,7,0,0,0,0,0,0,0,50.4,72.6,40.5,113.1,52.4,32.1,84.5,39.3,25,0,0,0,0,33,21,2,1,44,27,61,34,28,16,20376
panarar91,Artemi.Panarin,F,0,1,0,1,2,0,5,8,17,8,1,24,15,10,1,0,0,0,0,2,0,0,15.7,92,26.8,118.8,57.5,26.8,84.3,42.2,19.2,4,0,1,2,11,5,2,1,15,7,24,7,11,6,20376
keithdu83,Duncan.Keith,D,0,0,0,0,0,0,1,4,17,11,1,28,19,11,3,0,0,0,0,0,0,0,21.7,77.3,30.4,107.7,52.5,22.1,74.6,38.7,13.8,2,0,0,2,14,5,1,0,19,8,28,11,11,3,20376
kanexpa88,Patrick.Kane,R,0,0,2,0,2,0,0,1,16,8,1,26,17,10,1,0,0,0,0,1,0,1,17.5,89,34.2,123.2,58.2,30.8,89,44.5,24,0,0,0,1,13,7,2,1,17,9,26,10,12,7,20376
hjalmni87,Niklas.Hjalmarsson,D,0,0,0,0,0,3,4,7,16,13,1,27,22,10,3,1,0,0,0,2,0,0,20.1,80.7,32.9,113.5,65.7,26.9,92.6,50.8,17.9,1,1,1,5,17,6,1,0,22,9,27,11,13,4,20376
anisiar88,Artem.Anisimov,C,0,1,0,1,2,0,0,1,13,7,1,22,15,9,0,0,3,8,0,4,0,0,14.8,89.1,36.5,125.6,60.8,32.4,93.2,44.6,24.3,0,0,0,0,11,6,2,1,15,8,22,9,11,6,20376
shawxan91,Andrew.Shaw,CR,0,0,0,0,0,2,3,4,9,8,0,13,12,0,3,0,1,4,1,3,1,0,10.5,74.2,22.8,97.1,68.5,22.8,91.4,51.4,22.8,0,0,1,3,9,4,0,0,12,4,13,4,5,3,20376
toewsjo88,Jonathan.Toews,C,0,0,0,0,0,0,1,1,7,5,0,15,9,6,2,0,6,7,1,1,0,0,15.4,58.3,31.1,89.3,35,15.5,50.5,27.2,11.7,0,0,1,0,7,3,0,0,9,4,15,8,7,3,20376
hossama79,Marian.Hossa,R,0,0,0,0,0,2,2,5,7,6,0,14,9,5,2,0,0,0,2,1,1,0,14,59.9,29.9,89.8,38.5,12.8,51.3,29.9,8.6,0,0,1,4,7,2,0,0,9,3,14,7,7,2,20376
rozsimi78,Michal.Rozsival,D,0,0,0,0,0,1,2,5,6,3,0,17,12,4,2,1,0,0,0,0,0,0,12.3,82.8,53.5,136.3,58.4,43.8,102.2,38.9,34.1,2,1,1,2,8,7,0,0,12,9,17,11,7,6,20376
vanritr91,Trevor.van.Riemsdyk,D,0,0,0,0,0,1,2,4,5,4,0,18,14,3,2,1,0,0,0,1,0,0,18.5,58.5,42.2,100.7,45.5,32.5,78,35.7,29.2,2,1,1,1,11,9,1,1,14,10,18,13,11,7,20376
seabrbr85,Brent.Seabrook,D,0,0,0,0,0,0,1,6,5,1,0,17,10,4,2,1,0,0,2,1,0,0,18,56.7,40,96.7,33.3,30,63.4,26.7,26.7,4,1,0,2,8,8,1,1,10,9,17,12,8,6,20376
krugema90,Marcus.Kruger,C,0,0,0,0,0,0,0,3,5,4,0,12,10,0,5,0,4,2,0,3,0,0,9.9,72.4,42.2,114.6,60.3,36.2,96.5,42.2,36.2,0,0,1,2,7,6,0,0,10,6,12,7,5,4,20376
daleytr83,Trevor.Daley,D,0,0,0,0,0,0,1,3,5,2,0,15,11,4,2,0,0,0,0,2,0,0,10.2,88.2,58.8,146.9,64.7,52.9,117.6,47,41.1,1,0,1,1,8,7,0,0,11,9,15,10,6,6,20376
mashibr88,Brandon.Mashinter,L,0,0,0,0,0,0,0,0,3,2,0,10,7,2,1,0,0,0,1,3,1,0,8.8,68.1,47.7,115.8,47.7,34.1,81.7,40.9,27.2,0,0,0,0,6,4,0,0,7,5,10,7,4,2,20376
teravte94,Teuvo.Teravainen,C,0,0,0,0,0,1,1,1,2,3,0,12,8,5,2,1,1,0,0,1,0,0,14.8,48.6,40.5,89.2,32.4,20.3,52.7,24.3,16.2,0,1,0,1,6,4,0,0,8,5,12,10,6,3,20376
keroxta92,Tanner.Kero,,0,0,0,0,0,2,2,3,1,0,0,12,10,3,0,0,1,4,3,2,0,0,10.4,69.1,63.4,132.5,57.6,57.6,115.2,46.1,40.3,0,0,1,2,8,7,0,0,10,10,12,11,5,3,20376
danoxma94,Marko.Dano,C,0,0,0,0,0,0,2,3,1,0,0,11,9,3,1,1,0,0,0,1,0,0,8.7,75.9,69,144.8,62.1,62.1,124.1,48.3,41.4,1,1,0,2,7,6,0,0,9,9,11,10,5,3,20376
garbury85,Ryan.Garbutt,RL,0,0,0,0,0,0,1,2,0,0,0,12,11,1,3,1,0,0,2,2,0,0,10.5,68.4,68.4,136.7,62.7,62.7,125.3,39.9,51.3,0,1,1,1,7,9,0,0,11,11,12,12,6,6,20376
mcleoco84,Cody.McLeod,LR,1,0,0,1,1,2,2,2,6,5,1,10,8,3,4,0,0,0,1,0,1,0,7.7,78.4,31.4,109.8,62.7,23.5,86.3,23.5,23.5,0,0,1,1,3,3,1,0,8,3,10,4,7,3,20027
mitchjo85,John.Mitchell,C,1,1,0,0,1,1,2,3,5,3,0,11,8,3,4,0,7,4,0,0,0,0,10.5,62.8,34.3,97.1,45.7,28.5,74.2,17.1,28.5,0,0,2,0,3,5,1,1,8,5,11,6,7,4,20027
holdeni87,Nick.Holden,D,1,0,0,1,1,0,0,1,4,2,1,16,11,4,2,1,0,0,1,0,0,0,12.1,79.2,59.4,138.6,54.4,44.5,99,39.6,34.6,0,1,0,1,8,7,2,1,11,9,16,12,8,6,20027
skillja87,Jack.Skille,RL,1,0,1,0,1,0,1,1,1,1,1,5,4,2,3,0,0,0,1,1,0,0,7.6,39.3,31.4,70.7,31.4,23.6,55,15.7,23.6,1,0,0,0,2,3,1,0,4,3,5,4,3,3,20027
comeabl86,Blake.Comeau,RL,1,0,0,0,0,1,1,2,0,0,0,9,6,5,4,1,0,0,3,0,0,0,12.7,42.7,42.7,85.3,28.4,28.4,56.9,23.7,19,1,1,0,1,5,4,0,0,6,6,9,9,2,5,20027
duchema91,Matt.Duchene,C,1,0,0,0,0,0,0,2,-1,1,0,10,7,6,5,1,5,8,1,1,0,0,12.3,48.6,53.5,102.1,34,29.2,63.2,29.2,19.4,1,1,1,0,6,4,0,0,7,6,10,11,3,5,20027
zadorni95,Nikita.Zadorov,D,1,0,0,0,0,0,0,0,-2,-3,-1,12,7,4,3,1,0,0,5,0,0,0,16.1,44.6,52,96.6,26,37.2,63.2,22.3,26,0,1,0,0,6,7,0,1,7,10,12,14,5,9,20027
iginlja77,Jarome.Iginla,R,1,0,0,0,0,0,1,1,-3,-2,0,11,7,6,5,0,4,0,0,0,2,0,14.4,45.8,58.3,104.2,29.2,37.5,66.7,25,20.8,1,0,0,0,6,5,0,0,7,9,11,14,3,7,20027
guenina82,Nathan.Guenin,D,1,0,0,0,0,1,2,3,-3,-4,1,13,9,3,3,0,0,0,0,0,0,0,12.5,62.5,76.9,139.4,43.3,62.5,105.7,28.8,52.9,1,0,1,1,6,11,2,1,9,13,13,16,7,7,20027
tangual79,Alex.Tanguay,LR,1,0,2,0,2,0,0,2,-4,-1,2,18,11,4,3,0,0,0,0,0,1,0,14.9,72.2,88.3,160.5,44.1,48.2,92.3,32.1,40.1,0,0,0,2,8,10,3,1,11,12,18,22,7,9,20027
mackina95,Nathan.MacKinnon,CR,1,1,1,0,2,1,2,5,-5,-2,2,18,11,4,3,1,6,4,0,1,0,0,15.2,71,90.7,161.8,43.4,51.3,94.7,31.6,43.4,2,1,1,1,8,11,3,1,11,13,18,23,7,9,20027
beaucfr80,Francois.Beauchemin,D,1,0,0,1,1,0,0,2,-5,3,2,18,13,8,7,6,0,0,0,0,0,0,18,60.1,76.8,136.9,43.4,33.4,76.8,23.4,23.4,1,6,0,1,7,7,2,0,13,10,18,23,8,9,20027
rendubo92,Borna.Rendulic,R,1,0,0,0,0,1,1,1,-7,-3,0,4,4,2,1,1,0,0,0,0,0,0,7.1,33.8,92.8,126.6,33.8,59.1,92.8,25.3,42.2,0,1,0,1,3,5,0,0,4,7,4,11,4,5,20027
johnser88,Erik.Johnson,D,1,0,0,0,0,1,3,7,-7,2,2,16,12,8,7,3,0,0,1,0,0,0,17.4,55.1,79.3,134.4,41.4,34.5,75.8,24.1,24.1,2,3,2,3,7,7,2,0,12,10,16,23,7,9,20027
soderca85,Carl.Soderberg,C,1,0,0,0,0,1,2,2,-8,-5,-1,7,6,3,2,0,3,8,0,1,0,0,11.2,37.5,80.4,117.9,32.2,59,91.1,21.4,37.5,0,0,1,1,4,7,0,1,6,11,7,15,6,8,20027
rantami96,Mikko.Rantanen,R,1,0,0,0,0,1,1,2,-8,-5,-1,5,4,3,2,2,0,0,0,0,0,1,9,33.2,86.4,119.7,26.6,59.8,86.4,26.6,33.2,1,2,0,1,4,5,0,1,4,9,5,13,4,6,20027
landega92,Gabriel.Landeskog,L,1,2,0,1,3,1,2,4,-9,-4,2,18,11,4,3,3,0,0,2,0,0,0,16.3,66.4,99.6,166,40.6,55.3,95.9,29.5,48,2,3,0,0,8,13,3,1,11,15,18,27,7,11,20027
barrity91,Tyson.Barrie,D,1,0,0,0,0,0,0,2,-9,-8,-1,9,6,3,4,0,0,0,0,0,0,0,16.5,32.7,65.5,98.2,21.8,50.9,72.8,21.8,40,0,0,0,2,6,11,0,1,6,14,9,18,5,10,20027
varlase88,Semyon.Varlamov,G,1,0,0,0,0,0,0,0,-11,-4,2,42,29,15,13,0,0,0,0,0,0,0,46.3,54.4,68.7,123.1,37.6,42.7,80.3,25.9,32.4,0,0,0,0,20,25,4,2,29,33,42,53,20,25,20027
niemian83,Antti.Niemi,G,0,0,0,0,0,0,0,0,11,4,-2,53,33,13,15,0,0,0,0,0,1,0,46.3,68.7,54.4,123.1,42.7,37.6,80.3,32.4,25.9,0,0,0,0,25,20,2,4,33,29,53,42,25,20,20027
moenxtr82,Travis.Moen,RL,0,0,0,0,0,0,2,3,8,3,0,11,6,3,0,0,0,0,1,0,0,0,7.5,87.5,23.9,111.4,47.7,23.9,71.6,31.8,15.9,1,0,1,1,4,2,0,0,6,3,11,3,6,3,20027
bennxja89,Jamie.Benn,L,0,0,0,1,1,1,2,2,7,0,-2,21,11,6,4,0,0,0,0,0,1,0,15.2,83.2,55.4,138.6,43.6,43.6,87.1,39.6,27.7,0,0,0,2,10,7,1,3,11,11,21,14,10,7,20027
seguity92,Tyler.Seguin,CR,0,0,1,0,1,0,5,11,6,-1,-1,22,11,6,4,1,1,1,0,0,0,0,15.9,83,60.4,143.4,41.5,45.3,86.8,37.7,26.4,6,1,1,4,10,7,1,2,11,12,22,16,11,6,20027
oduyajo81,Johnny.Oduya,D,0,0,0,0,0,0,1,5,6,1,-1,22,12,5,4,2,0,0,0,0,0,1,15.7,84.3,61.3,145.6,46,42.2,88.1,38.3,34.5,3,2,0,2,10,9,1,2,12,11,22,16,10,7,20027
nichuva95,Valeri.Nichushkin,R,0,0,0,0,0,1,2,3,6,2,0,12,7,3,2,0,0,0,0,2,0,0,8,89.7,44.9,134.6,52.3,37.4,89.7,22.4,29.9,1,0,0,2,3,4,0,0,7,5,12,6,6,3,20027
klingjo92,John.Klingberg,D,0,0,0,0,0,0,1,2,5,4,-1,21,14,4,4,1,0,0,0,1,1,0,18.9,66.7,50.8,117.5,44.4,31.7,76.2,31.7,15.9,1,1,1,0,10,5,0,1,14,10,21,16,11,7,20027
goligal85,Alex.Goligoski,D,0,0,0,0,0,0,1,2,5,4,-1,20,14,4,3,2,0,0,1,0,0,0,16.9,71.2,53.4,124.6,49.8,35.6,85.4,39.1,17.8,2,2,0,0,11,5,0,1,14,10,20,15,10,8,20027
eakinco91,Cody.Eakin,C,0,1,0,0,1,1,2,4,5,-1,0,22,11,4,4,1,5,5,0,1,0,1,13.2,100.3,77.5,177.8,50.2,54.7,104.9,45.6,31.9,1,1,0,2,10,7,1,1,11,12,22,17,10,7,20027
fiddlve80,Vernon.Fiddler,C,0,0,0,0,0,0,2,2,4,1,0,7,4,3,0,0,4,3,0,1,0,0,6.4,65.9,28.2,94.1,37.6,28.2,65.9,18.8,18.8,0,0,1,1,2,2,0,0,4,3,7,3,5,3,20027
demerja88,Jason.Demers,D,0,0,1,0,1,0,0,4,4,-1,-2,22,12,6,4,0,0,0,1,2,0,0,16.3,81.2,66.4,147.6,44.3,48,92.3,33.2,40.6,2,0,1,1,9,11,1,3,12,13,22,18,10,8,20027
roussan89,Antoine.Roussel,L,0,0,0,1,1,0,1,1,2,6,1,9,9,2,5,0,0,1,0,2,0,1,11.4,47.4,36.9,84.3,47.4,15.8,63.2,36.9,15.8,0,0,0,1,7,3,1,0,9,3,9,7,4,2,20027
janmama92,Mattias.Janmark-Nylen,C,0,1,0,0,1,1,1,1,2,5,0,11,9,2,6,1,5,10,0,1,0,0,14.7,44.9,36.7,81.6,36.7,16.3,53,28.6,16.3,0,1,0,0,7,4,1,1,9,4,11,9,4,4,20027
hemskal83,Ales.Hemsky,R,0,0,0,0,0,1,1,3,2,4,0,9,9,2,5,1,0,0,0,2,0,0,11.7,46.2,35.9,82.2,46.2,25.7,71.9,35.9,25.7,0,1,0,3,7,5,1,1,9,5,9,7,4,4,20027
sharppa81,Patrick.Sharp,L,0,0,0,0,0,1,1,2,1,-2,-2,14,9,3,5,0,0,0,0,0,0,0,12.2,68.8,63.8,132.6,44.2,54,98.2,29.5,34.4,0,0,0,2,6,7,0,2,9,11,14,13,6,7,20027
jokipjy91,Jyrki.Jokipakka,D,0,0,0,0,0,0,1,1,1,-2,0,10,6,4,7,0,0,0,1,1,0,0,12.4,48.5,43.7,92.2,29.1,38.8,67.9,19.4,29.1,1,0,0,0,4,6,1,1,6,8,10,9,5,5,20027
bennxjo87,Jordie.Benn,D,0,0,0,0,0,0,0,1,1,2,1,11,8,3,8,3,0,0,0,1,0,1,12.6,52.4,47.7,100.1,38.1,28.6,66.7,28.6,19.1,0,3,1,0,6,4,1,0,8,6,11,10,4,5,20027
spezzja83,Jason.Spezza,C,0,0,0,0,0,0,1,3,-1,-1,-1,13,8,3,5,0,9,5,0,1,0,0,11.1,70.4,75.8,146.2,43.3,48.7,92,32.5,32.5,1,0,1,1,6,6,0,1,8,9,13,14,5,7,20027
eavespa84,Patrick.Eaves,RL,0,0,0,0,0,0,1,3,-9,-4,-1,8,5,2,5,1,0,0,0,0,0,0,11.7,41,87.1,128,25.6,46.1,71.7,15.4,30.7,1,1,1,1,3,6,0,1,5,9,8,17,4,7,20027
pulkkte92,Teemu.Pulkkinen,LR,1,0,0,0,0,1,1,3,11,8,0,12,8,5,2,0,0,0,0,2,0,0,8.6,83.6,7,90.6,55.8,0,55.8,41.8,0,0,0,1,2,6,0,0,0,8,0,12,1,2,1,20276
zettehe80,Henrik.Zetterberg,CL,1,0,0,0,0,1,4,5,6,5,0,16,12,7,4,0,7,5,2,1,0,0,18.5,51.9,32.4,84.3,38.9,22.7,61.6,29.2,16.2,1,0,1,3,9,5,0,0,12,7,16,10,7,4,20276
greenmi85,Mike.Green,D,1,0,0,0,0,0,2,3,6,6,0,13,11,7,1,0,0,0,0,2,0,0,15.8,49.4,26.6,76,41.8,19,60.8,30.4,11.4,1,0,0,2,8,3,0,0,11,5,13,7,8,2,20276
mrazepe92,Petr.Mrazek,G,1,0,0,0,0,0,0,0,5,4,1,36,29,17,10,0,0,0,0,0,0,0,44.8,48.3,41.5,89.8,38.9,33.5,72.4,28.1,21.4,0,0,0,0,21,16,1,0,29,25,36,31,16,14,20276
larkidy96,Dylan.Larkin,C,1,1,0,0,1,0,2,4,4,4,1,16,13,7,4,1,0,0,1,1,0,0,14.7,65.2,48.9,114.1,53,36.7,89.6,40.7,20.4,0,1,1,2,10,5,1,0,13,9,16,12,9,5,20276
ericsjo84,Jonathan.Ericsson,D,1,0,0,0,0,0,0,3,4,4,1,14,14,5,3,0,0,0,1,2,0,0,16.1,52.1,37.2,89.3,52.1,37.2,89.3,41,26.1,0,0,2,1,11,7,1,0,14,10,14,10,7,6,20276
tatarto90,Tomas.Tatar,LR,1,0,0,0,0,2,3,3,3,4,1,15,13,7,4,0,0,0,0,1,1,1,15.6,57.9,46.3,104.2,50.2,34.7,84.9,38.6,15.4,1,0,1,1,10,4,1,0,13,9,15,12,9,6,20276
kronwni81,Niklas.Kronwall,D,1,0,0,0,0,0,0,0,3,3,0,13,11,7,1,0,0,0,0,1,0,0,16.8,46.4,35.7,82.1,39.3,28.6,67.8,28.6,14.3,0,0,0,0,8,4,0,0,11,8,13,10,8,6,20276
datsypa78,Pavel.Datsyuk,CL,1,0,1,0,1,2,2,4,3,4,1,16,13,7,4,2,9,6,0,0,0,0,15.1,63.7,51.7,115.4,51.7,35.8,87.6,39.8,19.9,1,2,0,3,10,5,1,0,13,9,16,13,9,5,20276
abdelju87,Justin.Abdelkader,RL,1,0,0,0,0,0,0,1,3,2,0,8,6,5,2,0,0,0,1,0,0,1,10.6,45.4,28.4,73.8,34.1,22.7,56.8,34.1,17,0,0,0,1,6,3,0,0,6,4,8,5,4,2,20276
sheahri91,Riley.Sheahan,C,1,0,0,0,0,1,1,1,2,2,0,8,8,2,2,0,0,2,3,2,0,0,10.7,45,33.7,78.7,45,33.7,78.7,22.5,16.9,0,0,0,1,4,3,0,0,8,6,8,6,3,4,20276
helmxda87,Darren.Helm,C,1,0,0,0,0,1,1,1,1,0,0,6,5,1,2,0,0,0,2,0,0,0,8.5,42.5,35.4,77.9,35.4,35.4,70.8,14.2,21.2,0,0,0,1,2,3,0,0,5,5,6,5,3,3,20276
dekeyda90,Danny.Dekeyser,D,1,0,0,0,0,0,0,0,1,2,1,12,12,5,3,0,0,0,0,2,2,0,15.1,47.8,43.8,91.6,47.8,39.8,87.7,35.9,27.9,0,0,0,0,9,7,1,0,12,10,12,11,7,6,20276
kindlja87,Jakub.Kindl,D,1,0,0,0,0,0,0,4,0,-2,0,11,6,5,6,1,0,0,0,1,0,0,13.8,48,48,96,26.2,34.9,61.1,17.5,21.8,2,1,1,1,4,5,0,0,6,8,11,11,1,3,20276
milledr84,Drew.Miller,LR,1,0,0,0,0,0,0,0,-4,-3,0,2,2,2,0,0,0,1,1,0,0,0,7.3,16.5,49.6,66.1,16.5,41.3,57.9,8.3,33.1,0,0,0,0,1,4,0,0,2,5,2,6,0,2,20276
marchal92,Alexey.Marchenko,D,1,0,0,0,0,0,0,2,-4,-5,0,9,4,5,6,2,0,0,1,1,0,0,12,45,65,109.9,20,45,65,10,30,1,2,1,0,2,6,0,0,4,9,9,13,1,5,20276
glendlu89,Luke.Glendening,C,1,0,0,0,0,0,0,1,-4,-4,0,2,2,1,2,0,2,5,1,0,1,0,8.5,14.1,42.4,56.5,14.1,42.4,56.5,7.1,28.3,0,0,0,1,1,4,0,0,2,6,2,6,0,4,20276
nyquigu89,Gustav.Nyquist,LR,1,0,0,0,0,0,0,0,-5,-6,0,5,3,5,4,0,0,0,3,1,0,0,9.9,30.3,60.6,90.8,18.2,54.5,72.7,18.2,42.4,0,0,0,0,3,7,0,0,3,9,5,10,2,4,20276
athanan94,Andreas.Athanasiou,L,1,0,0,0,0,0,0,1,-5,-4,0,2,2,2,0,0,0,2,0,1,0,0,6.5,18.6,64.9,83.5,18.6,55.7,74.2,9.3,46.4,0,0,0,1,1,5,0,0,2,6,2,7,0,2,20276
alzneka88,Karl.Alzner,D,0,0,0,0,0,0,0,2,6,3,0,16,12,5,4,0,0,0,2,3,1,0,18.3,52.5,32.8,85.3,39.4,29.5,68.9,23,29.5,0,0,0,2,7,9,0,0,12,9,16,10,6,4,20276
lattami91,Michael.Latta,C,0,0,0,0,0,0,0,3,3,1,0,8,6,3,7,0,7,4,1,1,0,0,11.4,42.1,26.3,68.5,31.6,26.3,57.9,21.1,15.8,1,0,1,1,4,3,0,0,6,5,8,5,3,1,20276
laichbr83,Brooks.Laich,C,0,0,0,0,0,0,1,1,3,0,0,9,6,3,6,0,1,0,2,1,0,0,12.2,44.1,29.4,73.6,29.4,29.4,58.9,19.6,19.6,0,0,1,0,4,4,0,0,6,6,9,6,3,1,20276
oshietj86,T.J..Oshie,LR,0,0,0,0,0,0,0,0,2,2,-1,10,8,2,3,1,0,0,0,2,0,0,10,59.8,47.8,107.6,47.8,35.9,83.7,41.8,29.9,0,1,0,0,7,5,0,1,8,6,10,8,5,3,20276
ovechal85,Alex.Ovechkin,LR,0,0,0,0,0,1,2,3,1,0,-1,11,10,3,2,0,0,0,2,1,0,0,11.4,57.9,52.6,110.5,52.6,52.6,105.3,36.8,36.8,0,0,1,2,7,7,0,1,10,10,11,10,7,6,20276
niskama86,Matt.Niskanen,D,0,0,0,0,0,0,1,4,1,3,0,13,11,2,5,2,0,0,2,2,0,0,17.4,44.7,41.3,86,37.8,27.5,65.4,20.6,27.5,1,2,0,3,6,8,0,0,11,8,13,12,5,5,20276
johanma90,Marcus.Johansson,C,0,0,0,0,0,0,3,3,1,2,0,8,7,3,3,0,0,0,0,0,0,0,10.9,44,38.5,82.6,38.5,27.5,66.1,16.5,22,0,0,2,1,3,4,0,0,7,5,8,7,5,3,20276
backsni87,Nicklas.Backstrom,C,0,0,0,0,0,0,1,2,1,0,-1,11,10,3,2,0,8,3,1,0,0,0,11.5,57.4,52.2,109.6,52.2,52.2,104.4,36.5,36.5,1,0,0,1,7,7,0,1,10,10,11,10,7,6,20276
wilsoto94,Tom.Wilson,R,0,0,0,0,0,0,0,0,0,-1,0,7,6,3,6,0,0,0,5,0,0,0,12.1,34.8,34.8,69.7,29.9,34.8,64.7,19.9,24.9,0,0,0,0,4,5,0,0,6,7,7,7,3,1,20276
orlovdm91,Dmitry.Orlov,D,0,0,0,0,0,0,0,2,0,1,-1,9,8,3,7,1,0,0,0,0,0,0,11.7,46.2,46.2,92.4,41.1,35.9,77,30.8,20.5,0,1,1,1,6,4,0,1,8,7,9,9,2,6,20276
schmina91,Nate.Schmidt,D,0,0,0,0,0,0,2,3,-4,-5,0,10,8,3,5,0,0,0,0,1,1,1,17.1,35.2,49.2,84.4,28.1,45.7,73.8,17.6,28.1,0,0,2,1,5,8,0,0,8,13,10,14,7,5,20276
burakan95,Andre.Burakovsky,CL,0,0,0,0,0,0,0,0,-4,-3,0,6,5,2,4,0,0,0,1,1,0,0,11.2,32.3,53.8,86.1,26.9,43,70,10.8,32.3,0,0,0,0,2,6,0,0,5,8,6,10,4,6,20276
beaglja85,Jay.Beagle,RC,0,0,0,0,0,0,0,1,-4,-3,0,6,4,2,5,0,4,5,0,1,0,0,10.2,35.3,58.8,94.1,23.5,41.2,64.7,17.6,29.4,0,0,0,1,3,5,0,0,4,7,6,10,0,5,20276
williju81,Justin.Williams,R,0,0,0,0,0,0,0,1,-5,-5,0,6,4,2,4,0,0,0,1,1,0,0,11.5,31.2,57.3,88.5,20.8,46.9,67.7,10.4,31.2,1,0,0,0,2,6,0,0,4,9,6,11,1,7,20276
kuzneev92,Evgeny.Kuznetsov,C,0,0,0,0,0,0,0,0,-5,-2,0,6,5,2,4,0,1,6,0,2,0,0,11.4,31.6,57.9,89.4,26.3,36.8,63.1,10.5,31.6,0,0,0,0,2,6,0,0,5,7,6,11,4,4,20276
holtbbr89,Braden.Holtby,G,0,0,0,0,0,0,0,0,-5,-4,-1,31,25,10,17,0,0,0,0,0,0,0,44.8,41.5,48.3,89.8,33.5,38.9,72.4,21.4,28.1,0,0,0,0,16,21,0,1,25,29,31,36,14,16,20276
carlsjo90,John.Carlson,D,0,0,0,0,0,2,3,5,-6,-6,0,10,8,3,6,2,0,0,0,0,0,1,16.9,35.5,56.8,92.3,28.4,49.7,78.1,21.3,32,1,2,1,3,6,9,0,0,8,14,10,16,6,7,20276
chornta87,Taylor.Chorney,D,0,0,0,0,0,0,1,1,-7,-4,-1,4,3,4,7,1,0,0,1,0,0,0,8.8,27.4,75.4,102.9,20.6,48,68.6,13.7,27.4,1,1,0,0,2,4,0,1,3,7,4,11,2,5,20276
chimeja79,Jason.Chimera,L,0,0,0,0,0,0,0,0,-8,-3,0,5,4,2,5,0,0,0,0,0,0,1,9.9,30.3,78.8,109.1,24.2,42.4,66.7,18.2,30.3,0,0,0,0,3,5,0,0,4,7,5,13,0,5,20276
talboca87,Cam.Talbot,G,1,0,0,0,0,0,0,0,19,13,0,60,38,24,18,0,0,0,0,0,0,0,50.9,70.7,48.3,119,44.8,29.5,74.3,38.9,27.1,0,0,0,0,33,23,1,1,38,25,60,41,27,19,20668
grybaer88,Eric.Gryba,D,1,0,0,0,0,1,2,5,15,13,-1,25,18,3,7,0,0,0,1,3,0,0,19,79,31.6,110.6,56.9,15.8,72.7,47.4,15.8,2,0,1,2,15,5,0,1,18,5,25,10,14,2,20668
yakupna93,Nail.Yakupov,LR,1,0,0,0,0,1,3,5,13,6,-1,18,10,5,4,0,0,0,0,0,0,0,13.5,80,22.2,102.2,44.4,17.8,62.2,40,17.8,2,0,0,3,9,4,0,1,10,4,18,5,6,1,20668
purcete85,Teddy.Purcell,RL,1,0,0,0,0,0,1,1,12,8,1,19,11,10,1,0,0,0,0,0,0,0,14.7,77.5,28.6,106.1,44.9,12.2,57.1,36.7,12.2,1,0,0,0,9,3,1,0,11,3,19,7,11,6,20668
davidbr91,Brandon.Davidson,D,1,0,0,0,0,0,1,7,12,9,-1,25,15,10,10,2,0,0,1,2,0,1,19.3,77.7,40.4,118.1,46.6,18.7,65.3,34.2,12.4,4,2,1,2,11,4,0,1,15,6,25,13,10,4,20668
letesma85,Mark.Letestu,CR,1,0,0,0,0,0,2,2,9,7,0,15,9,8,8,0,15,4,0,0,0,0,13.2,68.1,27.3,95.4,40.9,9.1,50,40.9,9.1,0,0,0,2,9,2,0,0,9,2,15,6,7,1,20668
nurseda95,Darnell.Nurse,D,1,0,0,0,0,0,0,1,7,6,0,19,14,4,3,1,0,0,6,4,0,0,14.6,77.9,49.2,127.2,57.4,32.8,90.3,53.3,32.8,0,1,0,1,13,8,0,0,14,8,19,12,7,8,20668
kassiza91,Zack.Kassian,R,1,0,0,0,0,1,1,4,6,6,0,15,9,8,8,1,1,0,2,3,1,0,15.3,58.9,35.3,94.2,35.3,11.8,47.1,35.3,11.8,1,1,0,3,9,3,0,0,9,3,15,9,7,1,20668
