NameCode,Name,Pos,home,G,A1,A2,P,iHSC,iSC,iCF,C+/-,F+/-,G+/-,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,AB,MS,SH,SF,SA,GF,GA,FF,FA,CF,CA,SCF,SCA,GameID
geliner91,Eric.Gelinas,D,1,0,0,0,0,0,0,2,5,5,0,10,10,2,2,0,0,0,2,0,0,0,10,60,30,89.9,60,30,89.9,54,24,0,0,0,2,9,4,0,0,10,5,10,5,6,3,20428
palmiky91,Kyle.Palmieri,RL,1,0,0,0,0,0,1,2,4,5,0,14,13,6,0,0,0,0,0,0,0,0,13.7,61.3,43.8,105,56.9,35,91.9,48.1,30.6,0,0,0,2,11,7,0,0,13,8,14,10,7,7,20428
tlustji88,Jiri.Tlusty,LR,1,0,0,0,0,0,0,1,3,4,0,13,12,5,1,1,0,0,0,0,0,0,12.3,63.5,48.8,112.3,58.6,39.1,97.7,53.7,29.3,0,1,1,0,11,6,0,0,12,8,13,10,7,8,20428
cammami82,Mike.Cammalleri,LC,1,0,0,0,0,2,3,4,3,3,0,11,10,3,2,0,0,0,0,0,0,0,14.7,45,32.7,77.7,40.9,28.6,69.5,32.7,24.5,0,0,0,4,8,6,0,0,10,7,11,8,7,5,20428
blandjo94,Joseph.Blandisi,RC,1,0,0,0,0,3,3,3,3,4,0,13,12,4,0,0,2,6,1,0,0,0,11.9,65.6,50.5,116,60.5,40.4,100.9,50.5,30.3,0,0,0,3,10,6,0,0,12,8,13,10,7,9,20428
larssad92,Adam.Larsson,D,1,0,0,0,0,0,3,4,2,1,0,12,9,5,5,1,0,0,0,1,0,0,17,42.4,35.3,77.7,31.8,28.2,60,28.2,24.7,2,1,0,2,8,7,0,0,9,8,12,10,7,9,20428
greenan82,Andrew.Greene,D,1,0,0,0,0,0,0,0,1,0,0,12,9,5,6,0,0,0,0,0,0,0,18.8,38.3,35.2,73.5,28.8,28.8,57.5,25.6,25.6,0,0,0,0,8,8,0,0,9,9,12,11,7,9,20428
josefja91,Jacob.Josefson,CL,1,0,0,0,0,1,3,3,0,0,0,7,6,3,1,0,5,2,1,1,0,0,10.5,40.2,40.2,80.3,34.4,34.4,68.8,22.9,28.7,0,0,1,2,4,5,0,0,6,6,7,7,4,2,20428
tootojo83,Jordin.Tootoo,R,1,0,1,0,1,0,0,1,-2,-3,1,4,3,1,6,0,0,0,0,0,0,0,10.5,22.9,34.4,57.3,17.2,34.4,51.6,17.2,28.7,1,0,0,0,3,5,1,0,3,6,4,6,2,3,20428
smithbr89,Brendan.Smith,D,0,0,0,0,0,0,0,0,3,1,0,12,10,4,3,0,0,0,1,2,0,0,14.7,49.1,36.8,86,40.9,36.8,77.8,32.7,32.7,0,0,0,0,8,8,0,0,10,9,12,9,7,5,20428
marchal92,Alexey.Marchenko,D,0,0,0,0,0,0,0,1,3,1,0,13,11,3,3,0,0,0,0,1,0,0,13,60,46.1,106.1,50.7,46.1,96.9,41.5,41.5,0,0,1,0,9,9,0,0,11,10,13,10,8,7,20428
tatarto90,Tomas.Tatar,LR,0,0,0,0,0,0,1,3,1,0,0,7,4,4,3,0,1,0,0,0,0,0,9.8,42.9,36.8,79.7,24.5,24.5,49,18.4,18.4,2,0,0,1,3,3,0,0,4,4,7,6,3,3,20428
sheahri91,Riley.Sheahan,C,0,0,0,0,0,1,2,2,0,-1,0,7,4,3,3,0,4,5,0,1,0,0,10.8,39,39,78,22.3,27.8,50.1,22.3,16.7,1,0,0,1,4,3,0,0,4,5,7,7,4,4,20428
jurcoto92,Tomas.Jurco,RL,0,0,0,0,0,0,1,2,0,1,-1,4,4,0,2,0,0,0,0,0,0,0,6.8,35.5,35.5,70.9,35.5,26.6,62.1,26.6,26.6,0,0,0,2,3,3,0,1,4,3,4,4,3,1,20428
nyquigu89,Gustav.Nyquist,LR,0,0,0,0,0,0,0,1,-2,-3,0,7,4,3,3,0,0,0,0,0,0,0,11.3,37.3,48,85.3,21.3,37.3,58.6,21.3,26.6,0,0,0,1,4,5,0,0,4,7,7,9,3,4,20428
dekeyda90,Danny.Dekeyser,D,0,0,0,0,0,0,0,0,-3,-1,0,11,10,3,6,0,0,0,3,1,0,0,20.1,32.8,41.8,74.6,29.8,32.8,62.6,23.9,29.8,0,0,0,0,8,10,0,0,10,11,11,14,10,9,20428
anderjo89,Joakim.Andersson,C,0,0,0,0,0,0,0,0,-3,-3,-1,3,3,0,2,0,0,0,0,0,0,0,5.6,32.4,64.8,97.2,32.4,64.8,97.2,32.4,64.8,0,0,0,0,3,6,0,1,3,6,3,6,2,3,20428
richabr80,Brad.Richards,C,0,0,0,0,0,0,3,6,-4,0,0,11,11,4,2,0,0,0,0,0,0,0,13.5,48.7,66.5,115.2,48.7,48.7,97.5,31,44.3,0,0,1,5,7,10,0,0,11,11,11,15,6,9,20428
datsypa78,Pavel.Datsyuk,CL,0,0,0,0,0,0,1,2,-4,0,0,11,11,4,2,2,5,5,1,0,0,0,15.2,43.3,59,102.3,43.3,43.3,86.6,27.5,39.3,0,2,1,1,7,10,0,0,11,11,11,15,6,9,20428
glendlu89,Luke.Glendening,C,0,0,0,0,0,1,2,2,-5,-5,-1,4,4,0,2,0,3,1,0,0,0,0,5.8,41.4,93.1,134.5,41.4,93.1,134.5,31,93.1,0,0,1,1,3,9,0,1,4,9,4,9,3,6,20428
ericsjo84,Jonathan.Ericsson,D,0,0,0,0,0,0,0,0,-5,-3,0,10,9,3,6,0,0,0,3,0,0,0,21.7,27.7,41.5,69.2,24.9,33.2,58.1,22.1,30.4,0,0,0,0,8,11,0,0,9,12,10,15,8,9,20428
zettehe80,Henrik.Zetterberg,CL,0,0,0,0,0,0,1,2,-6,-5,0,5,5,5,4,0,5,5,0,2,0,0,15.4,19.5,42.8,62.3,19.5,38.9,58.4,19.5,35,0,0,0,2,5,9,0,0,5,10,5,11,4,6,20428
larkidy96,Dylan.Larkin,C,0,0,0,0,0,2,3,3,-6,-5,0,6,6,5,4,0,1,0,0,0,0,0,16.8,21.4,42.8,64.1,21.4,39.2,60.6,21.4,32.1,0,0,0,3,6,9,0,0,6,11,6,12,5,7,20428
abdelju87,Justin.Abdelkader,RL,0,0,0,0,0,1,1,1,-6,-5,0,4,4,5,4,1,0,0,1,0,0,0,14,17.2,43,60.1,17.2,38.7,55.8,17.2,30.1,0,1,0,1,4,7,0,0,4,9,4,10,4,6,20428
helmxda87,Darren.Helm,C,0,0,0,0,0,1,2,2,-7,-4,0,12,12,3,2,0,1,0,0,1,1,0,15.2,47.3,75,122.3,47.3,63.1,110.5,31.6,63.1,0,0,1,1,8,16,0,0,12,16,12,19,8,14,20428
howarji84,Jimmy.Howard,G,0,0,0,0,0,0,0,0,-15,-11,-1,27,24,12,11,0,0,0,0,0,0,0,47,34.4,53.6,88,30.6,44.6,75.2,24.2,39.5,0,0,0,0,19,31,0,1,24,35,27,42,17,25,20428
greenmi85,Mike.Green,D,0,0,0,0,0,0,0,0,-15,-11,-1,5,5,6,2,3,0,0,1,3,0,0,13.6,22.1,88.4,110.5,22.1,70.7,92.8,13.3,61.9,0,3,0,0,3,14,0,1,5,16,5,20,1,12,20428
kronwni81,Niklas.Kronwall,D,0,0,0,0,0,0,0,0,-16,-12,-1,3,3,5,2,1,0,0,1,0,0,0,12,14.9,94.7,109.6,14.9,74.7,89.7,10,64.8,0,1,0,0,2,13,0,1,3,15,3,19,0,11,20428
schneco86,Cory.Schneider,G,1,0,0,0,0,0,0,0,9,12,-3,29,27,12,6,0,0,0,0,0,0,0,45.2,38.5,26.6,65.1,35.9,19.9,55.8,23.9,15.9,0,0,0,0,18,12,0,3,27,15,29,20,16,10,20125
larssad92,Adam.Larsson,D,1,0,0,0,0,0,0,1,8,8,-2,11,11,7,3,0,0,0,2,3,0,0,13.9,47.4,12.9,60.3,47.4,12.9,60.3,34.4,12.9,0,0,1,0,8,3,0,2,11,3,11,3,7,2,20125
palmiky91,Kyle.Palmieri,RL,1,0,0,0,0,0,0,0,7,8,0,11,10,5,4,0,0,0,2,2,0,2,12.6,52.5,19.1,71.5,47.7,9.5,57.2,23.8,9.5,0,0,0,0,5,2,0,0,10,2,11,4,4,3,20125
tlustji88,Jiri.Tlusty,LR,1,0,0,0,0,1,2,2,6,8,0,11,10,4,4,0,0,0,4,2,0,0,12.1,54.5,24.8,79.3,49.6,9.9,59.5,24.8,9.9,0,0,0,2,5,2,0,0,10,2,11,5,5,3,20125
schleda87,David.Schlemko,D,1,0,0,0,0,0,1,2,6,6,-1,9,9,2,0,0,0,0,0,0,0,0,11.9,45.4,15.1,60.5,45.4,15.1,60.5,35.3,5,0,0,0,2,7,1,0,1,9,3,9,3,4,2,20125
greenan82,Andrew.Greene,D,1,0,0,0,0,0,0,1,6,8,-1,10,10,7,4,0,0,0,1,4,0,0,15.9,37.8,15.1,52.9,37.8,7.6,45.4,26.5,7.6,0,0,0,1,7,2,0,1,10,2,10,4,6,4,20125
zajactr85,Travis.Zajac,C,1,0,0,0,0,0,1,1,5,6,0,10,9,5,3,0,6,3,2,1,0,1,10.2,59,29.5,88.5,53.1,17.7,70.8,23.6,11.8,0,0,0,1,4,2,0,0,9,3,10,5,4,3,20125
kalinse91,Sergey.Kalinin,F,1,0,0,0,0,2,2,4,5,6,-1,8,8,4,0,1,0,0,0,1,0,0,10.4,45.9,17.2,63.2,45.9,11.5,57.4,28.7,11.5,0,1,2,2,5,2,0,1,8,2,8,3,4,1,20125
geliner91,Eric.Gelinas,D,1,0,0,0,0,0,1,3,5,5,0,7,6,0,0,1,0,0,2,1,0,0,8.4,50,14.3,64.2,42.8,7.1,50,28.5,0,1,1,1,1,4,0,0,0,6,1,7,2,5,1,20125
oneilbr88,Brian.O'Neill,R,1,0,0,0,0,0,0,0,3,3,-1,7,6,2,1,0,0,0,1,2,0,0,12.1,34.7,19.8,54.5,29.8,14.9,44.6,29.8,14.9,0,0,0,0,6,3,0,1,6,3,7,4,5,2,20125
tootojo83,Jordin.Tootoo,R,1,0,0,0,0,0,0,0,2,2,-1,7,6,1,1,0,0,0,2,2,0,0,11.1,37.8,27,64.8,32.4,21.6,54,27,21.6,0,0,0,0,5,4,0,1,6,4,7,5,5,3,20125
josefja91,Jacob.Josefson,CL,1,0,0,0,0,1,3,3,2,2,-2,9,7,1,2,0,3,5,0,2,0,0,15.9,33.9,26.3,60.2,26.3,18.8,45.1,22.6,18.8,0,0,0,3,6,5,0,2,7,5,9,7,6,4,20125
giontst83,Stephen.Gionta,CR,1,0,0,0,0,0,0,0,2,3,-2,7,7,2,0,0,1,2,1,2,0,1,9.2,45.5,32.5,78,45.5,26,71.5,32.5,19.5,0,0,0,0,5,3,0,2,7,4,7,5,4,2,20125
henriad90,Adam.Henrique,CL,1,0,0,0,0,1,1,1,1,1,0,5,5,4,1,0,6,4,0,1,0,1,12.6,23.9,19.1,43,23.9,19.1,43,19.1,14.3,0,0,1,0,4,3,0,0,5,4,5,4,3,2,20125
cammami82,Mike.Cammalleri,LC,1,0,0,0,0,0,2,2,-1,0,0,7,7,4,1,0,0,0,1,0,0,0,14.5,28.9,33,61.9,28.9,28.9,57.8,20.6,16.5,0,0,0,2,5,4,0,0,7,7,7,8,5,3,20125
severda94,Damon.Severson,D,1,0,0,0,0,0,0,3,-2,-1,0,6,5,3,1,0,0,0,1,0,0,0,11.9,30.1,40.2,70.3,25.1,30.1,55.3,10,25.1,0,0,2,1,2,5,0,0,5,6,6,8,2,2,20125
stemple83,Lee.Stempniak,R,1,0,0,0,0,0,2,2,-3,-2,-1,6,6,4,1,0,0,0,1,0,0,0,13.2,27.3,40.9,68.2,27.3,36.4,63.7,18.2,22.7,0,0,1,1,4,5,0,1,6,8,6,9,4,3,20125
moorejo90,John.Moore,D,1,0,0,0,0,0,1,3,-3,-1,-1,8,7,4,3,1,0,0,2,0,1,0,16.3,29.4,40.4,69.8,25.7,29.4,55.1,14.7,29.4,1,1,0,2,4,8,0,1,7,8,8,11,3,4,20125
merrijo92,Jon.Merrill,D,1,0,0,0,0,0,0,1,-4,-2,-2,6,6,1,1,2,0,0,1,1,1,0,13.4,26.8,44.7,71.5,26.8,35.7,62.5,17.9,26.8,0,2,1,0,4,6,0,2,6,8,6,10,4,6,20125
jennebo93,Boone.Jenner,LC,0,1,0,0,1,1,1,2,2,2,1,5,5,1,1,0,0,0,3,0,0,0,10,29.9,18,47.9,29.9,18,47.9,23.9,18,0,0,0,1,4,3,1,0,5,3,5,3,2,1,20125
karlswi93,William.Karlsson,C,0,0,0,0,0,0,0,0,1,1,0,6,5,1,2,0,3,4,3,1,0,0,11,32.9,27.4,60.2,27.4,21.9,49.3,21.9,16.4,0,0,0,0,4,3,0,0,5,4,6,5,1,2,20125
atkinca89,Cam.Atkinson,R,0,1,0,0,1,2,4,7,0,-2,2,8,6,3,7,0,0,0,0,0,0,0,11.8,40.5,40.5,81.1,30.4,40.5,70.9,25.3,25.3,2,0,1,3,5,5,2,0,6,8,8,8,5,5,20125
proutda90,Dalton.Prout,D,0,0,0,0,0,0,0,0,-1,0,0,3,3,2,1,1,0,0,0,1,0,0,10.2,17.7,23.5,41.2,17.7,17.7,35.3,11.8,11.8,0,1,0,0,2,2,0,0,3,3,3,4,2,3,20125
hartnsc82,Scott.Hartnell,L,0,1,0,1,2,0,1,1,-1,-2,2,7,5,3,7,0,0,0,2,1,0,1,12,34.9,39.9,74.7,24.9,34.9,59.8,24.9,24.9,0,0,0,0,5,5,2,0,5,7,7,8,4,5,20125
clarkda84,David.Clarkson,R,0,0,1,0,1,0,0,1,-1,-2,1,5,4,0,1,0,1,0,2,2,0,1,12.5,23.9,28.7,52.6,19.1,28.7,47.8,19.1,19.1,0,0,0,1,4,4,1,0,4,6,5,6,3,4,20125
tyutife83,Fedor.Tyutin,D,0,0,0,0,0,0,0,1,-2,-2,0,3,2,2,1,0,0,0,2,2,1,0,10.4,17.2,28.7,46,11.5,23,34.5,5.7,17.2,0,0,1,0,1,3,0,0,2,4,3,5,1,3,20125
savarda90,David.Savard,D,0,0,0,0,0,0,0,0,-2,-4,1,10,8,2,2,0,0,0,2,2,1,0,17.8,33.6,40.4,74,26.9,40.4,67.3,23.5,33.6,0,0,0,0,7,10,1,0,8,12,10,12,4,5,20125
campbgr83,Gregory.Campbell,CL,0,0,0,1,1,1,1,1,-2,-3,1,6,4,0,1,0,1,1,1,2,0,0,11.2,32.2,43,75.2,21.5,37.6,59.1,16.1,21.5,0,0,0,1,3,4,1,0,4,7,6,8,4,6,20125
johnsja87,Jack.Johnson,D,0,0,0,0,0,0,1,3,-3,-5,1,9,7,2,2,0,0,0,1,3,1,0,18.9,28.6,38.1,66.8,22.3,38.1,60.4,19.1,31.8,2,0,0,1,6,10,1,0,7,12,9,12,3,5,20125
calvema89,Matthew.Calvert,L,0,0,0,0,0,0,0,0,-3,-3,0,2,1,1,1,0,0,0,1,2,0,0,10.7,11.2,28,39.3,5.6,22.4,28,0,16.8,0,0,0,0,0,3,0,0,1,4,2,5,1,3,20125
bourqre81,Rene.Bourque,LR,0,0,0,0,0,0,1,2,-3,-5,0,4,2,0,1,0,0,0,0,1,1,0,10.7,22.5,39.3,61.8,11.2,39.3,50.6,5.6,22.5,1,0,0,1,1,4,0,0,2,7,4,7,2,5,20125
foligni87,Nick.Foligno,RL,0,0,0,0,0,1,1,1,-4,-5,0,5,4,2,3,0,0,0,2,1,0,0,10.9,27.4,49.4,76.8,22,49.4,71.3,16.5,32.9,0,0,1,0,3,6,0,0,4,9,5,9,1,4,20125
dubinbr86,Brandon.Dubinsky,CL,0,0,1,0,1,0,0,0,-4,-5,2,5,3,4,4,0,6,4,4,0,1,0,11.3,26.5,47.8,74.3,15.9,42.5,58.4,15.9,37.2,0,0,0,0,3,7,2,0,3,8,5,9,3,7,20125
saadxbr92,Brandon.Saad,LR,0,0,0,0,0,0,0,1,-5,-6,0,4,3,2,3,0,0,0,0,1,0,0,12.2,19.7,44.3,64,14.8,44.3,59.1,9.8,24.6,0,0,0,1,2,5,0,0,3,9,4,9,2,3,20125
golouco89,Cody.Goloubef,D,0,0,0,0,0,0,0,0,-5,-7,2,8,5,2,9,1,0,0,1,2,0,0,16,29.9,48.6,78.5,18.7,44.9,63.6,15,22.4,0,1,0,0,4,6,2,0,5,12,8,13,5,8,20125
wennbal94,Alexander.Wennberg,C,0,0,0,0,0,0,0,0,-6,-5,0,3,3,1,5,0,3,7,0,1,0,0,11.8,15.3,45.8,61.1,15.3,40.7,56,10.2,20.4,0,0,0,0,2,4,0,0,3,8,3,9,2,3,20125
murrary93,Ryan.Murray,D,0,0,0,0,0,0,0,0,-6,-7,2,7,5,2,9,0,0,0,0,1,0,0,16.2,25.8,48,73.8,18.5,44.3,62.8,14.8,22.2,0,0,0,0,4,6,2,0,5,12,7,13,5,8,20125
bobrose88,Sergei.Bobrovsky,G,0,0,0,0,0,0,0,0,-9,-12,3,20,15,6,12,0,0,0,0,0,0,0,45.2,26.6,38.5,65.1,19.9,35.9,55.8,15.9,23.9,0,0,0,0,12,18,3,0,15,27,20,29,10,16,20125
lindhel94,Elias.Lindholm,RC,1,0,0,0,0,1,4,8,19,12,-1,24,16,6,4,0,0,2,4,1,0,0,13.1,110.2,23,133.2,73.5,18.4,91.8,50.5,18.4,3,0,1,4,11,4,0,1,16,4,24,5,8,3,20374
staaler84,Eric.Staal,CL,1,0,0,0,0,1,1,5,18,11,-2,24,16,6,4,0,1,0,3,4,1,0,14,102.6,25.6,128.2,68.4,21.4,89.7,51.3,21.4,0,0,2,3,12,5,0,2,16,5,24,6,8,3,20374
raskxvi93,Victor.Rask,C,1,0,0,0,0,0,1,2,16,11,-1,23,16,6,4,0,10,4,1,0,1,0,13.1,105.6,32.1,137.8,73.5,23,96.4,50.5,18.4,1,0,1,0,11,4,0,1,16,5,23,7,7,5,20374
lackxed88,Eddie.Lack,G,1,0,0,0,0,0,0,0,16,14,-3,49,34,18,16,0,0,0,0,0,0,0,44.6,65.9,44.4,110.4,45.8,26.9,72.7,29.6,22.9,0,0,0,0,22,17,1,4,34,20,49,33,16,18,20374
faulkju92,Justin.Faulk,D,1,0,0,0,0,0,1,6,13,10,1,23,15,5,8,1,0,0,2,0,0,0,13.9,99.2,43.1,142.4,64.7,21.6,86.3,43.1,17.3,3,1,0,3,10,4,1,0,15,5,23,10,9,5,20374
staaljo88,Jordan.Staal,C,1,0,0,0,0,2,2,2,9,8,-1,13,10,8,5,0,10,6,2,1,0,0,12.3,63.5,19.6,83.1,48.9,9.8,58.7,29.3,4.9,1,0,1,0,6,1,0,1,10,2,13,4,4,2,20374
hainsro81,Ron.Hainsey,D,1,0,0,0,0,0,0,4,9,4,-1,18,10,5,6,2,0,0,2,0,0,0,15.9,67.7,33.9,101.6,37.6,22.6,60.2,18.8,22.6,1,2,1,2,5,6,0,1,10,6,18,9,2,4,20374
nestran91,Andrej.Nestrasil,C,1,0,0,0,0,0,0,4,5,6,-1,13,11,6,6,0,0,0,0,1,0,0,12.5,62.5,38.5,101,52.9,24,77,28.9,19.2,1,0,0,3,6,4,0,1,11,5,13,8,4,4,20374
nordsjo92,Joakim.Nordstrom,C,1,0,0,0,0,0,1,1,4,6,-2,12,10,8,5,0,0,0,1,3,0,0,13.4,53.8,35.8,89.6,44.8,17.9,62.7,26.9,13.4,0,0,0,1,6,3,0,2,10,4,12,8,3,5,20374
lilesjo80,John-Michael.Liles,D,1,0,0,0,0,0,0,0,4,4,-2,10,9,9,2,0,0,0,1,1,0,0,12.2,49,29.4,78.4,44.1,24.5,68.6,29.4,19.6,0,0,0,0,6,4,0,2,9,5,10,6,3,4,20374
hanifno97,Noah.Hanifin,D,1,0,0,0,0,0,0,3,4,7,0,22,17,4,9,5,0,0,4,2,0,0,17.9,73.5,60.2,133.7,56.8,33.4,90.3,36.8,26.7,1,5,2,0,11,8,1,1,17,10,22,18,11,11,20374
murphry93,Ryan.Murphy,D,1,0,0,0,0,0,0,1,2,2,-1,16,10,4,5,2,0,0,4,2,0,1,15.8,60.6,53,113.6,37.9,30.3,68.1,18.9,26.5,0,2,0,1,5,7,0,1,10,8,16,14,4,8,20374
terrych89,Chris.Terry,RL,1,0,0,0,0,0,0,0,0,0,1,6,3,2,1,0,0,0,0,0,0,0,6.7,53.7,53.7,107.3,26.8,26.8,53.7,17.9,26.8,0,0,0,0,2,3,1,0,3,3,6,6,2,2,20374
pescebr94,Brett.Pesce,D,1,0,0,0,0,0,0,1,0,1,-3,9,7,9,2,1,0,0,1,3,0,0,13.3,40.7,40.7,81.4,31.7,27.1,58.8,31.7,22.6,0,1,0,1,7,5,0,3,7,6,9,9,3,4,20374
nashxri89,Riley.Nash,CR,1,0,0,0,0,2,2,2,-3,-1,0,9,5,4,3,0,6,4,0,1,0,0,9.3,58,77.4,135.4,32.2,38.7,70.9,19.3,32.2,0,0,2,0,3,5,0,0,5,6,9,12,3,4,20374
malonbr89,Brad.Malone,LC,1,1,0,0,1,1,1,2,-3,-3,0,3,2,0,3,0,0,0,3,1,0,0,6.5,27.6,55.2,82.9,18.4,46,64.5,9.2,46,1,0,0,0,1,5,1,1,2,5,3,6,1,3,20374
verstkr86,Kris.Versteeg,LR,1,0,0,0,0,0,0,2,-5,-2,0,6,4,4,5,1,0,1,1,0,0,0,11.2,32.1,58.9,91.1,21.4,32.1,53.6,16.1,21.4,1,1,0,1,3,4,0,0,4,6,6,11,2,7,20374
skinnje92,Jeff.Skinner,L,1,0,0,0,0,1,2,4,-6,-2,-1,10,6,4,4,1,0,0,1,0,0,0,11.8,51,81.6,132.6,30.6,40.8,71.4,15.3,30.6,2,1,1,1,3,6,0,1,6,8,10,16,4,9,20374
mccleja83,Jay.McClement,C,1,0,1,0,1,1,1,2,-6,-4,-1,4,3,0,4,0,8,1,3,0,0,0,9.9,24.2,60.4,84.6,18.1,42.3,60.4,12.1,42.3,0,0,1,1,2,7,1,2,3,7,4,10,2,7,20374
tootojo83,Jordin.Tootoo,R,0,0,0,0,0,0,0,0,1,2,0,9,7,3,1,0,0,0,1,2,0,0,8.4,64.4,57.3,121.7,50.1,35.8,85.9,42.9,14.3,0,0,0,0,6,2,0,0,7,5,9,8,4,2,20374
zajactr85,Travis.Zajac,C,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20374
geliner91,Eric.Gelinas,D,0,0,0,0,0,0,1,2,0,-3,0,15,9,6,2,1,0,0,2,3,0,0,15.1,59.5,59.5,118.9,35.7,47.6,83.3,31.7,31.7,0,1,0,2,8,8,1,1,9,12,15,15,7,8,20374
merrijo92,Jon.Merrill,D,0,0,0,0,0,0,0,0,-1,-4,1,16,10,6,3,2,0,0,0,2,0,0,14.4,66.8,71,137.7,41.7,58.4,100.2,33.4,37.6,0,2,0,0,8,9,1,0,10,14,16,17,8,8,20374
palmiky91,Kyle.Palmieri,RL,0,0,0,0,0,1,1,4,-2,-1,1,9,7,5,7,0,1,0,0,2,0,0,13.7,39.6,48.4,87.9,30.8,35.2,65.9,26.4,22,0,0,1,3,6,5,1,0,7,8,9,11,4,2,20374
oneilbr88,Brian.O'Neill,R,0,0,1,0,1,0,1,2,-3,-1,1,7,4,3,2,1,0,0,2,1,0,0,10.2,41,58.5,99.5,23.4,29.3,52.7,23.4,23.4,2,1,0,0,4,4,1,0,4,5,7,10,5,2,20374
giontst83,Stephen.Gionta,CR,0,1,0,0,1,3,5,6,-3,-3,1,12,7,6,2,0,4,13,5,0,0,0,14.7,49.1,61.4,110.5,28.6,40.9,69.5,24.5,32.7,2,0,1,2,6,8,2,1,7,10,12,15,8,5,20374
mattest94,Stefan.Matteau,L,0,0,0,0,0,0,1,2,-4,-7,-1,6,1,5,6,1,0,0,2,2,0,0,9.8,36.5,60.9,97.5,6.1,48.7,54.8,6.1,42.6,2,1,0,0,1,7,0,1,1,8,6,10,2,4,20374
josefja91,Jacob.Josefson,CL,0,1,0,0,1,1,2,3,-4,-2,1,9,6,3,7,1,5,8,0,2,0,0,12.6,42.7,61.7,104.5,28.5,38,66.5,23.7,23.7,1,1,0,1,5,5,1,0,6,8,9,13,4,3,20374
cammami82,Mike.Cammalleri,LC,0,2,1,0,3,0,1,3,-4,-5,3,14,9,4,5,1,0,0,0,1,0,1,14.6,57.5,73.9,131.4,36.9,57.5,94.4,28.7,32.8,1,1,0,0,7,8,3,0,9,14,14,18,8,7,20374
eliaspa76,Patrik.Elias,CL,0,0,1,0,1,0,1,1,-5,-5,1,2,2,4,7,0,2,3,0,5,1,0,8.7,13.9,48.5,62.4,13.9,48.5,62.4,13.9,34.6,0,0,0,1,2,5,1,0,2,7,2,7,1,1,20374
larssad92,Adam.Larsson,D,0,0,0,0,0,0,0,1,-7,-7,1,12,6,5,11,4,0,0,3,3,0,0,16.3,44.1,69.8,113.9,22.1,47.8,69.8,18.4,25.7,1,4,0,0,5,7,2,1,6,13,12,19,7,4,20374
kennety86,Tyler.Kennedy,RL,0,0,1,1,2,0,1,1,-7,-4,1,11,6,5,5,1,0,1,0,3,0,0,15,43.9,71.9,115.8,24,39.9,63.9,20,35.9,1,1,0,0,5,9,2,1,6,10,11,18,8,6,20374
stemple83,Lee.Stempniak,R,0,0,0,0,0,3,4,5,-8,-7,1,10,6,4,6,0,0,0,1,1,0,0,11.7,51.2,92.1,143.3,30.7,66.5,97.2,25.6,30.7,2,0,1,2,5,6,1,0,6,13,10,18,5,8,20374
moorejo90,John.Moore,D,0,0,0,1,1,0,0,0,-8,-4,2,7,5,5,5,1,0,0,2,1,0,0,12.9,32.5,69.6,102.1,23.2,41.8,65,23.2,32.5,0,1,0,0,5,7,2,0,5,9,7,15,4,4,20374
henriad90,Adam.Henrique,CL,0,0,0,0,0,0,0,2,-8,-8,1,11,6,4,6,0,5,10,2,2,0,0,13,50.8,87.7,138.6,27.7,64.7,92.4,23.1,32.3,1,0,0,1,5,7,1,0,6,14,11,19,5,8,20374
greenan82,Andrew.Greene,D,0,0,0,0,0,0,0,0,-8,-6,1,10,6,5,11,1,0,0,0,1,0,0,16.2,36.9,66.5,103.4,22.2,44.3,66.5,14.8,22.2,0,1,0,0,4,6,1,0,6,12,10,18,7,4,20374
severda94,Damon.Severson,D,0,0,0,0,0,0,0,1,-9,-5,0,5,3,5,4,1,0,0,0,1,0,0,13.7,21.8,61.2,83,13.1,35,48.1,13.1,30.6,0,1,0,1,3,7,0,0,3,8,5,14,3,4,20374
kinkake89,Keith.Kinkaid,G,0,0,0,0,0,0,0,0,-16,-14,3,33,20,16,18,0,0,0,0,0,0,1,44.6,44.4,65.9,110.4,26.9,45.8,72.7,22.9,29.6,0,0,0,0,17,22,4,1,20,34,33,49,18,16,20374
quickjo86,Jonathan.Quick,G,1,0,0,0,0,0,0,0,41,30,2,64,48,20,7,0,0,0,0,0,0,0,43,89.3,32.1,121.4,67,25.1,92.1,48.9,18.1,0,0,0,0,35,13,2,0,48,18,64,23,34,10,20079
muzzija89,Jake.Muzzin,D,1,0,0,0,0,1,1,4,27,24,1,32,25,6,2,2,0,0,0,1,0,0,16.4,117,18.3,135.3,91.4,3.7,95.1,65.8,3.7,1,2,0,3,18,1,1,0,25,1,32,5,19,1,20079
martial87,Alec.Martinez,D,1,0,0,0,0,0,0,3,25,22,1,30,23,6,2,1,0,0,1,1,0,0,15.7,115,19.2,134.2,88.2,3.8,92,61.3,3.8,2,1,0,1,16,1,1,0,23,1,30,5,19,1,20079
