Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Kings,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,9:27,5v5,L.A,11,w,12,3,8,nl,dc,dr,,,,,,,,-1,50,20170,11/2/2015,CHI,L.A,,,,11,12,23,3,8,32,,19,28,72,7,43,50
2,9:12,5v5,L.A,12,w,23,8,32,nr,dc,dc,,y,,,,,,-1,50,20170,11/2/2015,CHI,L.A,,,,11,73,12,6,8,32,,19,28,72,7,43,50
2,8:51,5v5,L.A,6,w,77,,,ofp,,,,y,,,,,,-1,50,20170,11/2/2015,CHI,L.A,,,,73,77,17,6,27,32,,15,88,86,4,57,50
2,8:01,5v5,CHI,6,w,52,56,,oc,oc,,,,,,,,,-1,32,20170,11/2/2015,CHI,L.A,,,,15,22,13,7,8,32,,56,67,38,6,52,50
2,6:40,5v5,L.A,21,w,22,21,,oelc,or,,,,,,,,,-1,50,20170,11/2/2015,CHI,L.A,,,,21,22,70,6,27,32,,11,16,65,7,43,50
2,6:36,5v5,L.A,27,w,6,,,opc,,,,,,,,,,-1,50,20170,11/2/2015,CHI,L.A,,,,21,22,70,6,27,32,,11,16,65,7,43,50
2,5:56,5v5,L.A,3,w,13,,,opl,,,,y,,,23,,,-1,50,20170,11/2/2015,CHI,L.A,,,,11,13,23,3,8,32,,11,16,65,4,7,50
2,3:00,5v5,L.A,8,o,11,23,8,oelpr,nc,dr,,,,,,,,-1,50,20170,11/2/2015,CHI,L.A,,,,11,17,23,3,8,32,,19,28,88,6,52,50
2,1:17,5v5,CHI,38,w,56,,,nr,,,,,,,,,,-1,32,20170,11/2/2015,CHI,L.A,,,,21,22,12,3,8,32,,56,67,38,7,43,50
2,0:27,5v5,L.A,27,w,77,,,ofp,,,,,,,,,,-1,50,20170,11/2/2015,CHI,L.A,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:08,5v5,CHI,4,s,19,7,,nc,dr ,,,,,,,,,-1,32,20170,11/2/2015,CHI,L.A,,,,73,77,17,6,27,32,,16,19,88,4,7,50
3,19:48,5v5,CHI,28,w,72,4,,nc,dl,,,,,,,,,-1,32,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,8,32,,19,28,72,4,57,50
3,19:36,5v5,CHI,72,w,19,72,,oc,nc,,y,,,,,,,-1,32,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,8,32,,19,28,72,4,57,50
3,19:23,5v5,CHI,28,w,72,,,oelc,,,y,,,,,,,-1,32,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,8,32,,19,28,72,4,57,50
3,17:57,5v5,L.A,23,w,70,21,,dl,dc,,,y,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,15,13,23,6,10,32,,11,16,65,7,43,50
3,16:58,5v5,L.A,17,w,77,,,nc,,,y,,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,8,32,,56,67,38,6,52,50
3,16:55,5v5,L.A,3,w,73,,,opl,,,,,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,8,32,,56,67,38,6,52,50
3,16:46,5v5,L.A,12,w,11,,,of,,,y,y,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,11,22,12,3,8,32,,56,67,38,6,52,50
3,15:56,5v4,L.A,27,w,10,73,77,opr,or,of,,,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,73,77,17,10,27,32,,11,16,4,57,50,0
3,15:44,5v4,L.A,77,w,27,10,27,ol,oc,opl,,y,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,73,77,17,10,27,32,,11,16,4,57,50,0
3,14:57,5v4,L.A,12,w,6,23,10,oc,oelpc,ol,,,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,11,12,23,6,10,32,,11,16,7,43,50,0
3,14:35,5v4,L.A,6,w,10,11,,oc,opr,,y,y,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,11,12,23,6,10,32,,11,16,7,43,50,0
3,14:04,5v4,L.A,8,w,11,,,or,,,y,,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,11,22,70,6,8,32,,15,28,72,4,57,50
3,13:58,5v5,CHI,72,w,28,,,dsc,,,y,y,1 on 0,,,,,0,32,20170,11/2/2015,CHI,L.A,,,,11,22,70,6,8,32,,15,28,72,4,57,50
3,13:39,5v5,CHI,72,w,4,57,,dl,nc,,,,,,,,,0,32,20170,11/2/2015,CHI,L.A,,,,21,22,70,6,8,32,,15,28,72,6,52,50
3,13:18,5v5,L.A,22,w,70,6,,dr,dc,,y,,2 on 1,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,21,22,70,3,27,32,,15,19,28,6,52,50
3,13:10,5v5,CHI,6,w,28,,,nc,,,,,,,,,,0,32,20170,11/2/2015,CHI,L.A,,,,21,22,17,3,27,32,,15,19,28,6,52,50
3,12:43,5v5,CHI,19,t,7,88,19,oc,opl,oc,y,,,,,,,0,32,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,27,32,,19,88,86,7,43,50
3,12:33,5v5,CHI,43,s,19,7,86,or,or,or,,,,,,,,0,32,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,27,32,,19,88,86,7,43,50
3,12:16,5v5,L.A,13,w,71,,,oc,,,y,,,,,,,0,50,20170,11/2/2015,CHI,L.A,,,,11,71,13,3,8,32,,56,67,38,7,43,50
3,10:58,5v5,CHI,86,w,88,15,,oelc,ol,,y,y,,y,,,,0,32,20170,11/2/2015,CHI,L.A,,,,21,22,70,6,10,32,,15,88,86,7,43,50
3,9:24,5v5,L.A,11,t,23,6,,oc,ol,,y,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,11,12,23,6,27,32,,11,16,65,7,43,50
3,8:45,5v5,L.A,13,w,21,22,8,nc,nr,dr,,,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,21,22,13,7,8,32,,56,67,88,6,52,50
3,7:52,5v5,CHI,7,s,11,,,opr ,,,,,,,,,,1,32,20170,11/2/2015,CHI,L.A,,,,11,12,23,8,10,32,,11,16,65,7,43,50
3,7:43,5v5,L.A,8,w,23,,,dr,,,,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,11,12,23,8,10,32,,11,16,65,7,43,50
3,7:38,5v5,L.A,6,s,21,,,of,,,,,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,11,12,23,8,10,32,,11,16,65,7,43,50
3,7:11,5v5,L.A,21,t,27,,,or,,,y,,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,21,22,13,6,27,32,,15,88,86,6,52,50
3,6:58,5v5,L.A,6,o,13,22,21,oell,oelc,ol,y,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,21,22,13,6,8,32,,15,88,86,6,52,50
3,6:51,5v5,L.A,8,w,77,,,ofp,,,,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,8,32,,19,28,72,4,57,50
3,6:09,5v5,L.A,73,w,77,8,,nr,dc,,,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,73,77,17,3,8,32,,19,72,88,4,57,50
3,5:10,5v5,L.A,12,w,23,11,,oc,nr,,,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,11,12,23,8,10,32,,56,65,67,4,57,50
3,4:12,5v5,L.A,13,w,21,8,,nr,dr ,,,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,21,22,13,10,27,32,,19,88,86,7,43,50
3,3:47,5v5,CHI,72,w,4,,,dl,,,,,,,,,,1,32,20170,11/2/2015,CHI,L.A,,,,73,77,17,6,27,32,,19,28,72,4,57,50
3,2:38,5v4,L.A,27,s,8,11,8,oc,opr,nc,,y,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,11,73,77,8,27,32,,15,19,4,7,50,0
3,2:29,5v4,L.A,73,w,27,73,,oc,oelpl,,,,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,11,73,77,8,27,32,,15,19,4,7,50,0
3,1:55,5v4,L.A,27,w,10,22,21,opr,oc,of,,,,,,,,1,50,20170,11/2/2015,CHI,L.A,,,,21,12,23,10,27,32,,16,19,4,57,50,0
3,1:33,4v5,CHI,15,w,19,,,nl,,,y,y,1 on 0,y,,,,1,32,20170,11/2/2015,CHI,L.A,,,,21,12,23,10,27,32,,15,19,4,7,50,0
3,0:49,6v5,L.A,17,w,11,73,8,oc,nr,dr,,y,,,,,,2,50,20170,11/2/2015,CHI,L.A,,,,11,73,77,17,6,8,,19,72,88,4,7,50
3,0:24,6v5,L.A,11,w,73,11,6,oc,or,dl,,,,,,,,2,50,20170,11/2/2015,CHI,L.A,,,,11,73,77,17,10,27,,19,72,88,4,7,50
1,19:35,5v5,L.A,11,B,23,,,orrc,,,y,y,,,,,,0,40,20794,2/9/2016,BOS,L.A,40,32,,11,17,23,3,8,32,,37,63,14,33,62,40
1,18:49,5v5,BOS,88,W,44,45,,dr,dl,,,y,,,,,,0,32,20794,2/9/2016,BOS,L.A,50,1,,22,44,12,6,27,32,,46,88,21,44,45,40
1,18:19,5v5,BOS,39,W,11,44,,ol,nc,,,y,,,,,,0,32,20794,2/9/2016,BOS,L.A,,,,22,44,12,10,52,32,,51,11,39,44,45,40
1,17:31,5v5,L.A,8,W,74,,,opr,,,,,,,,,,0,40,20794,2/9/2016,BOS,L.A,,,,15,71,74,3,8,32,,25,29,11,47,86,40
1,16:31,5v5,BOS,14,W,37,63,,oelc,oelr,,y,y,,,,,,0,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,27,32,,37,63,14,33,44,40
1,16:23,5v5,BOS,88,T,46,,,or,,,y,y,,,,,,0,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,27,32,,46,88,21,44,45,40
1,15:41,5v5,BOS,11,S,44,,,ol,,,y,,,,,,,0,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,10,52,32,,37,63,11,14,44,47
1,15:34,6v5,BOS,11,W,21,,,oelr,,,,,,,,,,0,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,10,52,32,,37,63,11,14,44,47
1,14:59,5v4,BOS,33,S,45,39,,ol,opl,,,y,,,39,y,,0,32,20794,2/9/2016,BOS,L.A,,,,22,77,3,8,32,0,,63,11,39,33,45,40
1,14:14,5v5,BOS,33,S,63,,,opl,,,,,,,,,,1,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,27,52,32,,37,63,14,33,62,40
1,12:53,5v5,L.A,77,B,74,6,8,nl,dl,dc,,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,27,52,32,,46,88,21,47,86,40
1,12:01,5v5,L.A,8,S,11,23,,opr,nc,,,,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,37,63,14,33,62,40
1,11:27,5v5,BOS,37,B,33,,,dsl,,,,y,,,,,,1,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,37,63,14,33,62,40
1,11:06,5v5,L.A,22,W,8,,,dc,,,,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,22,17,3,8,32,,25,29,64,44,45,40
1,9:48,5v5,BOS,21,W,88,,,or,,,y,,,,,,,1,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,27,52,32,,46,88,21,47,86,40
1,9:10,5v5,L.A,11,W,23,,,oc,,,,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,37,63,14,33,86,40
1,8:12,5v5,L.A,71,W,15,,,,,,,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,15,71,13,6,10,32,,25,29,64,44,45,40
1,7:03,5v5,L.A,73,W,52,,,dsr,,,,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,8,32,,46,88,21,47,86,40
1,6:34,5v5,BOS,63,W,14,,,orrc,,,y,y,,,,,,1,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,8,32,,37,63,14,33,62,40
1,6:09,5v5,L.A,73,W,52,11,,dc,nc,,,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,27,52,32,,46,64,21,44,45,40
1,4:59,5v5,BOS,29,W,86,,,oelc,,,y,,,,,,,1,32,20794,2/9/2016,BOS,L.A,,,,15,73,74,27,52,32,,25,29,64,47,86,40
1,4:36,5v5,BOS,47,W,86,,,nc,,,,,,,29,Y,,1,32,20794,2/9/2016,BOS,L.A,,,,44,71,13,10,27,32,,25,29,64,47,62,40
1,3:56,5v5,L.A,23,W,11,,,of,,,y,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,37,63,14,33,62,40
1,2:59,5v4,L.A,77,W,6,,,oc,,,y,,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,73,77,6,8,32,,46,21,33,86,40,0
1,2:50,5v4,L.A,6,S,8,,,oc,,,,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,73,77,6,8,32,,25,37,33,86,40,0
1,2:04,5v4,L.A,8,W,6,11,73,oc,opl,oc,,,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,73,77,6,8,32,,25,37,33,86,40,0
1,1:59,5v4,L.A,77,W,73,11,,oc,ol,,y,y,,,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,73,77,6,8,32,,25,37,33,86,40,0
1,1:39,6v4,L.A,77,W,6,8,11,ol,oc,opr,y,y,,y,,,,1,40,20794,2/9/2016,BOS,L.A,,,,11,73,77,6,8,32,,25,37,33,86,40,0
1,0:35,5v5,BOS,51,W,39,,,oc,,,,,,,,,,0,32,20794,2/9/2016,BOS,L.A,,,,44,12,74,6,8,32,,51,11,39,47,86,40
1,0:16,5v5,L.A,12,B,44,,,oelc,,,y,y,,y,,,,0,40,20794,2/9/2016,BOS,L.A,,,,44,12,74,8,27,32,,51,11,39,47,86,40
1,0:02,5v5,BOS,37,W,63,,,ol,,,,,,,,,,-1,32,20794,2/9/2016,BOS,L.A,,,,15,71,13,27,52,32,,37,63,14,33,62,40
2,19:06,5v5,L.A,23,W,11,17,,oc,nc,,,y,,,,,,-1,40,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,27,32,,46,88,21,47,86,40
2,18:50,5v5,L.A,74,W,77,,,oelc,,,y,y,,,,,,-1,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,27,32,,46,88,21,47,86,40
2,18:31,5v5,BOS,21,W,88,,,nc,,,,,,,,,,-1,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,27,32,,46,88,21,47,86,40
2,18:01,5v5,L.A,77,W,73,,,dr,,,y,,,,,,,-1,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,10,52,32,,51,11,39,44,45,40
2,17:10,5v5,BOS,37,W,33,47,,nsc,nc,,,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,27,32,,37,63,14,33,62,40
2,16:57,5v5,BOS,63,W,37,,,of,,,y,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,37,63,14,33,62,40
2,16:51,5v5,BOS,62,S,63,,,or,,,,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,37,63,14,33,62,40
2,16:40,5v5,L.A,23,W,11,,,nc,,,,y,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,37,63,14,33,62,40
2,16:18,5v5,BOS,44,S,47,21,,ol,opl,,,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,46,88,21,44,47,40
2,16:08,5v5,BOS,44,S,88,,,opl,,,,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,46,88,21,44,47,40
2,15:59,5v5,BOS,88,B,46,,,nc,,,,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,3,8,32,,46,88,21,44,47,40
2,15:27,5v5,L.A,74,W,23,,,nr,,,,y,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,11,23,74,3,8,32,,46,11,21,44,47,40
2,15:08,5v5,L.A,10,W,23,77,,dr,dr,,,,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,10,52,32,,51,11,39,45,86,40
2,14:47,5v5,L.A,12,W,77,,,ol,,,,y,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,44,73,12,10,52,32,,51,11,39,45,86,40
2,14:18,5v4,BOS,47,W,46,,,or,,,,,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,22,12,6,32,0,,37,46,51,21,47,40
2,13:16,5v4,BOS,63,W,45,,,or,,,,,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,22,74,6,52,32,0,,63,11,39,33,45,40
2,12:53,5v4,BOS,33,S,45,63,,oc,opr,,,,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,22,74,6,52,32,0,,63,11,39,33,45,40
2,12:33,5v4,BOS,45,S,39,,,or,,,,,,,39,,,-2,32,20794,2/9/2016,BOS,L.A,,,,44,74,6,52,32,0,,63,11,39,33,45,40
2,11:16,5v5,L.A,6,W,23,,,oelpr,,,,y,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,27,32,,37,63,14,33,62,40
2,10:52,5v5,BOS,37,O,14,,,or,,,,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,11,71,13,6,27,32,,37,63,14,33,62,40
2,10:28,5v5,BOS,88,W,46,63,47,orrc,oc,dsr,Y,y,,,,,,-2,32,20794,2/9/2016,BOS,L.A,,,,15,71,13,3,8,32,,46,63,88,44,47,40
2,10:07,5v5,L.A,8,W,13,,,oc,,,y,,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,15,71,13,3,8,32,,46,88,21,44,47,40
2,10:02,5v5,L.A,8,S,73,77,,opc,of,,,y,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,3,8,32,,37,63,14,45,86,40
2,9:34,5v5,L.A,73,S,8,74,3,oc,dr,dr,y,,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,3,8,32,,37,63,14,45,86,40
2,8:59,5v4,L.A,17,T,8,27,,oc,oc,,y,y,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,44,12,17,8,27,32,,25,29,33,62,40,0
2,8:19,5v4,L.A,27,S,8,44,,opl,or,,,,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,44,12,17,8,27,32,,25,29,33,62,40,0
2,7:58,5v4,L.A,8,S,27,44,12,oc,opr,or,,,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,44,12,17,8,27,32,,25,29,33,62,40,0
2,7:52,5v4,L.A,17,T,12,8,,oc,or,,y,y,,,,,,-2,40,20794,2/9/2016,BOS,L.A,,,,44,12,17,8,27,32,,25,29,33,62,40,0
2,7:30,5v5,BOS,21,W,88,,,or,,,,y,,,,,,-3,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,52,32,,46,88,21,44,47,40
2,7:18,5v5,L.A,77,W,6,,,dl,,,,y,,,74,y,y,-3,40,20794,2/9/2016,BOS,L.A,,,,73,77,74,3,52,32,,46,88,21,44,47,40
2,5:36,5v5,BOS,47,W,46,86,,or,or,,,,,,,,,-4,32,20794,2/9/2016,BOS,L.A,,,,11,22,12,10,52,32,,46,88,21,47,86,50
2,5:13,5v5,BOS,47,W,86,46,,or,opr,,,,,,,,,-4,32,20794,2/9/2016,BOS,L.A,,,,11,22,12,10,52,32,,46,88,21,44,47,50
2,3:43,5v4,BOS,45,W,33,63,,or,opr,,,,,,,,,-4,32,20794,2/9/2016,BOS,L.A,,,,73,77,6,8,32,0,,63,11,14,33,45,50
2,2:41,5v4,BOS,51,O,46,47,,oc,or,,,,,,,,,-4,32,20794,2/9/2016,BOS,L.A,,,,11,23,27,52,32,0,,37,46,51,21,47,50
2,2:35,5v4,BOS,46,O,47,37,21,or,opr,oelr,,y,,,,,,-4,32,20794,2/9/2016,BOS,L.A,,,,11,23,27,52,32,0,,37,46,51,21,47,50
2,1:04,5v5,L.A,6,W,22,,,oelc,,,,y,,,22,y,y,-4,50,20794,2/9/2016,BOS,L.A,,,,22,71,13,6,27,32,,51,11,88,45,62,50
2,0:51,5v5,L.A,17,W,77,,,oc,,,y,y,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,73,77,17,6,27,32,,46,88,21,33,86,50
2,0:01,5v5,BOS,37,W,63,,,ol,,,y,y,,,,,,-5,32,20794,2/9/2016,BOS,L.A,,,,22,44,12,3,8,32,,37,63,14,44,47,50
3,19:21,5v5,L.A,6,W,77,17,,oc,or,,y,y,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,73,77,17,6,27,32,,37,88,21,33,62,50
3,19:15,5v5,L.A,73,W,77,6,,ol,ol,,y,y,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,73,77,17,6,27,32,,37,88,21,33,62,50
3,18:47,5v5,BOS,21,W,46,44,88,nc,dl,dr,,y,,,47,y,,-5,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,10,52,32,,46,88,21,44,47,50
3,17:13,5v5,L.A,10,S,52,13,,or,oelpr,,,y,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,11,71,13,10,52,32,,51,11,39,45,62,50
3,16:53,5v5,L.A,13,W,23,,,oelc,,,y,y,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,11,13,23,10,52,32,,51,11,39,45,62,50
3,16:29,5v5,BOS,14,W,62,63,,dsc,dl,,y,,,,,,,-5,32,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,27,32,,37,63,14,33,62,50
3,16:19,5v5,L.A,17,W,11,,,orrc,,,y,y,,y,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,11,73,17,3,8,32,,37,63,14,33,62,50
3,15:38,5v5,L.A,73,W,8,,,dc,,,y,y,,,,,,-6,50,20794,2/9/2016,BOS,L.A,,,,73,77,74,10,52,32,,46,88,21,44,47,50
3,15:18,5v5,BOS,86,S,25,,,ofp,,,,,,,,,,-6,32,20794,2/9/2016,BOS,L.A,,,,22,44,12,10,52,32,,25,29,64,45,86,50
3,15:16,5v5,BOS,64,O,86,,,or,,,,y,,y,,,,-6,32,20794,2/9/2016,BOS,L.A,,,,22,44,12,10,52,32,,25,29,64,45,86,50
3,14:30,5v5,BOS,29,W,45,,,dc,,,,y,,,,,,-5,32,20794,2/9/2016,BOS,L.A,,,,15,22,13,6,27,32,,25,29,64,45,86,50
3,12:32,5v5,L.A,74,T,8,77,73,or,opr,or,y,y,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,27,32,,46,88,21,45,86,50
3,12:15,5v5,L.A,73,W,74,8,,oelc,ol,,,y,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,27,32,,46,88,21,45,86,50
3,11:04,5v5,L.A,8,W,71,,,nc,,,,,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,15,71,13,3,8,32,,51,11,39,45,86,50
3,10:54,5v5,L.A,3,S,8,71,13,or,opr,oelc,,,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,15,71,13,3,8,32,,51,11,39,45,86,50
3,10:19,5v5,L.A,17,W,11,6,27,orrr,dsl,dr,,,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,27,32,,37,63,14,33,62,50
3,8:33,5v5,BOS,45,O,64,,,ol,,,y,y,,,29,Y,,-5,32,20794,2/9/2016,BOS,L.A,,,,22,44,12,10,52,32,,25,29,64,45,86,50
3,8:00,5v5,L.A,13,W,71,3,,oc,nc,,,,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,15,71,13,3,8,32,,25,29,64,45,86,50
3,6:46,5v5,L.A,27,O,6,11,,ol,opl,,,,,,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,11,17,23,6,27,32,,51,11,39,33,62,50
3,6:10,5v4,L.A,52,S,10,73,,oc,opr,,,y,,y,,,,-5,50,20794,2/9/2016,BOS,L.A,,,,73,77,74,10,52,32,,37,63,44,86,50,0
3,4:50,5v5,L.A,13,W,15,,,oc,,,,y,,,,,,-6,50,20794,2/9/2016,BOS,L.A,,,,15,71,13,6,27,32,,25,29,64,44,47,50
3,2:38,5v5,L.A,73,S,77,27,,oc,dc,,,y,,,,,,-7,50,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,27,32,,46,88,21,45,86,50
3,2:24,5v5,BOS,88,W,46,21,,oc,dl,,y,,,,,,,-7,32,20794,2/9/2016,BOS,L.A,,,,73,77,74,6,27,32,,46,63,88,33,62,50
3,1:14,5v5,BOS,29,W,64,45,62,ol,nc,dc,,,,,,,,-7,32,20794,2/9/2016,BOS,L.A,,,,15,71,13,10,52,32,,25,29,64,45,86,50
3,0:35,5v5,L.A,13,S,27,,,dl,,,,y,,,,,,-7,50,20794,2/9/2016,BOS,L.A,,,,11,71,13,6,27,32,,25,14,39,45,86,50
3,0:19,5v5,BOS,14,W,39,,,oc,,,y,,,,,,,-7,32,20794,2/9/2016,BOS,L.A,,,,11,71,13,6,52,32,,25,14,39,44,45,50
