Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Kings,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,18:56,5v5,S.J,8,t,61,88,8,or,opl,opc,y,y,,,,,,0,32,20004,10/08/2015,L.A,S.J,32,31,,11,12,17,10,55,32,,8,19,27,44,61,31
1,18:52,5v5,S.J,48,w,57,,,of,,,,,,,,,,0,32,20004,10/08/2015,L.A,S.J,1,32,,11,12,17,10,55,32,,8,19,27,44,61,31
1,18:12,5v5,L.A,21,t,23,8,23,or,or,oelpr,y,y,,y,,,,0,31,20004,10/08/2015,L.A,S.J,,,,21,22,23,8,27,32,,48,57,83,4,80,31
1,17:51,5v5,L.A,6,w,8,71,,oc,opr,,,,,,,,,1,31,20004,10/08/2015,L.A,S.J,,,,15,71,17,6,8,32,,50,57,89,7,88,31
1,17:25,5v5,L.A,73,w,55,,,nl,,,,,,,,,,1,31,20004,10/08/2015,L.A,S.J,,,,73,77,70,10,55,32,,12,39,42,44,61,31
1,16:12,5v5,S.J,27,b,19,,,dl,,,,y,,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,11,12,17,2,27,32,,8,19,27,7,88,31
1,15:57,5v5,S.J,83,w,48,8,48,nc,dr,dc,,y,3 on 2,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,21,12,17,2,27,32,,48,57,83,4,80,31
1,15:00,5v5,S.J,44,w,50,,,ofp,,,,y,,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,15,71,77,10,55,32,,8,50,89,44,61,31
1,14:27,5v5,S.J,12,w,39,88,7,orrr,dsr,dl,y,y,1 on 0,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,73,77,70,6,8,32,,12,39,42,7,88,31
1,14:13,5v5,S.J,88,o,12,,,oelpr,,,,,,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,73,77,70,6,8,32,,12,39,42,7,88,31
1,13:43,5v5,L.A,10,w,11,12,55,ol,nr,dc,,,,,,,,1,31,20004,10/08/2015,L.A,S.J,,,,11,12,17,10,55,32,,8,19,27,44,61,31
1,12:52,5v5,S.J,83,w,57,48,,ol,ol,,,y,,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,21,22,23,6,8,32,,48,57,83,4,80,31
1,12:47,5v5,S.J,4,o,83,,,opl,,,,,,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,21,22,23,6,8,32,,48,57,83,4,80,31
1,12:32,5v5,L.A,6,w,22,8,32,dr,dc,dc,,y,,,,,,1,31,20004,10/08/2015,L.A,S.J,,,,21,22,23,6,8,32,,12,48,42,4,80,31
1,11:52,5v5,S.J,39,o,42,39,12,ol,ol,oell,,y,,,,,,1,32,20004,10/08/2015,L.A,S.J,,,,15,71,70,10,55,32,,12,39,42,7,88,31
1,11:11,5v5,L.A,27,w,77,73,27,nc,dr,dc,,y,,,,,,1,31,20004,10/08/2015,L.A,S.J,,,,73,77,70,2,27,32,,50,57,89,44,61,31
1,10:19,5v5,S.J,19,w,7,,,dr,,,y,y,3 on 1,y,,,,1,32,20004,10/08/2015,L.A,S.J,,,,11,12,17,6,8,32,,8,19,27,7,88,31
1,9:39,5v5,L.A,23,w,21,,,dr,,,,,,,,,,0,31,20004,10/08/2015,L.A,S.J,,,,21,22,23,10,55,32,,48,57,83,4,80,31
1,9:09,5v5,L.A,77,o,73,8,77,or,oc,ofp,,,,,,,,0,31,20004,10/08/2015,L.A,S.J,,,,73,77,70,6,8,32,,12,39,42,44,88,31
1,8:05,5v4,L.A,77,o,12,8,10,or,or,opl,y,,,,,,,0,31,20004,10/08/2015,L.A,S.J,,,,11,77,12,8,10,32,,57,83,44,61,31,0
1,7:52,5v4,L.A,10,s,11,10,,opl,ol,,,y,,,,,,0,31,20004,10/08/2015,L.A,S.J,,,,11,77,12,8,10,32,,57,83,44,61,31,0
1,7:05,5v4,L.A,11,w,23,10,11,nc,dc,nf,y,y,,,,,,0,31,20004,10/08/2015,L.A,S.J,,,,11,23,10,55,32,0,,12,39,44,61,31,0
1,6:58,5v4,L.A,10,o,11,,,oc,,,,y,,,,,,0,31,20004,10/08/2015,L.A,S.J,,,,11,23,10,55,32,0,,12,39,44,61,31,0
1,5:37,4v5,S.J,8,w,19,80,,ol,ol,,y,,,,,,,0,32,20004,10/08/2015,L.A,S.J,,,,73,70,6,8,32,0,,8,19,57,80,88,31
1,4:36,5v5,S.J,4,o,83,48,,opl,ol,,,,,,,,,0,32,20004,10/08/2015,L.A,S.J,,,,21,22,13,2,27,32,,48,18,83,4,61,31
1,4:09,5v4,S.J,8,t,88,10,8,ol,opr,ofp,y,y,,y,,,,0,32,20004,10/08/2015,L.A,S.J,,,,11,23,10,55,32,0,,8,12,19,39,88,31
1,3:11,5v5,S.J,39,w,12,42,39,ol,nl,dl,,,,,,,,-1,32,20004,10/08/2015,L.A,S.J,,,,11,12,17,6,8,32,,12,39,42,7,88,31
1,3:03,5v5,S.J,12,w,39,,,or,,,,,,,,,,-1,32,20004,10/08/2015,L.A,S.J,,,,11,12,17,6,8,32,,12,39,42,7,88,31
1,0:07,5v4,S.J,12,w,8,,,ofp,,,,,,,,,,-1,32,20004,10/08/2015,L.A,S.J,,,,11,23,6,8,32,0,,8,12,19,39,88,31
2,17:13,4v5,S.J,44,w,57,,,or,,,,,,,,,,-1,32,20004,10/08/2015,L.A,S.J,,,,11,77,12,8,10,32,,57,83,44,61,31,0
2,16:04,5v4,L.A,6,w,73,27,6,oc,or,opl,,,,,,,,-1,31,20004,10/08/2015,L.A,S.J,,,,73,17,23,6,27,32,,39,42,44,61,31,0
2,15:48,5v5,L.A,22,w,12,,,ol,,,y,,,,,,,-1,31,20004,10/08/2015,L.A,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:40,5v5,L.A,2,s,13,21,,opc,ol,,,,,,,,,-1,31,20004,10/08/2015,L.A,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:27,5v5,L.A,21,a,22,13,,oelr,or,,y,y,,,,,,-1,31,20004,10/08/2015,L.A,S.J,,,,21,22,13,2,55,32,,50,42,4,44,61,31
2,15:20,5v5,L.A,13,o,21,,,oc,,,y,,,,,,,-1,31,20004,10/08/2015,L.A,S.J,,,,21,22,13,2,55,32,,50,42,4,44,61,31
2,15:11,5v5,L.A,22,w,21,,,or,,,,,,,,,,-1,31,20004,10/08/2015,L.A,S.J,,,,21,22,13,2,55,32,,50,42,4,44,61,31
2,14:00,5v5,S.J,88,o,19,8,,oc,opc,,,,,,,,,-1,32,20004,10/08/2015,L.A,S.J,,,,11,12,17,6,8,32,,8,19,27,7,88,31
2,13:55,5v5,S.J,88,w,8,,,opl,,,,y,,y,,,,-1,32,20004,10/08/2015,L.A,S.J,,,,11,12,17,6,8,32,,8,19,27,7,88,31
2,13:02,5v5,S.J,18,o,50,89,,or,,,,y,,,,,,-2,32,20004,10/08/2015,L.A,S.J,,,,73,77,70,2,27,32,,50,89,18,7,88,31
2,12:44,5v4,S.J,8,w,19,,,oc,,,y,y,,,,,,-2,32,20004,10/08/2015,L.A,S.J,,,,22,70,6,8,32,0,,8,12,19,39,88,31
2,12:16,5v4,S.J,88,w,8,39,12,opc,ol,nl,,,,,,,,-2,32,20004,10/08/2015,L.A,S.J,,,,11,23,2,55,32,0,,8,12,19,39,88,31
2,11:59,5v4,S.J,88,w,19,,,or,,,,y,,,,,,-2,32,20004,10/08/2015,L.A,S.J,,,,11,23,2,55,32,0,,8,12,19,39,88,31
2,11:46,5v4,S.J,48,t,44,57,44,oc,opr,oc,y,y,,y,,,,-2,32,20004,10/08/2015,L.A,S.J,,,,73,77,6,8,32,0,,48,57,42,44,80,31
2,11:30,5v5,S.J,4,w,50,,,ofp,,,,,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,15,71,13,2,27,32,,50,89,18,4,80,31
2,10:28,5v5,S.J,12,w,88,,,or,,,,,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,10:18,5v5,S.J,42,w,12,,,nsr,,,,y,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,11,71,13,2,27,32,,12,39,42,7,88,31
2,8:01,5v4,L.A,17,w,73,6,17,ol,ol,ol,,,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,73,17,23,6,27,32,,8,12,4,61,31,0
2,7:25,5v4,L.A,6,w,27,73,17,opl,opl,ol,,,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,73,17,23,6,27,32,,8,12,4,61,31,0
2,7:05,5v4,L.A,11,o,77,10,27,orrc,nc,dc,y,,2 on 1,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,11,77,12,8,10,32,,57,83,7,88,31,0
2,6:25,5v4,L.A,12,o,77,10,12,oelc,nc,dl,y,y,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,21,77,12,8,10,32,,39,42,7,88,31,0
2,5:42,5v5,L.A,55,o,21,17,21,oelpc,oelc,oell,,y,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,21,17,23,2,55,32,,48,57,89,4,61,31
2,2:35,5v5,L.A,70,w,8,,,nc,,,,,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,21,73,70,10,55,32,,50,89,18,44,61,31
2,1:57,5v4,L.A,77,w,8,10,77,oc,opc,opl,,,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,1:22,5v4,L.A,11,w,8,11,12,or,opr,oell,,y,,,77,,,-3,31,20004,10/08/2015,L.A,S.J,,,,11,77,12,8,10,32,,39,42,44,61,31,0
2,0:32,5v4,L.A,73,o,17,23,17,orrl,oc,nl,y,y,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,73,17,23,6,27,32,,12,57,7,88,31,0
3,19:37,5v5,S.J,88,w,19,27,7,nl,dl,dl,,y,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,0,21,22,23,6,8,,8,19,27,7,88,31
3,18:23,5v5,S.J,48,w,61,44,,dc,dr,,,,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,0,73,77,70,2,27,,48,57,83,7,88,31
3,18:14,5v5,S.J,7,w,57,48,,ol,oelc,,,,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,0,73,77,70,2,27,,48,57,83,7,88,31
3,17:45,5v5,L.A,71,w,15,6,,ol,nl,,,y,,,,,,-3,31,20004,10/08/2015,L.A,S.J,,,,0,15,71,13,6,8,,50,57,83,4,80,31
3,16:44,5v5,S.J,27,o,19,8,,or,oelc,,y,,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,0,21,22,23,10,55,,8,19,27,44,61,31
3,16:40,5v5,S.J,8,o,19,,,or,,,,y,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,0,21,22,23,10,55,,8,19,27,44,61,31
3,16:32,5v5,S.J,44,o,19,,,ol,,,,,,,,,,-3,32,20004,10/08/2015,L.A,S.J,,,,0,21,22,23,10,55,,8,19,27,44,61,31
3,15:47,5v5,L.A,17,o,11,17,8,ol,ol,dsl,,,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:30,5v5,L.A,8,w,6,8,,dl,dr,,,,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,73,77,70,8,27,,48,57,83,4,80,31
3,15:07,5v5,L.A,77,w,70,,,nc,,,,,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,73,77,70,2,27,,48,57,83,4,61,31
3,14:58,5v5,S.J,2,s,27,71,,opl,opl,,,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,15,71,13,2,27,,50,89,18,44,61,31
3,14:37,5v4,S.J,12,w,39,19,,oelr,oelc,,y,y,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,11,23,6,8,32,,8,12,19,39,88,31
3,14:00,5v4,S.J,8,t,12,19,88,ol,or,oc,y,y,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,11,23,6,8,32,,8,12,19,39,88,31
3,12:51,5v4,S.J,44,s,80,57,42,opr,oelpr,or,y,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,22,70,27,55,32,,48,57,42,44,80,31
3,12:12,5v4,S.J,12,o,19,,,or,,,,y,,,8,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,11,23,6,8,32,,8,12,19,44,88,31
3,12:04,5v4,S.J,88,o,8,19,,opc,or,,,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,11,23,6,8,32,,8,12,19,44,88,31
3,11:47,5v4,S.J,39,b,19,,,or,,,y,y,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,73,77,27,55,32,,48,57,42,7,80,31
3,11:42,5v4,S.J,80,o,42,,,ofp,,,,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,73,77,27,55,32,,48,57,42,7,80,31
3,9:54,5v5,S.J,61,w,19,,,opc,,,,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,11,12,17,6,8,,8,19,27,4,61,31
3,9:47,5v5,S.J,4,w,19,27,,opr,or,,,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,11,12,17,6,8,,8,19,27,4,61,31
3,9:15,5v5,S.J,42,w,39,42,,orrc,nc,,y,y,3 on 2,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,73,77,17,2,6,,12,39,42,7,88,31
3,8:34,5v4,S.J,39,s,88,8,39,opr,oc,opl,,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,22,70,6,8,32,,8,12,19,39,88,31
3,8:22,5v4,S.J,88,w,8,39,88,opc,opl,opr,,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,22,70,6,8,32,,8,12,19,39,88,31
3,8:08,5v4,S.J,39,w,8,19,,orrc,ol,,y,y,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,22,70,6,8,32,,8,12,19,39,88,31
3,7:24,5v4,S.J,44,w,42,57,80,or,nr,dc,,y,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,71,13,2,55,32,,48,57,42,44,80,31
3,7:14,5v4,S.J,48,w,42,31,,or,dsc,,y,,,,,,,-4,32,20004,10/08/2015,L.A,S.J,,,,0,71,13,2,55,32,,48,57,42,44,80,31
3,6:53,4v5,L.A,77,w,73,8,,dsr,dc,,y,y,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,73,77,8,55,32,,48,57,42,44,80,31
3,6:09,5v5,L.A,27,w,21,,,opl,,,,,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,21,71,13,10,27,,50,89,18,7,61,31
3,5:45,5v5,L.A,71,w,21,,,ol,,,,,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,5:26,5v5,L.A,27,o,21,12,27,oelpl,ol,ol,,,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,21,71,13,2,27,,48,57,83,4,80,31
3,4:13,5v5,L.A,23,w,11,,,dl,,,,y,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,11,17,23,6,10,,50,89,18,44,61,31
3,3:16,5v3,L.A,8,o,12,10,8,oelr,oelc,oc,,y,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,11,77,12,8,10,,50,4,61,31,0,0
3,2:59,5v3,L.A,10,o,11,10,8,orrc,oc,opl,y,y,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,11,77,12,8,10,,50,4,61,31,0,0
3,2:43,5v3,L.A,10,o,8,10,11,oprrc,opc,opr,y,y,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:55,5v4,L.A,11,o,77,11,10,oc,ol,oc,y,,,,,,,-4,31,20004,10/08/2015,L.A,S.J,,,,0,11,77,12,8,10,,18,83,7,88,31,0
1,16:59,5v5,L.A,23,w,12,3,,oc,nr,,y,y,,,,,,0,30,20045,10/13/2015,L.A,VAN,32,30,,11,12,23,3,8,32,,33,14,22,2,44,30
1,16:53,5v5,L.A,17,s,10,77,,oc,ofp,,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,32,,73,77,17,6,10,32,,53,17,47,8,23,30
1,15:54,5v5,VAN,27,w,18,,,opl,,,,,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,21,22,70,2,27,32,,21,15,18,5,27,30
1,15:29,5v5,L.A,27,o,21,,,opr,,,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,21,22,70,2,27,32,,21,15,18,5,27,30
1,14:19,5v5,VAN,22,w,33,2,,orrl,dsl,,,,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,77,12,23,3,8,32,,33,36,22,8,23,30
1,12:54,5v5,VAN,18,w,23,8,,dsl,dr,,y,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,11,71,13,2,27,32,,21,15,18,8,23,30
1,12:47,5v5,VAN,22,w,14,,,oc,,,,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,2,44,30
1,12:17,5v5,VAN,44,w,33,22,,opr,oelc,,,,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,2,44,30
1,9:52,5v5,L.A,3,w,8,3,28,or,oc,or,,y,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,15,71,13,3,8,32,,21,15,18,2,44,30
1,9:37,5v5,L.A,15,w,13,15,3,nl,dc,dc,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,15,71,13,3,8,32,,21,15,18,2,5,30
1,7:03,5v5,VAN,17,s,53,23,9,nc,dc,dr,,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,73,77,17,3,8,32,,53,17,9,5,23,30
1,6:02,5v5,L.A,13,o,6,,,ol,,,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,11,71,13,6,10,32,,21,15,18,5,27,30
1,5:49,5v5,L.A,6,w,11,,,opl,,,,,,,13,,,0,30,20045,10/13/2015,L.A,VAN,,,,11,71,13,6,10,32,,21,15,18,5,27,30
1,5:20,5v5,L.A,23,w,12,6,,dl,dl,,,y,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,8,23,30
1,5:18,5v5,L.A,12,w,11,,,of,,,y,y,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,8,23,30
1,4:51,5v5,VAN,22,w,33,,,nc,,,,y,3 on 2,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,8,23,30
1,4:47,5v5,VAN,47,w,2,24,,ol,of,,y,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,21,22,70,6,10,32,,24,36,47,2,44,30
1,4:00,5v5,L.A,10,w,77,73,,opr,oc,,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,73,77,17,6,10,32,,53,17,9,8,23,30
1,3:16,5v5,L.A,71,w,13,27,15,nl,dl,dr,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,15,71,13,2,27,32,,21,15,18,5,27,30
1,2:56,5v5,VAN,15,w,18,5,,dr,dr,,y,y,3 on 1,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,15,71,13,2,27,32,,21,15,18,2,44,30
1,2:41,5v5,VAN,22,o,33,22,,ol,oelr,,y,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,2,44,30
1,2:15,5v5,L.A,11,w,3,23,,ol,opl,,y,y,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,2,44,30
1,1:01,5v5,VAN,17,o,9,53,5,oelc,or,dsc,,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,73,77,17,2,27,32,,53,17,9,5,27,30
1,0:58,5v5,VAN,5,w,9,,,opl,,,,,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,73,77,17,2,27,32,,53,17,9,5,27,30
2,19:33,5v5,L.A,11,w,3,8,,ol,oelpc,,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,11,12,23,3,8,32,,33,14,22,8,23,30
2,19:13,5v5,L.A,6,w,10,,,oc,,,,,,,,,,0,30,20045,10/13/2015,L.A,VAN,,,,73,77,17,6,10,32,,53,17,9,2,44,30
2,19:03,5v5,VAN,9,o,53,,,oelc,,,y,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,73,77,17,6,10,32,,53,17,9,2,44,30
2,17:35,5v5,VAN,23,o,18,,,opl,,,y,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,21,22,70,2,27,32,,21,15,18,8,23,30
2,17:09,5v5,VAN,24,w,47,23,,or,dr,,y,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,15,71,13,2,3,32,,24,36,47,8,23,30
2,16:34,5v4,VAN,17,o,33,21,17,orrc,or,dl,y,,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,11,23,3,8,32,0,,21,33,17,22,23,30
2,15:10,5v4,VAN,47,s,8,,,orrr,,,y,y,,,,,,0,32,20045,10/13/2015,L.A,VAN,,,,77,13,6,10,32,0,,53,14,47,8,27,30
2,14:47,5v5,VAN,24,o,9,44,,orrl,oc,,y,y,,y,,,,0,32,20045,10/13/2015,L.A,VAN,,,,15,71,13,6,10,32,,24,36,9,2,44,30
2,14:15,5v5,VAN,15,s,21,,,ol,,,,,,,,,,-1,32,20045,10/13/2015,L.A,VAN,,,,11,12,23,2,27,32,,21,15,18,8,23,30
2,13:17,5v4,VAN,23,w,33,22,17,opr,oelc,oell,,,,,,,,-1,32,20045,10/13/2015,L.A,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,12:05,5v3,VAN,23,w,21,23,17,ol,oc,opl,,,,,,,,-1,32,20045,10/13/2015,L.A,VAN,,,,22,10,27,32,0,0,,21,33,17,22,23,30
2,11:59,5v3,VAN,17,o,22,33,17,orrc,oelr,ol,y,,,,,,,-1,32,20045,10/13/2015,L.A,VAN,,,,22,10,27,32,0,0,,21,33,17,22,23,30
2,10:09,5v5,L.A,71,w,21,,,or,,,,y,,,,,,-1,30,20045,10/13/2015,L.A,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,8:38,5v5,VAN,14,w,33,23,,dl,dl,,y,y,,,8,,,-1,32,20045,10/13/2015,L.A,VAN,,,,73,77,17,6,10,32,,33,14,22,8,23,30
2,7:28,5v5,L.A,6,w,11,,,ol,,,,,,,,,,-1,30,20045,10/13/2015,L.A,VAN,,,,11,12,23,6,10,32,,21,15,18,5,27,30
2,7:18,5v5,L.A,12,o,6,10,,ol,opr,,,,,,,,,-1,30,20045,10/13/2015,L.A,VAN,,,,11,12,23,6,10,32,,21,15,18,5,27,30
2,6:37,5v5,VAN,23,s,33,14,,oprrr,oelr,,,y,,y,,,,-1,32,20045,10/13/2015,L.A,VAN,,,,11,22,70,6,10,32,,33,14,22,8,23,30
2,6:10,5v5,L.A,73,w,77,,,of,,,,,,,,,,-2,30,20045,10/13/2015,L.A,VAN,,,,73,77,17,8,27,32,,24,36,47,2,44,30
2,6:04,5v5,L.A,27,s,27,73,,or,opr,,,,,,,,,-2,30,20045,10/13/2015,L.A,VAN,,,,73,77,17,8,27,32,,24,36,47,2,44,30
2,5:54,5v5,L.A,77,w,73,27,,opl,ol,,,y,,,,,,-2,30,20045,10/13/2015,L.A,VAN,,,,73,77,17,8,27,32,,24,36,47,2,44,30
2,5:37,5v5,VAN,33,b,22,33,,oelr,oelr,,y,y,,,22,y,,-2,32,20045,10/13/2015,L.A,VAN,,,,73,77,17,8,27,32,,33,36,22,8,23,30
2,5:24,5v5,VAN,14,w,22,,,oelr,,,y,y,,,,,,-2,32,20045,10/13/2015,L.A,VAN,,,,73,77,17,8,27,32,,33,14,22,8,23,30
