Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flames,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,0:25,5v5,CGY,19,w,8,,,oelc,,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,5,7,31,,19,65,90,2,27,31
1,0:23,5v5,CGY,19,w,18,,,oc,,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,5,7,31,,19,65,90,2,27,31
1,0:14,5v5,WSH,65,s,90,,,nl,,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,5,7,31,,19,65,90,2,27,31
2,18:51,5v5,CGY,5,s,7,5,,dr,dc,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,67,13,5,7,31,,19,65,90,2,27,31
2,18:27,5v5,WSH,2,w,19,90,,oc,ol,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,4,27,31,,19,65,90,2,27,31
2,18:03,5v5,WSH,14,b,2,,,dsc,,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,4,6,31,,83,14,90,2,27,31
2,17:54,5v5,WSH,9,s,14,,,oc,,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,4,6,31,,83,14,25,4,9,31
2,17:45,5v5,CGY,52,w,79,,,or,,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,4,6,31,,83,14,25,4,9,31
2,17:37,5v5,WSH,14,w,4,14,,nc,nr,,,y,,,83,y,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,4,6,31,,83,14,25,4,9,31
2,17:07,5v5,CGY,18,w,19,8,,oc,oc,,y,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,14:34,5v5,CGY,79,w,57,,,ol,,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,6,29,31,,83,14,25,4,9,31
2,14:10,5v5,CGY,18,s,8,,,ol,,,y,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,4,27,31,,21,46,43,2,27,31
2,13:34,5v5,WSH,74,w,43,,,oelc,,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,4,7,31,,21,46,43,2,74,31
2,12:34,5v5,WSH,67,w,93,,,oc,,,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,4,6,31,,83,14,25,74,88,31
2,12:26,5v5,CGY,67,w,93,67,,oc,or,,y,y,,y,,,,0,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,4,6,31,,83,14,25,74,88,31
2,11:40,5v5,WSH,27,w,92,,,orrr,,,y,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,4,27,31,,19,65,90,2,27,31
2,9:50,5v5,WSH,74,w,14,,,dl,,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,6,29,31,,83,14,25,74,88,31
2,9:38,5v5,WSH,25,w,83,,,oc,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,6,29,31,,83,14,25,74,88,31
2,9:29,5v5,WSH,67,w,93,,,oc,,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,6,29,31,,83,14,25,74,88,31
2,9:24,5v5,CGY,6,o,67,,,or,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,6,29,31,,83,14,25,74,88,31
2,9:03,5v5,WSH,65,o,90,27,2,oc,ol,ol,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,93,67,6,29,31,,19,65,90,2,27,31
2,8:44,5v5,CGY,4,s,23,,,of,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,4,27,31,,19,65,90,2,27,31
2,7:49,5v5,WSH,90,w,9,,,orrc,,,y,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,4,27,31,,92,65,90,4,9,31
2,6:07,5v5,WSH,74,o,88,14,,oc,ol,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,6,29,31,,83,14,25,74,88,31
2,5:52,5v5,WSH,21,w,46,21,,oc,nc,,,Y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,21,46,43,74,88,31
2,5:43,5v4,WSH,19,s,74,19,77,oc,or,of,y,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,18,57,4,7,31,0,,19,77,8,90,74,31
2,5:35,4v4,CGY,7,s,23,,,of,,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,13,6,7,31,0,,19,8,2,27,31,0
2,5:28,4v4,CGY,7,w,23,,,of,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,13,6,7,31,0,,19,8,2,27,31,0
2,5:13,4v4,CGY,7,w,23,,,or,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,13,6,7,31,0,,19,8,2,27,31,0
2,4:56,4v4,WSH,8,w,27,2,19,nr,dr,dl,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,13,6,7,31,0,,19,8,2,27,31,0
2,4:33,4v4,CGY,27,w,23,27,,orrc,dc,,y,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,13,7,27,31,0,,19,8,9,74,31,0
2,3:37,5v5,WSH,83,w,9,4,90,nr,dc,dl,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,2:52,5v5,CGY,79,w,52,,,oc,,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,57,52,79,4,6,31,,92,77,8,4,88,31
2,1:55,5v5,CGY,13,w,23,,,dl,,,y,,1 on 0,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,5,7,31,,19,65,90,2,27,31
2,1:32,5v5,WSH,9,w,21,43,,oell,oc,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,1:00,5v5,CGY,5,w,27,23,,opr,or,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:20,5v5,WSH,74,w,14,88,,oc,nl,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,18,19,13,5,7,31,,92,14,25,74,88,31
3,18:29,5v5,CGY,23,w,24,6,4,nc,dr,dl,,y,,y,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,4,6,31,,19,65,90,2,27,31
3,17:35,5v5,WSH,9,w,4,,,oc,,,,,,,,,,-2,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:47,5v4,WSH,14,w,2,14,,oc,or,,y,y,,,,,,-2,31,20243,11/13/2015,WSH,CGY,,,,18,57,5,7,31,0,,92,14,8,25,2,31
3,15:41,5v4,WSH,2,w,19,77,,or,of,,,,,,,,,-2,31,20243,11/13/2015,WSH,CGY,,,,11,23,4,6,31,0,,19,77,90,2,74,31
3,15:16,5v5,WSH,90,w,74,2,,dr,dl,,,y,,,,,,-2,31,20243,11/13/2015,WSH,CGY,,,,11,19,67,4,6,31,,19,14,90,2,74,31
3,14:26,5v5,WSH,2,w,88,21,,oc,oelc,,,,,,,,,-2,31,20243,11/13/2015,WSH,CGY,,,,18,13,79,5,7,31,,21,46,65,27,88,31
3,14:19,5v5,WSH,46,w,21,,,or,,,y,y,,,46,y,y,-2,31,20243,11/13/2015,WSH,CGY,,,,18,13,79,5,7,31,,21,46,65,27,88,31
3,13:42,5v5,CGY,7,o,5,24,13,ol,or,or,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:11,5v5,CGY,8,w,19,8,,ol,ol,,y,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,4,27,31,,19,14,90,4,74,31
3,13:03,5v5,CGY,27,w,19,,,or,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,4,27,31,,19,14,90,4,74,31
3,12:41,5v5,CGY,24,w,13,23,,or,dc,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,6,29,31,,21,46,25,2,27,31
3,12:32,5v5,WSH,25,b,21,27,,nr,dr,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,6,29,31,,21,46,25,2,27,31
3,12:21,5v5,WSH,27,o,21,2,,oelc,or,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,6,29,31,,21,46,25,2,27,31
3,12:15,5v5,WSH,9,o,92,,,of,,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,92,8,65,9,88,31
3,11:19,5v5,WSH,8,w,9,,,nl,,,y,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,4,7,31,,19,77,8,2,27,31
3,10:54,5v5,WSH,90,w,77,2,,oc,dc,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,4,27,31,,19,77,90,2,27,31
3,9:42,5v5,CGY,11,w,23,5,,nc,dl,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,8:12,5v5,WSH,92,s,27,8,,dsc,dr,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,92,8,65,2,27,31
3,8:08,5v5,WSH,4,o,19,,,of,,,,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,4,6,31,,19,14,25,4,74,31
3,7:56,5v5,WSH,25,s,74,,,or,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,4,6,31,,19,14,25,4,74,31
3,7:09,5v5,WSH,46,o,90,46,74,or,nl,dc,y,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,5,7,31,,46,77,90,27,74,31
3,5:50,5v5,WSH,8,o,92,43,92,orrr,dc,dr,y,y,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,92,43,8,2,27,31
3,5:40,5v5,WSH,92,w,8,,,ol,,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,92,43,8,2,27,31
3,5:35,5v5,WSH,92,o,2,27,,opl,oc,,,,,,43,y,,-1,31,20243,11/13/2015,WSH,CGY,,,,11,93,67,5,7,31,,92,43,8,2,27,31
3,5:03,5v5,WSH,2,s,65,83,,oelc,ol,,,,,,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,5,7,31,,83,14,65,2,27,31
3,4:48,5v5,WSH,83,t,65,2,14,or,or,or,y,y,,y,,,,-1,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,5,7,31,,83,14,65,2,27,31
3,3:52,5v5,WSH,2,s,77,27,25,oc,ol,or,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,18,93,67,4,6,31,,19,77,25,2,27,31
3,2:22,5v5,WSH,65,w,83,27,2,oc,dl,dr,,,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,8,18,19,5,7,31,,46,14,65,74,88,31
3,1:20,5v5,WSH,77,w,19,27,,oc,nl,,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,24,13,5,7,31,,19,77,25,2,27,31
4,4:07,3v3,WSH,92,w,8,,,or,,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,13,0,0,5,7,31,,92,8,0,0,74,31
4,3:47,3v3,CGY,13,t,4,13,31,oc,or,dc,y,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,13,0,0,4,6,31,,92,8,0,0,74,31
4,3:32,3v3,WSH,74,s,8,,,dc,,,,y,,,,,,0,31,20243,11/13/2015,WSH,CGY,,,,13,0,0,4,6,31,,92,8,0,0,74,31
4,3:20,3v3,CGY,23,w,7,27,,orrc,dc,,y,y,,y,,,,0,31,20243,11/13/2015,WSH,CGY,,,,23,0,0,7,27,31,,14,90,0,0,9,31
1,18:57,5v5,CHI,16,w,57,,,ol,,,y,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,33,31,,8,18,19,4,27,31,,16,65,86,7,57,33
1,15:45,5v5,CHI,15,w,88,72,,nl,nc,,y,,,,,,,0,31,20260,11/15/2015,CHI,CGY,50,37,,8,11,19,4,6,31,,15,72,88,7,57,33
1,15:40,5v5,CHI,57,s,88,15,,opl,of,,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,11,19,4,6,31,,15,72,88,7,57,33
1,15:45,5v5,CHI,72,w,32,88,6,or,or,or,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,11,19,4,6,31,,15,72,88,7,57,33
1,14:13,5v5,CGY,57,o,72,,,ol,,,,y,,,,,,0,33,20260,11/15/2015,CHI,CGY,,,,57,52,79,6,29,31,,28,67,53,6,32,33
1,13:41,5v5,CHI,4,w,19,67,4,opr,nr,dr,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,7,31,,19,56,81,2,4,33
1,13:36,5v5,CHI,81,o,56,6,81,ol,ol,opl,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,4,27,31,,19,56,81,6,32,33
1,13:07,5v5,CHI,56,w,6,,,ol,,,y,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,19,56,81,6,32,33
1,12:43,5v5,CHI,88,t,72,2,,or,dl,,y,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,7,31,,15,72,88,2,4,33
1,10:46,5v5,CHI,67,w,53,2,,nc,nl,,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,13,52,4,27,31,,56,67,81,2,4,33
1,9:33,5v4,CHI,2,o,72,88,2,opl,ol,opl,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,18,57,5,7,31,0,,15,72,88,2,7,33
1,8:53,5v4,CHI,88,w,2,88,7,ol,or,oc,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,11,67,4,6,31,0,,15,72,88,2,7,33
1,8:42,5v4,CHI,19,w,6,19,6,oc,opr,or,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,23,5,7,31,0,,19,65,81,86,6,33
1,8:36,5v4,CHI,6,s,81,,,or,,,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,23,5,7,31,0,,19,65,81,86,6,33
1,8:16,5v4,CHI,19,w,81,6,81,oc,oc,opr,y,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,18,4,7,31,0,,19,65,81,86,6,33
1,8:04,5v4,CHI,6,w,81,19,6,oc,oc,oc,,,,,65,y,,0,31,20260,11/15/2015,CHI,CGY,,,,8,18,4,7,31,0,,19,65,81,86,6,33
1,7:55,5v5,CHI,6,o,86,65,,opl,oelc,,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,18,4,7,31,0,,19,65,81,86,6,33
1,6:38,5v5,CHI,15,w,2,,,dsc,,,y,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:30,5v5,CHI,15,w,88,,,ol,,,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,4,27,31,,15,72,88,7,57,33
1,5:12,5v5,CHI,56,w,19,81,56,nc,dc,dl,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,57,52,5,7,31,,19,56,81,6,32,33
1,4:14,5v5,CHI,72,w,88,7,57,nc,nr,dl,y,y,,,72,,,0,31,20260,11/15/2015,CHI,CGY,,,,57,52,79,6,29,31,,15,72,88,7,57,33
1,3:05,5v5,CGY,67,o,11,,,oc,,,y,y,,,,,,0,33,20260,11/15/2015,CHI,CGY,,,,11,93,67,5,27,31,,16,65,86,6,32,33
1,3:02,5v5,CGY,7,o,23,,,of,,,,,,,,,,0,33,20260,11/15/2015,CHI,CGY,,,,11,93,67,5,27,31,,16,65,86,6,32,33
1,2:26,5v5,CGY,23,w,7,,,dr,,,y,,,,,,,0,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,19,67,81,2,4,33
1,0:54,5v5,CHI,16,b,65,86,4,oc,or,nr,y,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,8,11,67,5,7,31,,16,65,86,2,4,33
1,0:33,5v5,CGY,23,w,4,,,nc,,,y,,,,,,,0,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,4,7,31,,19,65,86,2,4,33
2,18:39,5v5,CHI,16,w,65,4,,nr,dr,,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,4,27,31,,16,65,86,2,4,33
2,18:00,5v5,CHI,7,o,88,15,65,opr,or,nr,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,93,67,6,29,31,,15,72,88,7,57,33
2,17:51,5v5,CHI,57,w,72,,,opc,,,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,93,67,6,29,31,,15,72,88,7,57,33
2,17:30,5v5,CHI,81,w,32,19,,or,of,,,,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,93,67,6,29,31,,19,56,81,6,32,33
2,17:17,5v5,CHI,19,w,81,,,or,,,y,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,93,67,6,29,31,,19,56,81,6,32,33
2,17:10,5v5,CHI,28,w,67,,,or,,,,y,,,,,,0,31,20260,11/15/2015,CHI,CGY,,,,57,52,79,5,7,31,,28,67,53,6,32,33
2,16:20,5v5,CGY,8,w,4,18,,ol,opl,,,,,,19,y,y,0,33,20260,11/15/2015,CHI,CGY,,,,8,18,19,4,27,31,,67,72,88,6,32,33
2,15:35,5v5,CGY,11,o,93,4,,ol,dsc,,,y,,,,,,-1,33,20260,11/15/2015,CHI,CGY,,,,11,93,67,4,27,31,,15,72,88,7,57,33
2,15:31,5v5,CGY,11,o,93,,,oell,,,,,,,,,,-1,33,20260,11/15/2015,CHI,CGY,,,,11,93,67,4,27,31,,15,72,88,7,57,33
2,13:27,5v5,CHI,57,o,15,,,or,,,y,,,,,,,-1,31,20260,11/15/2015,CHI,CGY,,,,11,93,67,6,29,31,,15,72,88,7,57,33
2,12:20,5v5,CHI,81,o,2,,,ol,,,,y,,y,,,,0,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,4,27,31,,19,65,81,2,4,33
2,12:05,5v5,CHI,32,o,81,,,opr,,,,y,,,,,,1,31,20260,11/15/2015,CHI,CGY,,,,57,52,79,5,7,31,,19,56,81,6,32,33
2,11:57,5v5,CHI,7,s,88,7,88,opr,or,opr,,y,,,15,y,,1,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,15,72,88,7,57,33
2,11:32,5v5,CHI,7,s,72,,,ol,,,,,,,,,,1,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,15,72,88,7,57,33
2,11:29,5v5,CHI,72,w,88,,,oelc,,,y,y,,y,,,,1,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,15,72,88,7,57,33
2,11:19,5v5,CGY,27,w,4,,,nc,,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,11,93,67,4,27,31,,16,65,86,7,57,33
2,11:04,5v5,CGY,27,w,93,11,93,ol,nl,nl,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,11,93,67,4,27,31,,16,65,86,7,57,33
2,10:32,5v4,CGY,6,w,13,6,23,opl,ol,of,,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,7,31,,16,67,2,4,33,0
2,10:23,5v4,CGY,13,w,6,23,,oc,of,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,7,31,,16,67,2,4,33,0
2,10:15,5v4,CGY,13,w,6,23,7,oc,opr,or,y,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,7,31,,16,67,2,4,33,0
2,10:04,4v5,CHI,81,w,15,,,nc,,,y,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,7,31,,15,81,7,57,33,0
2,9:44,5v4,CGY,23,w,7,23,,or,opl,,,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,7,31,,15,81,7,57,33,0
2,9:16,5v4,CGY,4,w,5,,,opr,,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,8,11,93,4,5,31,,16,67,2,4,33,0
2,8:57,5v4,CGY,4,w,93,5,4,orrc,oc,opl,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,8,11,93,4,5,31,,16,67,2,4,33,0
2,8:30,5v4,CGY,13,w,23,24,,orrc,or,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,15,19,2,4,33,0
2,8:07,5v4,CGY,6,o,5,13,,oc,opr,ol,,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,15,19,2,4,33,0
2,8:00,5v4,CGY,6,o,5,13,,oc,opr,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,15,19,2,4,33,0
2,7:37,5v4,CHI,13,w,5,13,,oc,opr,,,,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,15,19,2,4,33,0
2,6:11,5v5,CHI,7,s,19,88,4,opr,dr,dr,,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,24,79,5,7,31,,19,72,88,7,57,33
2,5:18,5v5,CGY,27,w,13,67,4,opl,dl,dl,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,13,52,7,27,31,,15,72,88,7,57,33
2,5:13,5v5,CGY,24,t,5,23,,ol,of,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,13,52,7,27,31,,15,72,88,7,57,33
2,4:13,5v5,CHI,6,s,81,19,,or,dr,,,,,,56,,,2,31,20260,11/15/2015,CHI,CGY,,,,57,13,52,4,27,31,,19,56,81,6,32,33
2,3:46,5v5,CHI,32,w,19,56,,oc,nl,,,,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,4,27,31,,19,56,81,6,32,33
2,0:05,5v5,CGY,6,w,24,4,,nl,dsl,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,4,6,31,,16,19,81,2,4,33
3,19:09,5v5,CHI,56,o,19,81,,orrc,oell,,y,,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,4,27,31,,19,56,81,2,4,33
3,18:43,5v5,CGY,5,w,23,,,of,,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,19,56,81,2,4,33
3,18:06,5v5,CHI,86,w,65,,,dr,,,,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,6,31,,16,65,86,4,57,33
3,17:23,5v5,CHI,6,o,67,,,opl,,,,y,,,53,,,2,31,20260,11/15/2015,CHI,CGY,,,,57,52,79,6,29,31,,28,67,53,6,32,33
3,16:26,5v5,CGY,67,w,93,6,,ol,nr,,y,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,11,93,67,4,6,31,,15,72,88,7,57,33
3,15:34,5v5,CHI,81,w,4,,,nsc,,,y,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,19,56,81,2,4,33
3,15:18,5v5,CHI,2,o,81,2,,opl,oc,,,,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,19,56,81,2,4,33
3,15:07,5v5,CGY,5,w,19,,,oell,,,,,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,8,18,19,5,7,31,,19,56,81,2,4,33
3,14:48,5v5,CHI,7,o,86,,,or,,,y,y,,,,,,2,31,20260,11/15/2015,CHI,CGY,,,,23,24,13,5,7,31,,16,65,86,7,57,33
3,14:29,5v5,CGY,27,w,13,23,24,orrr,or,dl,y,y,,,,,,2,33,20260,11/15/2015,CHI,CGY,,,,23,24,13,6,27,31,,16,65,86,7,57,33
